"N.º"	"Fecha"	"Tiempo, GMT+01:00"	"Temp, °C (LGR S/N: 20954332, SEN S/N: 20954332)"	"Acoplador separado (LGR S/N: 20954332, SEN S/N: 20954332)"	"Acoplador adjunto (LGR S/N: 20954332, SEN S/N: 20954332)"	"Host conectado (LGR S/N: 20954332, SEN S/N: 20954332)"	"Final de archivo (LGR S/N: 20954332, SEN S/N: 20954332)"
1	21/02/21	10:00:00	10.883	Registrado			
2	21/02/21	11:00:00	11.005				
3	21/02/21	12:00:00	10.980				
4	21/02/21	13:00:00	11.029				
5	21/02/21	14:00:00	11.102				
6	21/02/21	15:00:00	11.151				
7	21/02/21	16:00:00	11.127				
8	21/02/21	17:00:00	11.053				
9	21/02/21	18:00:00	11.053				
10	21/02/21	19:00:00	11.078				
11	21/02/21	20:00:00	11.053				
12	21/02/21	21:00:00	11.029				
13	21/02/21	22:00:00	11.005				
14	21/02/21	23:00:00	11.029				
15	22/02/21	00:00:00	11.005				
16	22/02/21	01:00:00	11.029				
17	22/02/21	02:00:00	11.029				
18	22/02/21	03:00:00	11.029				
19	22/02/21	04:00:00	11.053				
20	22/02/21	05:00:00	11.029				
21	22/02/21	06:00:00	11.078				
22	22/02/21	07:00:00	11.029				
23	22/02/21	08:00:00	11.005				
24	22/02/21	09:00:00	11.029				
25	22/02/21	10:00:00	11.053				
26	22/02/21	11:00:00	11.127				
27	22/02/21	12:00:00	11.419				
28	22/02/21	13:00:00	11.565				
29	22/02/21	14:00:00	11.273				
30	22/02/21	15:00:00	11.200				
31	22/02/21	16:00:00	11.175				
32	22/02/21	17:00:00	11.200				
33	22/02/21	18:00:00	11.224				
34	22/02/21	19:00:00	11.224				
35	22/02/21	20:00:00	11.297				
36	22/02/21	21:00:00	11.321				
37	22/02/21	22:00:00	11.297				
38	22/02/21	23:00:00	11.321				
39	23/02/21	00:00:00	11.346				
40	23/02/21	01:00:00	11.346				
41	23/02/21	02:00:00	11.370				
42	23/02/21	03:00:00	11.370				
43	23/02/21	04:00:00	11.394				
44	23/02/21	05:00:00	11.346				
45	23/02/21	06:00:00	11.297				
46	23/02/21	07:00:00	11.321				
47	23/02/21	08:00:00	11.321				
48	23/02/21	09:00:00	11.321				
49	23/02/21	10:00:00	11.297				
50	23/02/21	11:00:00	11.370				
51	23/02/21	12:00:00	11.394				
52	23/02/21	13:00:00	11.419				
53	23/02/21	14:00:00	11.443				
54	23/02/21	15:00:00	11.419				
55	23/02/21	16:00:00	11.346				
56	23/02/21	17:00:00	11.346				
57	23/02/21	18:00:00	11.370				
58	23/02/21	19:00:00	11.346				
59	23/02/21	20:00:00	11.370				
60	23/02/21	21:00:00	11.370				
61	23/02/21	22:00:00	11.346				
62	23/02/21	23:00:00	11.346				
63	24/02/21	00:00:00	11.321				
64	24/02/21	01:00:00	11.321				
65	24/02/21	02:00:00	11.297				
66	24/02/21	03:00:00	11.321				
67	24/02/21	04:00:00	11.297				
68	24/02/21	05:00:00	11.297				
69	24/02/21	06:00:00	11.321				
70	24/02/21	07:00:00	11.321				
71	24/02/21	08:00:00	11.297				
72	24/02/21	09:00:00	11.346				
73	24/02/21	10:00:00	11.321				
74	24/02/21	11:00:00	11.346				
75	24/02/21	12:00:00	11.394				
76	24/02/21	13:00:00	11.394				
77	24/02/21	14:00:00	11.394				
78	24/02/21	15:00:00	11.419				
79	24/02/21	16:00:00	11.419				
80	24/02/21	17:00:00	11.394				
81	24/02/21	18:00:00	11.394				
82	24/02/21	19:00:00	11.394				
83	24/02/21	20:00:00	11.394				
84	24/02/21	21:00:00	11.394				
85	24/02/21	22:00:00	11.370				
86	24/02/21	23:00:00	11.346				
87	25/02/21	00:00:00	11.321				
88	25/02/21	01:00:00	11.297				
89	25/02/21	02:00:00	11.297				
90	25/02/21	03:00:00	11.297				
91	25/02/21	04:00:00	11.346				
92	25/02/21	05:00:00	11.346				
93	25/02/21	06:00:00	11.346				
94	25/02/21	07:00:00	11.370				
95	25/02/21	08:00:00	11.346				
96	25/02/21	09:00:00	11.297				
97	25/02/21	10:00:00	11.370				
98	25/02/21	11:00:00	11.346				
99	25/02/21	12:00:00	11.370				
100	25/02/21	13:00:00	11.443				
101	25/02/21	14:00:00	11.419				
102	25/02/21	15:00:00	11.467				
103	25/02/21	16:00:00	11.467				
104	25/02/21	17:00:00	11.492				
105	25/02/21	18:00:00	11.467				
106	25/02/21	19:00:00	11.492				
107	25/02/21	20:00:00	11.467				
108	25/02/21	21:00:00	11.467				
109	25/02/21	22:00:00	11.467				
