"N.º"	"Fecha"	"Tiempo, GMT+01:00"	"Temp, °C (LGR S/N: 20954357, SEN S/N: 20954357)"	"Acoplador separado (LGR S/N: 20954357, SEN S/N: 20954357)"	"Acoplador adjunto (LGR S/N: 20954357, SEN S/N: 20954357)"	"Host conectado (LGR S/N: 20954357, SEN S/N: 20954357)"	"Final de archivo (LGR S/N: 20954357, SEN S/N: 20954357)"
1	21/02/21	10:00:00	11.127	Registrado			
2	21/02/21	11:00:00	11.151				
3	21/02/21	12:00:00	11.175				
4	21/02/21	13:00:00	11.200				
5	21/02/21	14:00:00	11.200				
6	21/02/21	15:00:00	11.200				
7	21/02/21	16:00:00	11.175				
8	21/02/21	17:00:00	11.127				
9	21/02/21	18:00:00	11.102				
10	21/02/21	19:00:00	11.102				
11	21/02/21	20:00:00	11.102				
12	21/02/21	21:00:00	11.102				
13	21/02/21	22:00:00	11.102				
14	21/02/21	23:00:00	11.127				
15	22/02/21	00:00:00	11.151				
16	22/02/21	01:00:00	11.151				
17	22/02/21	02:00:00	11.200				
18	22/02/21	03:00:00	11.151				
19	22/02/21	04:00:00	11.151				
20	22/02/21	05:00:00	11.127				
21	22/02/21	06:00:00	11.127				
22	22/02/21	07:00:00	11.151				
23	22/02/21	08:00:00	11.175				
24	22/02/21	09:00:00	11.248				
25	22/02/21	10:00:00	11.273				
26	22/02/21	11:00:00	11.224				
27	22/02/21	12:00:00	11.273				
28	22/02/21	13:00:00	11.273				
29	22/02/21	14:00:00	11.248				
30	22/02/21	15:00:00	11.297				
31	22/02/21	16:00:00	11.224				
32	22/02/21	17:00:00	11.248				
33	22/02/21	18:00:00	11.321				
34	22/02/21	19:00:00	11.321				
35	22/02/21	20:00:00	11.346				
36	22/02/21	21:00:00	11.394				
37	22/02/21	22:00:00	11.394				
38	22/02/21	23:00:00	11.394				
39	23/02/21	00:00:00	11.394				
40	23/02/21	01:00:00	11.370				
41	23/02/21	02:00:00	11.467				
42	23/02/21	03:00:00	11.443				
43	23/02/21	04:00:00	11.443				
44	23/02/21	05:00:00	11.443				
45	23/02/21	06:00:00	11.346				
46	23/02/21	07:00:00	11.443				
47	23/02/21	08:00:00	11.443				
48	23/02/21	09:00:00	11.443				
49	23/02/21	10:00:00	11.443				
50	23/02/21	11:00:00	11.492				
51	23/02/21	12:00:00	11.492				
52	23/02/21	13:00:00	11.492				
53	23/02/21	14:00:00	11.516				
54	23/02/21	15:00:00	11.540				
55	23/02/21	16:00:00	11.443				
56	23/02/21	17:00:00	11.443				
57	23/02/21	18:00:00	11.419				
58	23/02/21	19:00:00	11.394				
59	23/02/21	20:00:00	11.394				
60	23/02/21	21:00:00	11.394				
61	23/02/21	22:00:00	11.419				
62	23/02/21	23:00:00	11.394				
63	24/02/21	00:00:00	11.273				
64	24/02/21	01:00:00	11.248				
65	24/02/21	02:00:00	11.297				
66	24/02/21	03:00:00	11.321				
67	24/02/21	04:00:00	11.346				
68	24/02/21	05:00:00	11.370				
69	24/02/21	06:00:00	11.321				
70	24/02/21	07:00:00	11.346				
71	24/02/21	08:00:00	11.394				
72	24/02/21	09:00:00	11.394				
73	24/02/21	10:00:00	11.419				
74	24/02/21	11:00:00	11.443				
75	24/02/21	12:00:00	11.419				
76	24/02/21	13:00:00	11.394				
77	24/02/21	14:00:00	11.467				
78	24/02/21	15:00:00	11.467				
79	24/02/21	16:00:00	11.419				
80	24/02/21	17:00:00	11.419				
81	24/02/21	18:00:00	11.419				
82	24/02/21	19:00:00	11.419				
83	24/02/21	20:00:00	11.419				
84	24/02/21	21:00:00	11.419				
85	24/02/21	22:00:00	11.443				
86	24/02/21	23:00:00	11.419				
87	25/02/21	00:00:00	11.419				
88	25/02/21	01:00:00	11.419				
89	25/02/21	02:00:00	11.419				
90	25/02/21	03:00:00	11.419				
91	25/02/21	04:00:00	11.394				
92	25/02/21	05:00:00	11.394				
93	25/02/21	06:00:00	11.370				
94	25/02/21	07:00:00	11.346				
95	25/02/21	08:00:00	11.394				
96	25/02/21	09:00:00	11.370				
97	25/02/21	10:00:00	11.492				
98	25/02/21	11:00:00	11.516				
99	25/02/21	12:00:00	11.516				
100	25/02/21	13:00:00	11.516				
101	25/02/21	14:00:00	11.516				
102	25/02/21	15:00:00	11.492				
103	25/02/21	16:00:00	11.492				
104	25/02/21	17:00:00	11.443				
105	25/02/21	18:00:00	11.492				
106	25/02/21	19:00:00	11.492				
107	25/02/21	20:00:00	11.492				
108	25/02/21	21:00:00	11.492				
109	25/02/21	22:00:00	11.492				
110	25/02/21	23:00:00	11.540				
111	26/02/21	00:00:00	11.492				
112	26/02/21	01:00:00	11.443				
113	26/02/21	02:00:00	11.467				
114	26/02/21	03:00:00	11.443				
115	26/02/21	04:00:00	11.443				
116	26/02/21	05:00:00	11.443				
117	26/02/21	06:00:00	11.419				
118	26/02/21	07:00:00	11.419				
119	26/02/21	08:00:00	11.419				
120	26/02/21	09:00:00	11.467				
121	26/02/21	10:00:00	11.467				
122	26/02/21	11:00:00	11.516				
123	26/02/21	12:00:00	11.492				
124	26/02/21	13:00:00	11.516				
125	26/02/21	14:00:00	11.540				
126	26/02/21	15:00:00	11.540				
127	26/02/21	16:00:00	11.637				
128	26/02/21	17:00:00	11.516				
129	26/02/21	18:00:00	11.516				
130	26/02/21	19:00:00	11.565				
131	26/02/21	20:00:00	11.540				
132	26/02/21	21:00:00	11.540				
133	26/02/21	22:00:00	11.540				
134	26/02/21	23:00:00	11.540				
135	27/02/21	00:00:00	11.540				
136	27/02/21	01:00:00	11.540				
137	27/02/21	02:00:00	11.540				
138	27/02/21	03:00:00	11.516				
139	27/02/21	04:00:00	11.516				
140	27/02/21	05:00:00	11.516				
141	27/02/21	06:00:00	11.492				
142	27/02/21	07:00:00	11.492				
143	27/02/21	08:00:00	11.492				
144	27/02/21	09:00:00	11.516				
145	27/02/21	10:00:00	11.540				
146	27/02/21	11:00:00	11.540				
147	27/02/21	12:00:00	11.540				
148	27/02/21	13:00:00	11.540				
149	27/02/21	14:00:00	11.565				
150	27/02/21	15:00:00	11.589				
151	27/02/21	16:00:00	11.589				
152	27/02/21	17:00:00	11.589				
153	27/02/21	18:00:00	11.589				
154	27/02/21	19:00:00	11.540				
155	27/02/21	20:00:00	11.565				
156	27/02/21	21:00:00	11.565				
157	27/02/21	22:00:00	11.540				
158	27/02/21	23:00:00	11.540				
159	28/02/21	00:00:00	11.540				
160	28/02/21	01:00:00	11.492				
161	28/02/21	02:00:00	11.467				
162	28/02/21	03:00:00	11.443				
163	28/02/21	04:00:00	11.443				
164	28/02/21	05:00:00	11.443				
165	28/02/21	06:00:00	11.419				
166	28/02/21	07:00:00	11.394				
167	28/02/21	08:00:00	11.394				
168	28/02/21	09:00:00	11.419				
169	28/02/21	10:00:00	11.467				
170	28/02/21	11:00:00	11.467				
171	28/02/21	12:00:00	11.516				
172	28/02/21	13:00:00	11.492				
173	28/02/21	14:00:00	11.540				
174	28/02/21	15:00:00	11.565				
175	28/02/21	16:00:00	11.565				
176	28/02/21	17:00:00	11.540				
177	28/02/21	18:00:00	11.492				
178	28/02/21	19:00:00	11.443				
179	28/02/21	20:00:00	11.467				
180	28/02/21	21:00:00	11.467				
