Date	Time	15	30	42
17/06/2021	06:00:00	20.038	16.22	15.59
17/06/2021	07:00:00	19.659	16.03	15.53
17/06/2021	08:00:00	20.134	16.125	15.56
17/06/2021	09:00:00	20.134	16.125	15.61
17/06/2021	10:00:00	20.038	16.125	15.65
17/06/2021	11:00:00	19.849	16.316	15.65
17/06/2021	12:00:00	19.468	16.411	15.65
17/06/2021	13:00:00	19.563	16.411	15.65
17/06/2021	14:00:00	19.468	16.411	15.72
17/06/2021	15:00:00	19.563	16.505	15.72
17/06/2021	16:00:00	19.849	16.316	15.52
17/06/2021	17:00:00	19.943	16.22	15.56
17/06/2021	18:00:00	20.229	16.125	15.46
17/06/2021	19:00:00	20.038	16.411	15.46
17/06/2021	20:00:00	20.038	16.125	15.44
17/06/2021	21:00:00	19.849	15.935	15.42
17/06/2021	22:00:00	19.943	16.03	15.47
17/06/2021	23:00:00	19.659	16.03	15.47
18/06/2021	00:00:00	19.279	16.22	15.5
18/06/2021	01:00:00	18.995	16.125	15.53
18/06/2021	02:00:00	19.184	16.505	15.98
18/06/2021	03:00:00	19.374	16.22	15.73
18/06/2021	04:00:00	19.184	16.22	15.62
18/06/2021	05:00:00	19.184	16.125	15.67
18/06/2021	06:00:00	20.038	16.22	15.56
18/06/2021	07:00:00	19.943	16.125	15.31
18/06/2021	08:00:00	20.323	16.22	15.38
18/06/2021	09:00:00	20.514	16.316	15.64
18/06/2021	10:00:00	20.323	16.316	15.71
18/06/2021	11:00:00	19.943	16.411	15.72
18/06/2021	12:00:00	19.659	16.505	15.72
18/06/2021	13:00:00	19.279	16.22	15.74
18/06/2021	14:00:00	19.279	16.22	15.72
18/06/2021	15:00:00	19.089	16.316	15.72
18/06/2021	16:00:00	19.089	16.125	15.7
18/06/2021	17:00:00	18.804	16.125	15.75
18/06/2021	18:00:00	19.279	16.6	15.66
18/06/2021	19:00:00	19.659	16.411	15.69
18/06/2021	20:00:00	19.659	16.316	15.7
18/06/2021	21:00:00	20.134	16.316	15.62
18/06/2021	22:00:00	19.563	16.22	15.57
18/06/2021	23:00:00	19.659	16.22	15.51
19/06/2021	00:00:00	19.184	16.22	15.48
19/06/2021	01:00:00	19.184	16.22	15.54
19/06/2021	02:00:00	19.468	16.695	15.55
19/06/2021	03:00:00	19.563	16.316	15.56
19/06/2021	04:00:00	19.849	16.22	15.69
19/06/2021	05:00:00	19.563	16.22	15.68
19/06/2021	06:00:00	19.279	16.125	15.58
19/06/2021	07:00:00	19.659	16.125	15.6
19/06/2021	08:00:00	19.943	16.03	15.64
19/06/2021	09:00:00	19.563	16.6	15.64
19/06/2021	10:00:00	19.563	16.03	15.58
19/06/2021	11:00:00	19.468	16.03	15.54
19/06/2021	12:00:00	18.709	16.125	15.55
19/06/2021	13:00:00	18.899	16.505	15.51
19/06/2021	14:00:00	19.659	16.411	15.51
19/06/2021	15:00:00	19.374	16.695	15.51
19/06/2021	16:00:00	19.468	16.6	15.54
19/06/2021	17:00:00	19.089	16.316	15.59
19/06/2021	18:00:00	19.184	16.316	15.56
19/06/2021	19:00:00	19.279	16.316	15.51
19/06/2021	20:00:00	19.754	16.411	15.69
19/06/2021	21:00:00	19.563	16.316	15.66
19/06/2021	22:00:00	20.038	16.316	15.61
19/06/2021	23:00:00	18.995	16.22	15.72
20/06/2021	00:00:00	18.804	16.125	15.62
20/06/2021	01:00:00	19.374	16.125	15.62
20/06/2021	02:00:00	19.468	16.03	15.6
20/06/2021	03:00:00	19.374	15.935	15.62
20/06/2021	04:00:00	19.089	15.935	15.62
20/06/2021	05:00:00	19.184	15.745	15.55
20/06/2021	06:00:00	19.089	15.84	15.52
20/06/2021	07:00:00	19.849	15.84	15.58
20/06/2021	08:00:00	19.754	16.316	15.57
20/06/2021	09:00:00	19.659	16.695	15.56
20/06/2021	10:00:00	18.614	16.22	15.52
20/06/2021	11:00:00	19.089	16.125	15.52
20/06/2021	12:00:00	19.279	16.03	15.52
20/06/2021	13:00:00	18.899	16.03	15.58
20/06/2021	14:00:00	18.995	16.125	15.55
20/06/2021	15:00:00	19.184	16.411	15.61
20/06/2021	16:00:00	19.659	16.505	15.61
20/06/2021	17:00:00	19.184	16.316	15.64
20/06/2021	18:00:00	19.279	16.22	15.54
20/06/2021	19:00:00	19.943	16.125	15.56
20/06/2021	20:00:00	19.279	16.03	15.6
20/06/2021	21:00:00	19.184	16.125	15.5
20/06/2021	22:00:00	19.184	16.125	15.52
20/06/2021	23:00:00	19.374	16.316	15.55
21/06/2021	00:00:00	18.995	16.6	15.7
21/06/2021	01:00:00	18.995	16.411	15.6
21/06/2021	02:00:00	18.899	16.125	15.56
21/06/2021	03:00:00	19.468	16.22	15.59
21/06/2021	04:00:00	19.754	16.316	15.56
21/06/2021	05:00:00	19.089	16.03	15.46
21/06/2021	06:00:00	19.184	16.125	15.5
21/06/2021	07:00:00	19.849	16.505	15.46
21/06/2021	08:00:00	19.563	16.316	15.35
21/06/2021	09:00:00	19.184	16.411	15.42
21/06/2021	10:00:00	19.374	16.886	15.4
21/06/2021	11:00:00	19.754	16.6	15.67
21/06/2021	12:00:00	19.374	16.22	15.59
21/06/2021	13:00:00	19.468	16.125	15.62
21/06/2021	14:00:00	19.374	16.125	15.56
21/06/2021	15:00:00	19.563	16.411	15.53
21/06/2021	16:00:00	20.038	16.411	15.53
21/06/2021	17:00:00	19.943	16.505	15.69
21/06/2021	18:00:00	20.038	16.886	15.62
21/06/2021	19:00:00	20.038	16.695	15.53
21/06/2021	20:00:00	19.849	16.6	15.47
21/06/2021	21:00:00	19.849	16.505	15.46
21/06/2021	22:00:00	20.134	16.6	15.52
21/06/2021	23:00:00	19.754	16.886	15.54
22/06/2021	00:00:00	19.563	16.6	15.71
22/06/2021	01:00:00	19.754	16.505	15.72
22/06/2021	02:00:00	19.943	16.411	15.69
22/06/2021	03:00:00	20.514	16.316	15.65
22/06/2021	04:00:00	20.323	16.316	15.69
22/06/2021	05:00:00	20.134	16.505	15.61
22/06/2021	06:00:00	19.659	16.505	15.58
22/06/2021	07:00:00	20.134	16.505	15.53
22/06/2021	08:00:00	20.609	16.125	15.81
22/06/2021	09:00:00	19.563	16.316	15.84
22/06/2021	10:00:00	19.659	16.505	15.82
22/06/2021	11:00:00	20.229	16.316	15.66
22/06/2021	12:00:00	20.704	16.22	15.68
22/06/2021	13:00:00	20.799	16.316	15.7
22/06/2021	14:00:00	20.418	16.695	15.65
22/06/2021	15:00:00	20.323	16.791	15.6
22/06/2021	16:00:00	19.659	16.98	15.55
22/06/2021	17:00:00	19.659	16.886	15.56
22/06/2021	18:00:00	19.563	16.791	15.52
22/06/2021	19:00:00	19.563	16.695	15.65
22/06/2021	20:00:00	19.943	16.03	15.47
22/06/2021	21:00:00	19.849	16.03	15.56
22/06/2021	22:00:00	20.134	16.125	15.61
22/06/2021	23:00:00	20.229	16.695	15.64
23/06/2021	00:00:00	20.609	16.695	15.59
23/06/2021	01:00:00	19.943	16.695	15.71
23/06/2021	02:00:00	20.323	16.6	15.69
23/06/2021	03:00:00	20.514	16.695	15.75
23/06/2021	04:00:00	19.279	17.075	16.0
23/06/2021	05:00:00	18.899	16.791	15.81
23/06/2021	06:00:00	18.899	16.411	15.76
23/06/2021	07:00:00	20.134	16.791	15.61
23/06/2021	08:00:00	22.324	16.411	15.56
23/06/2021	09:00:00	20.323	16.411	15.58
23/06/2021	10:00:00	19.754	16.411	15.73
23/06/2021	11:00:00	19.374	16.316	15.56
23/06/2021	12:00:00	20.418	16.6	15.84
23/06/2021	13:00:00	20.799	16.6	15.89
23/06/2021	14:00:00	20.134	16.695	15.9
23/06/2021	15:00:00	19.659	16.695	15.72
23/06/2021	16:00:00	18.804	16.791	15.76
23/06/2021	17:00:00	19.563	16.505	15.58
23/06/2021	18:00:00	19.849	16.6	15.69
23/06/2021	19:00:00	19.563	16.695	15.6
23/06/2021	20:00:00	20.514	16.695	15.7
23/06/2021	21:00:00	20.609	17.266	15.85
23/06/2021	22:00:00	20.609	16.791	15.75
23/06/2021	23:00:00	20.038	16.886	15.81
24/06/2021	00:00:00	19.659	16.695	15.64
24/06/2021	01:00:00	20.323	16.6	15.69
24/06/2021	02:00:00	19.943	16.6	15.65
24/06/2021	03:00:00	20.323	16.98	15.85
24/06/2021	04:00:00	20.989	16.791	16.0
24/06/2021	05:00:00	21.37	17.075	15.9
24/06/2021	06:00:00	20.323	16.411	15.87
24/06/2021	07:00:00	19.659	16.22	15.87
24/06/2021	08:00:00	19.659	16.316	15.75
24/06/2021	09:00:00	19.659	16.505	15.69
24/06/2021	10:00:00	20.704	16.03	15.71
24/06/2021	11:00:00	19.563	16.791	15.73
24/06/2021	12:00:00	19.659	16.886	15.77
24/06/2021	13:00:00	21.561	17.266	16.09
24/06/2021	14:00:00	21.275	17.075	16.01
24/06/2021	15:00:00	19.754	16.791	15.9
24/06/2021	16:00:00	19.468	16.22	15.75
24/06/2021	17:00:00	19.659	16.695	15.33
24/06/2021	18:00:00	19.943	16.22	15.24
24/06/2021	19:00:00	20.038	16.886	15.68
24/06/2021	20:00:00	19.754	16.411	16.03
24/06/2021	21:00:00	19.849	16.411	15.97
24/06/2021	22:00:00	19.659	16.6	16.0
24/06/2021	23:00:00	19.659	16.886	16.02
25/06/2021	00:00:00	20.038	17.266	16.02
25/06/2021	01:00:00	20.038	16.695	15.94
25/06/2021	02:00:00	19.659	16.505	16.07
25/06/2021	03:00:00	19.374	16.316	16.01
25/06/2021	04:00:00	19.563	16.22	15.88
25/06/2021	05:00:00	19.563	16.125	15.76
25/06/2021	06:00:00	19.468	16.22	15.77
25/06/2021	07:00:00	19.563	17.075	15.83
25/06/2021	08:00:00	20.323	17.17	15.89
25/06/2021	09:00:00	19.943	17.075	15.89
25/06/2021	10:00:00	19.754	16.791	15.87
25/06/2021	11:00:00	19.849	16.6	15.67
25/06/2021	12:00:00	20.609	16.886	15.67
25/06/2021	13:00:00	19.563	16.411	15.59
25/06/2021	14:00:00	19.849	16.22	15.59
25/06/2021	15:00:00	19.659	16.886	15.5
25/06/2021	16:00:00	19.659	16.886	15.5
25/06/2021	17:00:00	19.468	16.505	15.75
25/06/2021	18:00:00	20.514	16.886	16.02
25/06/2021	19:00:00	20.989	16.6	16.05
25/06/2021	20:00:00	21.179	16.316	15.97
25/06/2021	21:00:00	20.609	16.03	15.75
25/06/2021	22:00:00	20.799	15.935	15.44
25/06/2021	23:00:00	19.659	16.791	15.52
26/06/2021	00:00:00	19.563	17.266	15.6
26/06/2021	01:00:00	19.659	16.6	15.71
26/06/2021	02:00:00	18.899	16.791	15.67
26/06/2021	03:00:00	19.659	16.505	15.83
26/06/2021	04:00:00	20.229	16.886	15.82
26/06/2021	05:00:00	19.374	17.17	15.76
26/06/2021	06:00:00	20.609	16.98	15.84
26/06/2021	07:00:00	19.943	16.316	15.81
26/06/2021	08:00:00	19.849	16.125	15.69
26/06/2021	09:00:00	20.704	16.22	15.69
26/06/2021	10:00:00	20.418	16.03	15.61
26/06/2021	11:00:00	19.659	17.075	15.56
26/06/2021	12:00:00	19.754	17.075	15.71
26/06/2021	13:00:00	20.418	16.791	15.82
26/06/2021	14:00:00	20.704	16.316	15.55
26/06/2021	15:00:00	20.134	16.316	15.76
26/06/2021	16:00:00	20.514	16.411	15.59
26/06/2021	17:00:00	19.754	16.411	15.31
26/06/2021	18:00:00	19.089	16.125	15.39
26/06/2021	19:00:00	19.184	16.505	15.64
26/06/2021	20:00:00	18.614	16.22	15.61
26/06/2021	21:00:00	20.418	16.125	15.56
26/06/2021	22:00:00	21.37	16.03	15.61
26/06/2021	23:00:00	20.229	16.03	15.56
27/06/2021	00:00:00	19.849	16.125	15.54
27/06/2021	01:00:00	20.229	16.03	15.48
27/06/2021	02:00:00	19.849	16.03	15.46
27/06/2021	03:00:00	20.704	16.03	15.53
27/06/2021	04:00:00	20.514	16.22	15.51
27/06/2021	05:00:00	20.323	16.316	15.51
27/06/2021	06:00:00	20.323	16.316	15.62
27/06/2021	07:00:00	20.418	16.03	15.84
27/06/2021	08:00:00	19.849	15.84	15.52
27/06/2021	09:00:00	20.323	16.316	15.38
27/06/2021	10:00:00	19.943	16.6	15.67
27/06/2021	11:00:00	20.038	16.125	15.47
27/06/2021	12:00:00	20.229	16.125	15.44
27/06/2021	13:00:00	20.229	16.125	15.46
27/06/2021	14:00:00	20.134	16.125	15.4
27/06/2021	15:00:00	20.323	16.411	15.57
27/06/2021	16:00:00	19.849	16.125	15.67
27/06/2021	17:00:00	20.418	16.22	15.62
27/06/2021	18:00:00	20.989	16.316	15.56
27/06/2021	19:00:00	19.943	16.125	15.57
27/06/2021	20:00:00	19.184	16.125	15.54
27/06/2021	21:00:00	18.899	16.6	15.47
27/06/2021	22:00:00	19.468	16.22	15.39
27/06/2021	23:00:00	19.563	16.125	15.38
28/06/2021	00:00:00	20.229	16.125	15.4
28/06/2021	01:00:00	20.418	16.6	15.77
28/06/2021	02:00:00	19.659	16.695	15.76
28/06/2021	03:00:00	20.418	16.886	15.77
28/06/2021	04:00:00	20.134	16.886	15.68
28/06/2021	05:00:00	20.609	16.316	15.81
28/06/2021	06:00:00	20.799	16.22	15.8
28/06/2021	07:00:00	19.563	16.22	15.86
28/06/2021	08:00:00	19.563	16.125	15.6
28/06/2021	09:00:00	19.563	17.075	15.58
28/06/2021	10:00:00	21.179	17.075	15.81
28/06/2021	11:00:00	20.134	16.98	15.61
28/06/2021	12:00:00	19.943	16.791	15.64
28/06/2021	13:00:00	19.849	16.695	15.54
28/06/2021	14:00:00	19.754	16.791	15.72
28/06/2021	15:00:00	19.374	16.6	15.68
28/06/2021	16:00:00	19.279	16.22	15.6
28/06/2021	17:00:00	18.995	15.935	15.57
28/06/2021	18:00:00	20.894	16.505	15.72
28/06/2021	19:00:00	19.468	17.361	15.62
28/06/2021	20:00:00	19.754	16.695	15.67
28/06/2021	21:00:00	19.849	17.361	15.61
28/06/2021	22:00:00	19.943	16.98	15.59
28/06/2021	23:00:00	19.659	17.075	15.79
29/06/2021	00:00:00	19.754	16.791	15.94
29/06/2021	01:00:00	19.374	16.695	15.76
29/06/2021	02:00:00	19.563	16.886	15.75
29/06/2021	03:00:00	19.659	16.791	15.82
29/06/2021	04:00:00	19.754	16.6	15.79
29/06/2021	05:00:00	20.323	16.695	15.65
29/06/2021	06:00:00	19.943	16.98	15.62
29/06/2021	07:00:00	19.374	16.6	15.65
29/06/2021	08:00:00	19.374	16.6	15.71
29/06/2021	09:00:00	20.609	16.791	15.62
29/06/2021	10:00:00	20.609	16.886	15.7
29/06/2021	11:00:00	20.418	16.98	15.72
29/06/2021	12:00:00	20.323	16.791	15.62
29/06/2021	13:00:00	20.229	16.695	15.73
29/06/2021	14:00:00	20.323	16.505	15.66
29/06/2021	15:00:00	20.229	16.505	15.6
29/06/2021	16:00:00	20.229	16.695	15.59
29/06/2021	17:00:00	20.894	16.886	15.77
29/06/2021	18:00:00	20.894	17.266	15.9
29/06/2021	19:00:00	20.609	16.886	15.81
29/06/2021	20:00:00	20.418	16.695	15.58
29/06/2021	21:00:00	21.179	16.411	15.6
29/06/2021	22:00:00	20.704	16.22	15.62
29/06/2021	23:00:00	20.038	16.22	15.5
30/06/2021	00:00:00	20.134	17.075	15.39
30/06/2021	01:00:00	19.943	17.17	15.53
30/06/2021	02:00:00	19.659	17.075	15.66
30/06/2021	03:00:00	20.323	16.886	15.65
30/06/2021	04:00:00	20.609	16.791	15.71
30/06/2021	05:00:00	20.609	16.6	15.66
30/06/2021	06:00:00	20.894	16.6	15.7
30/06/2021	07:00:00	21.656	16.695	15.73
30/06/2021	08:00:00	21.656	16.505	15.92
30/06/2021	09:00:00	21.085	16.695	15.64
30/06/2021	10:00:00	20.609	17.075	15.62
30/06/2021	11:00:00	19.754	16.695	15.6
30/06/2021	12:00:00	19.943	16.505	15.7
30/06/2021	13:00:00	19.849	16.695	15.67
30/06/2021	14:00:00	20.799	16.695	15.68
30/06/2021	15:00:00	20.609	16.6	15.66
30/06/2021	16:00:00	20.229	16.22	15.66
30/06/2021	17:00:00	20.038	16.316	15.58
30/06/2021	18:00:00	20.229	16.316	15.55
30/06/2021	19:00:00	20.514	16.125	15.37
30/06/2021	20:00:00	20.229	16.411	15.33
30/06/2021	21:00:00	19.849	16.505	15.32
30/06/2021	22:00:00	20.038	16.695	15.56
30/06/2021	23:00:00	20.134	16.886	15.55
01/07/2021	00:00:00	20.229	17.075	15.86
01/07/2021	01:00:00	20.229	16.886	15.94
01/07/2021	02:00:00	19.943	16.505	15.89
01/07/2021	03:00:00	20.418	16.22	15.76
01/07/2021	04:00:00	20.323	16.03	15.6
01/07/2021	05:00:00	21.179	16.03	15.56
01/07/2021	06:00:00	20.609	16.316	15.44
01/07/2021	07:00:00	20.514	16.505	15.82
01/07/2021	08:00:00	20.514	16.505	15.86
01/07/2021	09:00:00	20.134	16.98	15.61
01/07/2021	10:00:00	19.754	16.886	15.54
01/07/2021	11:00:00	19.468	17.17	15.74
01/07/2021	12:00:00	19.943	17.17	15.73
01/07/2021	13:00:00	19.659	17.075	15.55
01/07/2021	14:00:00	19.754	16.505	15.66
01/07/2021	15:00:00	19.563	16.125	15.68
01/07/2021	16:00:00	19.563	16.125	15.82
01/07/2021	17:00:00	19.659	16.411	15.71
01/07/2021	18:00:00	20.229	16.695	15.65
01/07/2021	19:00:00	20.038	16.6	15.58
01/07/2021	20:00:00	19.849	16.6	15.31
01/07/2021	21:00:00	19.849	17.361	16.239
01/07/2021	22:00:00	19.184	16.791	15.69
01/07/2021	23:00:00	19.468	16.505	15.72
02/07/2021	00:00:00	19.089	16.03	15.55
