Date	Time	10	15	20	25	30	35	40
01/10/2021	08:00:00	23.713	23.713	23.737	23.472	23.737	22.489	21.27
01/10/2021	09:00:00	23.785	23.785	23.761	23.665	23.737	22.513	20.841
01/10/2021	10:00:00	23.833	23.785	23.785	23.256	23.641	21.724	19.793
01/10/2021	11:00:00	23.905	23.785	23.785	23.04	23.472	21.223	20.722
01/10/2021	12:00:00	23.881	23.809	23.809	22.8	23.328	20.579	20.531
01/10/2021	13:00:00	23.857	23.833	23.785	22.441	23.256	19.555	19.389
01/10/2021	14:00:00	23.857	23.833	23.737	21.795	22.824	18.414	17.106
01/10/2021	15:00:00	23.881	23.785	23.713	20.96	22.489	17.296	16.82
01/10/2021	16:00:00	23.881	23.761	23.593	18.961	22.13	17.106	16.939
01/10/2021	17:00:00	23.857	23.665	23.545	18.985	21.939	17.177	17.058
01/10/2021	18:00:00	23.809	23.689	23.521	19.888	22.13	17.011	16.177
01/10/2021	19:00:00	23.809	23.689	23.569	20.841	22.321	17.082	16.249
01/10/2021	20:00:00	23.809	23.665	23.593	21.724	23.016	17.463	16.129
01/10/2021	21:00:00	23.761	23.665	23.641	22.178	23.16	18.866	17.106
01/10/2021	22:00:00	23.761	23.665	23.665	22.896	23.497	18.985	17.177
01/10/2021	23:00:00	23.737	23.689	23.737	23.352	23.545	20.579	18.247
02/10/2021	00:00:00	23.689	23.689	23.713	23.304	23.521	21.557	19.77
02/10/2021	01:00:00	23.665	23.641	23.713	23.256	23.521	21.724	19.841
02/10/2021	02:00:00	23.665	23.641	23.713	23.304	23.497	21.39	19.199
02/10/2021	03:00:00	23.665	23.665	23.737	22.848	23.4	20.198	18.438
02/10/2021	04:00:00	23.665	23.665	23.737	22.705	23.424	19.746	19.627
02/10/2021	05:00:00	23.641	23.689	23.761	21.939	23.04	19.77	19.603
02/10/2021	06:00:00	23.641	23.689	23.737	22.561	23.328	19.722	19.627
02/10/2021	07:00:00	23.641	23.665	23.737	22.369	23.304	19.436	19.318
02/10/2021	08:00:00	23.689	23.689	23.761	22.489	23.352	18.985	19.008
02/10/2021	09:00:00	23.737	23.713	23.761	22.298	23.304	18.794	18.557
02/10/2021	10:00:00	23.737	23.737	23.785	22.369	23.208	18.533	18.343
02/10/2021	11:00:00	23.809	23.785	23.761	22.417	23.208	18.723	18.224
02/10/2021	12:00:00	23.833	23.785	23.761	21.843	23.184	18.414	17.058
02/10/2021	13:00:00	23.857	23.785	23.737	22.321	22.872	18.2	17.011
02/10/2021	14:00:00	23.881	23.761	23.737	22.274	22.968	17.938	16.606
02/10/2021	15:00:00	23.881	23.761	23.689	20.77	22.968	17.486	16.487
02/10/2021	16:00:00	23.833	23.713	23.569	20.555	22.729	17.558	16.725
02/10/2021	17:00:00	23.737	23.641	23.472	20.269	22.417	18.081	17.748
02/10/2021	18:00:00	23.689	23.569	23.472	22.393	23.136	18.485	18.39
02/10/2021	19:00:00	23.689	23.593	23.545	22.417	23.184	18.771	17.819
02/10/2021	20:00:00	23.713	23.593	23.521	22.824	23.328	20.77	18.152
02/10/2021	21:00:00	23.713	23.617	23.545	23.304	23.472	22.202	19.365
02/10/2021	22:00:00	23.737	23.689	23.569	23.256	23.4	22.776	21.103
02/10/2021	23:00:00	23.737	23.713	23.569	23.448	23.472	22.992	20.15
03/10/2021	00:00:00	23.689	23.713	23.569	23.304	23.497	22.345	19.318
03/10/2021	01:00:00	23.665	23.665	23.593	23.232	23.376	20.936	18.699
03/10/2021	02:00:00	23.665	23.665	23.569	23.088	23.304	19.627	18.2
03/10/2021	03:00:00	23.641	23.617	23.497	22.441	23.088	19.127	17.962
03/10/2021	04:00:00	23.641	23.641	23.521	21.867	23.136	19.08	17.986
03/10/2021	05:00:00	23.593	23.641	23.521	22.776	23.016	19.199	18.081
03/10/2021	06:00:00	23.569	23.617	23.448	22.705	23.184	19.008	18.081
03/10/2021	07:00:00	23.617	23.617	23.448	23.208	23.328	20.627	18.628
03/10/2021	08:00:00	23.641	23.545	23.497	23.256	23.424	21.127	18.723
03/10/2021	09:00:00	23.665	23.593	23.521	23.232	23.376	20.936	18.818
03/10/2021	10:00:00	23.689	23.641	23.545	23.064	23.4	20.055	19.032
03/10/2021	11:00:00	23.737	23.617	23.593	22.896	23.424	19.08	18.557
03/10/2021	12:00:00	23.713	23.617	23.593	22.441	23.208	18.937	18.699
03/10/2021	13:00:00	23.665	23.569	23.569	20.555	22.729	18.105	17.915
03/10/2021	14:00:00	23.665	23.569	23.521	20.531	22.585	18.081	17.534
03/10/2021	15:00:00	23.665	23.521	23.4	20.817	22.321	18.485	17.391
03/10/2021	16:00:00	23.641	23.545	23.521	20.222	22.537	18.343	17.13
03/10/2021	17:00:00	23.641	23.569	23.497	19.651	22.776	18.176	17.249
03/10/2021	18:00:00	23.617	23.569	23.521	18.961	22.369	17.938	17.344
03/10/2021	19:00:00	23.617	23.569	23.448	19.579	21.819	17.867	17.201
03/10/2021	20:00:00	23.617	23.545	23.448	19.532	22.681	17.653	17.082
03/10/2021	21:00:00	23.593	23.545	23.472	19.888	22.633	18.057	17.463
03/10/2021	22:00:00	23.593	23.521	23.28	20.246	22.776	18.152	17.653
03/10/2021	23:00:00	23.569	23.4	23.4	21.223	22.753	18.366	17.701
04/10/2021	00:00:00	23.569	23.497	23.448	21.246	22.585	18.557	17.748
04/10/2021	01:00:00	23.569	23.497	23.472	20.913	22.274	18.438	17.677
04/10/2021	02:00:00	23.521	23.472	23.472	20.198	22.824	18.01	17.534
04/10/2021	03:00:00	23.521	23.472	23.4	19.508	22.537	17.867	17.32
04/10/2021	04:00:00	23.472	23.376	23.256	19.222	22.633	18.105	17.51
04/10/2021	05:00:00	23.448	23.4	23.352	20.031	22.058	18.866	17.843
04/10/2021	06:00:00	23.472	23.4	23.304	19.817	22.465	18.794	17.724
04/10/2021	07:00:00	23.472	23.4	23.208	19.651	21.867	18.747	17.582
04/10/2021	08:00:00	23.448	23.4	23.304	19.912	22.561	18.961	17.724
04/10/2021	09:00:00	23.472	23.424	23.352	19.865	22.705	18.937	17.748
04/10/2021	10:00:00	23.472	23.448	23.448	19.841	22.345	18.129	17.915
04/10/2021	11:00:00	23.472	23.448	23.472	19.341	22.011	17.915	17.51
04/10/2021	12:00:00	23.448	23.424	23.256	18.152	20.126	17.534	16.582
04/10/2021	13:00:00	23.448	23.4	23.208	18.485	19.318	17.486	16.725
04/10/2021	14:00:00	23.424	23.328	22.729	18.105	19.46	17.534	16.749
04/10/2021	15:00:00	23.352	23.136	22.178	17.986	19.103	17.32	16.725
04/10/2021	16:00:00	23.28	22.968	21.772	18.081	19.008	17.225	16.582
04/10/2021	17:00:00	23.256	23.136	21.676	18.224	19.008	17.201	17.011
04/10/2021	18:00:00	23.28	23.232	21.509	17.938	18.699	17.272	16.654
04/10/2021	19:00:00	23.28	23.232	22.345	18.105	18.699	17.225	17.058
04/10/2021	20:00:00	23.304	23.28	23.16	18.343	18.509	17.249	17.034
04/10/2021	21:00:00	23.304	23.304	23.352	18.747	18.913	17.629	17.415
04/10/2021	22:00:00	23.328	23.328	23.208	18.794	19.246	17.605	17.415
04/10/2021	23:00:00	23.424	23.4	22.992	19.032	19.103	17.819	17.677
05/10/2021	00:00:00	23.352	23.304	22.992	19.08	19.555	17.962	17.819
05/10/2021	01:00:00	23.328	23.304	22.202	19.246	20.15	17.915	17.772
05/10/2021	02:00:00	23.328	23.208	22.202	21.103	21.079	20.484	17.867
05/10/2021	03:00:00	23.376	23.304	22.585	21.724	21.748	21.318	19.199
05/10/2021	04:00:00	23.4	23.352	22.968	22.369	22.274	22.106	19.912
05/10/2021	05:00:00	23.376	23.352	23.184	22.705	22.681	21.056	20.198
05/10/2021	06:00:00	23.256	23.04	22.992	22.824	22.896	22.393	20.698
05/10/2021	07:00:00	23.256	23.064	23.04	22.8	22.992	22.369	21.151
05/10/2021	08:00:00	23.16	23.088	23.088	22.609	22.729	22.154	20.484
05/10/2021	09:00:00	23.256	22.944	22.872	22.585	22.609	22.202	22.011
05/10/2021	10:00:00	22.992	22.944	22.92	22.369	22.705	22.034	21.628
05/10/2021	11:00:00	23.088	23.064	23.016	22.393	22.465	22.082	21.915
05/10/2021	12:00:00	23.112	23.088	22.968	22.824	22.848	22.537	22.393
05/10/2021	13:00:00	23.112	23.088	23.064	22.561	22.92	22.729	22.393
05/10/2021	14:00:00	23.112	23.088	23.064	22.92	22.992	23.016	22.848
05/10/2021	15:00:00	23.112	23.088	23.064	22.992	22.968	23.04	22.848
05/10/2021	16:00:00	23.064	23.04	23.04	23.016	23.016	23.064	22.944
05/10/2021	17:00:00	23.064	23.04	23.04	23.04	23.016	23.112	22.992
05/10/2021	18:00:00	23.064	23.04	23.064	23.04	23.016	23.088	22.968
05/10/2021	19:00:00	23.04	23.04	23.064	23.064	23.04	23.112	22.992
05/10/2021	20:00:00	23.04	23.04	23.064	23.016	23.016	23.04	22.944
05/10/2021	21:00:00	23.016	23.016	23.064	23.016	23.016	23.04	22.92
05/10/2021	22:00:00	23.016	22.992	23.04	23.016	23.016	22.992	22.872
05/10/2021	23:00:00	22.992	22.992	23.04	22.992	22.968	22.992	22.896
06/10/2021	00:00:00	22.968	22.992	22.992	22.944	22.944	22.992	22.872
06/10/2021	01:00:00	22.968	22.968	23.016	22.968	22.944	23.016	22.92
06/10/2021	02:00:00	22.968	22.944	22.992	22.968	22.968	23.016	22.896
06/10/2021	03:00:00	23.016	22.944	23.016	23.112	23.088	23.112	23.016
06/10/2021	04:00:00	23.04	23.016	23.04	23.088	23.04	23.184	23.04
06/10/2021	05:00:00	23.064	23.064	23.064	23.088	23.064	23.184	23.088
06/10/2021	06:00:00	23.136	23.112	23.112	23.16	23.136	23.232	23.112
06/10/2021	07:00:00	23.064	23.112	23.136	23.208	23.16	23.256	23.136
06/10/2021	08:00:00	23.064	23.112	23.136	23.208	23.184	23.304	23.184
06/10/2021	09:00:00	23.112	23.136	23.136	23.208	23.16	23.28	23.16
06/10/2021	10:00:00	23.136	23.208	23.184	23.256	23.208	23.28	23.16
06/10/2021	11:00:00	23.136	23.208	23.208	23.232	23.208	23.16	22.8
06/10/2021	12:00:00	23.136	23.184	23.208	22.944	23.208	23.088	22.872
06/10/2021	13:00:00	23.184	23.184	23.208	23.064	23.112	23.088	22.992
06/10/2021	14:00:00	23.16	23.112	23.184	23.088	23.088	22.992	22.489
06/10/2021	15:00:00	23.088	23.088	23.16	22.776	22.872	22.633	22.489
06/10/2021	16:00:00	23.064	23.064	23.16	22.944	22.944	22.633	22.489
06/10/2021	17:00:00	23.064	23.04	23.112	23.016	23.04	22.968	22.776
06/10/2021	18:00:00	23.088	23.064	23.112	23.088	23.064	23.04	22.92
06/10/2021	19:00:00	23.064	23.04	23.088	23.112	23.088	23.112	22.992
06/10/2021	20:00:00	22.992	22.992	23.064	23.088	23.04	23.112	23.016
06/10/2021	21:00:00	22.992	22.992	23.04	23.064	23.016	23.136	23.016
06/10/2021	22:00:00	22.992	22.968	23.04	23.064	23.04	23.112	23.016
06/10/2021	23:00:00	22.968	22.968	23.04	23.064	23.016	23.112	22.992
07/10/2021	00:00:00	22.944	22.944	22.968	23.04	22.992	23.088	22.968
07/10/2021	01:00:00	22.92	22.968	22.968	23.064	23.04	23.112	23.016
07/10/2021	02:00:00	22.92	22.992	23.04	23.088	23.064	23.112	22.992
07/10/2021	03:00:00	22.872	22.944	23.04	23.064	23.04	23.088	22.992
07/10/2021	04:00:00	22.848	22.92	23.016	23.04	23.016	23.064	22.968
07/10/2021	05:00:00	22.8	22.872	22.968	22.992	22.968	23.04	22.92
07/10/2021	06:00:00	22.824	22.848	22.944	22.944	22.944	23.016	22.872
07/10/2021	07:00:00	22.776	22.8	22.872	22.944	22.92	23.016	22.92
07/10/2021	08:00:00	22.8	22.824	22.872	22.968	22.944	23.064	22.968
07/10/2021	09:00:00	22.8	22.848	22.872	22.968	22.92	23.04	22.92
07/10/2021	10:00:00	22.872	22.92	22.872	22.944	22.92	23.016	22.896
07/10/2021	11:00:00	22.896	22.92	22.92	22.944	22.944	22.992	22.872
07/10/2021	12:00:00	22.92	22.944	22.968	22.968	22.968	23.016	22.896
07/10/2021	13:00:00	22.92	22.944	22.968	23.016	22.992	23.064	22.944
07/10/2021	14:00:00	22.944	22.944	22.992	23.016	22.992	23.088	22.968
07/10/2021	15:00:00	22.944	22.968	23.016	22.992	22.992	23.064	22.968
07/10/2021	16:00:00	22.968	22.968	23.016	23.016	23.016	23.016	22.872
07/10/2021	17:00:00	22.92	22.968	23.016	23.04	23.016	22.992	22.872
07/10/2021	18:00:00	22.896	22.92	23.016	23.04	23.016	23.04	22.896
07/10/2021	19:00:00	22.872	22.92	23.016	23.016	23.016	22.944	22.8
07/10/2021	20:00:00	22.872	22.896	22.968	23.016	22.992	22.92	22.776
07/10/2021	21:00:00	22.872	22.896	22.944	22.992	22.992	22.92	22.776
07/10/2021	22:00:00	22.896	22.896	22.944	22.992	22.968	22.896	22.609
07/10/2021	23:00:00	22.896	22.872	22.92	22.968	22.92	22.705	22.609
08/10/2021	00:00:00	22.872	22.824	22.92	22.968	22.944	22.944	22.824
08/10/2021	01:00:00	22.848	22.824	22.92	22.968	22.968	23.016	22.92
08/10/2021	02:00:00	22.848	22.872	22.872	22.968	22.944	23.016	22.92
08/10/2021	03:00:00	22.824	22.872	22.872	22.944	22.896	23.016	22.92
08/10/2021	04:00:00	22.848	22.8	22.872	22.968	22.92	23.016	22.896
08/10/2021	05:00:00	22.824	22.776	22.896	22.944	22.92	22.992	22.872
08/10/2021	06:00:00	22.8	22.776	22.896	22.92	22.92	22.968	22.848
08/10/2021	07:00:00	22.8	22.753	22.896	22.92	22.896	22.944	22.824
08/10/2021	08:00:00	22.8	22.776	22.896	22.896	22.872	22.944	22.824
08/10/2021	09:00:00	22.824	22.8	22.872	22.872	22.848	22.896	22.8
08/10/2021	10:00:00	22.848	22.824	22.872	22.872	22.872	22.896	22.776
08/10/2021	11:00:00	22.824	22.824	22.872	22.872	22.872	22.824	22.681
08/10/2021	12:00:00	22.824	22.753	22.872	22.872	22.848	22.681	22.489
08/10/2021	13:00:00	22.776	22.776	22.824	22.776	22.848	22.729	22.561
08/10/2021	14:00:00	22.8	22.8	22.824	22.776	22.776	22.753	22.609
08/10/2021	15:00:00	22.776	22.8	22.824	22.753	22.776	22.705	22.537
08/10/2021	16:00:00	22.776	22.776	22.824	22.681	22.729	22.729	22.609
08/10/2021	17:00:00	22.753	22.753	22.776	22.753	22.729	22.705	22.561
08/10/2021	18:00:00	22.729	22.705	22.776	22.657	22.681	22.489	22.25
08/10/2021	19:00:00	22.705	22.681	22.705	22.729	22.729	22.585	22.393
08/10/2021	20:00:00	22.681	22.609	22.729	22.705	22.681	22.705	22.561
08/10/2021	21:00:00	22.633	22.585	22.681	22.681	22.657	22.561	22.465
08/10/2021	22:00:00	22.609	22.585	22.657	22.657	22.633	22.585	22.441
08/10/2021	23:00:00	22.561	22.537	22.609	22.633	22.609	22.609	22.489
09/10/2021	00:00:00	22.537	22.441	22.609	22.609	22.609	22.633	22.537
09/10/2021	01:00:00	22.465	22.465	22.489	22.609	22.585	22.657	22.537
09/10/2021	02:00:00	22.465	22.489	22.513	22.609	22.513	22.657	22.537
09/10/2021	03:00:00	22.489	22.489	22.537	22.585	22.537	22.657	22.537
09/10/2021	04:00:00	22.489	22.489	22.537	22.585	22.585	22.633	22.537
09/10/2021	05:00:00	22.441	22.489	22.537	22.585	22.537	22.633	22.513
09/10/2021	06:00:00	22.489	22.417	22.537	22.561	22.537	22.609	22.489
09/10/2021	07:00:00	22.465	22.441	22.537	22.537	22.537	22.585	22.489
09/10/2021	08:00:00	22.465	22.465	22.537	22.537	22.513	22.585	22.465
09/10/2021	09:00:00	22.489	22.465	22.537	22.537	22.513	22.561	22.441
09/10/2021	10:00:00	22.489	22.465	22.537	22.513	22.513	22.537	22.417
09/10/2021	11:00:00	22.489	22.489	22.537	22.513	22.489	22.513	22.393
09/10/2021	12:00:00	22.489	22.489	22.537	22.489	22.489	22.537	22.345
09/10/2021	13:00:00	22.489	22.489	22.537	22.513	22.513	22.321	21.987
09/10/2021	14:00:00	22.465	22.465	22.537	22.537	22.513	21.867	22.178
09/10/2021	15:00:00	22.441	22.441	22.513	22.441	22.513	20.889	15.533
09/10/2021	16:00:00	22.441	22.417	22.513	22.513	22.489	20.793	17.32
09/10/2021	17:00:00	22.417	22.417	22.489	22.489	22.489	21.795	21.843
09/10/2021	18:00:00	22.417	22.393	22.489	22.465	22.465	22.034	21.987
09/10/2021	19:00:00	22.417	22.369	22.465	22.465	22.465	22.465	22.369
09/10/2021	20:00:00	22.393	22.345	22.441	22.489	22.465	22.513	22.393
09/10/2021	21:00:00	22.369	22.25	22.441	22.465	22.441	22.489	22.393
09/10/2021	22:00:00	22.321	22.25	22.417	22.465	22.441	22.489	22.369
09/10/2021	23:00:00	22.321	22.226	22.441	22.465	22.441	22.489	22.393
10/10/2021	00:00:00	22.298	22.226	22.441	22.441	22.417	22.465	22.369
10/10/2021	01:00:00	22.274	22.25	22.321	22.417	22.393	22.465	22.345
10/10/2021	02:00:00	22.298	22.298	22.298	22.393	22.345	22.441	22.321
10/10/2021	03:00:00	22.25	22.25	22.321	22.345	22.298	22.393	22.298
10/10/2021	04:00:00	22.226	22.25	22.298	22.321	22.298	22.369	22.25
10/10/2021	05:00:00	22.226	22.226	22.274	22.298	22.274	22.345	22.25
10/10/2021	06:00:00	22.202	22.202	22.25	22.298	22.274	22.345	22.226
10/10/2021	07:00:00	22.226	22.226	22.25	22.25	22.226	22.298	22.202
10/10/2021	08:00:00	22.202	22.226	22.25	22.25	22.25	22.298	22.13
10/10/2021	09:00:00	22.25	22.25	22.274	22.298	22.274	22.178	21.652
10/10/2021	10:00:00	22.298	22.298	22.298	22.321	22.298	22.202	22.106
10/10/2021	11:00:00	22.298	22.321	22.321	22.321	22.321	22.106	19.96
10/10/2021	12:00:00	22.321	22.321	22.345	22.298	22.298	21.7	18.866
10/10/2021	13:00:00	22.321	22.321	22.345	22.13	22.298	20.126	20.007
10/10/2021	14:00:00	22.298	22.298	22.345	21.915	22.178	18.699	17.772
10/10/2021	15:00:00	22.298	22.298	22.369	21.915	22.202	18.176	16.654
10/10/2021	16:00:00	22.274	22.274	22.345	21.963	22.25	19.96	17.772
10/10/2021	17:00:00	22.25	22.25	22.345	22.178	22.25	20.722	18.889
10/10/2021	18:00:00	22.25	22.25	22.298	22.226	22.25	21.127	18.747
10/10/2021	19:00:00	22.25	22.25	22.298	22.274	22.274	21.843	20.817
10/10/2021	20:00:00	22.178	22.226	22.274	22.25	22.274	22.25	21.915
10/10/2021	21:00:00	22.154	22.202	22.274	22.274	22.25	22.226	22.034
10/10/2021	22:00:00	22.154	22.154	22.226	22.274	22.274	22.274	22.13
10/10/2021	23:00:00	22.106	22.082	22.178	22.25	22.202	22.25	22.106
11/10/2021	00:00:00	22.13	22.106	22.13	22.226	22.178	22.154	21.939
11/10/2021	01:00:00	22.13	22.13	22.154	22.202	22.154	21.366	21.056
11/10/2021	02:00:00	22.178	22.154	22.178	21.772	22.202	21.39	21.27
11/10/2021	03:00:00	22.154	22.178	22.178	21.867	22.226	21.437	21.318
11/10/2021	04:00:00	22.154	22.178	22.178	22.034	22.178	21.7	21.604
11/10/2021	05:00:00	22.154	22.178	22.202	22.058	22.13	21.628	21.39
11/10/2021	06:00:00	22.154	22.178	22.202	21.795	22.13	21.413	21.223
11/10/2021	07:00:00	22.13	22.178	22.226	21.485	21.867	21.223	21.056
11/10/2021	08:00:00	22.154	22.178	22.202	21.939	22.082	21.151	20.841
11/10/2021	09:00:00	22.154	22.178	22.154	21.628	22.011	20.96	20.77
11/10/2021	10:00:00	22.154	22.178	22.178	21.676	22.011	20.984	20.817
11/10/2021	11:00:00	22.202	22.226	22.226	21.772	22.058	20.913	20.746
11/10/2021	12:00:00	22.298	22.274	22.25	21.557	22.106	21.175	21.032
11/10/2021	13:00:00	22.298	22.274	22.298	21.437	22.011	21.127	21.008
11/10/2021	14:00:00	22.298	22.298	22.298	21.891	21.963	21.199	21.079
11/10/2021	15:00:00	22.298	22.298	22.321	21.437	22.011	21.032	20.913
11/10/2021	16:00:00	22.274	22.298	22.25	21.342	21.843	21.103	20.96
11/10/2021	17:00:00	22.226	22.25	22.202	21.342	21.39	21.39	21.032
11/10/2021	18:00:00	22.178	22.154	21.795	21.437	21.413	21.485	21.27
11/10/2021	19:00:00	22.13	21.724	21.557	21.557	21.533	21.485	20.746
11/10/2021	20:00:00	21.891	21.581	21.581	21.413	21.509	20.46	19.151
11/10/2021	21:00:00	21.748	21.604	21.581	21.509	21.509	21.103	19.27
11/10/2021	22:00:00	21.748	21.604	21.581	21.485	21.509	20.96	20.388
11/10/2021	23:00:00	21.772	21.581	21.581	21.39	21.509	20.674	18.129
12/10/2021	00:00:00	21.7	21.604	21.581	21.437	21.509	21.056	20.579
12/10/2021	01:00:00	21.963	21.628	21.604	21.413	21.509	20.913	20.698
12/10/2021	02:00:00	21.987	21.604	21.628	21.437	21.461	21.103	20.984
12/10/2021	03:00:00	21.939	21.628	21.628	21.509	21.533	21.151	21.032
12/10/2021	04:00:00	21.748	21.628	21.628	21.366	21.437	21.223	21.079
12/10/2021	05:00:00	21.7	21.628	21.628	21.437	21.485	21.294	21.151
12/10/2021	06:00:00	21.676	21.628	21.652	21.461	21.485	21.342	18.557
12/10/2021	07:00:00	21.676	21.628	21.676	21.461	21.557	21.199	18.271
12/10/2021	08:00:00	21.676	21.652	21.676	21.175	21.318	18.509	17.677
12/10/2021	09:00:00	21.7	21.7	21.628	20.603	21.437	18.652	17.058
12/10/2021	10:00:00	21.724	21.676	21.604	19.103	21.175	18.247	17.486
12/10/2021	11:00:00	21.748	21.652	21.628	20.913	21.246	18.057	17.582
12/10/2021	12:00:00	21.748	21.628	21.604	21.032	21.246	18.699	16.963
12/10/2021	13:00:00	21.7	21.581	21.533	21.079	21.27	19.96	19.365
12/10/2021	14:00:00	21.628	21.533	21.509	21.127	21.342	20.126	19.651
12/10/2021	15:00:00	21.652	21.557	21.533	21.413	21.413	20.746	19.008
