"#"	"Date"	"Heure, GMT+01:00"	"Temp., °C (LGR S/N: 10950636, SEN S/N: 10950636)"	"Coupleur détaché (LGR S/N: 10950636, SEN S/N: 10950636)"	"Coupleur attaché (LGR S/N: 10950636, SEN S/N: 10950636)"	"Hôte connecté (LGR S/N: 10950636, SEN S/N: 10950636)"	"Arrêté (LGR S/N: 10950636, SEN S/N: 10950636)"	"Fin de fichier (LGR S/N: 10950636, SEN S/N: 10950636)"
1	28/10/20	11:00:00	20.722	Enregistré				
2	28/10/20	11:30:00	16.296					
3	28/10/20	12:00:00	15.867					
4	28/10/20	12:30:00	15.676					
5	28/10/20	13:00:00	15.485					
6	28/10/20	13:30:00	15.629					
7	28/10/20	14:00:00	15.342					
8	28/10/20	14:30:00	15.461					
9	28/10/20	15:00:00	15.390					
10	28/10/20	15:30:00	15.629					
11	28/10/20	16:00:00	15.199					
12	28/10/20	16:30:00	15.605					
13	28/10/20	17:00:00	15.629					
14	28/10/20	17:30:00	15.390					
15	28/10/20	18:00:00	15.366					
16	28/10/20	18:30:00	15.342					
17	28/10/20	19:00:00	15.294					
18	28/10/20	19:30:00	15.318					
19	28/10/20	20:00:00	15.438					
20	28/10/20	20:30:00	15.485					
21	28/10/20	21:00:00	15.438					
22	28/10/20	21:30:00	15.294					
23	28/10/20	22:00:00	15.605					
24	28/10/20	22:30:00	15.963					
25	28/10/20	23:00:00	15.915					
26	28/10/20	23:30:00	15.581					
27	29/10/20	00:00:00	16.701					
28	29/10/20	00:30:00	16.630					
29	29/10/20	01:00:00	16.677					
30	29/10/20	01:30:00	16.558					
31	29/10/20	02:00:00	16.725					
32	29/10/20	02:30:00	17.225					
33	29/10/20	03:00:00	16.773					
34	29/10/20	03:30:00	15.939					
35	29/10/20	04:00:00	16.249					
36	29/10/20	04:30:00	16.129					
37	29/10/20	05:00:00	16.201					
38	29/10/20	05:30:00	16.058					
39	29/10/20	06:00:00	15.939					
40	29/10/20	06:30:00	15.891					
41	29/10/20	07:00:00	15.915					
42	29/10/20	07:30:00	16.177					
43	29/10/20	08:00:00	16.415					
44	29/10/20	08:30:00	16.415					
45	29/10/20	09:00:00	16.129					
46	29/10/20	09:30:00	15.986					
47	29/10/20	10:00:00	16.511					
48	29/10/20	10:30:00	15.867					
49	29/10/20	11:00:00	15.986					
50	29/10/20	11:30:00	15.724					
51	29/10/20	12:00:00	15.843					
52	29/10/20	12:30:00	15.461					
53	29/10/20	13:00:00	15.366					
54	29/10/20	13:30:00	15.414					
55	29/10/20	14:00:00	15.342					
56	29/10/20	14:30:00	15.342					
57	29/10/20	15:00:00	15.270					
58	29/10/20	15:30:00	15.270					
59	29/10/20	16:00:00	15.223					
60	29/10/20	16:30:00	15.199					
61	29/10/20	17:00:00	15.008					
62	29/10/20	17:30:00	14.912					
63	29/10/20	18:00:00	14.912					
64	29/10/20	18:30:00	14.888					
65	29/10/20	19:00:00	14.960					
66	29/10/20	19:30:00	14.888					
67	29/10/20	20:00:00	14.768					
68	29/10/20	20:30:00	14.721					
69	29/10/20	21:00:00	14.721					
