"#"	"Date"	"Heure, GMT+02:00"	"Temp., °C (LGR S/N: 20852770, SEN S/N: 20852770)"	"Coupleur détaché (LGR S/N: 20852770, SEN S/N: 20852770)"	"Coupleur attaché (LGR S/N: 20852770, SEN S/N: 20852770)"	"Hôte connecté (LGR S/N: 20852770, SEN S/N: 20852770)"	"Arrêté (LGR S/N: 20852770, SEN S/N: 20852770)"	"Fin de fichier (LGR S/N: 20852770, SEN S/N: 20852770)"
1	17/09/20	11:00:00	26.793	Enregistré				
2	17/09/20	11:30:00	27.431					
3	17/09/20	12:00:00	28.147					
4	17/09/20	12:30:00	23.569					
5	17/09/20	13:00:00	23.930					
6	17/09/20	13:30:00	23.978					
7	17/09/20	14:00:00	23.978					
8	17/09/20	14:30:00	23.954					
9	17/09/20	15:00:00	24.026					
10	17/09/20	15:30:00	23.954					
11	17/09/20	16:00:00	23.954					
12	17/09/20	16:30:00	23.978					
13	17/09/20	17:00:00	23.954					
14	17/09/20	17:30:00	24.002					
15	17/09/20	18:00:00	24.026					
16	17/09/20	18:30:00	24.002					
17	17/09/20	19:00:00	24.026					
18	17/09/20	19:30:00	24.074					
19	17/09/20	20:00:00	24.122					
20	17/09/20	20:30:00	24.002					
21	17/09/20	21:00:00	23.978					
22	17/09/20	21:30:00	23.930					
23	17/09/20	22:00:00	23.833					
24	17/09/20	22:30:00	23.857					
25	17/09/20	23:00:00	23.857					
26	17/09/20	23:30:00	23.809					
27	18/09/20	00:00:00	23.881					
28	18/09/20	00:30:00	23.857					
29	18/09/20	01:00:00	23.881					
30	18/09/20	01:30:00	23.905					
31	18/09/20	02:00:00	23.930					
32	18/09/20	02:30:00	23.954					
33	18/09/20	03:00:00	23.881					
34	18/09/20	03:30:00	23.857					
35	18/09/20	04:00:00	23.833					
36	18/09/20	04:30:00	23.954					
37	18/09/20	05:00:00	23.857					
38	18/09/20	05:30:00	23.881					
39	18/09/20	06:00:00	23.905					
40	18/09/20	06:30:00	23.954					
41	18/09/20	07:00:00	23.978					
42	18/09/20	07:30:00	23.978					
43	18/09/20	08:00:00	24.002					
44	18/09/20	08:30:00	24.002					
45	18/09/20	09:00:00	23.978					
46	18/09/20	09:30:00	23.978					
47	18/09/20	10:00:00	23.954					
48	18/09/20	10:30:00	23.954					
49	18/09/20	11:00:00	24.002					
50	18/09/20	11:30:00	24.074					
51	18/09/20	12:00:00	24.098					
52	18/09/20	12:30:00	24.098					
53	18/09/20	13:00:00	24.122					
54	18/09/20	13:30:00	24.122					
55	18/09/20	14:00:00	24.122					
56	18/09/20	14:30:00	24.122					
57	18/09/20	15:00:00	24.171					
58	18/09/20	15:30:00	24.171					
59	18/09/20	16:00:00	24.171					
60	18/09/20	16:30:00	24.122					
61	18/09/20	17:00:00	24.122					
62	18/09/20	17:30:00	24.074					
63	18/09/20	18:00:00	24.050					
64	18/09/20	18:30:00	24.098					
65	18/09/20	19:00:00	24.122					
66	18/09/20	19:30:00	23.978					
67	18/09/20	20:00:00	23.978					
