"#"	"Date"	"Heure, GMT+02:00"	"Temp., °C (LGR S/N: 10663778, SEN S/N: 10663778)"	"Intensité, Lux (LGR S/N: 10663778, SEN S/N: 10663778)"	"Pile défectueuse (LGR S/N: 10663778, SEN S/N: 10663778)"	"Coupleur attaché (LGR S/N: 10663778, SEN S/N: 10663778)"	"Hôte connecté (LGR S/N: 10663778, SEN S/N: 10663778)"	"Arrêté (LGR S/N: 10663778, SEN S/N: 10663778)"	"Fin de fichier (LGR S/N: 10663778, SEN S/N: 10663778)"
220	19/05/18	13:00:00	15.664	139.9					
221	19/05/18	14:00:00	15.760	193.8					
222	19/05/18	15:00:00	15.664	301.4					
223	19/05/18	16:00:00	15.569	376.7					
224	19/05/18	17:00:00	15.569	344.4					
225	19/05/18	18:00:00	15.569	193.8					
226	19/05/18	19:00:00	15.855	43.1					
227	19/05/18	20:00:00	15.664	0.0					
228	19/05/18	21:00:00	16.332	0.0					
229	19/05/18	22:00:00	16.046	0.0					
230	19/05/18	23:00:00	17.950	0.0					
231	20/05/18	00:00:00	16.808	0.0					
232	20/05/18	01:00:00	17.094	0.0					
233	20/05/18	02:00:00	17.189	0.0					
234	20/05/18	03:00:00	17.379	0.0					
235	20/05/18	04:00:00	16.713	0.0					
236	20/05/18	05:00:00	16.141	0.0					
237	20/05/18	06:00:00	15.664	0.0					
238	20/05/18	07:00:00	15.664	21.5					
239	20/05/18	08:00:00	15.760	43.1					
240	20/05/18	09:00:00	15.760	43.1					
241	20/05/18	10:00:00	15.664	64.6					
242	20/05/18	11:00:00	15.664	86.1					
243	20/05/18	12:00:00	15.664	107.6					
244	20/05/18	13:00:00	15.569	161.5					
245	20/05/18	14:00:00	15.664	236.8					
246	20/05/18	15:00:00	15.760	333.7					
247	20/05/18	16:00:00	15.855	366.0					
248	20/05/18	17:00:00	15.760	301.4					
249	20/05/18	18:00:00	16.427	161.5					
250	20/05/18	19:00:00	17.094	43.1					
251	20/05/18	20:00:00	16.999	0.0					
252	20/05/18	21:00:00	16.618	0.0					
253	20/05/18	22:00:00	16.523	0.0					
254	20/05/18	23:00:00	16.903	0.0					
255	21/05/18	00:00:00	17.284	0.0					
256	21/05/18	01:00:00	17.760	0.0					
257	21/05/18	02:00:00	17.379	0.0					
258	21/05/18	03:00:00	17.855	0.0					
259	21/05/18	04:00:00	17.094	0.0					
260	21/05/18	05:00:00	16.808	0.0					
261	21/05/18	06:00:00	16.332	0.0					
262	21/05/18	07:00:00	16.046	21.5					
263	21/05/18	08:00:00	15.855	43.1					
264	21/05/18	09:00:00	15.664	86.1					
265	21/05/18	10:00:00	15.569	96.9					
266	21/05/18	11:00:00	15.473	96.9					
267	21/05/18	12:00:00	15.473	139.9					
268	21/05/18	13:00:00	15.473	150.7					
269	21/05/18	14:00:00	15.569	193.8					
270	21/05/18	15:00:00	15.473	258.3					
271	21/05/18	16:00:00	15.473	322.9					
272	21/05/18	17:00:00	15.569	258.3					
273	21/05/18	18:00:00	15.855	107.6					
274	21/05/18	19:00:00	16.046	32.3					
275	21/05/18	20:00:00	18.426	0.0					
276	21/05/18	21:00:00	17.950	0.0					
277	21/05/18	22:00:00	18.236	0.0					
278	21/05/18	23:00:00	17.855	0.0					
279	22/05/18	00:00:00	18.045	0.0					
280	22/05/18	01:00:00	17.284	0.0					
281	22/05/18	02:00:00	16.903	0.0					
282	22/05/18	03:00:00	17.189	0.0					
283	22/05/18	04:00:00	16.523	0.0					
284	22/05/18	05:00:00	16.713	0.0					
285	22/05/18	06:00:00	16.237	0.0					
286	22/05/18	07:00:00	16.141	21.5					
287	22/05/18	08:00:00	16.046	32.3					
288	22/05/18	09:00:00	15.951	53.8					
289	22/05/18	10:00:00	15.855	86.1					
290	22/05/18	11:00:00	15.760	118.4					
291	22/05/18	12:00:00	16.046	139.9					
292	22/05/18	13:00:00	15.760	204.5					
293	22/05/18	14:00:00	15.664	226.0					
294	22/05/18	15:00:00	15.664	301.4					
295	22/05/18	16:00:00	15.760	312.2					
296	22/05/18	17:00:00	15.760	86.1					
297	22/05/18	18:00:00	16.523	43.1					
298	22/05/18	19:00:00	16.713	0.0					
299	22/05/18	20:00:00	16.237	0.0					
300	22/05/18	21:00:00	16.523	0.0					
301	22/05/18	22:00:00	16.237	0.0					
302	22/05/18	23:00:00	16.713	0.0					
303	23/05/18	00:00:00	17.284	0.0					
304	23/05/18	01:00:00	16.523	0.0					
305	23/05/18	02:00:00	16.618	0.0					
306	23/05/18	03:00:00	16.808	0.0					
307	23/05/18	04:00:00	16.332	0.0					
308	23/05/18	05:00:00	16.523	0.0					
309	23/05/18	06:00:00	16.523	0.0					
310	23/05/18	07:00:00	16.332	0.0					
311	23/05/18	08:00:00	15.951	21.5					
312	23/05/18	09:00:00	15.951	43.1					
313	23/05/18	10:00:00	15.664	64.6					
314	23/05/18	11:00:00	15.473	96.9					
315	23/05/18	12:00:00	15.378	118.4					
316	23/05/18	13:00:00	15.569	139.9					
317	23/05/18	14:00:00	15.569	279.9					
318	23/05/18	15:00:00	15.569	430.6					
319	23/05/18	16:00:00	15.664	139.9					
320	23/05/18	17:00:00	15.951	333.7					
321	23/05/18	18:00:00	15.951	0.0					
322	23/05/18	19:00:00	16.808	10.8					
323	23/05/18	20:00:00	16.332	0.0					
324	23/05/18	21:00:00	16.046	0.0					
325	23/05/18	22:00:00	15.951	0.0					
326	23/05/18	23:00:00	15.951	0.0					
327	24/05/18	00:00:00	16.141	0.0					
328	24/05/18	01:00:00	15.664	0.0					
329	24/05/18	02:00:00	15.855	0.0					
330	24/05/18	03:00:00	15.569	0.0					
331	24/05/18	04:00:00	16.046	0.0					
332	24/05/18	05:00:00	16.046	0.0					
333	24/05/18	06:00:00	15.951	0.0					
334	24/05/18	07:00:00	16.141	10.8					
335	24/05/18	08:00:00	16.141	21.5					
336	24/05/18	09:00:00	15.855	32.3					
337	24/05/18	10:00:00	15.664	43.1					
338	24/05/18	11:00:00	16.046	75.3					
339	24/05/18	12:00:00	16.332	107.6					
340	24/05/18	13:00:00	16.523	150.7					
341	24/05/18	14:00:00	16.523	258.3					
342	24/05/18	15:00:00	16.523	366.0					
343	24/05/18	16:00:00	16.523	495.1					
344	24/05/18	17:00:00	16.713	419.8					
345	24/05/18	18:00:00	17.570	183.0					
346	24/05/18	19:00:00	17.950	64.6					
347	24/05/18	20:00:00	18.236	0.0					
348	24/05/18	21:00:00	18.616	0.0					
349	24/05/18	22:00:00	17.950	0.0					
350	24/05/18	23:00:00	17.475	0.0					
351	25/05/18	00:00:00	16.237	0.0					
352	25/05/18	01:00:00	16.237	0.0					
353	25/05/18	02:00:00	15.951	0.0					
354	25/05/18	03:00:00	15.951	0.0					
355	25/05/18	04:00:00	16.046	0.0					
356	25/05/18	05:00:00	16.046	0.0					
357	25/05/18	06:00:00	16.237	0.0					
358	25/05/18	07:00:00	16.141	10.8					
359	25/05/18	08:00:00	15.569	32.3					
360	25/05/18	09:00:00	16.141	32.3					
361	25/05/18	10:00:00	15.951	43.1					
362	25/05/18	11:00:00	15.855	64.6					
363	25/05/18	12:00:00	15.951	96.9					
364	25/05/18	13:00:00	16.427	150.7					
365	25/05/18	14:00:00	16.046	247.6					
366	25/05/18	15:00:00	16.046	441.3					
367	25/05/18	16:00:00	16.141	613.5					
368	25/05/18	17:00:00	16.141	462.9					
369	25/05/18	18:00:00	15.664	226.0					
370	25/05/18	19:00:00	16.046	64.6					
371	25/05/18	20:00:00	16.046	0.0					
372	25/05/18	21:00:00	17.094	0.0					
373	25/05/18	22:00:00	17.475	0.0					
374	25/05/18	23:00:00	17.094	0.0					
375	26/05/18	00:00:00	16.713	0.0					
376	26/05/18	01:00:00	16.141	0.0					
377	26/05/18	02:00:00	16.237	0.0					
378	26/05/18	03:00:00	16.237	0.0					
379	26/05/18	04:00:00	16.141	0.0					
380	26/05/18	05:00:00	15.855	0.0					
381	26/05/18	06:00:00	15.760	0.0					
382	26/05/18	07:00:00	15.951	21.5					
383	26/05/18	08:00:00	15.855	32.3					
384	26/05/18	09:00:00	15.855	32.3					
385	26/05/18	10:00:00	15.855	43.1					
386	26/05/18	11:00:00	15.760	75.3					
387	26/05/18	12:00:00	16.332	96.9					
388	26/05/18	13:00:00	16.332	139.9					
389	26/05/18	14:00:00	16.332	226.0					
390	26/05/18	15:00:00	16.332	441.3					
391	26/05/18	16:00:00	16.237	667.4					
392	26/05/18	17:00:00	15.760	613.5					
393	26/05/18	18:00:00	15.760	290.6					
394	26/05/18	19:00:00	15.951	75.3					
395	26/05/18	20:00:00	15.951	0.0					
396	26/05/18	21:00:00	16.618	0.0					
397	26/05/18	22:00:00	16.618	0.0					
398	26/05/18	23:00:00	16.999	0.0					
399	27/05/18	00:00:00	16.903	0.0					
400	27/05/18	01:00:00	16.999	0.0					
401	27/05/18	02:00:00	15.951	0.0					
402	27/05/18	03:00:00	15.855	0.0					
403	27/05/18	04:00:00	16.046	0.0					
404	27/05/18	05:00:00	16.046	0.0					
405	27/05/18	06:00:00	15.951	0.0					
406	27/05/18	07:00:00	16.046	32.3					
407	27/05/18	08:00:00	15.855	53.8					
408	27/05/18	09:00:00	15.760	43.1					
409	27/05/18	10:00:00	15.855	64.6					
410	27/05/18	11:00:00	15.855	75.3					
411	27/05/18	12:00:00	15.855	86.1					
412	27/05/18	13:00:00	15.760	129.2					
413	27/05/18	14:00:00	15.664	269.1					
414	27/05/18	15:00:00	15.951	549.0					
415	27/05/18	16:00:00	16.046	753.5					
416	27/05/18	17:00:00	15.951	312.2					
417	27/05/18	18:00:00	16.237	290.6					
418	27/05/18	19:00:00	16.237	53.8					
419	27/05/18	20:00:00	16.332	0.0					
420	27/05/18	21:00:00	16.046	0.0					
421	27/05/18	22:00:00	16.237	0.0					
422	27/05/18	23:00:00	16.332	0.0					
423	28/05/18	00:00:00	16.808	0.0					
424	28/05/18	01:00:00	16.999	0.0					
425	28/05/18	02:00:00	16.523	0.0					
426	28/05/18	03:00:00	15.855	0.0					
427	28/05/18	04:00:00	15.855	0.0					
428	28/05/18	05:00:00	15.760	0.0					
429	28/05/18	06:00:00	15.760	0.0					
430	28/05/18	07:00:00	15.951	32.3					
431	28/05/18	08:00:00	15.951	43.1					
432	28/05/18	09:00:00	15.664	64.6					
433	28/05/18	10:00:00	15.760	75.3					
434	28/05/18	11:00:00	15.569	96.9					
435	28/05/18	12:00:00	15.855	150.7					
436	28/05/18	13:00:00	15.855	172.2					
437	28/05/18	14:00:00	15.664	312.2					
438	28/05/18	15:00:00	15.760	183.0					
439	28/05/18	16:00:00	15.760	678.1					
440	28/05/18	17:00:00	15.855	667.4					
441	28/05/18	18:00:00	15.855	366.0					
442	28/05/18	19:00:00	15.855	32.3					
443	28/05/18	20:00:00	15.855	0.0					
444	28/05/18	21:00:00	15.664	0.0					
445	28/05/18	22:00:00	16.523	0.0					
446	28/05/18	23:00:00	15.760	0.0					
447	29/05/18	00:00:00	16.523	0.0					
448	29/05/18	01:00:00	16.523	0.0					
449	29/05/18	02:00:00	15.760	0.0					
450	29/05/18	03:00:00	15.951	0.0					
451	29/05/18	04:00:00	15.569	0.0					
452	29/05/18	05:00:00	15.664	0.0					
453	29/05/18	06:00:00	15.664	10.8					
454	29/05/18	07:00:00	15.664	32.3					
455	29/05/18	08:00:00	15.760	43.1					
456	29/05/18	09:00:00	15.760	43.1					
457	29/05/18	10:00:00	15.569	107.6					
458	29/05/18	11:00:00	15.664	64.6					
459	29/05/18	12:00:00	15.569	107.6					
460	29/05/18	13:00:00	15.760	118.4					
461	29/05/18	14:00:00	15.664	215.3					
462	29/05/18	15:00:00	15.855	301.4					
463	29/05/18	16:00:00	15.951	635.1					
464	29/05/18	17:00:00	15.855	516.7					
465	29/05/18	18:00:00	15.760	269.1					
466	29/05/18	19:00:00	15.760	43.1					
467	29/05/18	20:00:00	15.664	0.0					
468	29/05/18	21:00:00	15.664	0.0					
469	29/05/18	22:00:00	16.046	0.0					
470	29/05/18	23:00:00	16.523	0.0					
471	30/05/18	00:00:00	16.808	0.0					
472	30/05/18	01:00:00	16.903	0.0					
473	30/05/18	02:00:00	16.332	0.0					
474	30/05/18	03:00:00	16.141	0.0					
475	30/05/18	04:00:00	16.046	0.0					
476	30/05/18	05:00:00	16.046	0.0					
477	30/05/18	06:00:00	15.855	0.0					
478	30/05/18	07:00:00	16.046	21.5					
479	30/05/18	08:00:00	15.855	75.3					
480	30/05/18	09:00:00	15.951	118.4					
481	30/05/18	10:00:00	15.664	139.9					
482	30/05/18	11:00:00	15.855	183.0					
483	30/05/18	12:00:00	15.855	150.7					
484	30/05/18	13:00:00	15.855	172.2					
485	30/05/18	14:00:00	16.141	247.6					
486	30/05/18	15:00:00	15.855	398.3					
487	30/05/18	16:00:00	15.855	645.8					
488	30/05/18	17:00:00	15.760	613.5					
489	30/05/18	18:00:00	15.855	344.4					
490	30/05/18	19:00:00	15.951	96.9					
491	30/05/18	20:00:00	15.951	0.0					
492	30/05/18	21:00:00	16.237	0.0					
493	30/05/18	22:00:00	16.523	0.0					
494	30/05/18	23:00:00	16.427	0.0					
495	31/05/18	00:00:00	15.855	0.0					
496	31/05/18	01:00:00	15.855	0.0					
497	31/05/18	02:00:00	15.951	0.0					
498	31/05/18	03:00:00	15.951	0.0					
499	31/05/18	04:00:00	15.951	0.0					
500	31/05/18	05:00:00	15.951	0.0					
501	31/05/18	06:00:00	15.569	0.0					
502	31/05/18	07:00:00	15.951	21.5					
503	31/05/18	08:00:00	15.664	32.3					
504	31/05/18	09:00:00	15.569	53.8					
505	31/05/18	10:00:00	15.569	64.6					
506	31/05/18	11:00:00	15.569	86.1					
507	31/05/18	12:00:00	15.760	118.4					
508	31/05/18	13:00:00	15.855	172.2					
509	31/05/18	14:00:00	15.855	279.9					
510	31/05/18	15:00:00	16.046	441.3					
511	31/05/18	16:00:00	16.046	721.2					
512	31/05/18	17:00:00	16.046	613.5					
513	31/05/18	18:00:00	15.951	226.0					
514	31/05/18	19:00:00	16.713	96.9					
515	31/05/18	20:00:00	16.427	0.0					
516	31/05/18	21:00:00	16.808	0.0					
517	31/05/18	22:00:00	16.141	0.0					
518	31/05/18	23:00:00	16.046	0.0					
519	01/06/18	00:00:00	16.141	0.0					
520	01/06/18	01:00:00	16.237	0.0					
521	01/06/18	02:00:00	16.141	0.0					
522	01/06/18	03:00:00	16.237	0.0					
523	01/06/18	04:00:00	15.855	0.0					
524	01/06/18	05:00:00	16.141	0.0					
525	01/06/18	06:00:00	15.760	10.8					
526	01/06/18	07:00:00	15.760	32.3					
527	01/06/18	08:00:00	15.760	43.1					
528	01/06/18	09:00:00	15.760	53.8					
529	01/06/18	10:00:00	15.855	64.6					
530	01/06/18	11:00:00	15.760	96.9					
531	01/06/18	12:00:00	16.046	129.2					
532	01/06/18	13:00:00	15.951	183.0					
533	01/06/18	14:00:00	16.141	290.6					
534	01/06/18	15:00:00	16.141	419.8					
535	01/06/18	16:00:00	16.141	699.7					
536	01/06/18	17:00:00	16.141	592.0					
537	01/06/18	18:00:00	16.237	269.1					
538	01/06/18	19:00:00	16.141	86.1					
539	01/06/18	20:00:00	15.951	0.0					
540	01/06/18	21:00:00	16.046	0.0					
541	01/06/18	22:00:00	16.427	0.0					
542	01/06/18	23:00:00	16.713	0.0					
543	02/06/18	00:00:00	16.427	0.0					
544	02/06/18	01:00:00	16.332	0.0					
545	02/06/18	02:00:00	16.332	0.0					
546	02/06/18	03:00:00	16.237	0.0					
547	02/06/18	04:00:00	15.855	0.0					
548	02/06/18	05:00:00	15.951	0.0					
549	02/06/18	06:00:00	16.141	10.8					
550	02/06/18	07:00:00	16.046	32.3					
551	02/06/18	08:00:00	16.141	43.1					
552	02/06/18	09:00:00	15.855	64.6					
553	02/06/18	10:00:00	15.855	86.1					
554	02/06/18	11:00:00	15.951	107.6					
555	02/06/18	12:00:00	15.951	139.9					
556	02/06/18	13:00:00	15.951	183.0					
557	02/06/18	14:00:00	15.951	301.4					
558	02/06/18	15:00:00	15.951	538.2					
559	02/06/18	16:00:00	16.046	775.0					
560	02/06/18	17:00:00	16.523	613.5					
561	02/06/18	18:00:00	17.094	344.4					
562	02/06/18	19:00:00	16.713	107.6					
563	02/06/18	20:00:00	16.427	0.0					
564	02/06/18	21:00:00	16.427	0.0					
565	02/06/18	22:00:00	16.427	0.0					
566	02/06/18	23:00:00	16.713	0.0					
567	03/06/18	00:00:00	16.618	0.0					
568	03/06/18	01:00:00	16.523	0.0					
569	03/06/18	02:00:00	16.332	0.0					
570	03/06/18	03:00:00	16.332	0.0					
571	03/06/18	04:00:00	16.713	0.0					
572	03/06/18	05:00:00	16.141	0.0					
573	03/06/18	06:00:00	16.046	0.0					
574	03/06/18	07:00:00	16.046	32.3					
575	03/06/18	08:00:00	16.332	53.8					
576	03/06/18	09:00:00	16.141	64.6					
577	03/06/18	10:00:00	16.141	75.3					
578	03/06/18	11:00:00	16.046	107.6					
579	03/06/18	12:00:00	16.141	129.2					
580	03/06/18	13:00:00	16.237	161.5					
581	03/06/18	14:00:00	16.237	279.9					
582	03/06/18	15:00:00	16.332	527.4					
583	03/06/18	16:00:00	16.618	785.8					
584	03/06/18	17:00:00	16.618	538.2					
585	03/06/18	18:00:00	16.332	344.4					
