NaN	NaN	5	10	15	20	25	30	35	40	45
40340	0.666666667	20.412	20.46	20.388	20.341	20.055	19.888	19.793	19.841	19.793
40340	0.708333333	20.484	20.46	20.412	20.15	19.865	19.888	19.793	19.841	19.793
40340	0.75	20.484	20.507	20.436	19.984	19.865	19.865	19.793	19.841	19.841
40340	0.791666667	20.484	20.507	20.436	19.936	19.77	19.817	19.793	19.817	19.841
40340	0.833333333	20.46	20.507	20.388	20.031	19.841	19.865	19.793	19.841	19.817
40340	0.875	20.436	20.198	19.936	20.055	19.793	19.817	19.793	19.77	19.77
40340	0.916666667	20.436	20.46	20.388	19.912	19.793	19.841	19.793	19.698	17.653
40340	0.958333333	20.269	20.412	20.341	20.269	20.007	20.103	19.865	19.865	19.865
40341	0	20.293	20.293	20.246	20.174	19.96	19.96	19.865	19.888	19.199
40341	0.041666667	20.293	20.293	20.222	20.198	19.936	19.936	19.841	19.865	18.771
40341	0.083333333	20.222	20.246	20.198	20.15	19.912	19.912	19.817	19.674	19.508
40341	0.125	20.222	20.246	20.198	20.126	19.865	19.888	19.841	19.817	19.698
40341	0.166666667	20.222	20.269	20.079	20.079	20.007	20.031	20.007	19.936	19.96
40341	0.208333333	20.222	20.246	20.079	20.126	20.031	20.055	20.031	20.031	20.079
40341	0.25	20.222	20.174	20.079	20.15	20.007	20.055	20.007	19.817	19.793
40341	0.291666667	20.174	20.222	20.126	20.126	20.031	20.079	20.007	19.96	19.984
40341	0.333333333	20.15	20.222	20.126	20.174	20.031	20.031	19.984	19.817	19.77
40341	0.375	20.174	20.222	20.15	20.174	19.96	19.984	19.912	19.817	19.77
40341	0.416666667	20.198	20.198	20.15	20.174	19.984	19.984	19.936	19.96	19.96
40341	0.458333333	20.293	20.269	20.222	20.174	20.055	20.031	19.936	19.912	19.936
40341	0.5	20.412	20.436	20.365	20.126	19.96	19.96	19.912	19.912	19.793
40341	0.541666667	20.46	20.484	20.079	20.103	19.984	19.96	19.888	19.888	19.603
40341	0.583333333	20.603	20.627	20.079	20.055	19.936	19.96	19.936	19.508	18.985
40341	0.625	20.603	20.507	20.055	20.007	19.888	19.936	19.746	19.365	19.175
40341	0.666666667	20.579	20.365	20.031	20.079	19.888	19.912	19.793	19.603	18.794
