NaN	NaN	5	10	15	20	25	30	35	40	45
40719	0.5	NaN	24.05	NaN	23.256	20.889	17.582	16.01	15.438	15.031
40719	0.542002315	NaN	24.05	NaN	21.819	20.936	16.987	16.034	15.318	14.745
40719	0.58400463	NaN	24.074	NaN	21.891	20.246	16.915	15.509	15.39	14.792
40719	0.625	NaN	24.074	NaN	20.222	18.747	17.368	16.177	15.39	15.127
40719	0.667002315	NaN	23.978	NaN	20.007	18.414	16.773	15.438	15.27	14.96
40719	0.70900463	NaN	23.93	NaN	18.58	17.819	16.487	15.939	15.223	14.96
40719	0.75	NaN	23.954	NaN	21.461	18.224	16.701	16.034	15.39	14.84
40719	0.792002315	NaN	23.954	NaN	22.848	18.176	16.963	16.082	15.055	14.529
40719	0.83400463	NaN	24.002	NaN	22.657	18.129	17.225	16.654	15.581	14.673
40719	0.875	NaN	24.002	NaN	23.088	19.651	17.153	16.582	15.867	14.96
40719	0.917002315	NaN	24.026	NaN	22.537	20.079	18.604	16.844	16.058	14.912
40719	0.95900463	NaN	24.05	NaN	22.824	20.889	18.794	17.391	15.867	15.127
40720	0	NaN	24.291	NaN	22.585	20.889	18.985	16.439	15.939	15.008
40720	0.042002315	NaN	24.243	NaN	22.896	20.913	18.438	16.82	15.986	15.247
40720	0.08400463	NaN	24.219	NaN	23.256	21.223	17.463	16.677	15.819	15.079
40720	0.125	NaN	24.219	NaN	23.088	20.388	17.867	17.058	15.796	15.199
40720	0.167002315	NaN	24.219	NaN	22.705	20.293	17.439	16.034	15.7	15.008
40720	0.20900463	NaN	24.171	NaN	22.537	21.27	17.415	16.654	15.247	14.864
40720	0.25	NaN	24.243	NaN	22.345	19.484	17.296	16.344	15.103	14.721
40720	0.292002315	NaN	24.219	NaN	21.7	18.985	17.296	15.867	15.342	14.721
40720	0.33400463	NaN	24.267	NaN	21.151	20.031	17.368	15.891	15.318	14.673
40720	0.375	NaN	24.291	NaN	21.7	19.984	16.844	15.772	15.318	14.625
40720	0.417002315	NaN	24.122	NaN	22.202	18.699	17.13	16.654	15.366	14.433
40720	0.45900463	NaN	24.219	NaN	20.865	18.2	17.32	16.558	15.438	14.768
40720	0.5	NaN	24.074	NaN	20.531	18.319	16.915	15.7	15.557	15.485
40720	0.542002315	NaN	24.146	NaN	21.008	18.271	16.606	16.249	15.414	15.27
40720	0.58400463	NaN	24.243	NaN	21.461	17.938	16.963	16.368	15.533	15.342
40720	0.625	NaN	24.412	NaN	21.915	18.2	16.701	15.915	15.796	15.39
40720	0.667002315	NaN	24.363	NaN	21.772	19.008	16.677	16.511	15.772	15.247
40720	0.70900463	NaN	24.315	NaN	20.817	18.58	17.962	16.534	15.796	14.984
40720	0.75	NaN	24.243	NaN	21.103	18.509	17.558	16.892	16.106	15.843
40720	0.792002315	NaN	24.146	NaN	21.008	19.032	18.343	17.249	16.153	15.915
40720	0.83400463	NaN	24.098	NaN	21.891	19.508	18.509	16.749	16.272	15.819
40720	0.875	NaN	24.195	NaN	22.25	20.603	18.723	16.463	15.963	15.772
40720	0.917002315	NaN	24.339	NaN	22.561	21.413	18.2	16.082	15.843	15.7
40720	0.95900463	NaN	24.195	NaN	22.681	21.987	17.819	16.01	15.796	15.079
40721	0	NaN	24.122	NaN	22.489	20.627	18.01	16.272	15.819	15.414
40721	0.042002315	NaN	24.122	NaN	21.867	20.531	18.01	16.201	15.796	15.151
40721	0.08400463	NaN	23.809	NaN	21.246	20.198	19.651	16.153	15.772	14.768
40721	0.125	NaN	24.074	NaN	21.342	20.198	18.889	16.082	15.724	15.008
40721	0.167002315	NaN	24.122	NaN	21.103	20.007	17.629	15.915	15.772	15.294
40721	0.20900463	NaN	24.074	NaN	21.151	20.269	17.344	15.891	15.652	15.223
40721	0.25	NaN	24.098	NaN	20.913	20.126	16.677	16.32	15.843	15.27
40721	0.292002315	NaN	24.195	NaN	20.77	19.651	16.534	16.439	15.939	15.342
40721	0.33400463	NaN	24.219	NaN	20.96	19.698	16.82	15.939	15.819	15.342
40721	0.375	NaN	24.267	NaN	21.079	19.77	16.868	15.772	15.748	15.247
40721	0.417002315	NaN	24.243	NaN	20.913	19.793	16.868	15.963	15.7	15.175
40721	0.45900463	NaN	24.122	NaN	21.199	19.651	17.272	16.106	15.676	15.151
40721	0.5	NaN	24.291	NaN	21.223	18.652	17.558	15.867	15.605	15.318
40721	0.542002315	NaN	24.315	NaN	20.65	19.365	17.058	16.177	15.891	15.438
40721	0.58400463	NaN	24.339	NaN	21.27	19.627	17.32	16.344	15.843	15.366
40721	0.625	NaN	24.339	NaN	21.628	20.103	18.033	16.32	15.986	15.079
40721	0.667002315	NaN	24.339	NaN	21.485	19.698	17.724	16.487	16.129	15.986
40721	0.70900463	NaN	24.363	NaN	21.891	19.627	18.818	16.701	16.106	15.127
40721	0.75	NaN	24.171	NaN	22.657	20.269	18.675	16.558	16.129	15.652
40721	0.792002315	NaN	24.46	NaN	23.184	20.484	19.08	17.629	16.106	15.676
40721	0.83400463	NaN	24.629	NaN	23.088	20.103	18.271	16.915	16.153	15.223
40721	0.875	NaN	24.605	NaN	21.246	20.198	17.677	16.344	16.034	15.533
40721	0.917002315	NaN	24.532	NaN	21.628	20.507	17.32	16.296	15.963	15.318
