NaN	NaN	9	25	37							
39715	0	NaN	21.939	NaN							
39715	0.041666667	NaN	21.915	NaN							
39715	0.083333333	NaN	21.891	NaN							
39715	0.125	NaN	21.891	NaN							
39715	0.166666667	NaN	21.915	NaN							
39715	0.208333333	NaN	21.939	NaN							
39715	0.25	NaN	19.674	NaN							
39715	0.291666667	NaN	19.579	NaN							
39715	0.333333333	NaN	19.722	NaN							
39715	0.375	NaN	19.96	NaN							
39715	0.416666667	NaN	20.222	NaN							
39715	0.458333333	NaN	20.531	NaN							
39715	0.5	NaN	20.865	NaN							
39715	0.541666667	NaN	21.27	NaN							
39715	0.583333333	NaN	21.604	NaN							
39715	0.625	NaN	21.795	NaN							
39715	0.666666667	NaN	21.819	NaN							
39715	0.708333333	NaN	21.843	NaN							
39715	0.75	NaN	21.819	NaN							
39715	0.791666667	NaN	21.7	NaN							
39715	0.833333333	NaN	21.676	NaN							
39715	0.875	NaN	21.652	NaN							
39715	0.916666667	NaN	21.604	NaN							
39715	0.958333333	NaN	20.579	NaN							
39716	0	NaN	20.246	NaN							
39716	0.041666667	NaN	20.103	NaN							
39716	0.083333333	NaN	19.912	NaN							
39716	0.125	NaN	19.817	NaN							
39716	0.166666667	NaN	19.912	NaN							
39716	0.208333333	NaN	20.055	NaN							
39716	0.25	NaN	20.174	NaN							
39716	0.291666667	NaN	20.269	NaN							
39716	0.333333333	NaN	20.365	NaN							
39716	0.375	NaN	20.46	NaN							
39716	0.416666667	NaN	20.555	NaN							
39716	0.458333333	NaN	20.603	NaN							
39716	0.5	NaN	20.674	NaN							
39716	0.541666667	NaN	20.746	NaN							
39716	0.583333333	NaN	20.817	NaN							
39716	0.625	NaN	21.103	NaN							
39716	0.666666667	NaN	21.008	NaN							
39716	0.708333333	NaN	21.056	NaN							
39716	0.75	NaN	21.103	NaN							
39716	0.791666667	NaN	21.199	NaN							
39716	0.833333333	NaN	21.246	NaN							
39716	0.875	NaN	21.246	NaN							
39716	0.916666667	NaN	21.27	NaN							
39716	0.958333333	NaN	21.27	NaN							
39717	0	NaN	20.96	NaN							
39717	0.041666667	NaN	20.984	NaN							
39717	0.083333333	NaN	20.936	NaN							
39717	0.125	NaN	20.865	NaN							
39717	0.166666667	NaN	20.746	NaN							
39717	0.208333333	NaN	20.603	NaN							
39717	0.25	NaN	20.579	NaN							
39717	0.291666667	NaN	20.507	NaN							
39717	0.333333333	NaN	20.412	NaN							
39717	0.375	NaN	20.436	NaN							
39717	0.416666667	NaN	20.412	NaN							
39717	0.458333333	NaN	20.341	NaN							
39717	0.5	NaN	20.46	NaN							
39717	0.541666667	NaN	20.603	NaN							
39717	0.583333333	NaN	20.746	NaN							
39717	0.625	NaN	20.865	NaN							
39717	0.666666667	NaN	21.008	NaN							
39717	0.708333333	NaN	21.151	NaN							
39717	0.75	NaN	21.294	NaN							
39717	0.791666667	NaN	21.342	NaN							
39717	0.833333333	NaN	21.366	NaN							
39717	0.875	NaN	21.342	NaN							
39717	0.916666667	NaN	21.342	NaN							
