NaN	NaN	5	10	15	20	25	30
44248	0.416666667	10.834	10.883	10.956	11.102	11.2	11.2
44248	0.458333333	10.932	11.005	10.98	11.127	11.151	11.2
44248	0.5	11.029	10.98	10.98	11.151	11.224	11.248
44248	0.541666667	11.127	11.029	11.005	11.2	11.248	11.248
44248	0.583333333	11.2	11.102	11.102	11.151	11.248	11.273
44248	0.625	11.224	11.151	11.078	11.151	11.321	11.346
44248	0.666666667	11.151	11.127	11.005	11.2	11.346	11.346
44248	0.708333333	11.175	11.053	11.005	11.151	11.273	11.419
44248	0.75	11.127	11.053	11.005	11.2	11.297	11.394
44248	0.791666667	11.127	11.078	10.956	11.248	11.297	11.297
44248	0.833333333	11.053	11.053	10.98	11.151	11.2	11.321
44248	0.875	11.078	11.029	11.005	11.151	11.151	11.224
44248	0.916666667	11.078	11.005	11.005	11.151	11.2	11.224
44248	0.958333333	11.053	11.029	11.005	11.175	11.2	11.151
44249	0	11.078	11.005	11.005	11.175	11.175	11.175
44249	0.041666667	11.102	11.029	11.005	11.151	11.175	11.151
44249	0.083333333	11.102	11.029	11.005	11.175	11.2	11.2
44249	0.125	11.029	11.029	11.029	11.2	11.224	11.248
44249	0.166666667	11.029	11.053	11.053	11.2	11.224	11.2
44249	0.208333333	11.005	11.029	11.053	11.248	11.248	11.273
44249	0.25	11.029	11.078	11.053	11.248	11.273	11.248
44249	0.291666667	11.005	11.029	11.078	11.2	11.273	11.273
44249	0.333333333	11.005	11.005	11.029	11.175	11.2	11.151
44249	0.375	11.029	11.029	11.029	11.078	11.127	11.2
44249	0.416666667	11.078	11.053	11.053	11.078	11.078	11.151
44249	0.458333333	11.224	11.127	11.102	11.102	11.102	11.2
44249	0.5	11.394	11.419	11.248	11.102	11.102	11.127
44249	0.541666667	11.492	11.565	11.248	11.151	11.127	11.102
44249	0.583333333	11.394	11.273	11.224	11.151	11.248	11.273
44249	0.625	11.273	11.2	11.151	11.2	11.248	11.224
44249	0.666666667	11.346	11.175	11.175	11.2	11.2	11.2
44249	0.708333333	11.273	11.2	11.151	11.2	11.224	11.248
44249	0.75	11.273	11.224	11.127	11.2	11.248	11.224
44249	0.791666667	11.273	11.224	11.224	11.224	11.273	11.346
44249	0.833333333	11.273	11.297	11.321	11.2	11.2	11.224
44249	0.875	11.297	11.321	11.321	11.248	11.273	11.248
44249	0.916666667	11.321	11.297	11.297	11.321	11.321	11.248
44249	0.958333333	11.321	11.321	11.321	11.297	11.297	11.248
44250	0	11.346	11.346	11.297	11.297	11.273	11.248
44250	0.041666667	11.346	11.346	11.321	11.297	11.297	11.273
44250	0.083333333	11.37	11.37	11.346	11.297	11.297	11.273
44250	0.125	11.37	11.37	11.346	11.297	11.297	11.297
44250	0.166666667	11.346	11.394	11.321	11.297	11.321	11.321
44250	0.208333333	11.346	11.346	11.273	11.297	11.297	11.321
44250	0.25	11.346	11.297	11.248	11.297	11.297	11.394
44250	0.291666667	11.346	11.321	11.273	11.297	11.297	11.273
44250	0.333333333	11.321	11.321	11.297	11.297	11.321	11.273
44250	0.375	11.346	11.321	11.297	11.297	11.297	11.321
44250	0.416666667	11.37	11.297	11.273	11.297	11.297	11.297
44250	0.458333333	11.419	11.37	11.346	11.321	11.346	11.297
44250	0.5	11.443	11.394	11.394	11.346	11.346	11.297
44250	0.541666667	11.467	11.419	11.37	11.37	11.37	11.321
44250	0.583333333	11.516	11.443	11.37	11.394	11.37	11.321
44250	0.625	11.516	11.419	11.394	11.37	11.37	11.346
44250	0.666666667	11.443	11.346	11.321	11.346	11.37	11.37
44250	0.708333333	11.394	11.346	11.321	11.346	11.346	11.321
44250	0.75	11.394	11.37	11.321	11.346	11.394	11.394
44250	0.791666667	11.37	11.346	11.321	11.37	11.394	11.394
44250	0.833333333	11.37	11.37	11.346	11.419	11.419	11.394
44250	0.875	11.346	11.37	11.37	11.394	11.419	11.37
44250	0.916666667	11.346	11.346	11.346	11.346	11.37	11.321
44250	0.958333333	11.321	11.346	11.346	11.37	11.394	11.37
44251	0	11.321	11.321	11.346	11.37	11.37	11.346
44251	0.041666667	11.297	11.321	11.321	11.37	11.37	11.346
44251	0.083333333	11.297	11.297	11.321	11.37	11.394	11.346
44251	0.125	11.297	11.321	11.321	11.346	11.37	11.394
44251	0.166666667	11.273	11.297	11.297	11.37	11.394	11.394
44251	0.208333333	11.273	11.297	11.321	11.37	11.419	11.492
44251	0.25	11.297	11.321	11.321	11.516	11.54	11.516
44251	0.291666667	11.297	11.321	11.321	11.54	11.54	11.516
44251	0.333333333	11.273	11.297	11.443	11.516	11.54	11.492
44251	0.375	11.297	11.346	11.37	11.443	11.443	11.419
44251	0.416666667	11.321	11.321	11.394	11.443	11.443	11.419
44251	0.458333333	11.297	11.346	11.443	11.516	11.516	11.492
44251	0.5	11.346	11.394	11.394	11.419	11.443	11.419
44251	0.541666667	11.419	11.394	11.419	11.443	11.443	11.394
44251	0.583333333	11.443	11.394	11.394	11.443	11.419	11.394
44251	0.625	11.467	11.419	11.394	11.419	11.443	11.394
44251	0.666666667	11.443	11.419	11.419	11.443	11.443	11.394
44251	0.708333333	11.394	11.394	11.394	11.419	11.419	11.419
44251	0.75	11.394	11.394	11.394	11.467	11.467	11.443
44251	0.791666667	11.394	11.394	11.394	11.443	11.443	11.419
44251	0.833333333	11.346	11.394	11.443	11.492	11.492	11.492
44251	0.875	11.321	11.394	11.394	11.419	11.443	11.394
44251	0.916666667	11.321	11.37	11.37	11.443	11.443	11.419
44251	0.958333333	11.273	11.346	11.37	11.467	11.492	11.467
44252	0	11.346	11.321	11.394	11.492	11.492	11.467
44252	0.041666667	11.248	11.297	11.297	11.394	11.419	11.443
44252	0.083333333	11.175	11.297	11.37	11.467	11.467	11.443
44252	0.125	11.297	11.297	11.346	11.443	11.467	11.443
44252	0.166666667	11.321	11.346	11.346	11.443	11.467	11.443
44252	0.208333333	11.297	11.346	11.346	11.492	11.492	11.516
44252	0.25	11.297	11.346	11.419	11.54	11.516	11.516
44252	0.291666667	11.321	11.37	11.419	11.492	11.54	11.516
44252	0.333333333	11.321	11.346	11.37	11.443	11.516	11.516
44252	0.375	11.321	11.297	11.346	11.443	11.443	11.443
44252	0.416666667	11.394	11.37	11.394	11.492	11.492	11.467
44252	0.458333333	11.394	11.346	11.394	11.54	11.516	11.492
44252	0.5	11.443	11.37	11.492	11.54	11.516	11.492
44252	0.541666667	11.492	11.443	11.394	11.492	11.516	11.467
44252	0.583333333	11.54	11.419	11.419	11.467	11.443	11.443
44252	0.625	11.54	11.467	11.443	11.443	11.467	11.419
44252	0.666666667	11.71	11.467	11.419	11.516	11.516	11.492
44252	0.708333333	11.54	11.492	11.443	11.516	11.516	11.492
44252	0.75	11.492	11.467	11.467	11.492	11.516	11.492
44252	0.791666667	11.492	11.492	11.467	11.492	11.492	11.467
44252	0.833333333	11.467	11.467	11.443	11.492	11.516	11.516
44252	0.875	11.443	11.467	11.492	11.54	11.54	11.492
44252	0.916666667	11.443	11.467	11.467	11.492	11.492	11.492
44252	0.958333333	11.394	11.419	11.467	11.516	11.516	11.492
44253	0	11.419	11.419	11.443	11.492	11.492	11.467
44253	0.041666667	11.419	11.419	11.443	11.516	11.54	11.492
44253	0.083333333	11.394	11.37	11.394	11.492	11.492	11.467
44253	0.125	11.273	11.321	11.394	11.443	11.492	11.443
