NaN	NaN	25	30	35	40
42972	0.541666667	26.769	25.744	22.992	22.298
42972	0.583333333	26.965	25.137	22.944	21.461
42972	0.625	27.014	26.646	23.28	22.753
42972	0.666666667	26.695	26.622	23.569	22.824
42972	0.708333333	26.549	24.944	24.291	22.154
42972	0.75	26.304	25.841	23.785	22.896
42972	0.791666667	26.036	25.307	23.881	23.208
42972	0.833333333	26.158	25.598	24.05	22.657
42972	0.875	25.841	24.944	23.28	22.489
42972	0.916666667	25.793	25.283	23.184	22.633
42972	0.958333333	25.525	25.162	23.112	22.082
42973	0	26.402	25.38	22.321	21.437
42973	0.041666667	26.451	25.841	22.274	21.509
42973	0.083333333	26.304	25.016	21.39	21.008
42973	0.125	25.283	24.629	24.339	20.77
42973	0.166666667	25.137	23.785	22.106	21.079
42973	0.208333333	25.428	23.472	22.872	21.533
42973	0.25	24.267	22.561	22.106	21.056
42973	0.291666667	23.689	22.848	21.963	21.676
42973	0.333333333	22.824	21.963	21.891	21.533
42973	0.375	23.088	22.345	21.772	21.056
42973	0.416666667	23.617	22.896	22.13	21.175
42973	0.458333333	23.112	22.92	22.106	21.127
42973	0.5	23.954	23.088	23.088	22.896
42973	0.541666667	24.605	24.557	23.545	19.46
42973	0.583333333	24.557	24.629	23.352	21.008
42973	0.625	24.871	25.04	23.04	19.413
42973	0.666666667	24.823	24.388	20.96	20.198
42973	0.708333333	24.363	23.689	21.819	20.722
42973	0.75	24.195	22.92	21.175	19.841
42973	0.791666667	23.304	22.848	21.7	20.96
42973	0.833333333	23.352	23.328	21.676	21.056
42973	0.875	23.905	23.978	22.465	20.889
42973	0.916666667	25.331	24.195	22.8	20.603
42973	0.958333333	24.726	24.532	23.641	21.628
42974	0	24.968	24.919	23.064	20.222
42974	0.041666667	24.798	24.363	21.628	20.007
42974	0.083333333	24.026	23.833	22.537	20.126
42974	0.125	24.871	24.677	21.891	20.77
42974	0.166666667	24.774	23.04	22.058	20.936
42974	0.208333333	24.267	23.232	22.058	21.175
42974	0.25	25.307	23.04	21.39	21.032
42974	0.291666667	25.671	25.768	21.843	21.175
42974	0.333333333	25.817	25.841	22.345	21.485
42974	0.375	25.866	26.061	25.186	21.39
42974	0.416666667	25.939	25.89	24.944	21.581
42974	0.458333333	25.914	25.671	25.065	20.698
42974	0.5	25.744	24.968	24.605	20.388
42974	0.541666667	25.453	24.871	24.823	20.793
42974	0.583333333	25.453	25.307	24.871	20.507
42974	0.625	25.841	24.871	24.146	20.984
42974	0.666666667	25.598	24.726	23.809	23.328
42974	0.708333333	25.817	24.968	23.016	22.657
42974	0.75	25.574	24.702	23.208	22.824
42974	0.791666667	25.695	25.647	23.328	21.819
42974	0.833333333	25.939	25.453	24.074	21.891
42974	0.875	26.012	25.963	25.428	21.581
42974	0.916666667	26.036	25.963	25.55	22.321
42974	0.958333333	26.036	26.085	25.695	22.8
42975	0	26.012	26.061	24.315	21.39
42975	0.041666667	25.963	25.744	23.857	20.722
42975	0.083333333	26.061	25.307	23.328	19.96
42975	0.125	25.817	25.258	24.46	19.508
42975	0.166666667	25.355	25.065	23.064	20.46
42975	0.208333333	25.817	23.857	21.318	20.746
42975	0.25	26.085	25.768	21.867	20.603
42975	0.291666667	26.061	26.085	24.363	20.222
42975	0.333333333	26.061	25.963	23.497	20.198
42975	0.375	26.061	26.061	22.824	22.441
42975	0.416666667	26.573	25.914	24.412	20.65
42975	0.458333333	26.134	25.914	23.4	21.676
42975	0.5	26.402	25.939	23.954	22.848
42975	0.541666667	25.987	24.315	24.219	20.174
42975	0.583333333	26.061	24.508	23.328	19.936
42975	0.625	26.012	24.895	23.593	19.365
42975	0.666666667	25.817	25.016	23.521	19.318
42975	0.708333333	25.089	24.629	23.4	19.746
42975	0.75	25.72	24.823	23.016	19.651
42975	0.791666667	25.307	24.774	21.366	19.413
42975	0.833333333	25.453	24.919	20.793	20.126
42975	0.875	25.355	24.992	20.412	19.984
42975	0.916666667	25.623	24.798	24.074	20.103
42975	0.958333333	25.72	24.919	22.848	19.341
42976	0	25.574	25.501	24.46	19.175
42976	0.041666667	25.72	25.793	25.525	19.413
42976	0.083333333	25.695	25.744	25.307	20.317
42976	0.125	26.134	25.21	22.537	22.345
42976	0.166666667	26.5	25.501	23.28	22.011
42976	0.208333333	25.866	24.581	22.992	22.034
42976	0.25	24.388	23.424	22.513	21.103
42976	0.291666667	25.744	25.307	22.609	20.317
42976	0.333333333	25.817	24.146	23.208	19.793
42976	0.375	25.939	25.065	23.665	19.912
42976	0.416666667	26.158	26.158	24.195	23.04
42976	0.458333333	26.353	25.162	23.521	23.04
42976	0.5	25.939	25.065	23.545	22.92
42976	0.541666667	26.329	25.574	24.363	22.8
42976	0.583333333	26.573	26.158	23.617	22.705
42976	0.625	26.622	26.109	24.388	23.016
42976	0.666666667	25.647	25.331	24.847	23.016
42976	0.708333333	25.453	24.895	20.936	20.46
42976	0.75	26.012	25.065	21.867	19.722
42976	0.791666667	25.963	24.219	23.521	20.412
42976	0.833333333	26.182	25.453	24.05	21.127
42976	0.875	26.426	26.061	24.195	20.96
42976	0.916666667	26.524	26.256	25.065	22.848
42976	0.958333333	26.451	26.231	24.605	22.369
42977	0	26.524	26.549	23.376	20.603
42977	0.041666667	26.426	26.451	24.992	22.226
42977	0.083333333	26.451	26.524	24.557	22.417
42977	0.125	26.598	26.426	25.355	21.724
42977	0.166666667	26.207	25.914	25.331	21.294
42977	0.208333333	26.524	24.919	23.304	22.011
42977	0.25	26.842	26.818	23.304	20.627
