NaN	NaN	5	10	15	20	25	30
42174	0.458333333	21.175	21.103	20.627	20.531	19.484	17.938
42174	0.5	21.103	20.889	20.746	20.698	20.126	15.843
42174	0.541666667	21.056	20.793	20.77	20.484	20.15	18.628
42174	0.583333333	20.984	20.77	20.627	20.317	19.627	18.224
42174	0.625	21.032	20.817	20.579	20.436	19.746	19.674
42174	0.666666667	20.984	20.817	20.793	20.531	20.079	20.031
42174	0.708333333	21.294	21.223	21.079	20.841	20.627	20.293
42174	0.75	21.27	21.151	21.127	20.889	20.698	20.507
42174	0.791666667	21.079	20.984	20.984	20.817	20.698	20.15
42174	0.833333333	21.366	21.199	20.984	20.889	20.698	20.103
42174	0.875	21.509	21.27	21.151	20.913	20.841	20.293
42174	0.916666667	21.437	21.175	20.96	20.889	20.65	17.439
42174	0.958333333	21.437	21.246	21.056	20.936	20.698	18.343
42175	0	21.437	21.294	21.199	21.056	20.817	18.58
42175	0.041666667	21.39	21.318	21.318	21.199	20.007	18.295
42175	0.083333333	21.342	21.27	21.246	21.151	20.555	19.032
42175	0.125	21.294	21.223	21.246	21.246	20.46	19.484
42175	0.166666667	21.175	21.079	21.079	21.032	20.936	20.531
42175	0.208333333	21.151	21.008	21.056	21.008	21.056	19.032
42175	0.25	21.151	21.103	21.079	21.032	21.056	17.225
42175	0.291666667	21.032	20.865	20.841	20.793	20.77	15.963
42175	0.333333333	21.008	20.96	21.008	20.96	20.865	16.844
42175	0.375	21.056	20.984	21.056	21.056	21.032	16.963
42175	0.416666667	21.103	21.079	21.151	21.103	21.127	15.342
42175	0.458333333	21.199	21.151	21.246	21.223	21.056	15.485
42175	0.5	21.366	21.342	21.437	21.175	20.603	14.864
42175	0.541666667	21.652	21.581	21.485	21.223	19.175	14.601
42175	0.583333333	21.509	21.366	21.318	21.103	17.867	16.201
42175	0.625	21.413	21.39	21.366	21.223	18.628	17.463
42175	0.666666667	21.533	21.366	21.151	20.341	20.174	20.007
42175	0.708333333	21.127	21.079	21.079	21.008	20.793	19.912
42175	0.75	21.151	21.079	21.127	21.056	20.579	20.222
42175	0.791666667	21.175	21.103	21.127	21.008	20.865	15.247
42175	0.833333333	21.246	21.199	21.199	20.889	20.889	14.84
42175	0.875	21.485	21.413	21.413	20.913	20.913	14.649
42175	0.916666667	21.437	21.342	21.366	21.342	20.984	14.505
42175	0.958333333	21.413	21.342	21.366	21.056	20.65	15.127
42176	0	21.533	21.437	21.509	21.413	21.366	15.533
42176	0.041666667	21.748	21.628	21.533	21.437	19.341	18.129
42176	0.083333333	21.7	21.533	21.461	20.46	20.15	19.341
42176	0.125	21.676	21.581	21.437	20.222	20.15	20.079
42176	0.166666667	21.557	21.103	20.984	20.96	20.936	20.817
42176	0.208333333	21.175	21.079	21.079	20.936	20.865	20.341
42176	0.25	21.127	21.032	21.079	20.793	20.746	20.579
42176	0.291666667	21.175	21.056	21.032	20.936	20.889	15.223
42176	0.333333333	21.175	21.127	21.151	20.984	20.96	14.625
42176	0.375	21.318	21.246	21.294	21.175	15.891	14.409
