Date	Time	5	22	35	50
23/07/2021	05:00:00	25.882			17.71
23/07/2021	06:00:00	25.881			17.44
23/07/2021	07:00:00	25.879			17.82
23/07/2021	08:00:00	25.877			17.52
23/07/2021	09:00:00	25.876			17.23
23/07/2021	10:00:00	25.874			17.17
23/07/2021	11:00:00	25.872			16.78
23/07/2021	12:00:00	25.87			16.32
23/07/2021	13:00:00	25.869			16.5
23/07/2021	14:00:00	25.867			17.37
23/07/2021	15:00:00	25.865			17.37
23/07/2021	16:00:00	25.864			18.2
23/07/2021	17:00:00	25.862			18.62
23/07/2021	18:00:00	25.86			16.57
23/07/2021	19:00:00	25.859			16.1
23/07/2021	20:00:00	25.857			16.06
23/07/2021	21:00:00	25.855			18.53
23/07/2021	22:00:00	25.854			17.83
23/07/2021	23:00:00	25.852			17.47
24/07/2021	00:00:00	25.85			16.92
24/07/2021	01:00:00	25.848			16.84
24/07/2021	02:00:00	25.847			16.43
24/07/2021	03:00:00	25.845			18.9
24/07/2021	04:00:00	25.843			16.19
24/07/2021	05:00:00	25.842			16.36
24/07/2021	06:00:00	25.84			16.04
24/07/2021	07:00:00	25.838			15.86
24/07/2021	08:00:00	25.837			15.9
24/07/2021	09:00:00	25.835			16.01
24/07/2021	10:00:00	25.833			16.18
24/07/2021	11:00:00	25.831			16.48
24/07/2021	12:00:00	25.83			16.46
24/07/2021	13:00:00	25.828			16.05
24/07/2021	14:00:00	25.826			20.21
24/07/2021	15:00:00	25.825			16.25
24/07/2021	16:00:00	25.823			15.72
24/07/2021	17:00:00	25.821			18.11
24/07/2021	18:00:00	25.82			17.24
24/07/2021	19:00:00	25.818			16.78
24/07/2021	20:00:00	25.816			16.0
24/07/2021	21:00:00	25.814			16.68
24/07/2021	22:00:00	25.813			18.91
24/07/2021	23:00:00	25.811			17.5
25/07/2021	00:00:00	25.809			17.41
25/07/2021	01:00:00	25.808			16.08
25/07/2021	02:00:00	25.806			17.5
25/07/2021	03:00:00	25.804			16.27
25/07/2021	04:00:00	25.803			17.92
25/07/2021	05:00:00	25.801			18.19
25/07/2021	06:00:00	25.799			16.36
25/07/2021	07:00:00	25.797			15.43
25/07/2021	08:00:00	25.796			16.94
25/07/2021	09:00:00	25.794			17.11
25/07/2021	10:00:00	25.792			17.33
25/07/2021	11:00:00	25.791			16.71
25/07/2021	12:00:00	25.789			16.25
25/07/2021	13:00:00	25.787			16.7
25/07/2021	14:00:00	25.786			16.53
25/07/2021	15:00:00	25.784			19.48
25/07/2021	16:00:00	25.782			18.95
25/07/2021	17:00:00	25.78			19.26
25/07/2021	18:00:00	25.779			17.62
25/07/2021	19:00:00	25.777			16.82
25/07/2021	20:00:00	25.775			18.17
25/07/2021	21:00:00	25.774			17.44
25/07/2021	22:00:00	25.772			15.75
25/07/2021	23:00:00	25.77			15.94
