"N.º" "Fecha" "Tiempo, GMT+02:00" "Temp, °C (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Acoplador separado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Acoplador adjunto (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Host conectado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Parado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Final de archivo (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" 		
06/07/2021	12:30:00	16.992
06/07/2021	12:45:00	16.897
06/07/2021	13:00:00	16.992
06/07/2021	13:15:00	17.088
06/07/2021	13:30:00	17.088
06/07/2021	13:45:00	17.088
06/07/2021	14:00:00	17.088
06/07/2021	14:15:00	16.897
06/07/2021	14:30:00	16.992
06/07/2021	14:45:00	16.802
06/07/2021	15:00:00	16.897
06/07/2021	15:15:00	16.992
06/07/2021	15:30:00	17.375
06/07/2021	15:45:00	17.565
06/07/2021	16:00:00	17.565
06/07/2021	16:15:00	18.043
06/07/2021	16:30:00	18.71
06/07/2021	16:45:00	19.092
06/07/2021	17:00:00	18.997
06/07/2021	17:15:00	19.092
06/07/2021	17:30:00	18.997
06/07/2021	17:45:00	19.092
06/07/2021	18:00:00	18.901
06/07/2021	18:15:00	18.901
06/07/2021	18:30:00	18.806
06/07/2021	18:45:00	18.615
06/07/2021	19:00:00	18.424
06/07/2021	19:15:00	18.424
06/07/2021	19:30:00	18.329
06/07/2021	19:45:00	18.519
06/07/2021	20:00:00	18.329
06/07/2021	20:15:00	18.329
06/07/2021	20:30:00	18.329
06/07/2021	20:45:00	18.233
06/07/2021	21:00:00	18.138
06/07/2021	21:15:00	18.138
06/07/2021	21:30:00	18.138
06/07/2021	21:45:00	18.138
06/07/2021	22:00:00	18.233
06/07/2021	22:15:00	18.138
06/07/2021	22:30:00	18.233
06/07/2021	22:45:00	18.233
06/07/2021	23:00:00	18.138
06/07/2021	23:15:00	18.138
06/07/2021	23:30:00	17.756
06/07/2021	23:45:00	17.661
07/07/2021	00:00:00	17.661
07/07/2021	00:15:00	17.565
07/07/2021	00:30:00	17.279
07/07/2021	00:45:00	17.279
07/07/2021	01:00:00	17.279
07/07/2021	01:15:00	17.184
07/07/2021	01:30:00	17.184
07/07/2021	01:45:00	17.184
07/07/2021	02:00:00	17.184
07/07/2021	02:15:00	17.184
07/07/2021	02:30:00	17.184
07/07/2021	02:45:00	17.088
07/07/2021	03:00:00	17.088
07/07/2021	03:15:00	16.992
07/07/2021	03:30:00	16.992
07/07/2021	03:45:00	17.088
07/07/2021	04:00:00	16.897
07/07/2021	04:15:00	16.992
07/07/2021	04:30:00	16.992
07/07/2021	04:45:00	16.992
07/07/2021	05:00:00	16.992
07/07/2021	05:15:00	16.992
07/07/2021	05:30:00	16.992
07/07/2021	05:45:00	17.088
07/07/2021	06:00:00	17.088
07/07/2021	06:15:00	17.47
07/07/2021	06:30:00	17.279
07/07/2021	06:45:00	17.375
07/07/2021	07:00:00	17.375
07/07/2021	07:15:00	17.279
07/07/2021	07:30:00	17.47
07/07/2021	07:45:00	17.661
07/07/2021	08:00:00	17.756
07/07/2021	08:15:00	18.233
07/07/2021	08:30:00	18.329
07/07/2021	08:45:00	18.424
07/07/2021	09:00:00	18.71
07/07/2021	09:15:00	18.615
07/07/2021	09:30:00	18.615
07/07/2021	09:45:00	18.615
07/07/2021	10:00:00	18.615
07/07/2021	10:15:00	18.615
07/07/2021	10:30:00	18.519
07/07/2021	10:45:00	18.519
07/07/2021	11:00:00	18.519
07/07/2021	11:15:00	18.329
07/07/2021	11:30:00	18.329
07/07/2021	11:45:00	18.424
07/07/2021	12:00:00	18.329
07/07/2021	12:15:00	18.329
07/07/2021	12:30:00	18.329
07/07/2021	12:45:00	18.424
07/07/2021	13:00:00	18.424
07/07/2021	13:15:00	18.519
07/07/2021	13:30:00	18.329
07/07/2021	13:45:00	18.329
07/07/2021	14:00:00	18.329
07/07/2021	14:15:00	18.424
07/07/2021	14:30:00	18.615
07/07/2021	14:45:00	18.519
07/07/2021	15:00:00	18.71
07/07/2021	15:15:00	18.615
07/07/2021	15:30:00	19.378
07/07/2021	15:45:00	19.187
07/07/2021	16:00:00	19.092
07/07/2021	16:15:00	19.283
07/07/2021	16:30:00	19.378
07/07/2021	16:45:00	19.283
07/07/2021	17:00:00	19.474
07/07/2021	17:15:00	19.57
07/07/2021	17:30:00	19.57
07/07/2021	17:45:00	19.187
07/07/2021	18:00:00	19.57
07/07/2021	18:15:00	19.092
07/07/2021	18:30:00	19.187
07/07/2021	18:45:00	18.71
07/07/2021	19:00:00	18.71
07/07/2021	19:15:00	18.329
07/07/2021	19:30:00	18.233
07/07/2021	19:45:00	18.043
07/07/2021	20:00:00	18.138
07/07/2021	20:15:00	18.043
07/07/2021	20:30:00	18.138
07/07/2021	20:45:00	17.947
07/07/2021	21:00:00	18.043
07/07/2021	21:15:00	17.947
07/07/2021	21:30:00	18.043
07/07/2021	21:45:00	17.947
07/07/2021	22:00:00	18.043
07/07/2021	22:15:00	18.138
07/07/2021	22:30:00	18.233
07/07/2021	22:45:00	18.424
07/07/2021	23:00:00	18.519
07/07/2021	23:15:00	18.424
07/07/2021	23:30:00	18.233
07/07/2021	23:45:00	18.233
08/07/2021	00:00:00	18.043
08/07/2021	00:15:00	17.947
08/07/2021	00:30:00	17.947
08/07/2021	00:45:00	17.947
08/07/2021	01:00:00	17.947
08/07/2021	01:15:00	17.756
