Date	Time	10	15	20	25	30	35	40
30/01/2020	07:00:00	18.533		18.604	18.58	18.628	18.557	18.58
30/01/2020	08:00:00	18.533		18.604	18.557	18.557	18.557	18.557
30/01/2020	09:00:00	18.509		18.604	18.58	18.58	18.533	18.557
30/01/2020	10:00:00	18.509		18.58	18.557	18.604	18.533	18.557
30/01/2020	11:00:00	18.485		18.58	18.557	18.604	18.533	18.557
30/01/2020	12:00:00	18.485		18.58	18.557	18.604	18.533	18.557
30/01/2020	13:00:00	18.509		18.58	18.557	18.604	18.533	18.557
30/01/2020	14:00:00	18.461		18.557	18.533	18.533	18.533	18.533
30/01/2020	15:00:00	18.414		18.557	18.533	18.58	18.509	18.533
30/01/2020	16:00:00	18.438		18.557	18.557	18.604	18.509	18.533
30/01/2020	17:00:00	18.461		18.557	18.533	18.604	18.533	18.533
30/01/2020	18:00:00	18.485		18.58	18.557	18.58	18.533	18.533
30/01/2020	19:00:00	18.485		18.58	18.557	18.557	18.533	18.533
30/01/2020	20:00:00	18.461		18.58	18.557	18.58	18.533	18.557
30/01/2020	21:00:00	18.485		18.557	18.557	18.557	18.533	18.533
30/01/2020	22:00:00	18.461		18.533	18.557	18.604	18.533	18.557
30/01/2020	23:00:00	18.414		18.533	18.533	18.58	18.533	18.533
31/01/2020	00:00:00	18.461		18.509	18.485	18.533	18.485	18.509
31/01/2020	01:00:00	18.438		18.509	18.485	18.509	18.461	18.461
31/01/2020	02:00:00	18.414		18.485	18.461	18.533	18.461	18.485
31/01/2020	03:00:00	18.39		18.485	18.485	18.461	18.461	18.461
31/01/2020	04:00:00	18.39		18.485	18.461	18.461	18.461	18.461
31/01/2020	05:00:00	18.414		18.509	18.485	18.485	18.461	18.485
31/01/2020	06:00:00	18.414		18.509	18.485	18.509	18.461	18.485
31/01/2020	07:00:00	18.414		18.509	18.485	18.533	18.461	18.485
31/01/2020	08:00:00	18.414		18.485	18.485	18.485	18.461	18.461
31/01/2020	09:00:00	18.438		18.509	18.485	18.509	18.461	18.485
31/01/2020	10:00:00	18.485		18.533	18.485	18.509	18.485	18.485
31/01/2020	11:00:00	18.485		18.533	18.485	18.533	18.509	18.485
31/01/2020	12:00:00	18.485		18.533	18.485	18.533	18.485	18.485
31/01/2020	13:00:00	18.485		18.533	18.485	18.509	18.485	18.485
31/01/2020	14:00:00	18.485		18.533	18.485	18.509	18.485	18.485
31/01/2020	15:00:00	18.485		18.509	18.485	18.557	18.485	18.485
31/01/2020	16:00:00	18.461		18.509	18.485	18.533	18.485	18.485
31/01/2020	17:00:00	18.461		18.509	18.485	18.485	18.461	18.485
31/01/2020	18:00:00	18.438		18.509	18.509	18.509	18.461	18.485
31/01/2020	19:00:00	18.438		18.509	18.485	18.485	18.461	18.485
31/01/2020	20:00:00	18.414		18.485	18.461	18.438	18.438	18.461
31/01/2020	21:00:00	18.39		18.485	18.485	18.461	18.438	18.461
31/01/2020	22:00:00	18.39		18.485	18.461	18.461	18.438	18.461
31/01/2020	23:00:00	18.414		18.485	18.461	18.509	18.438	18.461
01/02/2020	00:00:00	18.39		18.485	18.461	18.533	18.438	18.461
01/02/2020	01:00:00	18.39		18.461	18.438	18.485	18.438	18.461
01/02/2020	02:00:00	18.366		18.438	18.438	18.461	18.414	18.438
01/02/2020	03:00:00	18.343		18.438	18.414	18.414	18.39	18.414
01/02/2020	04:00:00	18.343		18.414	18.414	18.39	18.39	18.414
01/02/2020	05:00:00	18.319		18.414	18.414	18.39	18.39	18.414
01/02/2020	06:00:00	18.343		18.438	18.414	18.438	18.39	18.414
01/02/2020	07:00:00	18.343		18.438	18.414	18.39	18.39	18.414
01/02/2020	08:00:00	18.366		18.438	18.414	18.438	18.39	18.414
01/02/2020	09:00:00	18.39		18.438	18.438	18.438	18.39	18.414
01/02/2020	10:00:00	18.414		18.438	18.438	18.438	18.414	18.414
01/02/2020	11:00:00	18.438		18.485	18.438	18.485	18.461	18.438
01/02/2020	12:00:00	18.438		18.485	18.438	18.485	18.461	18.438
01/02/2020	13:00:00	18.414		18.485	18.438	18.485	18.438	18.438
01/02/2020	14:00:00	18.414		18.485	18.438	18.509	18.438	18.438
01/02/2020	15:00:00	18.438		18.485	18.438	18.485	18.414	18.438
01/02/2020	16:00:00	18.414		18.461	18.438	18.485	18.414	18.438
01/02/2020	17:00:00	18.414		18.461	18.438	18.509	18.414	18.438
01/02/2020	18:00:00	18.414		18.485	18.461	18.485	18.414	18.438
01/02/2020	19:00:00	18.414		18.485	18.461	18.485	18.414	18.438
01/02/2020	20:00:00	18.39		18.485	18.438	18.438	18.414	18.414
01/02/2020	21:00:00	18.438		18.485	18.461	18.485	18.414	18.414
01/02/2020	22:00:00	18.414		18.485	18.461	18.485	18.414	18.438
01/02/2020	23:00:00	18.39		18.461	18.438	18.485	18.414	18.414
02/02/2020	00:00:00	18.39		18.438	18.438	18.485	18.414	18.438
02/02/2020	01:00:00	18.366		18.438	18.438	18.414	18.414	18.414
02/02/2020	02:00:00	18.343		18.438	18.414	18.39	18.39	18.39
02/02/2020	03:00:00	18.343		18.438	18.414	18.414	18.39	18.39
02/02/2020	04:00:00	18.319		18.414	18.39	18.39	18.366	18.39
02/02/2020	05:00:00	18.319		18.39	18.39	18.438	18.366	18.366
02/02/2020	06:00:00	18.319		18.39	18.366	18.366	18.366	18.366
02/02/2020	07:00:00	18.319		18.39	18.366	18.366	18.343	18.366
02/02/2020	08:00:00	18.343		18.414	18.39	18.39	18.366	18.39
02/02/2020	09:00:00	18.366		18.414	18.39	18.438	18.39	18.39
02/02/2020	10:00:00	18.414		18.438	18.414	18.461	18.39	18.39
02/02/2020	11:00:00	18.414		18.438	18.414	18.461	18.414	18.414
02/02/2020	12:00:00	18.414		18.438	18.39	18.461	18.39	18.39
02/02/2020	13:00:00	18.414		18.414	18.39	18.438	18.39	18.39
02/02/2020	14:00:00	18.39		18.414	18.366	18.438	18.366	18.366
02/02/2020	15:00:00	18.366		18.414	18.39	18.414	18.366	18.39
02/02/2020	16:00:00	18.366		18.414	18.366	18.39	18.366	18.366
02/02/2020	17:00:00	18.343		18.414	18.39	18.438	18.366	18.366
02/02/2020	18:00:00	18.319		18.414	18.414	18.414	18.366	18.39
02/02/2020	19:00:00	18.319		18.414	18.39	18.39	18.366	18.39
02/02/2020	20:00:00	18.343		18.414	18.414	18.414	18.366	18.39
02/02/2020	21:00:00	18.366		18.438	18.414	18.461	18.39	18.39
02/02/2020	22:00:00	18.366		18.438	18.438	18.461	18.39	18.39
02/02/2020	23:00:00	18.343		18.438	18.414	18.438	18.39	18.39
03/02/2020	00:00:00	18.319		18.414	18.414	18.461	18.366	18.39
03/02/2020	01:00:00	18.319		18.39	18.39	18.39	18.366	18.366
03/02/2020	02:00:00	18.295		18.39	18.39	18.366	18.343	18.366
03/02/2020	03:00:00	18.319		18.39	18.366	18.39	18.343	18.366
03/02/2020	04:00:00	18.295		18.39	18.366	18.414	18.343	18.343
03/02/2020	05:00:00	18.295		18.39	18.366	18.366	18.343	18.366
03/02/2020	06:00:00	18.295		18.39	18.366	18.39	18.343	18.366
03/02/2020	07:00:00	18.295		18.366	18.343	18.319	18.343	18.343
03/02/2020	08:00:00	18.271		18.366	18.343	18.343	18.319	18.343
03/02/2020	09:00:00	18.343		18.39	18.366	18.343	18.343	18.343
03/02/2020	10:00:00	18.366		18.438	18.39	18.438	18.366	18.366
03/02/2020	11:00:00	18.343		18.438	18.39	18.438	18.39	18.366
03/02/2020	12:00:00	18.343		18.438	18.39	18.414	18.366	18.366
03/02/2020	13:00:00	18.343		18.414	18.39	18.438	18.366	18.366
03/02/2020	14:00:00	18.343		18.414	18.366	18.438	18.366	18.366
03/02/2020	15:00:00	18.343		18.414	18.39	18.438	18.366	18.366
03/02/2020	16:00:00	18.343		18.39	18.366	18.438	18.343	18.366
03/02/2020	17:00:00	18.319		18.414	18.366	18.414	18.343	18.343
03/02/2020	18:00:00	18.319		18.39	18.39	18.438	18.343	18.366
03/02/2020	19:00:00	18.366		18.438	18.39	18.438	18.343	18.366
03/02/2020	20:00:00	18.343		18.438	18.39	18.438	18.343	18.366
03/02/2020	21:00:00	18.343		18.414	18.39	18.438	18.343	18.343
03/02/2020	22:00:00	18.319		18.39	18.39	18.414	18.343	18.343
03/02/2020	23:00:00	18.295		18.39	18.366	18.414	18.319	18.343
04/02/2020	00:00:00	18.271		18.366	18.343	18.414	18.319	18.319
04/02/2020	01:00:00	18.295		18.366	18.343	18.39	18.295	18.319
04/02/2020	02:00:00	18.295		18.366	18.343	18.366	18.319	18.319
04/02/2020	03:00:00	18.271		18.343	18.343	18.39	18.319	18.319
04/02/2020	04:00:00	18.271		18.366	18.343	18.39	18.319	18.319
04/02/2020	05:00:00	18.271		18.343	18.319	18.366	18.319	18.319
04/02/2020	06:00:00	18.271		18.366	18.343	18.319	18.319	18.319
04/02/2020	07:00:00	18.271		18.343	18.343	18.39	18.319	18.319
04/02/2020	08:00:00	18.271		18.366	18.343	18.366	18.319	18.319
04/02/2020	09:00:00	18.271		18.366	18.343	18.366	18.295	18.319
04/02/2020	10:00:00	18.295		18.366	18.343	18.343	18.319	18.319
04/02/2020	11:00:00	18.295		18.39	18.343	18.343	18.319	18.319
04/02/2020	12:00:00	18.319		18.39	18.343	18.39	18.319	18.343
04/02/2020	13:00:00	18.319		18.39	18.366	18.39	18.319	18.343
04/02/2020	14:00:00	18.319		18.39	18.366	18.366	18.319	18.295
04/02/2020	15:00:00	18.319		18.39	18.366	18.414	18.319	18.295
04/02/2020	16:00:00	18.319		18.39	18.366	18.39	18.295	18.295
04/02/2020	17:00:00	18.319		18.39	18.366	18.343	18.343	18.319
04/02/2020	18:00:00	18.295		18.366	18.366	18.366	18.343	18.295
04/02/2020	19:00:00	18.295		18.366	18.366	18.39	18.319	18.319
04/02/2020	20:00:00	18.271		18.366	18.343	18.366	18.319	18.319
04/02/2020	21:00:00	18.271		18.343	18.343	18.319	18.319	18.319
04/02/2020	22:00:00	18.271		18.366	18.343	18.39	18.319	18.319
04/02/2020	23:00:00	18.271		18.343	18.319	18.295	18.295	18.319
05/02/2020	00:00:00	18.247		18.343	18.319	18.343	18.295	18.319
05/02/2020	01:00:00	18.247		18.343	18.319	18.366	18.295	18.295
05/02/2020	02:00:00	18.247		18.319	18.319	18.366	18.295	18.295
05/02/2020	03:00:00	18.247		18.319	18.295	18.271	18.271	18.295
05/02/2020	04:00:00	18.224		18.319	18.295	18.271	18.271	18.271
05/02/2020	05:00:00	18.224		18.295	18.295	18.295	18.247	18.271
05/02/2020	06:00:00	18.247		18.319	18.295	18.319	18.271	18.295
05/02/2020	07:00:00	18.224		18.319	18.295	18.319	18.271	18.271
05/02/2020	08:00:00	18.224		18.319	18.295	18.319	18.247	18.247
05/02/2020	09:00:00	18.224		18.319	18.295	18.319	18.247	18.247
05/02/2020	10:00:00	18.224		18.319	18.295	18.295	18.247	18.271
05/02/2020	11:00:00	18.224		18.319	18.295	18.295	18.247	18.271
05/02/2020	12:00:00	18.224		18.295	18.295	18.319	18.247	18.271
05/02/2020	13:00:00	18.224		18.319	18.295	18.319	18.271	18.295
05/02/2020	14:00:00	18.247		18.319	18.295	18.319	18.271	18.295
05/02/2020	15:00:00	18.224		18.295	18.295	18.319	18.247	18.271
05/02/2020	16:00:00	18.224		18.295	18.271	18.319	18.247	18.271
05/02/2020	17:00:00	18.224		18.295	18.295	18.295	18.247	18.271
05/02/2020	18:00:00	18.2		18.295	18.271	18.271	18.247	18.271
05/02/2020	19:00:00	18.2		18.295	18.271	18.319	18.247	18.271
05/02/2020	20:00:00	18.2		18.295	18.271	18.295	18.247	18.247
05/02/2020	21:00:00	18.2		18.271	18.247	18.271	18.224	18.247
05/02/2020	22:00:00	18.2		18.271	18.247	18.247	18.224	18.224
05/02/2020	23:00:00	18.176		18.271	18.247	18.271	18.224	18.247
06/02/2020	00:00:00	18.2		18.271	18.247	18.271	18.224	18.247
06/02/2020	01:00:00	18.176		18.271	18.247	18.247	18.224	18.224
06/02/2020	02:00:00	18.176		18.247	18.247	18.247	18.2	18.224
06/02/2020	03:00:00	18.152		18.247	18.247	18.247	18.2	18.224
06/02/2020	04:00:00	18.176		18.247	18.224	18.247	18.2	18.224
06/02/2020	05:00:00	18.176		18.247	18.224	18.247	18.2	18.224
06/02/2020	06:00:00	18.152		18.247	18.224	18.247	18.2	18.224
06/02/2020	07:00:00	18.152		18.247	18.224	18.247	18.2	18.224
06/02/2020	08:00:00	18.152		18.247	18.224	18.247	18.2	18.2
06/02/2020	09:00:00	18.152		18.247	18.224	18.247	18.2	18.2
06/02/2020	10:00:00	18.152		18.247	18.224	18.247	18.2	18.224
06/02/2020	11:00:00	18.176		18.247	18.224	18.247	18.2	18.224
06/02/2020	12:00:00	18.176		18.247	18.224	18.247	18.224	18.224
06/02/2020	13:00:00	18.176		18.247	18.224	18.247	18.2	18.224
06/02/2020	14:00:00	18.152		18.247	18.224	18.224	18.176	18.2
06/02/2020	15:00:00	18.152		18.247	18.224	18.224	18.2	18.2
06/02/2020	16:00:00	18.105		18.2	18.224	18.247	18.2	18.2
06/02/2020	17:00:00	18.105		18.247	18.224	18.224	18.2	18.2
06/02/2020	18:00:00	18.105		18.2	18.224	18.224	18.2	18.2
06/02/2020	19:00:00	18.105		18.224	18.224	18.224	18.2	18.224
06/02/2020	20:00:00	18.129		18.2	18.2	18.2	18.176	18.2
06/02/2020	21:00:00	18.129		18.2	18.2	18.2	18.176	18.176
06/02/2020	22:00:00	18.129		18.224	18.2	18.2	18.176	18.2
06/02/2020	23:00:00	18.129		18.2	18.2	18.2	18.152	18.176
07/02/2020	00:00:00	18.105		18.2	18.2	18.176	18.152	18.152
07/02/2020	01:00:00	18.105		18.2	18.2	18.2	18.152	18.176
07/02/2020	02:00:00	18.081		18.152	18.152	18.152	18.152	18.152
07/02/2020	03:00:00	18.057		18.152	18.152	18.152	18.129	18.129
07/02/2020	04:00:00	18.081		18.152	18.152	18.152	18.105	18.129
07/02/2020	05:00:00	18.057		18.152	18.152	18.176	18.129	18.129
07/02/2020	06:00:00	18.057		18.152	18.129	18.152	18.105	18.105
07/02/2020	07:00:00	18.057		18.129	18.105	18.105	18.081	18.105
07/02/2020	08:00:00	18.057		18.129	18.105	18.152	18.105	18.105
07/02/2020	09:00:00	18.033		18.129	18.105	18.129	18.081	18.081
07/02/2020	10:00:00	18.033		18.129	18.105	18.129	18.081	18.105
07/02/2020	11:00:00	18.033		18.129	18.105	18.129	18.081	18.081
07/02/2020	12:00:00	18.033		18.129	18.105	18.129	18.081	18.081
07/02/2020	13:00:00	18.057		18.129	18.105	18.105	18.081	18.081
07/02/2020	14:00:00	18.057		18.129	18.105	18.152	18.081	18.081
07/02/2020	15:00:00	18.057		18.129	18.105	18.129	18.081	18.105
07/02/2020	16:00:00	18.057		18.129	18.105	18.129	18.081	18.081
07/02/2020	17:00:00	18.033		18.129	18.081	18.105	18.057	18.057
07/02/2020	18:00:00	18.033		18.105	18.081	18.105	18.057	18.057
07/02/2020	19:00:00	18.01		18.105	18.057	18.129	18.057	18.057
07/02/2020	20:00:00	18.01		18.105	18.057	18.129	18.057	18.057
07/02/2020	21:00:00	18.01		18.081	18.057	18.105	18.01	18.057
07/02/2020	22:00:00	17.986		18.081	18.057	18.105	18.033	18.057
07/02/2020	23:00:00	17.986		18.057	18.033	18.105	18.01	18.033
08/02/2020	00:00:00	17.986		18.057	18.033	18.081	18.01	18.033
08/02/2020	01:00:00	17.962		18.057	18.033	18.105	18.01	18.033
08/02/2020	02:00:00	17.938		18.033	18.033	18.129	18.01	18.033
08/02/2020	03:00:00	17.938		18.033	18.01	18.081	17.986	17.986
08/02/2020	04:00:00	17.938		18.01	17.986	18.057	17.962	17.986
08/02/2020	05:00:00	17.891		17.986	17.986	17.962	17.938	17.962
08/02/2020	06:00:00	17.938		18.01	18.01	18.057	17.962	17.986
08/02/2020	07:00:00	17.915		17.986	17.962	18.057	17.938	17.962
08/02/2020	08:00:00	17.891		17.986	17.962	18.033	17.915	17.962
08/02/2020	09:00:00	17.915		17.986	17.962	17.938	17.915	17.915
08/02/2020	10:00:00	17.891		17.962	17.962	17.938	17.915	17.938
08/02/2020	11:00:00	17.891		17.962	17.962	18.01	17.938	17.938
08/02/2020	12:00:00	17.938		17.986	17.962	18.033	17.938	17.962
08/02/2020	13:00:00	17.938		17.962	17.938	18.01	17.915	17.938
08/02/2020	14:00:00	17.915		17.962	17.938	17.986	17.915	17.938
08/02/2020	15:00:00	17.867		17.962	17.938	18.033	17.915	17.938
08/02/2020	16:00:00	17.819		17.915	17.938	17.986	17.915	17.915
08/02/2020	17:00:00	17.796		17.915	17.915	17.986	17.891	17.891
08/02/2020	18:00:00	17.819		17.891	17.891	17.867	17.867	17.867
08/02/2020	19:00:00	17.772		17.891	17.891	17.891	17.843	17.867
08/02/2020	20:00:00	17.772		17.867	17.843	17.867	17.819	17.819
08/02/2020	21:00:00	17.748		17.843	17.819	17.843	17.796	17.819
08/02/2020	22:00:00	17.748		17.819	17.819	17.915	17.796	17.819
08/02/2020	23:00:00	17.724		17.819	17.819	17.819	17.772	17.796
09/02/2020	00:00:00	17.701		17.796	17.819	17.915	17.772	17.796
09/02/2020	01:00:00	17.677		17.772	17.772	17.772	17.748	17.724
09/02/2020	02:00:00	17.629		17.724	17.748	17.867	17.724	17.724
09/02/2020	03:00:00	17.629		17.724	17.748	17.772	17.701	17.724
09/02/2020	04:00:00	17.629		17.724	17.724	17.819	17.677	17.701
09/02/2020	05:00:00	17.582		17.677	17.677	17.701	17.677	17.701
09/02/2020	06:00:00	17.558		17.653	17.701	17.677	17.653	17.677
09/02/2020	07:00:00	17.558		17.653	17.653	17.629	17.605	17.629
09/02/2020	08:00:00	17.51		17.605	17.605	17.582	17.582	17.605
09/02/2020	09:00:00	17.582		17.653	17.629	17.605	17.582	17.605
09/02/2020	10:00:00	17.605		17.653	17.629	17.605	17.605	17.605
09/02/2020	11:00:00	17.605		17.677	17.653	17.701	17.605	17.605
09/02/2020	12:00:00	17.605		17.677	17.653	17.629	17.629	17.629
09/02/2020	13:00:00	17.653		17.701	17.653	17.748	17.629	17.629
09/02/2020	14:00:00	17.629		17.653	17.629	17.748	17.629	17.629
09/02/2020	15:00:00	17.629		17.677	17.653	17.748	17.629	17.629
09/02/2020	16:00:00	17.629		17.653	17.653	17.748	17.629	17.629
09/02/2020	17:00:00	17.558		17.653	17.653	17.605	17.605	17.629
09/02/2020	18:00:00	17.558		17.653	17.629	17.629	17.605	17.629
09/02/2020	19:00:00	17.582		17.677	17.653	17.724	17.605	17.629
09/02/2020	20:00:00	17.582		17.677	17.653	17.748	17.605	17.629
09/02/2020	21:00:00	17.582		17.677	17.653	17.724	17.605	17.629
09/02/2020	22:00:00	17.582		17.677	17.653	17.748	17.605	17.629
09/02/2020	23:00:00	17.582		17.677	17.677	17.724	17.629	17.629
10/02/2020	00:00:00	17.558		17.653	17.653	17.748	17.629	17.653
10/02/2020	01:00:00	17.558		17.653	17.653	17.724	17.629	17.653
10/02/2020	02:00:00	17.558		17.629	17.653	17.748	17.629	17.653
10/02/2020	03:00:00	17.558		17.629	17.653	17.629	17.605	17.629
10/02/2020	04:00:00	17.534		17.629	17.653	17.629	17.582	17.629
10/02/2020	05:00:00	17.534		17.629	17.629	17.677	17.582	17.605
10/02/2020	06:00:00	17.51		17.605	17.605	17.582	17.582	17.582
10/02/2020	07:00:00	17.51		17.605	17.605	17.582	17.582	17.605
10/02/2020	08:00:00	17.534		17.605	17.582	17.582	17.558	17.582
10/02/2020	09:00:00	17.582		17.605	17.582	17.582	17.558	17.582
10/02/2020	10:00:00	17.605		17.653	17.629	17.677	17.605	17.605
10/02/2020	11:00:00	17.605		17.653	17.629	17.629	17.605	17.605
10/02/2020	12:00:00	17.582		17.653	17.629	17.629	17.629	17.605
10/02/2020	13:00:00	17.605		17.653	17.653	17.701	17.605	17.629
10/02/2020	14:00:00	17.605		17.653	17.605	17.677	17.605	17.629
10/02/2020	15:00:00	17.605		17.629	17.605	17.677	17.605	17.605
10/02/2020	16:00:00	17.605		17.629	17.605	17.677	17.605	17.605
10/02/2020	17:00:00	17.605		17.677	17.629	17.677	17.582	17.605
10/02/2020	18:00:00	17.582		17.653	17.629	17.701	17.582	17.605
10/02/2020	19:00:00	17.582		17.653	17.629	17.653	17.582	17.605
10/02/2020	20:00:00	17.582		17.653	17.629	17.629	17.582	17.605
10/02/2020	21:00:00	17.558		17.629	17.605	17.677	17.582	17.605
10/02/2020	22:00:00	17.558		17.629	17.629	17.701	17.582	17.582
10/02/2020	23:00:00	17.534		17.629	17.605	17.629	17.558	17.582
11/02/2020	00:00:00	17.534		17.605	17.605	17.653	17.534	17.558
11/02/2020	01:00:00	17.51		17.605	17.582	17.629	17.534	17.558
11/02/2020	02:00:00	17.51		17.582	17.582	17.582	17.534	17.558
11/02/2020	03:00:00	17.51		17.605	17.558	17.605	17.534	17.558
11/02/2020	04:00:00	17.51		17.582	17.558	17.629	17.534	17.558
11/02/2020	05:00:00	17.51		17.582	17.582	17.653	17.534	17.558
11/02/2020	06:00:00	17.51		17.582	17.582	17.629	17.534	17.558
11/02/2020	07:00:00	17.51		17.582	17.582	17.629	17.534	17.558
11/02/2020	08:00:00	17.51		17.582	17.582	17.605	17.534	17.558
11/02/2020	09:00:00	17.51		17.582	17.558	17.558	17.534	17.558
