"N.º" "Fecha" "Tiempo, GMT+02:00" "Temp, °C (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Acoplador separado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Acoplador adjunto (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Host conectado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Parado (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)" "Final de archivo (LGR S/N: XXXXXXXX, SEN S/N: XXXXXXXX)"	
02/09/2021	15:00:00	28.145
02/09/2021	15:15:00	28.145
02/09/2021	15:30:00	28.244
02/09/2021	15:45:00	28.145
02/09/2021	16:00:00	28.145
02/09/2021	16:15:00	28.145
02/09/2021	16:30:00	28.145
02/09/2021	16:45:00	28.145
02/09/2021	17:00:00	28.145
02/09/2021	17:15:00	28.244
02/09/2021	17:30:00	28.145
02/09/2021	17:45:00	28.145
02/09/2021	18:00:00	28.046
02/09/2021	18:15:00	28.145
02/09/2021	18:30:00	28.145
02/09/2021	18:45:00	28.145
02/09/2021	19:00:00	28.145
02/09/2021	19:15:00	28.145
02/09/2021	19:30:00	28.145
02/09/2021	19:45:00	28.145
02/09/2021	20:00:00	28.145
02/09/2021	20:15:00	28.145
02/09/2021	20:30:00	28.046
02/09/2021	20:45:00	28.046
02/09/2021	21:00:00	28.046
02/09/2021	21:15:00	28.046
02/09/2021	21:30:00	28.046
02/09/2021	21:45:00	28.046
02/09/2021	22:00:00	28.046
02/09/2021	22:15:00	28.046
02/09/2021	22:30:00	28.046
02/09/2021	22:45:00	28.046
02/09/2021	23:00:00	28.046
02/09/2021	23:15:00	28.046
02/09/2021	23:30:00	27.947
02/09/2021	23:45:00	27.947
03/09/2021	0:00:00	27.947
03/09/2021	0:15:00	27.947
03/09/2021	0:30:00	28.046
03/09/2021	0:45:00	27.947
03/09/2021	1:00:00	27.947
03/09/2021	1:15:00	27.947
03/09/2021	1:30:00	28.046
03/09/2021	1:45:00	28.046
03/09/2021	2:00:00	28.145
03/09/2021	2:15:00	28.145
03/09/2021	2:30:00	28.145
03/09/2021	2:45:00	28.145
03/09/2021	3:00:00	28.145
03/09/2021	3:15:00	28.145
03/09/2021	3:30:00	28.145
03/09/2021	3:45:00	28.145
03/09/2021	4:00:00	28.145
03/09/2021	4:15:00	28.145
03/09/2021	4:30:00	28.145
03/09/2021	4:45:00	28.145
03/09/2021	5:00:00	28.145
03/09/2021	5:15:00	28.145
03/09/2021	5:30:00	28.145
03/09/2021	5:45:00	28.145
03/09/2021	6:00:00	28.145
03/09/2021	6:15:00	28.046
03/09/2021	6:30:00	28.046
03/09/2021	6:45:00	28.046
03/09/2021	7:00:00	28.046
03/09/2021	7:15:00	28.046
03/09/2021	7:30:00	28.046
03/09/2021	7:45:00	28.046
03/09/2021	8:00:00	28.046
03/09/2021	8:15:00	28.046
03/09/2021	8:30:00	28.046
03/09/2021	8:45:00	28.046
03/09/2021	9:00:00	28.046
03/09/2021	9:15:00	28.046
03/09/2021	9:30:00	28.046
03/09/2021	9:45:00	28.046
03/09/2021	10:00:00	28.046
03/09/2021	10:15:00	28.046
03/09/2021	10:30:00	28.046
03/09/2021	10:45:00	28.046
03/09/2021	11:00:00	28.046
03/09/2021	11:15:00	28.046
03/09/2021	11:30:00	28.046
03/09/2021	11:45:00	28.046
03/09/2021	12:00:00	28.046
03/09/2021	12:15:00	28.046
03/09/2021	12:30:00	28.145
03/09/2021	12:45:00	28.145
03/09/2021	13:00:00	28.244
03/09/2021	13:15:00	28.244
03/09/2021	13:30:00	28.244
03/09/2021	13:45:00	28.145
03/09/2021	14:00:00	28.244
03/09/2021	14:15:00	28.145
03/09/2021	14:30:00	28.244
03/09/2021	14:45:00	28.244
03/09/2021	15:00:00	28.343
03/09/2021	15:15:00	28.343
03/09/2021	15:30:00	28.244
03/09/2021	15:45:00	28.244
03/09/2021	16:00:00	28.343
03/09/2021	16:15:00	28.343
03/09/2021	16:30:00	28.343
03/09/2021	16:45:00	28.343
03/09/2021	17:00:00	28.244
03/09/2021	17:15:00	28.244
03/09/2021	17:30:00	28.244
03/09/2021	17:45:00	28.244
03/09/2021	18:00:00	28.244
03/09/2021	18:15:00	28.145
03/09/2021	18:30:00	28.145
03/09/2021	18:45:00	28.145
03/09/2021	19:00:00	28.046
03/09/2021	19:15:00	28.046
03/09/2021	19:30:00	28.046
03/09/2021	19:45:00	28.046
03/09/2021	20:00:00	28.046
03/09/2021	20:15:00	28.046
03/09/2021	20:30:00	28.145
03/09/2021	20:45:00	28.046
03/09/2021	21:00:00	28.145
03/09/2021	21:15:00	28.046
03/09/2021	21:30:00	28.046
03/09/2021	21:45:00	28.046
03/09/2021	22:00:00	28.046
03/09/2021	22:15:00	27.947
03/09/2021	22:30:00	28.046
03/09/2021	22:45:00	28.046
03/09/2021	23:00:00	28.046
03/09/2021	23:15:00	28.046
03/09/2021	23:30:00	28.046
03/09/2021	23:45:00	28.046
04/09/2021	0:00:00	27.947
04/09/2021	0:15:00	27.947
04/09/2021	0:30:00	27.947
04/09/2021	0:45:00	27.947
04/09/2021	1:00:00	28.046
04/09/2021	1:15:00	28.046
04/09/2021	1:30:00	27.947
04/09/2021	1:45:00	27.947
04/09/2021	2:00:00	27.947
04/09/2021	2:15:00	27.947
04/09/2021	2:30:00	28.046
04/09/2021	2:45:00	28.046
04/09/2021	3:00:00	27.947
04/09/2021	3:15:00	27.947
04/09/2021	3:30:00	27.947
04/09/2021	3:45:00	27.947
04/09/2021	4:00:00	27.947
04/09/2021	4:15:00	27.947
04/09/2021	4:30:00	27.947
04/09/2021	4:45:00	27.947
04/09/2021	5:00:00	27.947
04/09/2021	5:15:00	27.947
04/09/2021	5:30:00	27.848
04/09/2021	5:45:00	27.848
04/09/2021	6:00:00	27.947
04/09/2021	6:15:00	27.947
04/09/2021	6:30:00	27.947
04/09/2021	6:45:00	27.947
04/09/2021	7:00:00	27.848
04/09/2021	7:15:00	27.848
04/09/2021	7:30:00	27.848
04/09/2021	7:45:00	27.848
04/09/2021	8:00:00	27.848
04/09/2021	8:15:00	27.848
04/09/2021	8:30:00	27.848
04/09/2021	8:45:00	27.848
04/09/2021	9:00:00	27.848
04/09/2021	9:15:00	27.848
04/09/2021	9:30:00	27.749
04/09/2021	9:45:00	27.848
04/09/2021	10:00:00	27.848
04/09/2021	10:15:00	27.848
04/09/2021	10:30:00	27.848
04/09/2021	10:45:00	27.848
04/09/2021	11:00:00	27.848
04/09/2021	11:15:00	27.848
04/09/2021	11:30:00	27.848
04/09/2021	11:45:00	27.848
04/09/2021	12:00:00	27.749
04/09/2021	12:15:00	27.749
04/09/2021	12:30:00	27.749
04/09/2021	12:45:00	27.649
04/09/2021	13:00:00	27.848
04/09/2021	13:15:00	27.749
04/09/2021	13:30:00	27.848
04/09/2021	13:45:00	27.848
04/09/2021	14:00:00	27.848
04/09/2021	14:15:00	27.947
04/09/2021	14:30:00	27.947
04/09/2021	14:45:00	27.947
04/09/2021	15:00:00	27.947
04/09/2021	15:15:00	27.947
04/09/2021	15:30:00	28.046
04/09/2021	15:45:00	28.046
04/09/2021	16:00:00	28.046
04/09/2021	16:15:00	28.046
04/09/2021	16:30:00	28.046
04/09/2021	16:45:00	28.046
04/09/2021	17:00:00	28.046
04/09/2021	17:15:00	27.947
04/09/2021	17:30:00	27.947
04/09/2021	17:45:00	27.947
04/09/2021	18:00:00	27.947
04/09/2021	18:15:00	27.947
04/09/2021	18:30:00	27.947
04/09/2021	18:45:00	27.848
04/09/2021	19:00:00	27.848
04/09/2021	19:15:00	27.848
04/09/2021	19:30:00	27.848
04/09/2021	19:45:00	27.848
04/09/2021	20:00:00	27.848
04/09/2021	20:15:00	27.848
04/09/2021	20:30:00	27.848
04/09/2021	20:45:00	27.848
04/09/2021	21:00:00	27.749
04/09/2021	21:15:00	27.848
04/09/2021	21:30:00	27.749
04/09/2021	21:45:00	27.749
04/09/2021	22:00:00	27.749
04/09/2021	22:15:00	27.749
04/09/2021	22:30:00	27.749
04/09/2021	22:45:00	27.649
04/09/2021	23:00:00	27.649
04/09/2021	23:15:00	27.649
04/09/2021	23:30:00	27.649
04/09/2021	23:45:00	27.649
05/09/2021	0:00:00	27.649
05/09/2021	0:15:00	27.649
05/09/2021	0:30:00	27.649
05/09/2021	0:45:00	27.649
05/09/2021	1:00:00	27.649
05/09/2021	1:15:00	27.649
05/09/2021	1:30:00	27.649
05/09/2021	1:45:00	27.649
05/09/2021	2:00:00	27.649
05/09/2021	2:15:00	27.749
05/09/2021	2:30:00	27.749
05/09/2021	2:45:00	27.649
05/09/2021	3:00:00	27.649
05/09/2021	3:15:00	27.649
05/09/2021	3:30:00	27.649
05/09/2021	3:45:00	27.649
05/09/2021	4:00:00	27.649
05/09/2021	4:15:00	27.649
05/09/2021	4:30:00	27.649
05/09/2021	4:45:00	27.649
05/09/2021	5:00:00	27.649
05/09/2021	5:15:00	27.649
05/09/2021	5:30:00	27.649
05/09/2021	5:45:00	27.649
05/09/2021	6:00:00	27.649
05/09/2021	6:15:00	27.649
05/09/2021	6:30:00	27.649
05/09/2021	6:45:00	27.749
05/09/2021	7:00:00	27.649
05/09/2021	7:15:00	27.649
05/09/2021	7:30:00	27.649
05/09/2021	7:45:00	27.649
05/09/2021	8:00:00	27.649
05/09/2021	8:15:00	27.649
05/09/2021	8:30:00	27.649
05/09/2021	8:45:00	27.649
05/09/2021	9:00:00	27.649
05/09/2021	9:15:00	27.649
05/09/2021	9:30:00	27.749
05/09/2021	9:45:00	27.749
05/09/2021	10:00:00	27.848
05/09/2021	10:15:00	27.848
05/09/2021	10:30:00	27.848
05/09/2021	10:45:00	27.848
05/09/2021	11:00:00	27.848
05/09/2021	11:15:00	27.947
05/09/2021	11:30:00	27.947
05/09/2021	11:45:00	27.947
05/09/2021	12:00:00	27.947
05/09/2021	12:15:00	27.947
05/09/2021	12:30:00	27.947
05/09/2021	12:45:00	27.947
05/09/2021	13:00:00	27.947
05/09/2021	13:15:00	27.947
05/09/2021	13:30:00	27.947
05/09/2021	13:45:00	27.947
05/09/2021	14:00:00	27.947
05/09/2021	14:15:00	27.947
05/09/2021	14:30:00	27.947
05/09/2021	14:45:00	27.947
05/09/2021	15:00:00	27.947
05/09/2021	15:15:00	27.947
05/09/2021	15:30:00	27.947
05/09/2021	15:45:00	27.947
05/09/2021	16:00:00	27.947
05/09/2021	16:15:00	27.947
05/09/2021	16:30:00	27.947
05/09/2021	16:45:00	27.848
05/09/2021	17:00:00	27.848
05/09/2021	17:15:00	27.848
05/09/2021	17:30:00	27.848
05/09/2021	17:45:00	27.848
05/09/2021	18:00:00	27.848
05/09/2021	18:15:00	27.848
05/09/2021	18:30:00	27.848
05/09/2021	18:45:00	27.848
05/09/2021	19:00:00	27.749
05/09/2021	19:15:00	27.749
05/09/2021	19:30:00	27.749
05/09/2021	19:45:00	27.749
05/09/2021	20:00:00	27.749
05/09/2021	20:15:00	27.749
05/09/2021	20:30:00	27.749
05/09/2021	20:45:00	27.749
05/09/2021	21:00:00	27.749
05/09/2021	21:15:00	27.749
05/09/2021	21:30:00	27.749
05/09/2021	21:45:00	27.649
05/09/2021	22:00:00	27.649
05/09/2021	22:15:00	27.749
05/09/2021	22:30:00	27.649
05/09/2021	22:45:00	27.649
05/09/2021	23:00:00	27.649
05/09/2021	23:15:00	27.749
05/09/2021	23:30:00	27.749
05/09/2021	23:45:00	27.749
06/09/2021	0:00:00	27.749
06/09/2021	0:15:00	27.749
06/09/2021	0:30:00	27.749
06/09/2021	0:45:00	27.749
06/09/2021	1:00:00	27.749
06/09/2021	1:15:00	27.749
06/09/2021	1:30:00	27.749
06/09/2021	1:45:00	27.749
06/09/2021	2:00:00	27.749
06/09/2021	2:15:00	27.749
06/09/2021	2:30:00	27.749
06/09/2021	2:45:00	27.749
06/09/2021	3:00:00	27.749
06/09/2021	3:15:00	27.749
06/09/2021	3:30:00	27.649
06/09/2021	3:45:00	27.649
06/09/2021	4:00:00	27.649
06/09/2021	4:15:00	27.649
06/09/2021	4:30:00	27.649
06/09/2021	4:45:00	27.649
06/09/2021	5:00:00	27.649
06/09/2021	5:15:00	27.649
06/09/2021	5:30:00	27.649
06/09/2021	5:45:00	27.649
06/09/2021	6:00:00	27.649
06/09/2021	6:15:00	27.649
06/09/2021	6:30:00	27.649
06/09/2021	6:45:00	27.649
06/09/2021	7:00:00	27.649
06/09/2021	7:15:00	27.649
06/09/2021	7:30:00	27.649
06/09/2021	7:45:00	27.649
06/09/2021	8:00:00	27.649
06/09/2021	8:15:00	27.649
06/09/2021	8:30:00	27.649
06/09/2021	8:45:00	27.649
06/09/2021	9:00:00	27.649
06/09/2021	9:15:00	27.649
06/09/2021	9:30:00	27.649
06/09/2021	9:45:00	27.649
06/09/2021	10:00:00	27.649
06/09/2021	10:15:00	27.649
06/09/2021	10:30:00	27.649
06/09/2021	10:45:00	27.649
06/09/2021	11:00:00	27.749
06/09/2021	11:15:00	27.749
06/09/2021	11:30:00	27.749
06/09/2021	11:45:00	27.947
06/09/2021	12:00:00	27.947
06/09/2021	12:15:00	27.947
06/09/2021	12:30:00	27.848
06/09/2021	12:45:00	27.947
06/09/2021	13:00:00	27.848
06/09/2021	13:15:00	27.848
06/09/2021	13:30:00	27.947
06/09/2021	13:45:00	27.947
06/09/2021	14:00:00	27.848
06/09/2021	14:15:00	27.947
06/09/2021	14:30:00	27.947
06/09/2021	14:45:00	27.848
06/09/2021	15:00:00	27.848
06/09/2021	15:15:00	27.749
06/09/2021	15:30:00	27.848
06/09/2021	15:45:00	27.749
06/09/2021	16:00:00	27.848
06/09/2021	16:15:00	27.848
06/09/2021	16:30:00	27.848
06/09/2021	16:45:00	27.848
06/09/2021	17:00:00	27.848
06/09/2021	17:15:00	27.848
06/09/2021	17:30:00	27.848
06/09/2021	17:45:00	27.848
06/09/2021	18:00:00	27.848
06/09/2021	18:15:00	27.848
06/09/2021	18:30:00	27.848
06/09/2021	18:45:00	27.848
06/09/2021	19:00:00	27.848
06/09/2021	19:15:00	27.749
06/09/2021	19:30:00	27.749
06/09/2021	19:45:00	27.749
06/09/2021	20:00:00	27.749
06/09/2021	20:15:00	27.749
06/09/2021	20:30:00	27.749
06/09/2021	20:45:00	27.749
06/09/2021	21:00:00	27.749
06/09/2021	21:15:00	27.649
06/09/2021	21:30:00	27.749
06/09/2021	21:45:00	27.649
06/09/2021	22:00:00	27.649
06/09/2021	22:15:00	27.649
06/09/2021	22:30:00	27.649
06/09/2021	22:45:00	27.649
06/09/2021	23:00:00	27.649
06/09/2021	23:15:00	27.649
06/09/2021	23:30:00	27.649
06/09/2021	23:45:00	27.649
07/09/2021	0:00:00	27.649
07/09/2021	0:15:00	27.649
07/09/2021	0:30:00	27.649
07/09/2021	0:45:00	27.649
07/09/2021	1:00:00	27.649
07/09/2021	1:15:00	27.649
07/09/2021	1:30:00	27.649
07/09/2021	1:45:00	27.649
07/09/2021	2:00:00	27.649
07/09/2021	2:15:00	27.649
07/09/2021	2:30:00	27.649
07/09/2021	2:45:00	27.649
07/09/2021	3:00:00	27.649
07/09/2021	3:15:00	27.649
07/09/2021	3:30:00	27.649
07/09/2021	3:45:00	27.649
07/09/2021	4:00:00	27.649
07/09/2021	4:15:00	27.551
07/09/2021	4:30:00	27.649
07/09/2021	4:45:00	27.551
07/09/2021	5:00:00	27.551
07/09/2021	5:15:00	27.551
07/09/2021	5:30:00	27.551
07/09/2021	5:45:00	27.551
07/09/2021	6:00:00	27.551
07/09/2021	6:15:00	27.551
07/09/2021	6:30:00	27.551
07/09/2021	6:45:00	27.551
07/09/2021	7:00:00	27.551
07/09/2021	7:15:00	27.551
07/09/2021	7:30:00	27.551
07/09/2021	7:45:00	27.551
07/09/2021	8:00:00	27.649
07/09/2021	8:15:00	27.551
07/09/2021	8:30:00	27.649
07/09/2021	8:45:00	27.649
07/09/2021	9:00:00	27.649
07/09/2021	9:15:00	27.649
07/09/2021	9:30:00	27.649
07/09/2021	9:45:00	27.649
07/09/2021	10:00:00	27.649
07/09/2021	10:15:00	27.649
07/09/2021	10:30:00	27.649
07/09/2021	10:45:00	27.649
07/09/2021	11:00:00	27.649
07/09/2021	11:15:00	27.649
07/09/2021	11:30:00	27.649
07/09/2021	11:45:00	27.649
07/09/2021	12:00:00	27.649
07/09/2021	12:15:00	27.649
07/09/2021	12:30:00	27.749
07/09/2021	12:45:00	27.749
07/09/2021	13:00:00	27.749
07/09/2021	13:15:00	27.649
07/09/2021	13:30:00	27.649
07/09/2021	13:45:00	27.649
07/09/2021	14:00:00	27.649
07/09/2021	14:15:00	27.649
07/09/2021	14:30:00	27.551
07/09/2021	14:45:00	27.649
07/09/2021	15:00:00	27.649
07/09/2021	15:15:00	27.551
07/09/2021	15:30:00	27.649
07/09/2021	15:45:00	27.649
07/09/2021	16:00:00	27.749
07/09/2021	16:15:00	27.749
07/09/2021	16:30:00	27.848
07/09/2021	16:45:00	27.649
07/09/2021	17:00:00	27.649
07/09/2021	17:15:00	27.848
07/09/2021	17:30:00	27.848
07/09/2021	17:45:00	27.848
07/09/2021	18:00:00	27.649
07/09/2021	18:15:00	27.649
07/09/2021	18:30:00	27.649
07/09/2021	18:45:00	27.749
07/09/2021	19:00:00	27.749
07/09/2021	19:15:00	27.749
07/09/2021	19:30:00	27.749
07/09/2021	19:45:00	27.749
07/09/2021	20:00:00	27.749
07/09/2021	20:15:00	27.749
07/09/2021	20:30:00	27.749
07/09/2021	20:45:00	27.749
07/09/2021	21:00:00	27.649
07/09/2021	21:15:00	27.649
07/09/2021	21:30:00	27.649
07/09/2021	21:45:00	27.649
07/09/2021	22:00:00	27.649
07/09/2021	22:15:00	27.649
07/09/2021	22:30:00	27.649
07/09/2021	22:45:00	27.649
07/09/2021	23:00:00	27.649
07/09/2021	23:15:00	27.649
07/09/2021	23:30:00	27.649
07/09/2021	23:45:00	27.649
08/09/2021	0:00:00	27.649
08/09/2021	0:15:00	27.649
08/09/2021	0:30:00	27.551
08/09/2021	0:45:00	27.551
08/09/2021	1:00:00	27.551
08/09/2021	1:15:00	27.551
08/09/2021	1:30:00	27.551
08/09/2021	1:45:00	27.551
08/09/2021	2:00:00	27.551
08/09/2021	2:15:00	27.551
08/09/2021	2:30:00	27.452
08/09/2021	2:45:00	27.452
08/09/2021	3:00:00	27.452
08/09/2021	3:15:00	27.452
08/09/2021	3:30:00	27.452
08/09/2021	3:45:00	27.452
08/09/2021	4:00:00	27.452
08/09/2021	4:15:00	27.452
08/09/2021	4:30:00	27.452
08/09/2021	4:45:00	27.452
08/09/2021	5:00:00	27.452
08/09/2021	5:15:00	27.452
08/09/2021	5:30:00	27.452
08/09/2021	5:45:00	27.452
08/09/2021	6:00:00	27.452
08/09/2021	6:15:00	27.452
08/09/2021	6:30:00	27.452
08/09/2021	6:45:00	27.452
08/09/2021	7:00:00	27.452
08/09/2021	7:15:00	27.452
08/09/2021	7:30:00	27.452
08/09/2021	7:45:00	27.452
08/09/2021	8:00:00	27.452
08/09/2021	8:15:00	27.452
08/09/2021	8:30:00	27.452
08/09/2021	8:45:00	27.452
08/09/2021	9:00:00	27.452
08/09/2021	9:15:00	27.452
08/09/2021	9:30:00	27.452
08/09/2021	9:45:00	27.452
08/09/2021	10:00:00	27.452
08/09/2021	10:15:00	27.551
08/09/2021	10:30:00	27.649
08/09/2021	10:45:00	27.649
08/09/2021	11:00:00	27.649
08/09/2021	11:15:00	27.649
08/09/2021	11:30:00	27.649
08/09/2021	11:45:00	27.649
08/09/2021	12:00:00	27.649
08/09/2021	12:15:00	27.649
08/09/2021	12:30:00	27.551
08/09/2021	12:45:00	27.649
08/09/2021	13:00:00	27.649
08/09/2021	13:15:00	27.749
08/09/2021	13:30:00	27.649
08/09/2021	13:45:00	27.749
08/09/2021	14:00:00	27.649
08/09/2021	14:15:00	27.749
08/09/2021	14:30:00	27.649
08/09/2021	14:45:00	27.649
08/09/2021	15:00:00	27.649
08/09/2021	15:15:00	27.749
08/09/2021	15:30:00	27.649
08/09/2021	15:45:00	27.649
08/09/2021	16:00:00	27.749
08/09/2021	16:15:00	27.649
08/09/2021	16:30:00	27.749
08/09/2021	16:45:00	27.749
08/09/2021	17:00:00	27.749
08/09/2021	17:15:00	27.649
08/09/2021	17:30:00	27.649
08/09/2021	17:45:00	27.649
08/09/2021	18:00:00	27.649
08/09/2021	18:15:00	27.649
08/09/2021	18:30:00	27.551
08/09/2021	18:45:00	27.551
08/09/2021	19:00:00	27.551
08/09/2021	19:15:00	27.551
08/09/2021	19:30:00	27.551
08/09/2021	19:45:00	27.551
08/09/2021	20:00:00	27.551
08/09/2021	20:15:00	27.551
08/09/2021	20:30:00	27.551
08/09/2021	20:45:00	27.452
08/09/2021	21:00:00	27.452
08/09/2021	21:15:00	27.452
08/09/2021	21:30:00	27.452
08/09/2021	21:45:00	27.452
08/09/2021	22:00:00	27.452
08/09/2021	22:15:00	27.452
08/09/2021	22:30:00	27.452
08/09/2021	22:45:00	27.452
08/09/2021	23:00:00	27.452
08/09/2021	23:15:00	27.452
08/09/2021	23:30:00	27.452
08/09/2021	23:45:00	27.452
09/09/2021	0:00:00	27.452
09/09/2021	0:15:00	27.452
09/09/2021	0:30:00	27.452
09/09/2021	0:45:00	27.452
09/09/2021	1:00:00	27.452
09/09/2021	1:15:00	27.354
09/09/2021	1:30:00	27.354
09/09/2021	1:45:00	27.354
09/09/2021	2:00:00	27.354
09/09/2021	2:15:00	27.354
09/09/2021	2:30:00	27.354
09/09/2021	2:45:00	27.354
09/09/2021	3:00:00	27.354
09/09/2021	3:15:00	27.354
09/09/2021	3:30:00	27.354
09/09/2021	3:45:00	27.255
09/09/2021	4:00:00	27.354
09/09/2021	4:15:00	27.255
09/09/2021	4:30:00	27.255
09/09/2021	4:45:00	27.255
09/09/2021	5:00:00	27.255
09/09/2021	5:15:00	27.255
09/09/2021	5:30:00	27.255
09/09/2021	5:45:00	27.255
09/09/2021	6:00:00	27.255
09/09/2021	6:15:00	27.255
09/09/2021	6:30:00	27.255
09/09/2021	6:45:00	27.255
09/09/2021	7:00:00	27.255
09/09/2021	7:15:00	27.255
09/09/2021	7:30:00	27.255
09/09/2021	7:45:00	27.354
09/09/2021	8:00:00	27.255
09/09/2021	8:15:00	27.354
09/09/2021	8:30:00	27.354
09/09/2021	8:45:00	27.354
09/09/2021	9:00:00	27.354
09/09/2021	9:15:00	27.354
09/09/2021	9:30:00	27.354
09/09/2021	9:45:00	27.354
09/09/2021	10:00:00	27.354
09/09/2021	10:15:00	27.354
09/09/2021	10:30:00	27.354
09/09/2021	10:45:00	27.354
09/09/2021	11:00:00	27.354
09/09/2021	11:15:00	27.452
09/09/2021	11:30:00	27.452
09/09/2021	11:45:00	27.452
09/09/2021	12:00:00	27.452
09/09/2021	12:15:00	27.452
09/09/2021	12:30:00	27.452
09/09/2021	12:45:00	27.354
09/09/2021	13:00:00	27.354
09/09/2021	13:15:00	27.354
09/09/2021	13:30:00	27.354
09/09/2021	13:45:00	27.354
09/09/2021	14:00:00	27.354
09/09/2021	14:15:00	27.452
09/09/2021	14:30:00	27.452
09/09/2021	14:45:00	27.354
09/09/2021	15:00:00	27.354
09/09/2021	15:15:00	27.354
09/09/2021	15:30:00	27.354
09/09/2021	15:45:00	27.354
09/09/2021	16:00:00	27.452
09/09/2021	16:15:00	27.452
09/09/2021	16:30:00	27.452
09/09/2021	16:45:00	27.452
09/09/2021	17:00:00	27.452
09/09/2021	17:15:00	27.354
09/09/2021	17:30:00	27.354
09/09/2021	17:45:00	27.354
09/09/2021	18:00:00	27.354
09/09/2021	18:15:00	27.354
09/09/2021	18:30:00	27.354
09/09/2021	18:45:00	27.354
09/09/2021	19:00:00	27.354
09/09/2021	19:15:00	27.354
09/09/2021	19:30:00	27.354
09/09/2021	19:45:00	27.354
09/09/2021	20:00:00	27.354
09/09/2021	20:15:00	27.354
09/09/2021	20:30:00	27.354
09/09/2021	20:45:00	27.354
09/09/2021	21:00:00	27.354
09/09/2021	21:15:00	27.354
09/09/2021	21:30:00	27.354
09/09/2021	21:45:00	27.354
09/09/2021	22:00:00	27.255
09/09/2021	22:15:00	27.255
09/09/2021	22:30:00	27.255
09/09/2021	22:45:00	27.255
09/09/2021	23:00:00	27.255
09/09/2021	23:15:00	27.255
09/09/2021	23:30:00	27.255
09/09/2021	23:45:00	27.255
10/09/2021	0:00:00	27.255
10/09/2021	0:15:00	27.255
10/09/2021	0:30:00	27.255
10/09/2021	0:45:00	27.255
10/09/2021	1:00:00	27.255
10/09/2021	1:15:00	27.255
10/09/2021	1:30:00	27.157
10/09/2021	1:45:00	27.255
10/09/2021	2:00:00	27.157
10/09/2021	2:15:00	27.157
10/09/2021	2:30:00	27.157
10/09/2021	2:45:00	27.157
10/09/2021	3:00:00	27.157
10/09/2021	3:15:00	27.157
10/09/2021	3:30:00	27.157
10/09/2021	3:45:00	27.157
10/09/2021	4:00:00	27.157
10/09/2021	4:15:00	27.157
10/09/2021	4:30:00	27.157
10/09/2021	4:45:00	27.157
10/09/2021	5:00:00	27.157
10/09/2021	5:15:00	27.157
10/09/2021	5:30:00	27.157
10/09/2021	5:45:00	27.157
10/09/2021	6:00:00	27.157
10/09/2021	6:15:00	27.157
10/09/2021	6:30:00	27.157
10/09/2021	6:45:00	27.157
10/09/2021	7:00:00	27.059
10/09/2021	7:15:00	27.059
10/09/2021	7:30:00	27.059
10/09/2021	7:45:00	27.059
10/09/2021	8:00:00	27.059
10/09/2021	8:15:00	27.059
10/09/2021	8:30:00	27.059
10/09/2021	8:45:00	27.059
10/09/2021	9:00:00	27.059
10/09/2021	9:15:00	27.059
10/09/2021	9:30:00	27.059
10/09/2021	9:45:00	27.059
10/09/2021	10:00:00	27.059
10/09/2021	10:15:00	27.059
10/09/2021	10:30:00	27.157
10/09/2021	10:45:00	27.157
10/09/2021	11:00:00	27.157
10/09/2021	11:15:00	27.157
10/09/2021	11:30:00	27.157
10/09/2021	11:45:00	27.255
10/09/2021	12:00:00	27.157
10/09/2021	12:15:00	27.157
10/09/2021	12:30:00	27.157
10/09/2021	12:45:00	27.157
10/09/2021	13:00:00	27.255
10/09/2021	13:15:00	27.157
10/09/2021	13:30:00	27.157
10/09/2021	13:45:00	27.255
10/09/2021	14:00:00	27.255
10/09/2021	14:15:00	27.255
10/09/2021	14:30:00	27.157
10/09/2021	14:45:00	27.255
10/09/2021	15:00:00	27.255
10/09/2021	15:15:00	27.255
10/09/2021	15:30:00	27.255
10/09/2021	15:45:00	27.255
10/09/2021	16:00:00	27.255
10/09/2021	16:15:00	27.157
10/09/2021	16:30:00	27.157
10/09/2021	16:45:00	27.157
10/09/2021	17:00:00	27.157
10/09/2021	17:15:00	27.157
10/09/2021	17:30:00	27.157
10/09/2021	17:45:00	27.157
10/09/2021	18:00:00	27.157
10/09/2021	18:15:00	27.157
10/09/2021	18:30:00	27.157
10/09/2021	18:45:00	27.157
10/09/2021	19:00:00	27.157
10/09/2021	19:15:00	27.157
10/09/2021	19:30:00	27.157
10/09/2021	19:45:00	27.157
10/09/2021	20:00:00	27.157
10/09/2021	20:15:00	27.157
10/09/2021	20:30:00	27.157
10/09/2021	20:45:00	27.059
10/09/2021	21:00:00	27.059
10/09/2021	21:15:00	27.059
10/09/2021	21:30:00	27.157
10/09/2021	21:45:00	27.059
10/09/2021	22:00:00	27.059
10/09/2021	22:15:00	27.059
10/09/2021	22:30:00	27.059
10/09/2021	22:45:00	27.059
10/09/2021	23:00:00	27.059
10/09/2021	23:15:00	27.059
10/09/2021	23:30:00	27.059
10/09/2021	23:45:00	27.059
11/09/2021	0:00:00	27.059
11/09/2021	0:15:00	27.059
11/09/2021	0:30:00	27.059
