"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20954372, SEN S/N: 20954372, LBL: Aire_15m_090822)"	"Acoplador separado (LGR S/N: 20954372, SEN S/N: 20954372)"	"Acoplador adjunto (LGR S/N: 20954372, SEN S/N: 20954372)"	"Host conectado (LGR S/N: 20954372, SEN S/N: 20954372)"	"Parado (LGR S/N: 20954372, SEN S/N: 20954372)"	"Final de archivo (LGR S/N: 20954372, SEN S/N: 20954372)"
1	09/08/22	11:00:00	30.142	Registrado				
2	09/08/22	12:00:00	27.579					
3	09/08/22	13:00:00	27.850					
4	09/08/22	14:00:00	27.407					
5	09/08/22	15:00:00	27.653					
6	09/08/22	16:00:00	27.801					
7	09/08/22	17:00:00	27.924					
8	09/08/22	18:00:00	27.751					
9	09/08/22	19:00:00	28.196					
10	09/08/22	20:00:00	28.270					
11	09/08/22	21:00:00	28.394					
12	09/08/22	22:00:00	28.394					
13	09/08/22	23:00:00	28.171					
14	10/08/22	00:00:00	27.899					
15	10/08/22	01:00:00	27.038					
16	10/08/22	02:00:00	25.793					
17	10/08/22	03:00:00	27.087					
18	10/08/22	04:00:00	27.186					
19	10/08/22	05:00:00	27.456					
20	10/08/22	06:00:00	27.456					
21	10/08/22	07:00:00	27.924					
22	10/08/22	08:00:00	28.097					
23	10/08/22	09:00:00	28.171					
24	10/08/22	10:00:00	27.998					
25	10/08/22	11:00:00	28.419					
26	10/08/22	12:00:00	28.394					
27	10/08/22	13:00:00	28.468					
28	10/08/22	14:00:00	28.023					
29	10/08/22	15:00:00	27.677					
30	10/08/22	16:00:00	28.345					
31	10/08/22	17:00:00	27.579					
32	10/08/22	18:00:00	27.579					
33	10/08/22	19:00:00	27.358					
34	10/08/22	20:00:00	27.382					
35	10/08/22	21:00:00	27.628					
36	10/08/22	22:00:00	27.628					
37	10/08/22	23:00:00	28.270					
38	11/08/22	00:00:00	28.171					
39	11/08/22	01:00:00	28.023					
40	11/08/22	02:00:00	28.122					
41	11/08/22	03:00:00	28.023					
42	11/08/22	04:00:00	27.727					
43	11/08/22	05:00:00	27.505					
44	11/08/22	06:00:00	27.530					
45	11/08/22	07:00:00	27.554					
46	11/08/22	08:00:00	27.554					
47	11/08/22	09:00:00	27.431					
48	11/08/22	10:00:00	27.554					
49	11/08/22	11:00:00	27.924					
50	11/08/22	12:00:00	27.136					
51	11/08/22	13:00:00	27.825					
52	11/08/22	14:00:00	26.671					
53	11/08/22	15:00:00	27.456					
54	11/08/22	16:00:00	26.524					
55	11/08/22	17:00:00	26.231					
56	11/08/22	18:00:00	27.776					
57	11/08/22	19:00:00	27.998					
58	11/08/22	20:00:00	27.677					
59	11/08/22	21:00:00	27.825					
60	11/08/22	22:00:00	28.593					
61	11/08/22	23:00:00	28.295					
62	12/08/22	00:00:00	28.791					
63	12/08/22	01:00:00	28.866					
64	12/08/22	02:00:00	28.916					
65	12/08/22	03:00:00	28.717					
66	12/08/22	04:00:00	27.776					
67	12/08/22	05:00:00	26.842					
68	12/08/22	06:00:00	27.333					
69	12/08/22	07:00:00	27.136					
70	12/08/22	08:00:00	28.196					
71	12/08/22	09:00:00	27.259					
72	12/08/22	10:00:00	27.751					
73	12/08/22	11:00:00	28.023					
74	12/08/22	12:00:00	27.899					
75	12/08/22	13:00:00	28.023					
76	12/08/22	14:00:00	28.419					
77	12/08/22	15:00:00	28.221					
78	12/08/22	16:00:00	27.776					
79	12/08/22	17:00:00	28.122					
80	12/08/22	18:00:00	28.245					
81	12/08/22	19:00:00	28.048					
82	12/08/22	20:00:00	27.875					
83	12/08/22	21:00:00	27.702					
84	12/08/22	22:00:00	27.481					
85	12/08/22	23:00:00	27.161					
86	13/08/22	00:00:00	26.744					
87	13/08/22	01:00:00	26.598					
88	13/08/22	02:00:00	26.500					
89	13/08/22	03:00:00	26.549					
90	13/08/22	04:00:00	25.380					
91	13/08/22	05:00:00	25.574					
92	13/08/22	06:00:00	26.280					
93	13/08/22	07:00:00	26.793					
94	13/08/22	08:00:00	27.087					
95	13/08/22	09:00:00	27.974					
96	13/08/22	10:00:00	27.702					
97	13/08/22	11:00:00	28.147					
98	13/08/22	12:00:00	28.345					
99	13/08/22	13:00:00	28.444					
100	13/08/22	14:00:00	28.221					
101	13/08/22	15:00:00	28.048					
102	13/08/22	16:00:00	28.245					
103	13/08/22	17:00:00	26.891					
104	13/08/22	18:00:00	27.850					
105	13/08/22	19:00:00	27.382					
106	13/08/22	20:00:00	27.333					
107	13/08/22	21:00:00	27.333					
108	13/08/22	22:00:00	27.899					
109	13/08/22	23:00:00	28.270					
110	14/08/22	00:00:00	28.122					
111	14/08/22	01:00:00	27.899					
112	14/08/22	02:00:00	28.023					
113	14/08/22	03:00:00	28.270					
114	14/08/22	04:00:00	28.171					
115	14/08/22	05:00:00	28.295					
116	14/08/22	06:00:00	28.345					
117	14/08/22	07:00:00	28.419					
118	14/08/22	08:00:00	28.468					
119	14/08/22	09:00:00	28.369					
120	14/08/22	10:00:00	28.568					
121	14/08/22	11:00:00	28.245					
122	14/08/22	12:00:00	28.320					
