"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20361913, SEN S/N: 20361913, LBL: Porros_10m)"	"Acoplador separado (LGR S/N: 20361913, SEN S/N: 20361913)"	"Acoplador adjunto (LGR S/N: 20361913, SEN S/N: 20361913)"	"Host conectado (LGR S/N: 20361913, SEN S/N: 20361913)"	"Parado (LGR S/N: 20361913, SEN S/N: 20361913)"	"Final de archivo (LGR S/N: 20361913, SEN S/N: 20361913)"
99	22/05/22	12:00:00	21.056					
100	22/05/22	13:00:00	21.056					
101	22/05/22	14:00:00	20.984					
102	22/05/22	15:00:00	21.032					
103	22/05/22	16:00:00	21.103					
104	22/05/22	17:00:00	21.175					
105	22/05/22	18:00:00	21.127					
106	22/05/22	19:00:00	21.032					
107	22/05/22	20:00:00	20.960					
108	22/05/22	21:00:00	20.913					
109	22/05/22	22:00:00	20.936					
110	22/05/22	23:00:00	21.079					
111	23/05/22	00:00:00	20.960					
112	23/05/22	01:00:00	21.246					
113	23/05/22	02:00:00	21.628					
114	23/05/22	03:00:00	21.246					
115	23/05/22	04:00:00	21.056					
116	23/05/22	05:00:00	20.865					
117	23/05/22	06:00:00	21.437					
118	23/05/22	07:00:00	21.413					
119	23/05/22	08:00:00	21.270					
120	23/05/22	09:00:00	21.342					
121	23/05/22	10:00:00	21.223					
122	23/05/22	11:00:00	21.294					
123	23/05/22	12:00:00	21.342					
124	23/05/22	13:00:00	21.342					
125	23/05/22	14:00:00	21.366					
126	23/05/22	15:00:00	21.294					
127	23/05/22	16:00:00	21.366					
128	23/05/22	17:00:00	21.294					
129	23/05/22	18:00:00	21.366					
130	23/05/22	19:00:00	21.413					
131	23/05/22	20:00:00	21.390					
132	23/05/22	21:00:00	21.390					
133	23/05/22	22:00:00	21.413					
134	23/05/22	23:00:00	21.270					
135	24/05/22	00:00:00	21.318					
136	24/05/22	01:00:00	21.413					
137	24/05/22	02:00:00	21.461					
138	24/05/22	03:00:00	21.652					
139	24/05/22	04:00:00	21.557					
140	24/05/22	05:00:00	21.461					
141	24/05/22	06:00:00	21.461					
142	24/05/22	07:00:00	21.413					
143	24/05/22	08:00:00	21.413					
144	24/05/22	09:00:00	21.390					
145	24/05/22	10:00:00	21.437					
146	24/05/22	11:00:00	21.246					
147	24/05/22	12:00:00	21.199					
148	24/05/22	13:00:00	19.841					
149	24/05/22	14:00:00	19.627					
150	24/05/22	15:00:00	19.151					
151	24/05/22	16:00:00	19.674					
152	24/05/22	17:00:00	19.175					
153	24/05/22	18:00:00	18.247					
154	24/05/22	19:00:00	18.414					
155	24/05/22	20:00:00	18.343					
156	24/05/22	21:00:00	17.915					
157	24/05/22	22:00:00	17.915					
158	24/05/22	23:00:00	17.701					
159	25/05/22	00:00:00	17.510					
160	25/05/22	01:00:00	17.153					
161	25/05/22	02:00:00	16.749					
162	25/05/22	03:00:00	16.368					
163	25/05/22	04:00:00	15.986					
164	25/05/22	05:00:00	15.867					
165	25/05/22	06:00:00	15.700					
166	25/05/22	07:00:00	15.700					
167	25/05/22	08:00:00	15.724					
168	25/05/22	09:00:00	15.700					
169	25/05/22	10:00:00	15.867					
170	25/05/22	11:00:00	15.772					
171	25/05/22	12:00:00	15.867					
172	25/05/22	13:00:00	15.915					
173	25/05/22	14:00:00	16.106					
174	25/05/22	15:00:00	16.010					
175	25/05/22	16:00:00	16.082					
176	25/05/22	17:00:00	16.153					
177	25/05/22	18:00:00	15.939					
178	25/05/22	19:00:00	16.106					
179	25/05/22	20:00:00	16.272					
180	25/05/22	21:00:00	16.344					
181	25/05/22	22:00:00	16.392					
182	25/05/22	23:00:00	16.511					
183	26/05/22	00:00:00	16.487					
184	26/05/22	01:00:00	16.439					
185	26/05/22	02:00:00	16.558					
186	26/05/22	03:00:00	16.582					
187	26/05/22	04:00:00	16.534					
188	26/05/22	05:00:00	16.892					
189	26/05/22	06:00:00	16.630					
190	26/05/22	07:00:00	16.201					
191	26/05/22	08:00:00	16.296					
192	26/05/22	09:00:00	16.915					
193	26/05/22	10:00:00	17.296					
194	26/05/22	11:00:00	17.296					
195	26/05/22	12:00:00	17.344					
196	26/05/22	13:00:00	17.130					
197	26/05/22	14:00:00	16.987					
198	26/05/22	15:00:00	17.296					
199	26/05/22	16:00:00	17.296					
200	26/05/22	17:00:00	17.463					
201	26/05/22	18:00:00	17.463					
202	26/05/22	19:00:00	17.439					
203	26/05/22	20:00:00	17.439					
204	26/05/22	21:00:00	17.463					
205	26/05/22	22:00:00	17.558					
206	26/05/22	23:00:00	17.605					
207	27/05/22	00:00:00	17.605					
208	27/05/22	01:00:00	17.724					
209	27/05/22	02:00:00	17.701					
210	27/05/22	03:00:00	17.701					
211	27/05/22	04:00:00	17.510					
212	27/05/22	05:00:00	17.582					
213	27/05/22	06:00:00	17.320					
214	27/05/22	07:00:00	17.368					
215	27/05/22	08:00:00	17.510					
216	27/05/22	09:00:00	17.534					
217	27/05/22	10:00:00	17.558					
218	27/05/22	11:00:00	17.391					
219	27/05/22	12:00:00	17.249					
220	27/05/22	13:00:00	17.368					
