"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20291508, SEN S/N: 20291508, LBL: Porros_25m)"	"Acoplador separado (LGR S/N: 20291508, SEN S/N: 20291508)"	"Acoplador adjunto (LGR S/N: 20291508, SEN S/N: 20291508)"	"Host conectado (LGR S/N: 20291508, SEN S/N: 20291508)"	"Parado (LGR S/N: 20291508, SEN S/N: 20291508)"	"Final de archivo (LGR S/N: 20291508, SEN S/N: 20291508)"
57	20/05/22	18:00:00	16.630					
58	20/05/22	19:00:00	16.582					
59	20/05/22	20:00:00	16.606					
60	20/05/22	21:00:00	16.463					
61	20/05/22	22:00:00	16.344					
62	20/05/22	23:00:00	16.320					
63	21/05/22	00:00:00	16.582					
64	21/05/22	01:00:00	16.820					
65	21/05/22	02:00:00	16.939					
66	21/05/22	03:00:00	16.701					
67	21/05/22	04:00:00	16.796					
68	21/05/22	05:00:00	17.320					
69	21/05/22	06:00:00	17.915					
70	21/05/22	07:00:00	17.677					
71	21/05/22	08:00:00	17.272					
72	21/05/22	09:00:00	17.249					
73	21/05/22	10:00:00	17.153					
74	21/05/22	11:00:00	16.963					
75	21/05/22	12:00:00	17.605					
76	21/05/22	13:00:00	18.057					
77	21/05/22	14:00:00	17.677					
78	21/05/22	15:00:00	18.105					
79	21/05/22	16:00:00	17.653					
80	21/05/22	17:00:00	17.986					
81	21/05/22	18:00:00	18.081					
82	21/05/22	19:00:00	17.915					
83	21/05/22	20:00:00	17.891					
84	21/05/22	21:00:00	17.843					
85	21/05/22	22:00:00	18.057					
86	21/05/22	23:00:00	18.271					
87	22/05/22	00:00:00	18.152					
88	22/05/22	01:00:00	18.438					
89	22/05/22	02:00:00	17.153					
90	22/05/22	03:00:00	16.987					
91	22/05/22	04:00:00	17.867					
92	22/05/22	05:00:00	18.224					
93	22/05/22	06:00:00	17.938					
94	22/05/22	07:00:00	17.843					
95	22/05/22	08:00:00	17.510					
96	22/05/22	09:00:00	18.057					
97	22/05/22	10:00:00	18.533					
98	22/05/22	11:00:00	19.008					
99	22/05/22	12:00:00	19.270					
100	22/05/22	13:00:00	17.867					
101	22/05/22	14:00:00	17.558					
102	22/05/22	15:00:00	17.486					
103	22/05/22	16:00:00	17.344					
104	22/05/22	17:00:00	17.772					
105	22/05/22	18:00:00	17.962					
106	22/05/22	19:00:00	17.986					
107	22/05/22	20:00:00	18.176					
108	22/05/22	21:00:00	18.414					
109	22/05/22	22:00:00	18.485					
110	22/05/22	23:00:00	17.582					
111	23/05/22	00:00:00	17.510					
112	23/05/22	01:00:00	17.153					
113	23/05/22	02:00:00	17.058					
114	23/05/22	03:00:00	17.034					
115	23/05/22	04:00:00	17.344					
116	23/05/22	05:00:00	17.153					
117	23/05/22	06:00:00	17.344					
118	23/05/22	07:00:00	16.987					
119	23/05/22	08:00:00	18.129					
120	23/05/22	09:00:00	17.225					
121	23/05/22	10:00:00	17.772					
122	23/05/22	11:00:00	17.724					
123	23/05/22	12:00:00	17.701					
124	23/05/22	13:00:00	17.677					
125	23/05/22	14:00:00	18.176					
126	23/05/22	15:00:00	18.247					
127	23/05/22	16:00:00	18.033					
128	23/05/22	17:00:00	18.842					
129	23/05/22	18:00:00	19.222					
130	23/05/22	19:00:00	19.436					
131	23/05/22	20:00:00	19.365					
132	23/05/22	21:00:00	18.390					
133	23/05/22	22:00:00	17.486					
134	23/05/22	23:00:00	17.463					
135	24/05/22	00:00:00	17.320					
136	24/05/22	01:00:00	17.272					
137	24/05/22	02:00:00	16.868					
138	24/05/22	03:00:00	16.963					
139	24/05/22	04:00:00	17.011					
140	24/05/22	05:00:00	16.439					
141	24/05/22	06:00:00	16.606					
142	24/05/22	07:00:00	16.654					
143	24/05/22	08:00:00	16.630					
144	24/05/22	09:00:00	16.749					
145	24/05/22	10:00:00	16.725					
146	24/05/22	11:00:00	16.296					
147	24/05/22	12:00:00	15.986					
148	24/05/22	13:00:00	16.034					
149	24/05/22	14:00:00	16.582					
150	24/05/22	15:00:00	15.915					
151	24/05/22	16:00:00	15.915					
152	24/05/22	17:00:00	15.867					
153	24/05/22	18:00:00	15.581					
154	24/05/22	19:00:00	15.629					
155	24/05/22	20:00:00	15.629					
156	24/05/22	21:00:00	15.700					
157	24/05/22	22:00:00	15.748					
158	24/05/22	23:00:00	15.748					
159	25/05/22	00:00:00	15.676					
160	25/05/22	01:00:00	15.652					
161	25/05/22	02:00:00	15.700					
162	25/05/22	03:00:00	15.772					
163	25/05/22	04:00:00	15.724					
164	25/05/22	05:00:00	15.629					
165	25/05/22	06:00:00	15.629					
166	25/05/22	07:00:00	15.652					
167	25/05/22	08:00:00	15.676					
168	25/05/22	09:00:00	15.724					
169	25/05/22	10:00:00	15.676					
170	25/05/22	11:00:00	15.629					
171	25/05/22	12:00:00	15.485					
172	25/05/22	13:00:00	15.390					
173	25/05/22	14:00:00	15.414					
174	25/05/22	15:00:00	15.294					
175	25/05/22	16:00:00	15.366					
176	25/05/22	17:00:00	15.414					
177	25/05/22	18:00:00	15.270					
178	25/05/22	19:00:00	15.390					
179	25/05/22	20:00:00	15.318					
180	25/05/22	21:00:00	15.581					
181	25/05/22	22:00:00	15.939					
182	25/05/22	23:00:00	16.177					
183	26/05/22	00:00:00	16.082					
184	26/05/22	01:00:00	16.058					
185	26/05/22	02:00:00	16.058					
186	26/05/22	03:00:00	16.034					
187	26/05/22	04:00:00	16.058					
188	26/05/22	05:00:00	15.915					
189	26/05/22	06:00:00	15.819					
190	26/05/22	07:00:00	16.082					
191	26/05/22	08:00:00	16.201					
192	26/05/22	09:00:00	16.034					
193	26/05/22	10:00:00	16.225					
194	26/05/22	11:00:00	16.344					
195	26/05/22	12:00:00	16.963					
196	26/05/22	13:00:00	16.630					
197	26/05/22	14:00:00	16.582					
198	26/05/22	15:00:00	16.582					
199	26/05/22	16:00:00	16.725					
200	26/05/22	17:00:00	16.892					
201	26/05/22	18:00:00	17.011					
202	26/05/22	19:00:00	16.796					
203	26/05/22	20:00:00	16.820					
204	26/05/22	21:00:00	16.582					
205	26/05/22	22:00:00	16.963					
206	26/05/22	23:00:00	16.177					
207	27/05/22	00:00:00	15.986					
208	27/05/22	01:00:00	16.106					
209	27/05/22	02:00:00	16.963					
210	27/05/22	03:00:00	16.820					
211	27/05/22	04:00:00	16.439					
212	27/05/22	05:00:00	16.344					
213	27/05/22	06:00:00	16.796					
214	27/05/22	07:00:00	16.915					
215	27/05/22	08:00:00	17.153					
216	27/05/22	09:00:00	17.415					
217	27/05/22	10:00:00	17.011					
218	27/05/22	11:00:00	16.892					
219	27/05/22	12:00:00	16.915					
220	27/05/22	13:00:00	17.130					
221	27/05/22	14:00:00	17.201					
222	27/05/22	15:00:00	17.463					
223	27/05/22	16:00:00	17.415					
224	27/05/22	17:00:00	17.534					
225	27/05/22	18:00:00	17.439					
226	27/05/22	19:00:00	17.344					
227	27/05/22	20:00:00	17.344					
228	27/05/22	21:00:00	17.534					
229	27/05/22	22:00:00	17.249					
230	27/05/22	23:00:00	17.201					
231	28/05/22	00:00:00	17.320					
232	28/05/22	01:00:00	16.749					
233	28/05/22	02:00:00	16.796					
234	28/05/22	03:00:00	16.725					
235	28/05/22	04:00:00	17.249					
236	28/05/22	05:00:00	17.724					
237	28/05/22	06:00:00	16.987					
238	28/05/22	07:00:00	16.582					
239	28/05/22	08:00:00	16.915					
240	28/05/22	09:00:00	16.677					
241	28/05/22	10:00:00	16.534					
242	28/05/22	11:00:00	16.677					
243	28/05/22	12:00:00	16.796					
244	28/05/22	13:00:00	16.915					
245	28/05/22	14:00:00	17.510					
246	28/05/22	15:00:00	17.510					
247	28/05/22	16:00:00	17.629					
248	28/05/22	17:00:00	17.701					
249	28/05/22	18:00:00	17.748					
250	28/05/22	19:00:00	17.130					
251	28/05/22	20:00:00	17.130					
252	28/05/22	21:00:00	17.915					
253	28/05/22	22:00:00	18.033					
254	28/05/22	23:00:00	18.224					
255	29/05/22	00:00:00	18.200					
256	29/05/22	01:00:00	18.271					
257	29/05/22	02:00:00	18.652					
258	29/05/22	03:00:00	18.271					
259	29/05/22	04:00:00	18.200					
260	29/05/22	05:00:00	18.081					
261	29/05/22	06:00:00	18.105					
262	29/05/22	07:00:00	18.129					
263	29/05/22	08:00:00	18.200					
264	29/05/22	09:00:00	18.247					
265	29/05/22	10:00:00	17.486					
266	29/05/22	11:00:00	17.938					
267	29/05/22	12:00:00	18.295					
268	29/05/22	13:00:00	18.414					
269	29/05/22	14:00:00	18.699					
270	29/05/22	15:00:00	17.986					
271	29/05/22	16:00:00	18.866					
272	29/05/22	17:00:00	18.628					
273	29/05/22	18:00:00	18.580					
274	29/05/22	19:00:00	18.152					
275	29/05/22	20:00:00	18.438					
276	29/05/22	21:00:00	18.889					
277	29/05/22	22:00:00	18.771					
278	29/05/22	23:00:00	18.580					
279	30/05/22	00:00:00	18.438					
280	30/05/22	01:00:00	18.414					
281	30/05/22	02:00:00	18.152					
282	30/05/22	03:00:00	18.295					
283	30/05/22	04:00:00	18.461					
284	30/05/22	05:00:00	18.580					
285	30/05/22	06:00:00	17.843					
286	30/05/22	07:00:00	17.819					
287	30/05/22	08:00:00	17.558					
288	30/05/22	09:00:00	17.986					
289	30/05/22	10:00:00	18.628					
290	30/05/22	11:00:00	18.913					
291	30/05/22	12:00:00	18.985					
292	30/05/22	13:00:00	19.032					
293	30/05/22	14:00:00	19.056					
294	30/05/22	15:00:00	19.151					
295	30/05/22	16:00:00	19.175					
296	30/05/22	17:00:00	19.056					
297	30/05/22	18:00:00	18.985					
298	30/05/22	19:00:00	18.985					
299	30/05/22	20:00:00	19.056					
300	30/05/22	21:00:00	19.151					
301	30/05/22	22:00:00	19.318					
302	30/05/22	23:00:00	19.127					
303	31/05/22	00:00:00	19.103					
304	31/05/22	01:00:00	19.103					
305	31/05/22	02:00:00	19.032					
306	31/05/22	03:00:00	19.056					
307	31/05/22	04:00:00	19.103					
308	31/05/22	05:00:00	19.151					
309	31/05/22	06:00:00	19.199					
310	31/05/22	07:00:00	19.246					
311	31/05/22	08:00:00	19.270					
312	31/05/22	09:00:00	19.222					
313	31/05/22	10:00:00	18.866					
314	31/05/22	11:00:00	19.246					
315	31/05/22	12:00:00	19.080					
316	31/05/22	13:00:00	18.866					
317	31/05/22	14:00:00	19.246					
318	31/05/22	15:00:00	19.318					
319	31/05/22	16:00:00	19.127					
320	31/05/22	17:00:00	18.461					
321	31/05/22	18:00:00	19.175					
322	31/05/22	19:00:00	19.032					
323	31/05/22	20:00:00	19.056					
324	31/05/22	21:00:00	17.772					
325	31/05/22	22:00:00	17.938					
326	31/05/22	23:00:00	18.033					
327	01/06/22	00:00:00	17.415					
328	01/06/22	01:00:00	17.915					
329	01/06/22	02:00:00	17.106					
330	01/06/22	03:00:00	18.152					
331	01/06/22	04:00:00	17.938					
332	01/06/22	05:00:00	17.391					
333	01/06/22	06:00:00	19.056					
334	01/06/22	07:00:00	19.294					
335	01/06/22	08:00:00	19.341					
336	01/06/22	09:00:00	19.318					
337	01/06/22	10:00:00	19.103					
338	01/06/22	11:00:00	19.151					
339	01/06/22	12:00:00	19.151					
340	01/06/22	13:00:00	19.294					
341	01/06/22	14:00:00	19.294					
342	01/06/22	15:00:00	19.080					
343	01/06/22	16:00:00	19.341					
344	01/06/22	17:00:00	19.270					
345	01/06/22	18:00:00	18.200					
346	01/06/22	19:00:00	18.343					
347	01/06/22	20:00:00	17.938					
348	01/06/22	21:00:00	17.867					
349	01/06/22	22:00:00	18.509					
350	01/06/22	23:00:00	18.985					
351	02/06/22	00:00:00	18.366					
352	02/06/22	01:00:00	17.843					
353	02/06/22	02:00:00	18.604					
354	02/06/22	03:00:00	19.175					
355	02/06/22	04:00:00	18.057					
356	02/06/22	05:00:00	18.604					
357	02/06/22	06:00:00	18.961					
358	02/06/22	07:00:00	19.365					
359	02/06/22	08:00:00	19.579					
360	02/06/22	09:00:00	19.318					
361	02/06/22	10:00:00	19.103					
362	02/06/22	11:00:00	19.413					
363	02/06/22	12:00:00	18.319					
364	02/06/22	13:00:00	18.295					
365	02/06/22	14:00:00	18.675					
366	02/06/22	15:00:00	18.652					
367	02/06/22	16:00:00	18.723					
368	02/06/22	17:00:00	18.961					
369	02/06/22	18:00:00	19.270					
370	02/06/22	19:00:00	18.794					
371	02/06/22	20:00:00	17.819					
372	02/06/22	21:00:00	17.296					
373	02/06/22	22:00:00	17.272					
374	02/06/22	23:00:00	17.605					
375	03/06/22	00:00:00	17.415					
376	03/06/22	01:00:00	16.963					
377	03/06/22	02:00:00	16.487					
378	03/06/22	03:00:00	17.915					
379	03/06/22	04:00:00	16.773					
380	03/06/22	05:00:00	16.534					
381	03/06/22	06:00:00	16.344					
382	03/06/22	07:00:00	16.654					
383	03/06/22	08:00:00	16.987					
384	03/06/22	09:00:00	17.629					
385	03/06/22	10:00:00	19.080					
386	03/06/22	11:00:00	17.653					
387	03/06/22	12:00:00	17.249					
388	03/06/22	13:00:00	17.082					
389	03/06/22	14:00:00	17.605					
390	03/06/22	15:00:00	17.605					
391	03/06/22	16:00:00	17.582					
392	03/06/22	17:00:00	17.463					
393	03/06/22	18:00:00	17.677					
394	03/06/22	19:00:00	17.391					
395	03/06/22	20:00:00	16.820					
396	03/06/22	21:00:00	16.534					
397	03/06/22	22:00:00	16.701					
398	03/06/22	23:00:00	17.082					
399	04/06/22	00:00:00	17.249					
400	04/06/22	01:00:00	17.463					
401	04/06/22	02:00:00	17.677					
402	04/06/22	03:00:00	18.295					
403	04/06/22	04:00:00	18.129					
404	04/06/22	05:00:00	18.152					
405	04/06/22	06:00:00	17.843					
406	04/06/22	07:00:00	17.748					
407	04/06/22	08:00:00	17.819					
408	04/06/22	09:00:00	17.605					
409	04/06/22	10:00:00	17.819					
410	04/06/22	11:00:00	17.106					
411	04/06/22	12:00:00	16.963					
412	04/06/22	13:00:00	17.011					
413	04/06/22	14:00:00	17.344					
414	04/06/22	15:00:00	16.892					
415	04/06/22	16:00:00	17.225					
416	04/06/22	17:00:00	16.749					
417	04/06/22	18:00:00	17.011					
418	04/06/22	19:00:00	16.749					
419	04/06/22	20:00:00	16.796					
420	04/06/22	21:00:00	16.606					
421	04/06/22	22:00:00	16.749					
422	04/06/22	23:00:00	17.582					
423	05/06/22	00:00:00	18.271					
424	05/06/22	01:00:00	17.605					
425	05/06/22	02:00:00	17.701					
426	05/06/22	03:00:00	17.653					
427	05/06/22	04:00:00	17.344					
428	05/06/22	05:00:00	17.796					
429	05/06/22	06:00:00	17.558					
430	05/06/22	07:00:00	17.272					
431	05/06/22	08:00:00	17.772					
432	05/06/22	09:00:00	17.344					
433	05/06/22	10:00:00	16.915					
434	05/06/22	11:00:00	16.868					
435	05/06/22	12:00:00	16.963					
436	05/06/22	13:00:00	17.486					
437	05/06/22	14:00:00	17.177					
438	05/06/22	15:00:00	17.368					
439	05/06/22	16:00:00	17.249					
440	05/06/22	17:00:00	17.439					
441	05/06/22	18:00:00	17.677					
442	05/06/22	19:00:00	17.344					
443	05/06/22	20:00:00	16.796					
444	05/06/22	21:00:00	17.034					
445	05/06/22	22:00:00	16.820					
446	05/06/22	23:00:00	17.106					
447	06/06/22	00:00:00	17.106					
448	06/06/22	01:00:00	16.773					
449	06/06/22	02:00:00	16.534					
450	06/06/22	03:00:00	16.701					
451	06/06/22	04:00:00	16.773					
452	06/06/22	05:00:00	16.701					
453	06/06/22	06:00:00	16.392					
454	06/06/22	07:00:00	16.439					
455	06/06/22	08:00:00	16.963					
456	06/06/22	09:00:00	17.153					
457	06/06/22	10:00:00	16.725					
458	06/06/22	11:00:00	16.701					
459	06/06/22	12:00:00	16.582					
460	06/06/22	13:00:00	16.534					
461	06/06/22	14:00:00	16.677					
462	06/06/22	15:00:00	16.844					
463	06/06/22	16:00:00	16.296					
464	06/06/22	17:00:00	16.344					
465	06/06/22	18:00:00	16.487					
466	06/06/22	19:00:00	16.558					
467	06/06/22	20:00:00	16.606					
468	06/06/22	21:00:00	16.344					
469	06/06/22	22:00:00	16.415					
470	06/06/22	23:00:00	16.392					
471	07/06/22	00:00:00	16.844					
472	07/06/22	01:00:00	17.344					
473	07/06/22	02:00:00	16.915					
474	07/06/22	03:00:00	16.725					
475	07/06/22	04:00:00	16.582					
476	07/06/22	05:00:00	16.892					
477	07/06/22	06:00:00	16.868					
478	07/06/22	07:00:00	16.296					
479	07/06/22	08:00:00	16.725					
480	07/06/22	09:00:00	17.058					
481	07/06/22	10:00:00	16.534					
482	07/06/22	11:00:00	16.320					
483	07/06/22	12:00:00	16.654					
484	07/06/22	13:00:00	16.892					
485	07/06/22	14:00:00	17.011					
486	07/06/22	15:00:00	17.034					
487	07/06/22	16:00:00	17.011					
488	07/06/22	17:00:00	16.511					
489	07/06/22	18:00:00	16.606					
490	07/06/22	19:00:00	16.701					
491	07/06/22	20:00:00	17.296					
492	07/06/22	21:00:00	17.463					
493	07/06/22	22:00:00	16.820					
494	07/06/22	23:00:00	16.701					
495	08/06/22	00:00:00	16.630					
496	08/06/22	01:00:00	16.892					
497	08/06/22	02:00:00	16.773					
498	08/06/22	03:00:00	16.725					
499	08/06/22	04:00:00	16.630					
500	08/06/22	05:00:00	16.677					
501	08/06/22	06:00:00	16.701					
502	08/06/22	07:00:00	16.701					
503	08/06/22	08:00:00	16.415					
504	08/06/22	09:00:00	16.272					
505	08/06/22	10:00:00	16.106					
506	08/06/22	11:00:00	16.415					
507	08/06/22	12:00:00	16.725					
508	08/06/22	13:00:00	16.439					
509	08/06/22	14:00:00	16.344					
510	08/06/22	15:00:00	16.439					
511	08/06/22	16:00:00	16.415					
512	08/06/22	17:00:00	16.963					
513	08/06/22	18:00:00	17.153					
514	08/06/22	19:00:00	17.034					
515	08/06/22	20:00:00	17.391					
516	08/06/22	21:00:00	17.368					
517	08/06/22	22:00:00	17.605					
518	08/06/22	23:00:00	17.582					
519	09/06/22	00:00:00	17.653					
520	09/06/22	01:00:00	17.106					
521	09/06/22	02:00:00	17.225					
522	09/06/22	03:00:00	17.106					
523	09/06/22	04:00:00	17.772					
524	09/06/22	05:00:00	18.557					
525	09/06/22	06:00:00	18.319					
526	09/06/22	07:00:00	17.819					
527	09/06/22	08:00:00	17.486					
528	09/06/22	09:00:00	17.439					
529	09/06/22	10:00:00	17.344					
530	09/06/22	11:00:00	17.368					
531	09/06/22	12:00:00	17.130					
532	09/06/22	13:00:00	17.011					
533	09/06/22	14:00:00	16.987					
534	09/06/22	15:00:00	16.844					
535	09/06/22	16:00:00	16.963					
536	09/06/22	17:00:00	17.082					
537	09/06/22	18:00:00	16.511					
538	09/06/22	19:00:00	16.820					
539	09/06/22	20:00:00	16.677					
540	09/06/22	21:00:00	16.368					
541	09/06/22	22:00:00	16.511					
542	09/06/22	23:00:00	16.296					
543	10/06/22	00:00:00	16.439					
544	10/06/22	01:00:00	16.368					
545	10/06/22	02:00:00	16.177					
546	10/06/22	03:00:00	16.296					
547	10/06/22	04:00:00	16.534					
548	10/06/22	05:00:00	17.272					
549	10/06/22	06:00:00	17.629					
550	10/06/22	07:00:00	17.724					
551	10/06/22	08:00:00	17.653					
552	10/06/22	09:00:00	17.605					
553	10/06/22	10:00:00	17.225					
554	10/06/22	11:00:00	17.368					
555	10/06/22	12:00:00	17.034					
556	10/06/22	13:00:00	16.844					
557	10/06/22	14:00:00	16.796					
558	10/06/22	15:00:00	16.630					
559	10/06/22	16:00:00	16.725					
560	10/06/22	17:00:00	16.939					
561	10/06/22	18:00:00	16.892					
562	10/06/22	19:00:00	16.439					
563	10/06/22	20:00:00	16.534					
564	10/06/22	21:00:00	16.415					
565	10/06/22	22:00:00	16.511					
566	10/06/22	23:00:00	16.344					
567	11/06/22	00:00:00	16.320					
568	11/06/22	01:00:00	16.630					
569	11/06/22	02:00:00	16.868					
570	11/06/22	03:00:00	16.749					
571	11/06/22	04:00:00	16.654					
572	11/06/22	05:00:00	16.773					
573	11/06/22	06:00:00	16.582					
574	11/06/22	07:00:00	16.915					
575	11/06/22	08:00:00	16.773					
576	11/06/22	09:00:00	16.487					
577	11/06/22	10:00:00	16.725					
578	11/06/22	11:00:00	16.796					
579	11/06/22	12:00:00	16.844					
580	11/06/22	13:00:00	17.415					
581	11/06/22	14:00:00	16.987					
582	11/06/22	15:00:00	17.034					
583	11/06/22	16:00:00	17.201					
584	11/06/22	17:00:00	17.296					
585	11/06/22	18:00:00	17.724					
586	11/06/22	19:00:00	17.748					
587	11/06/22	20:00:00	17.510					
588	11/06/22	21:00:00	17.605					
589	11/06/22	22:00:00	17.819					
590	11/06/22	23:00:00	17.701					
591	12/06/22	00:00:00	17.558					
592	12/06/22	01:00:00	17.629					
593	12/06/22	02:00:00	17.534					
594	12/06/22	03:00:00	17.915					
595	12/06/22	04:00:00	17.915					
596	12/06/22	05:00:00	17.344					
597	12/06/22	06:00:00	17.391					
598	12/06/22	07:00:00	17.629					
599	12/06/22	08:00:00	17.391					
600	12/06/22	09:00:00	17.558					
601	12/06/22	10:00:00	17.368					
602	12/06/22	11:00:00	17.486					
603	12/06/22	12:00:00	17.510					
604	12/06/22	13:00:00	17.653					
605	12/06/22	14:00:00	17.796					
606	12/06/22	15:00:00	17.867					
607	12/06/22	16:00:00	17.915					
608	12/06/22	17:00:00	18.105					
609	12/06/22	18:00:00	18.224					
610	12/06/22	19:00:00	19.103					
611	12/06/22	20:00:00	19.365					
612	12/06/22	21:00:00	18.937					
613	12/06/22	22:00:00	19.746					
614	12/06/22	23:00:00	19.270					
615	13/06/22	00:00:00	19.151					
616	13/06/22	01:00:00	19.841					
617	13/06/22	02:00:00	19.365					
618	13/06/22	03:00:00	19.151					
619	13/06/22	04:00:00	19.246					
620	13/06/22	05:00:00	19.365					
621	13/06/22	06:00:00	19.222					
622	13/06/22	07:00:00	19.389					
623	13/06/22	08:00:00	19.436					
624	13/06/22	09:00:00	19.532					
625	13/06/22	10:00:00	19.270					
626	13/06/22	11:00:00	19.651					
627	13/06/22	12:00:00	19.793					
628	13/06/22	13:00:00	19.770					
629	13/06/22	14:00:00	19.651					
630	13/06/22	15:00:00	20.269					
631	13/06/22	16:00:00	20.031					
632	13/06/22	17:00:00	19.770					
633	13/06/22	18:00:00	19.460					
634	13/06/22	19:00:00	19.270					
635	13/06/22	20:00:00	19.436					
636	13/06/22	21:00:00	19.246					
637	13/06/22	22:00:00	19.127					
638	13/06/22	23:00:00	18.818					
639	14/06/22	00:00:00	18.866					
640	14/06/22	01:00:00	17.748					
641	14/06/22	02:00:00	19.151					
642	14/06/22	03:00:00	17.534					
643	14/06/22	04:00:00	17.772					
644	14/06/22	05:00:00	18.390					
645	14/06/22	06:00:00	18.057					
646	14/06/22	07:00:00	18.866					
647	14/06/22	08:00:00	18.913					
648	14/06/22	09:00:00	19.484					
649	14/06/22	10:00:00	19.817					
650	14/06/22	11:00:00	19.674					
651	14/06/22	12:00:00	19.318					
652	14/06/22	13:00:00	20.436					
653	14/06/22	14:00:00	19.698					
654	14/06/22	15:00:00	20.031					
655	14/06/22	16:00:00	18.961					
656	14/06/22	17:00:00	18.889					
657	14/06/22	18:00:00	18.343					
658	14/06/22	19:00:00	17.867					
659	14/06/22	20:00:00	18.343					
660	14/06/22	21:00:00	17.891					
661	14/06/22	22:00:00	17.534					
662	14/06/22	23:00:00	17.629					
663	15/06/22	00:00:00	17.677					
664	15/06/22	01:00:00	19.722					
665	15/06/22	02:00:00	18.557					
666	15/06/22	03:00:00	18.913					
667	15/06/22	04:00:00	18.675					
668	15/06/22	05:00:00	19.318					
669	15/06/22	06:00:00	19.341					
670	15/06/22	07:00:00	19.722					
671	15/06/22	08:00:00	19.817					
672	15/06/22	09:00:00	19.532					
673	15/06/22	10:00:00	19.080					
674	15/06/22	11:00:00	18.533					
675	15/06/22	12:00:00	18.557					
676	15/06/22	13:00:00	18.461					
677	15/06/22	14:00:00	18.057					
678	15/06/22	15:00:00	17.938					
679	15/06/22	16:00:00	18.771					
680	15/06/22	17:00:00	18.604					
681	15/06/22	18:00:00	19.199					
682	15/06/22	19:00:00	18.390					
683	15/06/22	20:00:00	18.889					
684	15/06/22	21:00:00	19.080					
685	15/06/22	22:00:00	22.250					
686	15/06/22	23:00:00	19.080					
687	16/06/22	00:00:00	19.294					
688	16/06/22	01:00:00	19.056					
689	16/06/22	02:00:00	18.937					
690	16/06/22	03:00:00	20.031					
691	16/06/22	04:00:00	18.628					
692	16/06/22	05:00:00	18.794					
693	16/06/22	06:00:00	18.200					
694	16/06/22	07:00:00	18.580					
695	16/06/22	08:00:00	17.915					
696	16/06/22	09:00:00	17.629					
697	16/06/22	10:00:00	17.796					
698	16/06/22	11:00:00	18.129					
699	16/06/22	12:00:00	18.533					
700	16/06/22	13:00:00	18.343					
701	16/06/22	14:00:00	18.937					
702	16/06/22	15:00:00	18.771					
703	16/06/22	16:00:00	19.222					
704	16/06/22	17:00:00	19.460					
705	16/06/22	18:00:00	19.222					
706	16/06/22	19:00:00	18.675					
707	16/06/22	20:00:00	19.651					
708	16/06/22	21:00:00	18.628					
709	16/06/22	22:00:00	18.414					
710	16/06/22	23:00:00	18.461					
