"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20364089, SEN S/N: 20364089, LBL: Porros_20m_020621)"	"Acoplador separado (LGR S/N: 20364089, SEN S/N: 20364089)"	"Acoplador adjunto (LGR S/N: 20364089, SEN S/N: 20364089)"	"Host conectado (LGR S/N: 20364089, SEN S/N: 20364089)"	"Parado (LGR S/N: 20364089, SEN S/N: 20364089)"	"Final de archivo (LGR S/N: 20364089, SEN S/N: 20364089)"
1	02/06/21	12:00:00	19.389	Registrado				
2	02/06/21	13:00:00	19.389					
3	02/06/21	14:00:00	19.508					
4	02/06/21	15:00:00	19.627					
5	02/06/21	16:00:00	19.555					
6	02/06/21	17:00:00	19.246					
7	02/06/21	18:00:00	18.771					
8	02/06/21	19:00:00	19.365					
9	02/06/21	20:00:00	18.152					
10	02/06/21	21:00:00	18.010					
11	02/06/21	22:00:00	17.463					
12	02/06/21	23:00:00	18.033					
13	03/06/21	00:00:00	19.460					
14	03/06/21	01:00:00	19.413					
15	03/06/21	02:00:00	17.249					
16	03/06/21	03:00:00	17.153					
17	03/06/21	04:00:00	19.008					
18	03/06/21	05:00:00	17.225					
19	03/06/21	06:00:00	17.510					
20	03/06/21	07:00:00	17.677					
21	03/06/21	08:00:00	17.439					
22	03/06/21	09:00:00	18.224					
23	03/06/21	10:00:00	18.224					
24	03/06/21	11:00:00	19.246					
25	03/06/21	12:00:00	18.200					
26	03/06/21	13:00:00	17.701					
27	03/06/21	14:00:00	17.344					
28	03/06/21	15:00:00	17.986					
29	03/06/21	16:00:00	17.201					
30	03/06/21	17:00:00	18.105					
31	03/06/21	18:00:00	17.962					
32	03/06/21	19:00:00	17.510					
33	03/06/21	20:00:00	18.105					
34	03/06/21	21:00:00	18.129					
35	03/06/21	22:00:00	17.677					
36	03/06/21	23:00:00	17.796					
37	04/06/21	00:00:00	17.605					
38	04/06/21	01:00:00	17.772					
39	04/06/21	02:00:00	18.438					
40	04/06/21	03:00:00	17.796					
41	04/06/21	04:00:00	17.534					
42	04/06/21	05:00:00	17.772					
43	04/06/21	06:00:00	17.724					
44	04/06/21	07:00:00	17.629					
45	04/06/21	08:00:00	17.605					
46	04/06/21	09:00:00	17.772					
47	04/06/21	10:00:00	18.580					
48	04/06/21	11:00:00	18.438					
49	04/06/21	12:00:00	18.105					
50	04/06/21	13:00:00	18.913					
51	04/06/21	14:00:00	19.056					
52	04/06/21	15:00:00	19.008					
53	04/06/21	16:00:00	18.794					
54	04/06/21	17:00:00	19.056					
55	04/06/21	18:00:00	19.246					
56	04/06/21	19:00:00	19.199					
57	04/06/21	20:00:00	18.818					
58	04/06/21	21:00:00	18.771					
59	04/06/21	22:00:00	18.794					
60	04/06/21	23:00:00	18.818					
61	05/06/21	00:00:00	18.818					
62	05/06/21	01:00:00	19.199					
63	05/06/21	02:00:00	19.246					
64	05/06/21	03:00:00	19.318					
65	05/06/21	04:00:00	19.199					
66	05/06/21	05:00:00	19.460					
67	05/06/21	06:00:00	19.555					
68	05/06/21	07:00:00	19.484					
69	05/06/21	08:00:00	19.555					
70	05/06/21	09:00:00	19.603					
71	05/06/21	10:00:00	19.555					
72	05/06/21	11:00:00	19.555					
73	05/06/21	12:00:00	19.579					
74	05/06/21	13:00:00	19.651					
75	05/06/21	14:00:00	19.698					
76	05/06/21	15:00:00	19.199					
77	05/06/21	16:00:00	18.343					
78	05/06/21	17:00:00	18.176					
79	05/06/21	18:00:00	18.129					
80	05/06/21	19:00:00	16.844					
81	05/06/21	20:00:00	16.892					
82	05/06/21	21:00:00	17.106					
83	05/06/21	22:00:00	16.796					
84	05/06/21	23:00:00	16.796					
85	06/06/21	00:00:00	16.606					
86	06/06/21	01:00:00	17.058					
87	06/06/21	02:00:00	17.106					
88	06/06/21	03:00:00	17.225					
89	06/06/21	04:00:00	16.868					
90	06/06/21	05:00:00	16.606					
91	06/06/21	06:00:00	16.963					
92	06/06/21	07:00:00	17.177					
93	06/06/21	08:00:00	17.106					
94	06/06/21	09:00:00	17.915					
95	06/06/21	10:00:00	17.463					
96	06/06/21	11:00:00	16.892					
97	06/06/21	12:00:00	17.819					
98	06/06/21	13:00:00	19.746					
99	06/06/21	14:00:00	19.841					
100	06/06/21	15:00:00	19.674					
101	06/06/21	16:00:00	19.817					
102	06/06/21	17:00:00	19.841					
103	06/06/21	18:00:00	19.508					
104	06/06/21	19:00:00	18.747					
105	06/06/21	20:00:00	19.484					
106	06/06/21	21:00:00	18.961					
107	06/06/21	22:00:00	19.246					
108	06/06/21	23:00:00	19.103					
109	07/06/21	00:00:00	19.080					
110	07/06/21	01:00:00	18.866					
111	07/06/21	02:00:00	19.103					
112	07/06/21	03:00:00	19.294					
113	07/06/21	04:00:00	18.889					
114	07/06/21	05:00:00	18.794					
115	07/06/21	06:00:00	18.628					
116	07/06/21	07:00:00	18.913					
117	07/06/21	08:00:00	19.579					
118	07/06/21	09:00:00	19.698					
119	07/06/21	10:00:00	18.604					
120	07/06/21	11:00:00	19.793					
121	07/06/21	12:00:00	19.555					
122	07/06/21	13:00:00	19.960					
123	07/06/21	14:00:00	18.461					
124	07/06/21	15:00:00	17.891					
125	07/06/21	16:00:00	17.368					
126	07/06/21	17:00:00	17.391					
127	07/06/21	18:00:00	17.249					
128	07/06/21	19:00:00	17.249					
129	07/06/21	20:00:00	18.818					
130	07/06/21	21:00:00	19.246					
131	07/06/21	22:00:00	18.509					
132	07/06/21	23:00:00	17.962					
133	08/06/21	00:00:00	17.510					
134	08/06/21	01:00:00	17.582					
135	08/06/21	02:00:00	17.819					
136	08/06/21	03:00:00	18.628					
137	08/06/21	04:00:00	18.414					
138	08/06/21	05:00:00	20.007					
139	08/06/21	06:00:00	18.580					
140	08/06/21	07:00:00	17.962					
141	08/06/21	08:00:00	19.199					
142	08/06/21	09:00:00	19.080					
143	08/06/21	10:00:00	19.103					
144	08/06/21	11:00:00	19.103					
145	08/06/21	12:00:00	19.555					
146	08/06/21	13:00:00	16.892					
147	08/06/21	14:00:00	17.629					
148	08/06/21	15:00:00	16.701					
149	08/06/21	16:00:00	17.368					
150	08/06/21	17:00:00	19.555					
151	08/06/21	18:00:00	20.055					
152	08/06/21	19:00:00	20.055					
153	08/06/21	20:00:00	20.031					
154	08/06/21	21:00:00	19.722					
155	08/06/21	22:00:00	20.317					
156	08/06/21	23:00:00	20.507					
157	09/06/21	00:00:00	19.579					
158	09/06/21	01:00:00	20.388					
159	09/06/21	02:00:00	20.531					
160	09/06/21	03:00:00	20.603					
161	09/06/21	04:00:00	20.579					
162	09/06/21	05:00:00	20.198					
163	09/06/21	06:00:00	17.891					
164	09/06/21	07:00:00	18.628					
165	09/06/21	08:00:00	18.652					
166	09/06/21	09:00:00	18.485					
167	09/06/21	10:00:00	18.580					
168	09/06/21	11:00:00	18.842					
169	09/06/21	12:00:00	18.889					
170	09/06/21	13:00:00	18.937					
171	09/06/21	14:00:00	19.080					
172	09/06/21	15:00:00	19.222					
173	09/06/21	16:00:00	19.199					
174	09/06/21	17:00:00	19.103					
175	09/06/21	18:00:00	18.794					
176	09/06/21	19:00:00	18.319					
177	09/06/21	20:00:00	17.891					
178	09/06/21	21:00:00	18.057					
179	09/06/21	22:00:00	18.129					
180	09/06/21	23:00:00	17.938					
181	10/06/21	00:00:00	18.271					
182	10/06/21	01:00:00	18.152					
183	10/06/21	02:00:00	18.105					
184	10/06/21	03:00:00	17.106					
185	10/06/21	04:00:00	17.153					
186	10/06/21	05:00:00	18.533					
187	10/06/21	06:00:00	18.604					
188	10/06/21	07:00:00	18.533					
189	10/06/21	08:00:00	18.485					
190	10/06/21	09:00:00	18.699					
191	10/06/21	10:00:00	18.675					
192	10/06/21	11:00:00	19.175					
193	10/06/21	12:00:00	19.508					
