"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20954370, SEN S/N: 20954370, LBL: Aire_5m_120722)"	"Acoplador separado (LGR S/N: 20954370, SEN S/N: 20954370)"	"Acoplador adjunto (LGR S/N: 20954370, SEN S/N: 20954370)"	"Host conectado (LGR S/N: 20954370, SEN S/N: 20954370)"	"Parado (LGR S/N: 20954370, SEN S/N: 20954370)"	"Final de archivo (LGR S/N: 20954370, SEN S/N: 20954370)"
1	12/07/22	10:00:00	27.702	Registrado				
2	12/07/22	11:00:00	28.518					
3	12/07/22	12:00:00	26.061					
4	12/07/22	13:00:00	24.992					
5	12/07/22	14:00:00	26.280					
6	12/07/22	15:00:00	26.402					
7	12/07/22	16:00:00	26.524					
8	12/07/22	17:00:00	26.451					
9	12/07/22	18:00:00	26.622					
10	12/07/22	19:00:00	26.671					
11	12/07/22	20:00:00	26.622					
12	12/07/22	21:00:00	26.646					
13	12/07/22	22:00:00	26.549					
14	12/07/22	23:00:00	26.549					
15	13/07/22	00:00:00	26.573					
16	13/07/22	01:00:00	26.182					
17	13/07/22	02:00:00	26.353					
18	13/07/22	03:00:00	26.280					
19	13/07/22	04:00:00	26.256					
20	13/07/22	05:00:00	26.207					
21	13/07/22	06:00:00	26.061					
22	13/07/22	07:00:00	25.768					
23	13/07/22	08:00:00	25.210					
24	13/07/22	09:00:00	25.695					
25	13/07/22	10:00:00	25.841					
26	13/07/22	11:00:00	25.914					
27	13/07/22	12:00:00	26.304					
28	13/07/22	13:00:00	26.451					
29	13/07/22	14:00:00	27.014					
30	13/07/22	15:00:00	26.524					
31	13/07/22	16:00:00	27.087					
32	13/07/22	17:00:00	27.259					
33	13/07/22	18:00:00	27.210					
34	13/07/22	19:00:00	27.087					
35	13/07/22	20:00:00	27.087					
36	13/07/22	21:00:00	26.818					
37	13/07/22	22:00:00	26.378					
38	13/07/22	23:00:00	26.158					
39	14/07/22	00:00:00	26.158					
40	14/07/22	01:00:00	26.036					
41	14/07/22	02:00:00	25.939					
42	14/07/22	03:00:00	25.671					
43	14/07/22	04:00:00	25.404					
44	14/07/22	05:00:00	24.992					
45	14/07/22	06:00:00	25.307					
46	14/07/22	07:00:00	25.987					
47	14/07/22	08:00:00	25.671					
48	14/07/22	09:00:00	26.085					
49	14/07/22	10:00:00	26.231					
50	14/07/22	11:00:00	26.085					
51	14/07/22	12:00:00	26.109					
52	14/07/22	13:00:00	26.500					
53	14/07/22	14:00:00	26.451					
54	14/07/22	15:00:00	26.475					
55	14/07/22	16:00:00	26.329					
56	14/07/22	17:00:00	26.304					
57	14/07/22	18:00:00	26.207					
58	14/07/22	19:00:00	26.500					
59	14/07/22	20:00:00	26.158					
60	14/07/22	21:00:00	25.550					
61	14/07/22	22:00:00	25.428					
62	14/07/22	23:00:00	25.258					
63	15/07/22	00:00:00	25.355					
64	15/07/22	01:00:00	25.186					
65	15/07/22	02:00:00	25.720					
66	15/07/22	03:00:00	25.866					
67	15/07/22	04:00:00	25.793					
68	15/07/22	05:00:00	25.720					
69	15/07/22	06:00:00	25.574					
70	15/07/22	07:00:00	25.331					
71	15/07/22	08:00:00	25.720					
72	15/07/22	09:00:00	26.012					
73	15/07/22	10:00:00	26.012					
74	15/07/22	11:00:00	25.890					
75	15/07/22	12:00:00	26.061					
76	15/07/22	13:00:00	24.750					
77	15/07/22	14:00:00	26.402					
78	15/07/22	15:00:00	26.378					
79	15/07/22	16:00:00	26.329					
80	15/07/22	17:00:00	26.549					
81	15/07/22	18:00:00	26.426					
82	15/07/22	19:00:00	26.085					
83	15/07/22	20:00:00	25.939					
84	15/07/22	21:00:00	25.720					
85	15/07/22	22:00:00	25.574					
86	15/07/22	23:00:00	25.186					
87	16/07/22	00:00:00	25.841					
88	16/07/22	01:00:00	25.987					
89	16/07/22	02:00:00	26.451					
90	16/07/22	03:00:00	26.134					
91	16/07/22	04:00:00	26.500					
92	16/07/22	05:00:00	26.353					
93	16/07/22	06:00:00	26.207					
94	16/07/22	07:00:00	26.158					
95	16/07/22	08:00:00	26.231					
96	16/07/22	09:00:00	26.182					
97	16/07/22	10:00:00	26.085					
98	16/07/22	11:00:00	26.182					
99	16/07/22	12:00:00	26.158					
100	16/07/22	13:00:00	26.207					
101	16/07/22	14:00:00	26.769					
102	16/07/22	15:00:00	26.646					
103	16/07/22	16:00:00	26.304					
104	16/07/22	17:00:00	26.207					
105	16/07/22	18:00:00	26.378					
106	16/07/22	19:00:00	26.085					
107	16/07/22	20:00:00	26.329					
108	16/07/22	21:00:00	25.744					
109	16/07/22	22:00:00	26.793					
110	16/07/22	23:00:00	26.671					
111	17/07/22	00:00:00	27.751					
112	17/07/22	01:00:00	27.554					
113	17/07/22	02:00:00	27.554					
114	17/07/22	03:00:00	27.505					
115	17/07/22	04:00:00	27.136					
116	17/07/22	05:00:00	26.695					
117	17/07/22	06:00:00	26.036					
118	17/07/22	07:00:00	26.426					
119	17/07/22	08:00:00	26.256					
120	17/07/22	09:00:00	26.231					
121	17/07/22	10:00:00	26.207					
122	17/07/22	11:00:00	26.916					
123	17/07/22	12:00:00	26.891					
124	17/07/22	13:00:00	26.818					
125	17/07/22	14:00:00	26.891					
126	17/07/22	15:00:00	27.382					
127	17/07/22	16:00:00	26.965					
128	17/07/22	17:00:00	27.136					
129	17/07/22	18:00:00	26.329					
130	17/07/22	19:00:00	26.891					
131	17/07/22	20:00:00	26.573					
132	17/07/22	21:00:00	25.793					
133	17/07/22	22:00:00	26.598					
134	17/07/22	23:00:00	26.598					
135	18/07/22	00:00:00	27.505					
136	18/07/22	01:00:00	26.598					
137	18/07/22	02:00:00	26.891					
138	18/07/22	03:00:00	26.524					
139	18/07/22	04:00:00	27.087					
140	18/07/22	05:00:00	27.579					
141	18/07/22	06:00:00	27.677					
142	18/07/22	07:00:00	27.112					
143	18/07/22	08:00:00	26.549					
144	18/07/22	09:00:00	26.304					
145	18/07/22	10:00:00	26.012					
146	18/07/22	11:00:00	26.598					
147	18/07/22	12:00:00	26.695					
148	18/07/22	13:00:00	27.112					
149	18/07/22	14:00:00	27.727					
150	18/07/22	15:00:00	28.048					
151	18/07/22	16:00:00	27.530					
152	18/07/22	17:00:00	27.949					
153	18/07/22	18:00:00	27.653					
154	18/07/22	19:00:00	28.196					
155	18/07/22	20:00:00	27.899					
156	18/07/22	21:00:00	26.916					
157	18/07/22	22:00:00	26.744					
158	18/07/22	23:00:00	26.646					
159	19/07/22	00:00:00	27.974					
160	19/07/22	01:00:00	27.431					
161	19/07/22	02:00:00	27.604					
162	19/07/22	03:00:00	27.087					
163	19/07/22	04:00:00	26.646					
164	19/07/22	05:00:00	26.940					
165	19/07/22	06:00:00	27.382					
166	19/07/22	07:00:00	27.579					
167	19/07/22	08:00:00	27.308					
168	19/07/22	09:00:00	27.431					
169	19/07/22	10:00:00	27.382					
170	19/07/22	11:00:00	27.358					
171	19/07/22	12:00:00	26.916					
172	19/07/22	13:00:00	26.378					
173	19/07/22	14:00:00	26.867					
174	19/07/22	15:00:00	27.136					
175	19/07/22	16:00:00	27.579					
176	19/07/22	17:00:00	27.530					
177	19/07/22	18:00:00	28.891					
178	19/07/22	19:00:00	28.766					
179	19/07/22	20:00:00	28.866					
180	19/07/22	21:00:00	28.717					
181	19/07/22	22:00:00	28.543					
182	19/07/22	23:00:00	28.394					
183	20/07/22	00:00:00	28.295					
184	20/07/22	01:00:00	28.245					
185	20/07/22	02:00:00	28.048					
186	20/07/22	03:00:00	28.097					
187	20/07/22	04:00:00	28.147					
188	20/07/22	05:00:00	27.850					
189	20/07/22	06:00:00	27.702					
190	20/07/22	07:00:00	28.369					
191	20/07/22	08:00:00	27.702					
192	20/07/22	09:00:00	27.407					
193	20/07/22	10:00:00	26.744					
194	20/07/22	11:00:00	27.505					
195	20/07/22	12:00:00	27.333					
196	20/07/22	13:00:00	27.505					
197	20/07/22	14:00:00	27.727					
198	20/07/22	15:00:00	28.147					
199	20/07/22	16:00:00	28.518					
200	20/07/22	17:00:00	28.468					
201	20/07/22	18:00:00	28.667					
202	20/07/22	19:00:00	28.717					
203	20/07/22	20:00:00	28.742					
204	20/07/22	21:00:00	28.742					
205	20/07/22	22:00:00	28.791					
206	20/07/22	23:00:00	28.742					
207	21/07/22	00:00:00	28.742					
208	21/07/22	01:00:00	28.692					
209	21/07/22	02:00:00	27.727					
210	21/07/22	03:00:00	27.530					
211	21/07/22	04:00:00	27.235					
212	21/07/22	05:00:00	27.431					
213	21/07/22	06:00:00	27.431					
214	21/07/22	07:00:00	27.481					
215	21/07/22	08:00:00	27.333					
216	21/07/22	09:00:00	27.974					
217	21/07/22	10:00:00	28.097					
218	21/07/22	11:00:00	27.949					
219	21/07/22	12:00:00	28.072					
220	21/07/22	13:00:00	28.221					
221	21/07/22	14:00:00	28.270					
222	21/07/22	15:00:00	28.245					
223	21/07/22	16:00:00	27.727					
224	21/07/22	17:00:00	28.072					
225	21/07/22	18:00:00	28.593					
226	21/07/22	19:00:00	28.642					
227	21/07/22	20:00:00	28.642					
228	21/07/22	21:00:00	28.617					
229	21/07/22	22:00:00	28.568					
230	21/07/22	23:00:00	28.171					
231	22/07/22	00:00:00	28.245					
232	22/07/22	01:00:00	28.072					
233	22/07/22	02:00:00	27.628					
234	22/07/22	03:00:00	27.653					
235	22/07/22	04:00:00	27.554					
236	22/07/22	05:00:00	27.825					
237	22/07/22	06:00:00	27.875					
238	22/07/22	07:00:00	27.899					
239	22/07/22	08:00:00	27.899					
240	22/07/22	09:00:00	27.875					
241	22/07/22	10:00:00	27.974					
242	22/07/22	11:00:00	28.221					
243	22/07/22	12:00:00	28.122					
244	22/07/22	13:00:00	28.147					
245	22/07/22	14:00:00	28.543					
246	22/07/22	15:00:00	28.841					
247	22/07/22	16:00:00	28.766					
248	22/07/22	17:00:00	28.916					
249	22/07/22	18:00:00	28.891					
250	22/07/22	19:00:00	28.816					
251	22/07/22	20:00:00	28.766					
252	22/07/22	21:00:00	28.742					
253	22/07/22	22:00:00	28.742					
254	22/07/22	23:00:00	28.692					
255	23/07/22	00:00:00	28.692					
256	23/07/22	01:00:00	28.245					
257	23/07/22	02:00:00	28.369					
258	23/07/22	03:00:00	27.949					
259	23/07/22	04:00:00	27.579					
260	23/07/22	05:00:00	26.940					
261	23/07/22	06:00:00	26.598					
262	23/07/22	07:00:00	27.112					
263	23/07/22	08:00:00	27.924					
264	23/07/22	09:00:00	27.407					
265	23/07/22	10:00:00	27.899					
266	23/07/22	11:00:00	28.122					
267	23/07/22	12:00:00	28.147					
268	23/07/22	13:00:00	28.667					
269	23/07/22	14:00:00	28.023					
270	23/07/22	15:00:00	28.468					
271	23/07/22	16:00:00	28.270					
272	23/07/22	17:00:00	27.628					
273	23/07/22	18:00:00	28.369					
274	23/07/22	19:00:00	27.899					
275	23/07/22	20:00:00	28.171					
276	23/07/22	21:00:00	27.801					
277	23/07/22	22:00:00	27.604					
278	23/07/22	23:00:00	28.072					
279	24/07/22	00:00:00	27.727					
280	24/07/22	01:00:00	27.875					
281	24/07/22	02:00:00	27.727					
282	24/07/22	03:00:00	27.554					
283	24/07/22	04:00:00	27.949					
284	24/07/22	05:00:00	28.122					
285	24/07/22	06:00:00	28.147					
286	24/07/22	07:00:00	27.382					
287	24/07/22	08:00:00	26.231					
288	24/07/22	09:00:00	26.622					
289	24/07/22	10:00:00	27.776					
290	24/07/22	11:00:00	28.369					
291	24/07/22	12:00:00	27.456					
292	24/07/22	13:00:00	27.431					
293	24/07/22	14:00:00	27.456					
294	24/07/22	15:00:00	26.867					
295	24/07/22	16:00:00	28.692					
296	24/07/22	17:00:00	28.990					
297	24/07/22	18:00:00	28.916					
298	24/07/22	19:00:00	27.628					
299	24/07/22	20:00:00	27.112					
300	24/07/22	21:00:00	27.284					
301	24/07/22	22:00:00	27.604					
302	24/07/22	23:00:00	27.358					
303	25/07/22	00:00:00	27.998					
304	25/07/22	01:00:00	26.524					
305	25/07/22	02:00:00	26.109					
306	25/07/22	03:00:00	25.695					
307	25/07/22	04:00:00	26.378					
308	25/07/22	05:00:00	26.353					
309	25/07/22	06:00:00	27.038					
310	25/07/22	07:00:00	26.891					
311	25/07/22	08:00:00	26.622					
312	25/07/22	09:00:00	26.965					
313	25/07/22	10:00:00	27.505					
314	25/07/22	11:00:00	27.899					
315	25/07/22	12:00:00	27.998					
