"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20291509, SEN S/N: 20291509, LBL: Porros_15m_130722)"	"Acoplador separado (LGR S/N: 20291509, SEN S/N: 20291509)"	"Acoplador adjunto (LGR S/N: 20291509, SEN S/N: 20291509)"	"Host conectado (LGR S/N: 20291509, SEN S/N: 20291509)"	"Parado (LGR S/N: 20291509, SEN S/N: 20291509)"	"Final de archivo (LGR S/N: 20291509, SEN S/N: 20291509)"
1	13/07/22	16:00:00	32.587	Registrado				
2	13/07/22	17:00:00	26.061					
3	13/07/22	18:00:00	25.089					
4	13/07/22	19:00:00	25.113					
5	13/07/22	20:00:00	25.113					
6	13/07/22	21:00:00	25.137					
7	13/07/22	22:00:00	25.234					
8	13/07/22	23:00:00	25.065					
9	14/07/22	00:00:00	25.065					
10	14/07/22	01:00:00	24.677					
11	14/07/22	02:00:00	24.895					
12	14/07/22	03:00:00	25.137					
13	14/07/22	04:00:00	25.186					
14	14/07/22	05:00:00	25.162					
15	14/07/22	06:00:00	25.137					
16	14/07/22	07:00:00	25.210					
17	14/07/22	08:00:00	25.355					
18	14/07/22	09:00:00	25.404					
19	14/07/22	10:00:00	25.428					
20	14/07/22	11:00:00	25.453					
21	14/07/22	12:00:00	25.477					
22	14/07/22	13:00:00	24.484					
23	14/07/22	14:00:00	25.137					
24	14/07/22	15:00:00	25.113					
25	14/07/22	16:00:00	25.258					
26	14/07/22	17:00:00	25.453					
27	14/07/22	18:00:00	25.501					
28	14/07/22	19:00:00	25.477					
29	14/07/22	20:00:00	25.355					
30	14/07/22	21:00:00	25.186					
31	14/07/22	22:00:00	25.162					
32	14/07/22	23:00:00	25.428					
33	15/07/22	00:00:00	25.355					
34	15/07/22	01:00:00	24.436					
35	15/07/22	02:00:00	25.210					
36	15/07/22	03:00:00	25.234					
37	15/07/22	04:00:00	25.283					
38	15/07/22	05:00:00	25.525					
39	15/07/22	06:00:00	25.550					
40	15/07/22	07:00:00	25.574					
41	15/07/22	08:00:00	25.404					
42	15/07/22	09:00:00	25.404					
43	15/07/22	10:00:00	25.186					
44	15/07/22	11:00:00	25.477					
45	15/07/22	12:00:00	24.291					
46	15/07/22	13:00:00	25.283					
47	15/07/22	14:00:00	25.574					
48	15/07/22	15:00:00	25.428					
49	15/07/22	16:00:00	25.866					
50	15/07/22	17:00:00	25.963					
51	15/07/22	18:00:00	26.061					
52	15/07/22	19:00:00	26.158					
53	15/07/22	20:00:00	26.109					
54	15/07/22	21:00:00	26.158					
55	15/07/22	22:00:00	26.304					
56	15/07/22	23:00:00	26.304					
57	16/07/22	00:00:00	25.768					
58	16/07/22	01:00:00	25.963					
59	16/07/22	02:00:00	26.353					
60	16/07/22	03:00:00	26.207					
