"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 10933125, SEN S/N: 10933125, LBL: Porros_20m_130722)"	"Acoplador separado (LGR S/N: 10933125, SEN S/N: 10933125)"	"Acoplador adjunto (LGR S/N: 10933125, SEN S/N: 10933125)"	"Host conectado (LGR S/N: 10933125, SEN S/N: 10933125)"	"Parado (LGR S/N: 10933125, SEN S/N: 10933125)"	"Final de archivo (LGR S/N: 10933125, SEN S/N: 10933125)"
1	13/07/22	16:00:00	32.613	Registrado				
2	13/07/22	17:00:00	26.158					
3	13/07/22	18:00:00	23.064					
4	13/07/22	19:00:00	24.171					
5	13/07/22	20:00:00	25.113					
6	13/07/22	21:00:00	25.016					
7	13/07/22	22:00:00	25.065					
8	13/07/22	23:00:00	24.823					
9	14/07/22	00:00:00	24.171					
10	14/07/22	01:00:00	23.064					
11	14/07/22	02:00:00	24.677					
12	14/07/22	03:00:00	24.798					
13	14/07/22	04:00:00	24.798					
14	14/07/22	05:00:00	24.074					
15	14/07/22	06:00:00	24.992					
16	14/07/22	07:00:00	25.089					
17	14/07/22	08:00:00	25.186					
18	14/07/22	09:00:00	25.186					
19	14/07/22	10:00:00	25.016					
20	14/07/22	11:00:00	22.705					
21	14/07/22	12:00:00	23.256					
22	14/07/22	13:00:00	22.321					
23	14/07/22	14:00:00	22.776					
24	14/07/22	15:00:00	22.202					
25	14/07/22	16:00:00	21.676					
26	14/07/22	17:00:00	22.968					
27	14/07/22	18:00:00	25.089					
28	14/07/22	19:00:00	25.113					
29	14/07/22	20:00:00	25.065					
30	14/07/22	21:00:00	25.089					
31	14/07/22	22:00:00	24.823					
32	14/07/22	23:00:00	24.460					
33	15/07/22	00:00:00	22.729					
34	15/07/22	01:00:00	22.824					
35	15/07/22	02:00:00	22.226					
36	15/07/22	03:00:00	22.178					
37	15/07/22	04:00:00	21.676					
38	15/07/22	05:00:00	23.641					
39	15/07/22	06:00:00	24.436					
40	15/07/22	07:00:00	24.243					
41	15/07/22	08:00:00	22.154					
42	15/07/22	09:00:00	22.657					
43	15/07/22	10:00:00	22.130					
44	15/07/22	11:00:00	22.202					
45	15/07/22	12:00:00	21.700					
46	15/07/22	13:00:00	21.223					
47	15/07/22	14:00:00	20.627					
48	15/07/22	15:00:00	20.246					
49	15/07/22	16:00:00	22.513					
50	15/07/22	17:00:00	23.016					
51	15/07/22	18:00:00	25.866					
52	15/07/22	19:00:00	24.677					
53	15/07/22	20:00:00	24.315					
54	15/07/22	21:00:00	23.593					
55	15/07/22	22:00:00	23.545					
56	15/07/22	23:00:00	21.581					
57	16/07/22	00:00:00	22.441					
58	16/07/22	01:00:00	22.513					
59	16/07/22	02:00:00	22.106					
60	16/07/22	03:00:00	22.321					
61	16/07/22	04:00:00	20.913					
62	16/07/22	05:00:00	20.007					
63	16/07/22	06:00:00	19.912					
64	16/07/22	07:00:00	20.103					
65	16/07/22	08:00:00	19.817					
66	16/07/22	09:00:00	20.007					
67	16/07/22	10:00:00	19.912					
68	16/07/22	11:00:00	20.293					
69	16/07/22	12:00:00	21.175					
70	16/07/22	13:00:00	22.321					
71	16/07/22	14:00:00	22.250					
72	16/07/22	15:00:00	22.298					
73	16/07/22	16:00:00	22.489					
74	16/07/22	17:00:00	22.489					
75	16/07/22	18:00:00	22.561					
76	16/07/22	19:00:00	22.585					
77	16/07/22	20:00:00	22.441					
78	16/07/22	21:00:00	22.729					
79	16/07/22	22:00:00	22.321					
80	16/07/22	23:00:00	22.393					
81	17/07/22	00:00:00	22.130					
82	17/07/22	01:00:00	21.676					
83	17/07/22	02:00:00	21.557					
84	17/07/22	03:00:00	21.390					
85	17/07/22	04:00:00	20.817					
86	17/07/22	05:00:00	20.531					
87	17/07/22	06:00:00	20.603					
88	17/07/22	07:00:00	20.674					
89	17/07/22	08:00:00	22.106					
90	17/07/22	09:00:00	21.390					
91	17/07/22	10:00:00	19.984					
92	17/07/22	11:00:00	19.746					
93	17/07/22	12:00:00	19.912					
94	17/07/22	13:00:00	20.341					
95	17/07/22	14:00:00	20.722					
96	17/07/22	15:00:00	21.509					
97	17/07/22	16:00:00	21.533					
98	17/07/22	17:00:00	20.984					
99	17/07/22	18:00:00	21.056					
100	17/07/22	19:00:00	21.032					
101	17/07/22	20:00:00	20.650					
102	17/07/22	21:00:00	20.007					
103	17/07/22	22:00:00	19.960					
104	17/07/22	23:00:00	19.674					
105	18/07/22	00:00:00	21.008					
106	18/07/22	01:00:00	22.034					
107	18/07/22	02:00:00	21.485					
108	18/07/22	03:00:00	21.748					
109	18/07/22	04:00:00	21.461					
110	18/07/22	05:00:00	22.657					
111	18/07/22	06:00:00	20.531					
112	18/07/22	07:00:00	20.936					
113	18/07/22	08:00:00	20.841					
114	18/07/22	09:00:00	20.126					
115	18/07/22	10:00:00	19.865					
116	18/07/22	11:00:00	20.198					
117	18/07/22	12:00:00	20.531					
118	18/07/22	13:00:00	21.390					
119	18/07/22	14:00:00	21.581					
120	18/07/22	15:00:00	21.628					
121	18/07/22	16:00:00	21.724					
122	18/07/22	17:00:00	21.557					
123	18/07/22	18:00:00	20.817					
124	18/07/22	19:00:00	19.389					
125	18/07/22	20:00:00	19.103					
126	18/07/22	21:00:00	19.746					
127	18/07/22	22:00:00	19.912					
128	18/07/22	23:00:00	20.412					
129	19/07/22	00:00:00	20.674					
130	19/07/22	01:00:00	20.436					
131	19/07/22	02:00:00	20.555					
132	19/07/22	03:00:00	21.772					
133	19/07/22	04:00:00	22.824					
134	19/07/22	05:00:00	23.136					
135	19/07/22	06:00:00	20.722					
136	19/07/22	07:00:00	21.485					
137	19/07/22	08:00:00	21.175					
138	19/07/22	09:00:00	20.627					
139	19/07/22	10:00:00	19.722					
140	19/07/22	11:00:00	20.603					
141	19/07/22	12:00:00	24.895					
142	19/07/22	13:00:00	25.186					
143	19/07/22	14:00:00	21.819					
144	19/07/22	15:00:00	21.819					
