"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20954371, SEN S/N: 20954371, LBL: Aire_10m_120722)"	"Acoplador separado (LGR S/N: 20954371, SEN S/N: 20954371)"	"Acoplador adjunto (LGR S/N: 20954371, SEN S/N: 20954371)"	"Host conectado (LGR S/N: 20954371, SEN S/N: 20954371)"	"Parado (LGR S/N: 20954371, SEN S/N: 20954371)"	"Final de archivo (LGR S/N: 20954371, SEN S/N: 20954371)"
1	12/07/22	10:00:00	26.867	Registrado				
2	12/07/22	11:00:00	28.692					
3	12/07/22	12:00:00	26.036					
4	12/07/22	13:00:00	25.768					
5	12/07/22	14:00:00	26.329					
6	12/07/22	15:00:00	26.451					
7	12/07/22	16:00:00	26.549					
8	12/07/22	17:00:00	25.647					
9	12/07/22	18:00:00	26.598					
10	12/07/22	19:00:00	26.646					
11	12/07/22	20:00:00	26.549					
12	12/07/22	21:00:00	26.598					
13	12/07/22	22:00:00	25.866					
14	12/07/22	23:00:00	26.207					
15	13/07/22	00:00:00	26.524					
16	13/07/22	01:00:00	25.793					
17	13/07/22	02:00:00	25.793					
18	13/07/22	03:00:00	25.501					
19	13/07/22	04:00:00	25.841					
20	13/07/22	05:00:00	25.963					
21	13/07/22	06:00:00	24.629					
22	13/07/22	07:00:00	25.016					
23	13/07/22	08:00:00	24.847					
24	13/07/22	09:00:00	24.847					
25	13/07/22	10:00:00	25.428					
26	13/07/22	11:00:00	25.477					
27	13/07/22	12:00:00	25.841					
28	13/07/22	13:00:00	25.841					
29	13/07/22	14:00:00	25.914					
30	13/07/22	15:00:00	25.574					
31	13/07/22	16:00:00	25.939					
32	13/07/22	17:00:00	26.622					
33	13/07/22	18:00:00	25.963					
34	13/07/22	19:00:00	26.256					
35	13/07/22	20:00:00	26.475					
36	13/07/22	21:00:00	26.280					
37	13/07/22	22:00:00	26.158					
38	13/07/22	23:00:00	25.720					
39	14/07/22	00:00:00	25.331					
40	14/07/22	01:00:00	25.283					
41	14/07/22	02:00:00	25.841					
42	14/07/22	03:00:00	25.307					
43	14/07/22	04:00:00	25.186					
44	14/07/22	05:00:00	24.702					
45	14/07/22	06:00:00	24.677					
46	14/07/22	07:00:00	25.477					
47	14/07/22	08:00:00	24.847					
48	14/07/22	09:00:00	25.501					
49	14/07/22	10:00:00	25.186					
50	14/07/22	11:00:00	25.841					
51	14/07/22	12:00:00	26.109					
52	14/07/22	13:00:00	26.256					
53	14/07/22	14:00:00	26.475					
54	14/07/22	15:00:00	26.426					
55	14/07/22	16:00:00	26.402					
56	14/07/22	17:00:00	26.329					
57	14/07/22	18:00:00	26.182					
58	14/07/22	19:00:00	25.963					
59	14/07/22	20:00:00	25.768					
60	14/07/22	21:00:00	25.501					
61	14/07/22	22:00:00	25.380					
62	14/07/22	23:00:00	24.653					
63	15/07/22	00:00:00	25.089					
64	15/07/22	01:00:00	25.137					
65	15/07/22	02:00:00	25.162					
66	15/07/22	03:00:00	25.671					
67	15/07/22	04:00:00	25.720					
68	15/07/22	05:00:00	25.671					
69	15/07/22	06:00:00	25.550					
70	15/07/22	07:00:00	25.234					
71	15/07/22	08:00:00	25.162					
72	15/07/22	09:00:00	25.258					
73	15/07/22	10:00:00	25.283					
74	15/07/22	11:00:00	25.477					
75	15/07/22	12:00:00	26.134					
76	15/07/22	13:00:00	24.532					
77	15/07/22	14:00:00	26.085					
78	15/07/22	15:00:00	26.329					
79	15/07/22	16:00:00	26.353					
80	15/07/22	17:00:00	26.500					
81	15/07/22	18:00:00	26.280					
82	15/07/22	19:00:00	25.404					
83	15/07/22	20:00:00	24.919					
84	15/07/22	21:00:00	25.307					
85	15/07/22	22:00:00	25.380					
86	15/07/22	23:00:00	24.677					
87	16/07/22	00:00:00	25.331					
88	16/07/22	01:00:00	25.841					
89	16/07/22	02:00:00	26.378					
90	16/07/22	03:00:00	26.085					
91	16/07/22	04:00:00	26.451					
92	16/07/22	05:00:00	26.280					
93	16/07/22	06:00:00	26.036					
94	16/07/22	07:00:00	26.085					
95	16/07/22	08:00:00	26.158					
96	16/07/22	09:00:00	25.963					
97	16/07/22	10:00:00	25.963					
98	16/07/22	11:00:00	25.987					
99	16/07/22	12:00:00	25.866					
100	16/07/22	13:00:00	25.914					
101	16/07/22	14:00:00	25.939					
102	16/07/22	15:00:00	25.841					
103	16/07/22	16:00:00	25.939					
104	16/07/22	17:00:00	25.914					
105	16/07/22	18:00:00	26.256					
106	16/07/22	19:00:00	25.501					
107	16/07/22	20:00:00	25.380					
108	16/07/22	21:00:00	25.501					
109	16/07/22	22:00:00	25.695					
110	16/07/22	23:00:00	26.304					
111	17/07/22	00:00:00	25.598					
112	17/07/22	01:00:00	25.574					
113	17/07/22	02:00:00	27.456					
114	17/07/22	03:00:00	27.112					
115	17/07/22	04:00:00	25.890					
116	17/07/22	05:00:00	26.280					
117	17/07/22	06:00:00	25.695					
118	17/07/22	07:00:00	25.817					
119	17/07/22	08:00:00	25.841					
120	17/07/22	09:00:00	25.817					
121	17/07/22	10:00:00	26.134					
122	17/07/22	11:00:00	26.867					
123	17/07/22	12:00:00	26.793					
124	17/07/22	13:00:00	26.891					
125	17/07/22	14:00:00	26.549					
126	17/07/22	15:00:00	26.842					
127	17/07/22	16:00:00	26.769					
128	17/07/22	17:00:00	26.426					
129	17/07/22	18:00:00	26.207					
130	17/07/22	19:00:00	26.085					
131	17/07/22	20:00:00	25.671					
132	17/07/22	21:00:00	25.380					
133	17/07/22	22:00:00	25.914					
134	17/07/22	23:00:00	26.134					
135	18/07/22	00:00:00	26.426					
136	18/07/22	01:00:00	26.231					
137	18/07/22	02:00:00	26.378					
138	18/07/22	03:00:00	25.768					
139	18/07/22	04:00:00	26.573					
140	18/07/22	05:00:00	26.207					
141	18/07/22	06:00:00	25.671					
142	18/07/22	07:00:00	25.841					
143	18/07/22	08:00:00	26.109					
144	18/07/22	09:00:00	25.525					
145	18/07/22	10:00:00	25.428					
146	18/07/22	11:00:00	25.963					
147	18/07/22	12:00:00	26.378					
148	18/07/22	13:00:00	26.402					
149	18/07/22	14:00:00	26.818					
150	18/07/22	15:00:00	26.695					
151	18/07/22	16:00:00	26.793					
152	18/07/22	17:00:00	27.284					
153	18/07/22	18:00:00	27.530					
154	18/07/22	19:00:00	27.431					
155	18/07/22	20:00:00	27.505					
156	18/07/22	21:00:00	26.671					
157	18/07/22	22:00:00	25.939					
158	18/07/22	23:00:00	26.329					
159	19/07/22	00:00:00	26.720					
160	19/07/22	01:00:00	26.622					
161	19/07/22	02:00:00	26.549					
162	19/07/22	03:00:00	26.207					
163	19/07/22	04:00:00	26.061					
164	19/07/22	05:00:00	26.012					
