"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20954378, SEN S/N: 20954378, LBL: Aire_5m)"	"Acoplador separado (LGR S/N: 20954378, SEN S/N: 20954378)"	"Acoplador adjunto (LGR S/N: 20954378, SEN S/N: 20954378)"	"Host conectado (LGR S/N: 20954378, SEN S/N: 20954378)"	"Parado (LGR S/N: 20954378, SEN S/N: 20954378)"	"Final de archivo (LGR S/N: 20954378, SEN S/N: 20954378)"
216	26/05/22	09:00:00	20.007					
217	26/05/22	10:00:00	20.007					
218	26/05/22	11:00:00	20.007					
219	26/05/22	12:00:00	19.532					
220	26/05/22	13:00:00	19.984					
221	26/05/22	14:00:00	19.912					
222	26/05/22	15:00:00	19.770					
223	26/05/22	16:00:00	19.674					
224	26/05/22	17:00:00	19.674					
225	26/05/22	18:00:00	19.651					
226	26/05/22	19:00:00	19.627					
227	26/05/22	20:00:00	19.508					
228	26/05/22	21:00:00	19.579					
229	26/05/22	22:00:00	19.532					
230	26/05/22	23:00:00	19.460					
231	27/05/22	00:00:00	19.484					
232	27/05/22	01:00:00	19.460					
233	27/05/22	02:00:00	19.460					
234	27/05/22	03:00:00	19.484					
235	27/05/22	04:00:00	19.484					
236	27/05/22	05:00:00	19.484					
237	27/05/22	06:00:00	19.460					
238	27/05/22	07:00:00	19.318					
239	27/05/22	08:00:00	19.318					
240	27/05/22	09:00:00	19.294					
241	27/05/22	10:00:00	19.270					
242	27/05/22	11:00:00	19.032					
243	27/05/22	12:00:00	19.056					
244	27/05/22	13:00:00	19.199					
245	27/05/22	14:00:00	19.294					
246	27/05/22	15:00:00	19.151					
247	27/05/22	16:00:00	18.866					
248	27/05/22	17:00:00	19.032					
249	27/05/22	18:00:00	19.103					
250	27/05/22	19:00:00	19.032					
251	27/05/22	20:00:00	19.008					
252	27/05/22	21:00:00	18.985					
253	27/05/22	22:00:00	18.985					
254	27/05/22	23:00:00	18.985					
255	28/05/22	00:00:00	18.961					
256	28/05/22	01:00:00	18.937					
257	28/05/22	02:00:00	18.937					
258	28/05/22	03:00:00	18.937					
259	28/05/22	04:00:00	18.961					
260	28/05/22	05:00:00	18.985					
261	28/05/22	06:00:00	19.008					
262	28/05/22	07:00:00	18.961					
263	28/05/22	08:00:00	18.866					
264	28/05/22	09:00:00	18.913					
265	28/05/22	10:00:00	18.913					
266	28/05/22	11:00:00	18.866					
267	28/05/22	12:00:00	18.913					
268	28/05/22	13:00:00	18.961					
269	28/05/22	14:00:00	19.175					
270	28/05/22	15:00:00	19.365					
271	28/05/22	16:00:00	19.199					
272	28/05/22	17:00:00	19.199					
273	28/05/22	18:00:00	19.484					
274	28/05/22	19:00:00	19.413					
275	28/05/22	20:00:00	19.318					
276	28/05/22	21:00:00	19.103					
277	28/05/22	22:00:00	19.056					
278	28/05/22	23:00:00	19.056					
279	29/05/22	00:00:00	19.056					
280	29/05/22	01:00:00	19.080					
281	29/05/22	02:00:00	19.127					
282	29/05/22	03:00:00	19.056					
283	29/05/22	04:00:00	19.008					
284	29/05/22	05:00:00	18.889					
285	29/05/22	06:00:00	18.961					
286	29/05/22	07:00:00	19.008					
287	29/05/22	08:00:00	18.985					
288	29/05/22	09:00:00	19.032					
289	29/05/22	10:00:00	19.056					
290	29/05/22	11:00:00	19.103					
291	29/05/22	12:00:00	19.127					
292	29/05/22	13:00:00	19.222					
293	29/05/22	14:00:00	19.341					
294	29/05/22	15:00:00	19.460					
295	29/05/22	16:00:00	19.318					
296	29/05/22	17:00:00	19.222					
297	29/05/22	18:00:00	19.270					
298	29/05/22	19:00:00	19.199					
299	29/05/22	20:00:00	19.389					
300	29/05/22	21:00:00	19.294					
301	29/05/22	22:00:00	19.222					
302	29/05/22	23:00:00	19.175					
303	30/05/22	00:00:00	19.151					
304	30/05/22	01:00:00	19.103					
305	30/05/22	02:00:00	19.389					
306	30/05/22	03:00:00	19.175					
307	30/05/22	04:00:00	19.413					
308	30/05/22	05:00:00	19.175					
309	30/05/22	06:00:00	19.270					
310	30/05/22	07:00:00	19.199					
311	30/05/22	08:00:00	18.842					
312	30/05/22	09:00:00	18.985					
313	30/05/22	10:00:00	19.175					
314	30/05/22	11:00:00	19.389					
315	30/05/22	12:00:00	19.365					
316	30/05/22	13:00:00	19.603					
317	30/05/22	14:00:00	18.961					
318	30/05/22	15:00:00	18.675					
319	30/05/22	16:00:00	19.318					
320	30/05/22	17:00:00	19.056					
321	30/05/22	18:00:00	18.913					
322	30/05/22	19:00:00	18.771					
323	30/05/22	20:00:00	18.675					
324	30/05/22	21:00:00	18.818					
325	30/05/22	22:00:00	18.866					
326	30/05/22	23:00:00	19.199					
327	31/05/22	00:00:00	19.056					
328	31/05/22	01:00:00	18.937					
329	31/05/22	02:00:00	19.270					
330	31/05/22	03:00:00	19.365					
331	31/05/22	04:00:00	19.508					
332	31/05/22	05:00:00	18.580					
333	31/05/22	06:00:00	18.129					
334	31/05/22	07:00:00	17.867					
335	31/05/22	08:00:00	18.390					
336	31/05/22	09:00:00	18.985					
337	31/05/22	10:00:00	18.937					
338	31/05/22	11:00:00	18.675					
339	31/05/22	12:00:00	18.652					
340	31/05/22	13:00:00	19.436					
341	31/05/22	14:00:00	19.555					
342	31/05/22	15:00:00	19.341					
343	31/05/22	16:00:00	19.222					
344	31/05/22	17:00:00	19.103					
345	31/05/22	18:00:00	19.151					
346	31/05/22	19:00:00	19.389					
347	31/05/22	20:00:00	19.008					
348	31/05/22	21:00:00	20.484					
349	31/05/22	22:00:00	19.627					
350	31/05/22	23:00:00	19.841					
351	01/06/22	00:00:00	19.770					
352	01/06/22	01:00:00	19.960					
353	01/06/22	02:00:00	20.007					
354	01/06/22	03:00:00	19.413					
355	01/06/22	04:00:00	19.175					
356	01/06/22	05:00:00	19.722					
357	01/06/22	06:00:00	19.389					
358	01/06/22	07:00:00	19.341					
359	01/06/22	08:00:00	19.175					
360	01/06/22	09:00:00	19.270					
361	01/06/22	10:00:00	19.246					
362	01/06/22	11:00:00	19.841					
363	01/06/22	12:00:00	20.174					
364	01/06/22	13:00:00	20.269					
365	01/06/22	14:00:00	20.531					
366	01/06/22	15:00:00	20.484					
367	01/06/22	16:00:00	20.388					
368	01/06/22	17:00:00	20.317					
369	01/06/22	18:00:00	20.341					
370	01/06/22	19:00:00	18.818					
371	01/06/22	20:00:00	18.961					
372	01/06/22	21:00:00	18.675					
373	01/06/22	22:00:00	19.341					
374	01/06/22	23:00:00	19.841					
375	02/06/22	00:00:00	19.770					
376	02/06/22	01:00:00	19.960					
377	02/06/22	02:00:00	19.674					
378	02/06/22	03:00:00	19.270					
379	02/06/22	04:00:00	19.151					
380	02/06/22	05:00:00	19.032					
381	02/06/22	06:00:00	19.603					
382	02/06/22	07:00:00	19.460					
383	02/06/22	08:00:00	19.341					
384	02/06/22	09:00:00	19.508					
385	02/06/22	10:00:00	19.508					
386	02/06/22	11:00:00	19.627					
387	02/06/22	12:00:00	20.007					
388	02/06/22	13:00:00	19.627					
389	02/06/22	14:00:00	19.532					
390	02/06/22	15:00:00	19.532					
391	02/06/22	16:00:00	20.174					
392	02/06/22	17:00:00	20.055					
393	02/06/22	18:00:00	20.222					
394	02/06/22	19:00:00	20.007					
395	02/06/22	20:00:00	20.555					
396	02/06/22	21:00:00	19.793					
397	02/06/22	22:00:00	19.888					
398	02/06/22	23:00:00	19.651					
399	03/06/22	00:00:00	20.460					
400	03/06/22	01:00:00	20.031					
401	03/06/22	02:00:00	19.508					
402	03/06/22	03:00:00	19.175					
403	03/06/22	04:00:00	20.103					
404	03/06/22	05:00:00	20.103					
405	03/06/22	06:00:00	18.937					
406	03/06/22	07:00:00	18.889					
407	03/06/22	08:00:00	18.485					
408	03/06/22	09:00:00	18.557					
409	03/06/22	10:00:00	19.555					
410	03/06/22	11:00:00	19.888					
411	03/06/22	12:00:00	19.746					
412	03/06/22	13:00:00	19.817					
413	03/06/22	14:00:00	20.555					
414	03/06/22	15:00:00	20.674					
415	03/06/22	16:00:00	20.746					
416	03/06/22	17:00:00	20.698					
417	03/06/22	18:00:00	20.650					
418	03/06/22	19:00:00	20.531					
419	03/06/22	20:00:00	20.698					
420	03/06/22	21:00:00	20.698					
421	03/06/22	22:00:00	20.650					
422	03/06/22	23:00:00	20.627					
423	04/06/22	00:00:00	20.603					
424	04/06/22	01:00:00	20.579					
425	04/06/22	02:00:00	20.484					
426	04/06/22	03:00:00	19.960					
427	04/06/22	04:00:00	19.746					
428	04/06/22	05:00:00	19.912					
429	04/06/22	06:00:00	19.674					
430	04/06/22	07:00:00	19.484					
431	04/06/22	08:00:00	18.866					
432	04/06/22	09:00:00	19.127					
433	04/06/22	10:00:00	20.007					
434	04/06/22	11:00:00	20.079					
435	04/06/22	12:00:00	20.103					
436	04/06/22	13:00:00	20.579					
437	04/06/22	14:00:00	20.960					
438	04/06/22	15:00:00	21.127					
439	04/06/22	16:00:00	20.674					
440	04/06/22	17:00:00	21.581					
441	04/06/22	18:00:00	21.509					
442	04/06/22	19:00:00	21.270					
443	04/06/22	20:00:00	21.223					
444	04/06/22	21:00:00	21.103					
445	04/06/22	22:00:00	20.698					
446	04/06/22	23:00:00	20.555					
447	05/06/22	00:00:00	20.722					
448	05/06/22	01:00:00	20.627					
449	05/06/22	02:00:00	20.436					
450	05/06/22	03:00:00	20.198					
451	05/06/22	04:00:00	20.198					
452	05/06/22	05:00:00	19.936					
453	05/06/22	06:00:00	19.841					
454	05/06/22	07:00:00	19.674					
455	05/06/22	08:00:00	19.888					
456	05/06/22	09:00:00	19.080					
457	05/06/22	10:00:00	18.247					
458	05/06/22	11:00:00	19.436					
459	05/06/22	12:00:00	19.294					
460	05/06/22	13:00:00	19.341					
461	05/06/22	14:00:00	19.555					
462	05/06/22	15:00:00	19.532					
463	05/06/22	16:00:00	19.698					
464	05/06/22	17:00:00	20.246					
465	05/06/22	18:00:00	20.174					
466	05/06/22	19:00:00	20.031					
467	05/06/22	20:00:00	19.984					
468	05/06/22	21:00:00	20.103					
469	05/06/22	22:00:00	21.485					
470	05/06/22	23:00:00	21.652					
471	06/06/22	00:00:00	20.674					
472	06/06/22	01:00:00	20.103					
473	06/06/22	02:00:00	19.936					
474	06/06/22	03:00:00	19.912					
475	06/06/22	04:00:00	20.055					
476	06/06/22	05:00:00	20.412					
477	06/06/22	06:00:00	19.912					
478	06/06/22	07:00:00	20.079					
479	06/06/22	08:00:00	20.293					
480	06/06/22	09:00:00	20.150					
481	06/06/22	10:00:00	20.031					
482	06/06/22	11:00:00	20.103					
483	06/06/22	12:00:00	20.222					
484	06/06/22	13:00:00	20.317					
485	06/06/22	14:00:00	20.960					
486	06/06/22	15:00:00	21.032					
487	06/06/22	16:00:00	20.960					
488	06/06/22	17:00:00	21.199					
489	06/06/22	18:00:00	21.390					
490	06/06/22	19:00:00	21.724					
491	06/06/22	20:00:00	20.865					
492	06/06/22	21:00:00	20.722					
493	06/06/22	22:00:00	21.724					
494	06/06/22	23:00:00	21.676					
495	07/06/22	00:00:00	21.604					
496	07/06/22	01:00:00	19.651					
497	07/06/22	02:00:00	19.175					
498	07/06/22	03:00:00	20.055					
499	07/06/22	04:00:00	20.460					
500	07/06/22	05:00:00	20.913					
501	07/06/22	06:00:00	21.127					
502	07/06/22	07:00:00	20.555					
503	07/06/22	08:00:00	19.841					
504	07/06/22	09:00:00	20.436					
505	07/06/22	10:00:00	20.627					
506	07/06/22	11:00:00	20.674					
507	07/06/22	12:00:00	20.698					
508	07/06/22	13:00:00	21.294					
509	07/06/22	14:00:00	20.984					
510	07/06/22	15:00:00	20.484					
511	07/06/22	16:00:00	21.628					
512	07/06/22	17:00:00	21.843					
513	07/06/22	18:00:00	21.867					
514	07/06/22	19:00:00	21.795					
515	07/06/22	20:00:00	21.724					
516	07/06/22	21:00:00	22.537					
517	07/06/22	22:00:00	22.321					
518	07/06/22	23:00:00	22.202					
519	08/06/22	00:00:00	22.298					
520	08/06/22	01:00:00	22.154					
521	08/06/22	02:00:00	22.202					
522	08/06/22	03:00:00	21.939					
523	08/06/22	04:00:00	21.270					
524	08/06/22	05:00:00	22.034					
525	08/06/22	06:00:00	21.079					
526	08/06/22	07:00:00	20.889					
527	08/06/22	08:00:00	20.627					
528	08/06/22	09:00:00	22.034					
529	08/06/22	10:00:00	21.294					
530	08/06/22	11:00:00	22.058					
531	08/06/22	12:00:00	22.321					
532	08/06/22	13:00:00	21.748					
533	08/06/22	14:00:00	22.537					
534	08/06/22	15:00:00	21.939					
535	08/06/22	16:00:00	22.345					
536	08/06/22	17:00:00	22.202					
537	08/06/22	18:00:00	21.891					
538	08/06/22	19:00:00	21.676					
539	08/06/22	20:00:00	21.795					
540	08/06/22	21:00:00	21.748					
541	08/06/22	22:00:00	21.867					
542	08/06/22	23:00:00	21.628					
543	09/06/22	00:00:00	21.819					
544	09/06/22	01:00:00	21.748					
545	09/06/22	02:00:00	20.698					
546	09/06/22	03:00:00	19.817					
547	09/06/22	04:00:00	21.700					
548	09/06/22	05:00:00	21.246					
549	09/06/22	06:00:00	21.318					
550	09/06/22	07:00:00	20.865					
551	09/06/22	08:00:00	21.366					
552	09/06/22	09:00:00	21.079					
553	09/06/22	10:00:00	20.603					
554	09/06/22	11:00:00	19.841					
555	09/06/22	12:00:00	20.817					
556	09/06/22	13:00:00	21.008					
557	09/06/22	14:00:00	21.390					
558	09/06/22	15:00:00	20.627					
559	09/06/22	16:00:00	20.984					
560	09/06/22	17:00:00	21.008					
561	09/06/22	18:00:00	20.889					
562	09/06/22	19:00:00	20.960					
563	09/06/22	20:00:00	21.151					
564	09/06/22	21:00:00	21.461					
565	09/06/22	22:00:00	21.485					
566	09/06/22	23:00:00	21.437					
567	10/06/22	00:00:00	21.509					
568	10/06/22	01:00:00	21.557					
569	10/06/22	02:00:00	21.533					
570	10/06/22	03:00:00	21.461					
571	10/06/22	04:00:00	21.533					
572	10/06/22	05:00:00	21.485					
573	10/06/22	06:00:00	21.461					
574	10/06/22	07:00:00	20.960					
575	10/06/22	08:00:00	20.198					
576	10/06/22	09:00:00	20.936					
577	10/06/22	10:00:00	20.793					
578	10/06/22	11:00:00	20.960					
579	10/06/22	12:00:00	20.889					
580	10/06/22	13:00:00	20.984					
581	10/06/22	14:00:00	21.557					
582	10/06/22	15:00:00	21.652					
583	10/06/22	16:00:00	21.748					
584	10/06/22	17:00:00	21.819					
585	10/06/22	18:00:00	21.843					
586	10/06/22	19:00:00	21.843					
587	10/06/22	20:00:00	21.819					
588	10/06/22	21:00:00	21.604					
589	10/06/22	22:00:00	21.724					
590	10/06/22	23:00:00	21.700					
591	11/06/22	00:00:00	21.676					
592	11/06/22	01:00:00	21.652					
593	11/06/22	02:00:00	21.509					
594	11/06/22	03:00:00	21.103					
595	11/06/22	04:00:00	21.103					
596	11/06/22	05:00:00	21.008					
597	11/06/22	06:00:00	21.103					
598	11/06/22	07:00:00	21.103					
599	11/06/22	08:00:00	21.127					
600	11/06/22	09:00:00	21.199					
601	11/06/22	10:00:00	21.342					
602	11/06/22	11:00:00	21.246					
603	11/06/22	12:00:00	21.390					
604	11/06/22	13:00:00	21.485					
605	11/06/22	14:00:00	21.461					
606	11/06/22	15:00:00	21.509					
607	11/06/22	16:00:00	21.151					
608	11/06/22	17:00:00	21.294					
609	11/06/22	18:00:00	21.485					
610	11/06/22	19:00:00	21.437					
611	11/06/22	20:00:00	22.034					
612	11/06/22	21:00:00	21.867					
613	11/06/22	22:00:00	22.034					
614	11/06/22	23:00:00	21.724					
615	12/06/22	00:00:00	22.106					
616	12/06/22	01:00:00	22.082					
617	12/06/22	02:00:00	22.082					
618	12/06/22	03:00:00	22.034					
619	12/06/22	04:00:00	21.867					
620	12/06/22	05:00:00	21.700					
621	12/06/22	06:00:00	21.557					
622	12/06/22	07:00:00	21.461					
623	12/06/22	08:00:00	21.533					
624	12/06/22	09:00:00	21.843					
625	12/06/22	10:00:00	21.987					
626	12/06/22	11:00:00	21.939					
627	12/06/22	12:00:00	21.939					
628	12/06/22	13:00:00	22.011					
629	12/06/22	14:00:00	21.772					
630	12/06/22	15:00:00	22.345					
631	12/06/22	16:00:00	21.963					
632	12/06/22	17:00:00	22.202					
633	12/06/22	18:00:00	22.537					
634	12/06/22	19:00:00	22.465					
635	12/06/22	20:00:00	22.705					
636	12/06/22	21:00:00	22.729					
637	12/06/22	22:00:00	22.657					
638	12/06/22	23:00:00	22.513					
639	13/06/22	00:00:00	22.537					
640	13/06/22	01:00:00	21.987					
641	13/06/22	02:00:00	22.465					
642	13/06/22	03:00:00	22.417					
643	13/06/22	04:00:00	22.345					
644	13/06/22	05:00:00	21.939					
645	13/06/22	06:00:00	21.557					
646	13/06/22	07:00:00	22.011					
647	13/06/22	08:00:00	21.390					
648	13/06/22	09:00:00	21.485					
649	13/06/22	10:00:00	21.772					
650	13/06/22	11:00:00	22.250					
651	13/06/22	12:00:00	21.963					
652	13/06/22	13:00:00	21.772					
653	13/06/22	14:00:00	21.676					
654	13/06/22	15:00:00	22.609					
655	13/06/22	16:00:00	21.413					
656	13/06/22	17:00:00	21.223					
657	13/06/22	18:00:00	21.390					
658	13/06/22	19:00:00	21.700					
659	13/06/22	20:00:00	22.082					
660	13/06/22	21:00:00	22.250					
661	13/06/22	22:00:00	21.700					
662	13/06/22	23:00:00	22.321					
663	14/06/22	00:00:00	21.963					
664	14/06/22	01:00:00	21.342					
665	14/06/22	02:00:00	21.413					
666	14/06/22	03:00:00	20.722					
667	14/06/22	04:00:00	21.246					
668	14/06/22	05:00:00	21.533					
669	14/06/22	06:00:00	21.390					
670	14/06/22	07:00:00	21.724					
671	14/06/22	08:00:00	22.058					
672	14/06/22	09:00:00	22.753					
673	14/06/22	10:00:00	22.776					
674	14/06/22	11:00:00	22.968					
675	14/06/22	12:00:00	21.676					
676	14/06/22	13:00:00	23.016					
677	14/06/22	14:00:00	22.585					
678	14/06/22	15:00:00	22.226					
679	14/06/22	16:00:00	22.178					
680	14/06/22	17:00:00	21.795					
681	14/06/22	18:00:00	22.034					
682	14/06/22	19:00:00	21.867					
683	14/06/22	20:00:00	21.509					
684	14/06/22	21:00:00	22.992					
685	14/06/22	22:00:00	22.178					
686	14/06/22	23:00:00	22.513					
687	15/06/22	00:00:00	22.345					
688	15/06/22	01:00:00	22.585					
689	15/06/22	02:00:00	21.819					
690	15/06/22	03:00:00	22.465					
691	15/06/22	04:00:00	22.226					
692	15/06/22	05:00:00	23.088					
693	15/06/22	06:00:00	23.376					
694	15/06/22	07:00:00	20.889					
695	15/06/22	08:00:00	20.460					
696	15/06/22	09:00:00	21.939					
697	15/06/22	10:00:00	22.321					
698	15/06/22	11:00:00	22.345					
699	15/06/22	12:00:00	22.369					
700	15/06/22	13:00:00	22.585					
701	15/06/22	14:00:00	23.136					
702	15/06/22	15:00:00	22.154					
703	15/06/22	16:00:00	22.058					
704	15/06/22	17:00:00	21.604					
705	15/06/22	18:00:00	22.106					
706	15/06/22	19:00:00	21.223					
707	15/06/22	20:00:00	21.294					
708	15/06/22	21:00:00	22.345					
709	15/06/22	22:00:00	21.533					
710	15/06/22	23:00:00	22.082					
