"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20364090, SEN S/N: 20364090, LBL: Porros_10m_130722)"	"Acoplador separado (LGR S/N: 20364090, SEN S/N: 20364090)"	"Acoplador adjunto (LGR S/N: 20364090, SEN S/N: 20364090)"	"Host conectado (LGR S/N: 20364090, SEN S/N: 20364090)"	"Parado (LGR S/N: 20364090, SEN S/N: 20364090)"	"Final de archivo (LGR S/N: 20364090, SEN S/N: 20364090)"
1	13/07/22	16:00:00	32.639	Registrado				
2	13/07/22	17:00:00	26.207					
3	13/07/22	18:00:00	25.040					
4	13/07/22	19:00:00	25.113					
5	13/07/22	20:00:00	25.113					
6	13/07/22	21:00:00	25.598					
7	13/07/22	22:00:00	25.647					
8	13/07/22	23:00:00	25.477					
9	14/07/22	00:00:00	25.501					
10	14/07/22	01:00:00	25.428					
11	14/07/22	02:00:00	25.283					
12	14/07/22	03:00:00	25.501					
13	14/07/22	04:00:00	25.404					
14	14/07/22	05:00:00	25.258					
15	14/07/22	06:00:00	25.283					
16	14/07/22	07:00:00	25.355					
17	14/07/22	08:00:00	25.428					
18	14/07/22	09:00:00	25.453					
19	14/07/22	10:00:00	25.501					
20	14/07/22	11:00:00	25.477					
21	14/07/22	12:00:00	25.574					
22	14/07/22	13:00:00	25.550					
23	14/07/22	14:00:00	25.598					
24	14/07/22	15:00:00	25.574					
25	14/07/22	16:00:00	25.525					
26	14/07/22	17:00:00	25.477					
27	14/07/22	18:00:00	25.647					
28	14/07/22	19:00:00	25.647					
29	14/07/22	20:00:00	25.477					
30	14/07/22	21:00:00	25.477					
31	14/07/22	22:00:00	25.550					
32	14/07/22	23:00:00	25.671					
33	15/07/22	00:00:00	26.085					
34	15/07/22	01:00:00	26.304					
35	15/07/22	02:00:00	25.720					
36	15/07/22	03:00:00	25.720					
37	15/07/22	04:00:00	25.695					
38	15/07/22	05:00:00	25.647					
39	15/07/22	06:00:00	25.768					
40	15/07/22	07:00:00	25.817					
41	15/07/22	08:00:00	25.574					
