"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20291509, SEN S/N: 20291509, LBL: Porros 5m_22052019)"	"Acoplador separado (LGR S/N: 20291509, SEN S/N: 20291509)"	"Acoplador adjunto (LGR S/N: 20291509, SEN S/N: 20291509)"	"Host conectado (LGR S/N: 20291509, SEN S/N: 20291509)"	"Parado (LGR S/N: 20291509, SEN S/N: 20291509)"	"Final de archivo (LGR S/N: 20291509, SEN S/N: 20291509)"
148	07/07/20	15:00:00	23.737					
149	07/07/20	16:00:00	23.833					
150	07/07/20	17:00:00	23.930					
151	07/07/20	18:00:00	23.905					
152	07/07/20	19:00:00	24.074					
153	07/07/20	20:00:00	24.026					
154	07/07/20	21:00:00	23.905					
155	07/07/20	22:00:00	24.002					
156	07/07/20	23:00:00	24.002					
157	08/07/20	00:00:00	24.002					
158	08/07/20	01:00:00	24.026					
159	08/07/20	02:00:00	24.195					
160	08/07/20	03:00:00	24.219					
161	08/07/20	04:00:00	24.339					
162	08/07/20	05:00:00	24.315					
163	08/07/20	06:00:00	24.291					
164	08/07/20	07:00:00	24.267					
165	08/07/20	08:00:00	24.243					
166	08/07/20	09:00:00	24.122					
167	08/07/20	10:00:00	24.098					
168	08/07/20	11:00:00	24.026					
169	08/07/20	12:00:00	24.122					
170	08/07/20	13:00:00	24.146					
171	08/07/20	14:00:00	24.074					
172	08/07/20	15:00:00	24.195					
173	08/07/20	16:00:00	24.002					
174	08/07/20	17:00:00	24.267					
175	08/07/20	18:00:00	24.267					
176	08/07/20	19:00:00	24.267					
177	08/07/20	20:00:00	24.219					
178	08/07/20	21:00:00	24.508					
179	08/07/20	22:00:00	24.339					
180	08/07/20	23:00:00	24.219					
181	09/07/20	00:00:00	24.291					
182	09/07/20	01:00:00	24.315					
183	09/07/20	02:00:00	24.315					
184	09/07/20	03:00:00	24.267					
185	09/07/20	04:00:00	24.219					
186	09/07/20	05:00:00	24.195					
187	09/07/20	06:00:00	23.833					
188	09/07/20	07:00:00	23.857					
189	09/07/20	08:00:00	23.593					
190	09/07/20	09:00:00	23.713					
191	09/07/20	10:00:00	24.098					
192	09/07/20	11:00:00	24.026					
193	09/07/20	12:00:00	24.219					
194	09/07/20	13:00:00	24.460					
195	09/07/20	14:00:00	24.629					
196	09/07/20	15:00:00	24.677					
197	09/07/20	16:00:00	24.798					
198	09/07/20	17:00:00	24.750					
199	09/07/20	18:00:00	24.798					
200	09/07/20	19:00:00	24.653					
201	09/07/20	20:00:00	24.532					
202	09/07/20	21:00:00	24.412					
203	09/07/20	22:00:00	24.581					
204	09/07/20	23:00:00	24.605					
205	10/07/20	00:00:00	24.605					
206	10/07/20	01:00:00	24.605					
207	10/07/20	02:00:00	24.581					
208	10/07/20	03:00:00	24.581					
209	10/07/20	04:00:00	24.581					
210	10/07/20	05:00:00	24.557					
211	10/07/20	06:00:00	24.557					
212	10/07/20	07:00:00	24.484					
213	10/07/20	08:00:00	24.532					
214	10/07/20	09:00:00	24.508					
215	10/07/20	10:00:00	24.557					
216	10/07/20	11:00:00	24.581					
217	10/07/20	12:00:00	24.412					
218	10/07/20	13:00:00	24.315					
219	10/07/20	14:00:00	24.653					
220	10/07/20	15:00:00	24.702					
221	10/07/20	16:00:00	24.798					
222	10/07/20	17:00:00	24.750					
223	10/07/20	18:00:00	24.823					
224	10/07/20	19:00:00	24.653					
225	10/07/20	20:00:00	24.484					
226	10/07/20	21:00:00	24.363					
227	10/07/20	22:00:00	24.291					
228	10/07/20	23:00:00	24.195					
229	11/07/20	00:00:00	24.291					
230	11/07/20	01:00:00	24.315					
231	11/07/20	02:00:00	24.315					
232	11/07/20	03:00:00	24.363					
233	11/07/20	04:00:00	24.098					
234	11/07/20	05:00:00	24.146					
235	11/07/20	06:00:00	24.436					
236	11/07/20	07:00:00	23.833					
237	11/07/20	08:00:00	24.412					
238	11/07/20	09:00:00	24.388					
239	11/07/20	10:00:00	24.171					
240	11/07/20	11:00:00	24.146					
241	11/07/20	12:00:00	24.002					
242	11/07/20	13:00:00	24.146					
243	11/07/20	14:00:00	24.195					
244	11/07/20	15:00:00	24.146					
245	11/07/20	16:00:00	24.098					
246	11/07/20	17:00:00	23.954					
247	11/07/20	18:00:00	24.002					
248	11/07/20	19:00:00	24.171					
249	11/07/20	20:00:00	24.171					
250	11/07/20	21:00:00	24.219					
251	11/07/20	22:00:00	23.785					
252	11/07/20	23:00:00	24.363					
253	12/07/20	00:00:00	24.363					
254	12/07/20	01:00:00	24.339					
255	12/07/20	02:00:00	24.363					
256	12/07/20	03:00:00	24.363					
257	12/07/20	04:00:00	24.315					
258	12/07/20	05:00:00	24.243					
259	12/07/20	06:00:00	24.267					
260	12/07/20	07:00:00	24.195					
261	12/07/20	08:00:00	24.219					
262	12/07/20	09:00:00	24.219					
263	12/07/20	10:00:00	24.267					
264	12/07/20	11:00:00	24.098					
265	12/07/20	12:00:00	24.219					
266	12/07/20	13:00:00	24.146					
267	12/07/20	14:00:00	24.412					
268	12/07/20	15:00:00	24.532					
269	12/07/20	16:00:00	24.532					
270	12/07/20	17:00:00	24.557					
271	12/07/20	18:00:00	24.702					
272	12/07/20	19:00:00	24.726					
273	12/07/20	20:00:00	24.750					
274	12/07/20	21:00:00	24.629					
275	12/07/20	22:00:00	24.508					
276	12/07/20	23:00:00	24.436					
277	13/07/20	00:00:00	24.508					
278	13/07/20	01:00:00	24.629					
279	13/07/20	02:00:00	24.774					
280	13/07/20	03:00:00	24.774					
281	13/07/20	04:00:00	24.702					
282	13/07/20	05:00:00	24.653					
283	13/07/20	06:00:00	24.484					
284	13/07/20	07:00:00	24.532					
285	13/07/20	08:00:00	24.557					
286	13/07/20	09:00:00	24.484					
287	13/07/20	10:00:00	24.508					
288	13/07/20	11:00:00	24.629					
289	13/07/20	12:00:00	24.726					
290	13/07/20	13:00:00	24.823					
291	13/07/20	14:00:00	24.726					
292	13/07/20	15:00:00	24.798					
293	13/07/20	16:00:00	24.750					
294	13/07/20	17:00:00	24.702					
295	13/07/20	18:00:00	24.653					
296	13/07/20	19:00:00	24.605					
297	13/07/20	20:00:00	24.557					
298	13/07/20	21:00:00	24.508					
299	13/07/20	22:00:00	24.532					
300	13/07/20	23:00:00	24.581					
301	14/07/20	00:00:00	24.581					
302	14/07/20	01:00:00	24.267					
303	14/07/20	02:00:00	24.363					
304	14/07/20	03:00:00	24.460					
305	14/07/20	04:00:00	24.484					
306	14/07/20	05:00:00	24.484					
307	14/07/20	06:00:00	24.557					
308	14/07/20	07:00:00	24.557					
309	14/07/20	08:00:00	24.653					
310	14/07/20	09:00:00	24.653					
311	14/07/20	10:00:00	24.581					
312	14/07/20	11:00:00	24.726					
313	14/07/20	12:00:00	24.798					
314	14/07/20	13:00:00	24.774					
315	14/07/20	14:00:00	24.653					
316	14/07/20	15:00:00	24.629					
317	14/07/20	16:00:00	24.629					
318	14/07/20	17:00:00	24.677					
319	14/07/20	18:00:00	24.798					
320	14/07/20	19:00:00	24.774					
321	14/07/20	20:00:00	24.629					
322	14/07/20	21:00:00	24.581					
323	14/07/20	22:00:00	24.726					
324	14/07/20	23:00:00	24.774					
325	15/07/20	00:00:00	24.774					
326	15/07/20	01:00:00	24.774					
327	15/07/20	02:00:00	24.774					
328	15/07/20	03:00:00	24.750					
329	15/07/20	04:00:00	24.726					
330	15/07/20	05:00:00	24.774					
331	15/07/20	06:00:00	24.774					
332	15/07/20	07:00:00	24.774					
333	15/07/20	08:00:00	24.774					
334	15/07/20	09:00:00	24.823					
335	15/07/20	10:00:00	24.919					
336	15/07/20	11:00:00	25.065					
337	15/07/20	12:00:00	25.040					
338	15/07/20	13:00:00	25.040					
339	15/07/20	14:00:00	24.944					
340	15/07/20	15:00:00	24.847					
341	15/07/20	16:00:00	24.605					
342	15/07/20	17:00:00	24.726					
343	15/07/20	18:00:00	24.702					
344	15/07/20	19:00:00	24.726					
345	15/07/20	20:00:00	24.702					
346	15/07/20	21:00:00	24.653					
347	15/07/20	22:00:00	24.702					
348	15/07/20	23:00:00	24.750					
349	16/07/20	00:00:00	24.847					
350	16/07/20	01:00:00	24.871					
351	16/07/20	02:00:00	24.847					
352	16/07/20	03:00:00	24.847					
353	16/07/20	04:00:00	24.823					
354	16/07/20	05:00:00	24.726					
355	16/07/20	06:00:00	24.774					
356	16/07/20	07:00:00	24.750					
357	16/07/20	08:00:00	24.629					
358	16/07/20	09:00:00	24.581					
359	16/07/20	10:00:00	24.532					
360	16/07/20	11:00:00	24.605					
361	16/07/20	12:00:00	24.726					
362	16/07/20	13:00:00	24.726					
363	16/07/20	14:00:00	24.726					
364	16/07/20	15:00:00	24.726					
365	16/07/20	16:00:00	24.750					
366	16/07/20	17:00:00	24.798					
367	16/07/20	18:00:00	24.871					
368	16/07/20	19:00:00	24.895					
369	16/07/20	20:00:00	24.871					
370	16/07/20	21:00:00	24.871					
371	16/07/20	22:00:00	24.895					
372	16/07/20	23:00:00	24.871					
373	17/07/20	00:00:00	24.847					
374	17/07/20	01:00:00	24.847					
375	17/07/20	02:00:00	24.847					
376	17/07/20	03:00:00	24.871					
377	17/07/20	04:00:00	24.847					
378	17/07/20	05:00:00	24.823					
379	17/07/20	06:00:00	24.823					
380	17/07/20	07:00:00	24.774					
381	17/07/20	08:00:00	24.750					
382	17/07/20	09:00:00	24.750					
383	17/07/20	10:00:00	24.774					
384	17/07/20	11:00:00	24.774					
385	17/07/20	12:00:00	24.774					
386	17/07/20	13:00:00	24.677					
387	17/07/20	14:00:00	24.702					
388	17/07/20	15:00:00	24.508					
389	17/07/20	16:00:00	24.653					
390	17/07/20	17:00:00	24.702					
391	17/07/20	18:00:00	24.726					
392	17/07/20	19:00:00	24.750					
393	17/07/20	20:00:00	24.750					
394	17/07/20	21:00:00	24.750					
395	17/07/20	22:00:00	24.750					
396	17/07/20	23:00:00	24.750					
397	18/07/20	00:00:00	24.750					
398	18/07/20	01:00:00	24.726					
399	18/07/20	02:00:00	24.702					
400	18/07/20	03:00:00	24.702					
401	18/07/20	04:00:00	24.726					
402	18/07/20	05:00:00	24.726					
403	18/07/20	06:00:00	24.774					
404	18/07/20	07:00:00	24.798					
405	18/07/20	08:00:00	24.798					
406	18/07/20	09:00:00	24.798					
407	18/07/20	10:00:00	24.798					
408	18/07/20	11:00:00	24.823					
409	18/07/20	12:00:00	24.871					
410	18/07/20	13:00:00	24.871					
411	18/07/20	14:00:00	24.798					
412	18/07/20	15:00:00	24.823					
413	18/07/20	16:00:00	24.871					
414	18/07/20	17:00:00	24.871					
415	18/07/20	18:00:00	24.847					
416	18/07/20	19:00:00	24.847					
417	18/07/20	20:00:00	24.823					
418	18/07/20	21:00:00	24.798					
419	18/07/20	22:00:00	24.774					
420	18/07/20	23:00:00	24.750					
421	19/07/20	00:00:00	24.774					
422	19/07/20	01:00:00	24.726					
423	19/07/20	02:00:00	24.774					
424	19/07/20	03:00:00	24.871					
425	19/07/20	04:00:00	24.895					
426	19/07/20	05:00:00	24.919					
427	19/07/20	06:00:00	24.919					
428	19/07/20	07:00:00	24.871					
429	19/07/20	08:00:00	24.847					
430	19/07/20	09:00:00	24.895					
431	19/07/20	10:00:00	24.847					
432	19/07/20	11:00:00	24.919					
433	19/07/20	12:00:00	24.992					
434	19/07/20	13:00:00	24.944					
435	19/07/20	14:00:00	25.040					
436	19/07/20	15:00:00	25.089					
437	19/07/20	16:00:00	25.040					
438	19/07/20	17:00:00	25.040					
439	19/07/20	18:00:00	24.968					
440	19/07/20	19:00:00	24.992					
441	19/07/20	20:00:00	24.919					
442	19/07/20	21:00:00	24.919					
443	19/07/20	22:00:00	24.968					
444	19/07/20	23:00:00	25.065					
445	20/07/20	00:00:00	25.258					
446	20/07/20	01:00:00	25.501					
447	20/07/20	02:00:00	25.428					
448	20/07/20	03:00:00	25.501					
449	20/07/20	04:00:00	25.550					
450	20/07/20	05:00:00	25.453					
451	20/07/20	06:00:00	25.453					
452	20/07/20	07:00:00	25.258					
453	20/07/20	08:00:00	25.137					
454	20/07/20	09:00:00	25.162					
455	20/07/20	10:00:00	25.355					
456	20/07/20	11:00:00	25.428					
457	20/07/20	12:00:00	25.428					
458	20/07/20	13:00:00	25.671					
459	20/07/20	14:00:00	25.914					
460	20/07/20	15:00:00	25.744					
461	20/07/20	16:00:00	25.647					
462	20/07/20	17:00:00	25.647					
463	20/07/20	18:00:00	25.574					
464	20/07/20	19:00:00	25.574					
465	20/07/20	20:00:00	25.550					
466	20/07/20	21:00:00	25.525					
467	20/07/20	22:00:00	25.525					
468	20/07/20	23:00:00	25.525					
469	21/07/20	00:00:00	25.525					
470	21/07/20	01:00:00	25.671					
471	21/07/20	02:00:00	25.720					
472	21/07/20	03:00:00	25.720					
473	21/07/20	04:00:00	25.550					
474	21/07/20	05:00:00	25.550					
475	21/07/20	06:00:00	25.550					
476	21/07/20	07:00:00	25.550					
477	21/07/20	08:00:00	25.574					
478	21/07/20	09:00:00	25.647					
479	21/07/20	10:00:00	25.695					
480	21/07/20	11:00:00	25.793					
481	21/07/20	12:00:00	25.744					
482	21/07/20	13:00:00	25.841					
483	21/07/20	14:00:00	26.061					
484	21/07/20	15:00:00	26.158					
485	21/07/20	16:00:00	26.158					
486	21/07/20	17:00:00	26.109					
487	21/07/20	18:00:00	26.012					
488	21/07/20	19:00:00	25.866					
489	21/07/20	20:00:00	25.720					
490	21/07/20	21:00:00	25.720					
491	21/07/20	22:00:00	25.720					
492	21/07/20	23:00:00	25.720					
493	22/07/20	00:00:00	25.695					
494	22/07/20	01:00:00	25.671					
495	22/07/20	02:00:00	25.647					
496	22/07/20	03:00:00	25.647					
497	22/07/20	04:00:00	25.647					
498	22/07/20	05:00:00	25.598					
499	22/07/20	06:00:00	25.598					
500	22/07/20	07:00:00	25.623					
501	22/07/20	08:00:00	25.623					
502	22/07/20	09:00:00	25.647					
503	22/07/20	10:00:00	25.647					
504	22/07/20	11:00:00	25.647					
505	22/07/20	12:00:00	25.671					
506	22/07/20	13:00:00	25.671					
507	22/07/20	14:00:00	25.793					
508	22/07/20	15:00:00	25.866					
509	22/07/20	16:00:00	25.963					
510	22/07/20	17:00:00	25.914					
511	22/07/20	18:00:00	25.793					
512	22/07/20	19:00:00	25.720					
513	22/07/20	20:00:00	25.768					
514	22/07/20	21:00:00	25.744					
515	22/07/20	22:00:00	25.720					
516	22/07/20	23:00:00	25.671					
517	23/07/20	00:00:00	25.647					
518	23/07/20	01:00:00	25.623					
519	23/07/20	02:00:00	25.598					
520	23/07/20	03:00:00	25.574					
521	23/07/20	04:00:00	25.623					
522	23/07/20	05:00:00	25.671					
523	23/07/20	06:00:00	25.647					
524	23/07/20	07:00:00	25.623					
525	23/07/20	08:00:00	25.623					
526	23/07/20	09:00:00	25.647					
527	23/07/20	10:00:00	25.671					
528	23/07/20	11:00:00	25.695					
529	23/07/20	12:00:00	25.793					
530	23/07/20	13:00:00	25.841					
531	23/07/20	14:00:00	26.036					
532	23/07/20	15:00:00	26.109					
533	23/07/20	16:00:00	26.012					
534	23/07/20	17:00:00	25.890					
535	23/07/20	18:00:00	25.768					
536	23/07/20	19:00:00	25.720					
537	23/07/20	20:00:00	25.720					
538	23/07/20	21:00:00	25.695					
539	23/07/20	22:00:00	25.671					
540	23/07/20	23:00:00	25.695					
541	24/07/20	00:00:00	25.695					
542	24/07/20	01:00:00	25.695					
543	24/07/20	02:00:00	25.695					
544	24/07/20	03:00:00	25.647					
545	24/07/20	04:00:00	25.671					
546	24/07/20	05:00:00	25.647					
547	24/07/20	06:00:00	25.671					
548	24/07/20	07:00:00	25.671					
549	24/07/20	08:00:00	25.671					
550	24/07/20	09:00:00	25.671					
551	24/07/20	10:00:00	25.744					
552	24/07/20	11:00:00	25.793					
553	24/07/20	12:00:00	25.890					
554	24/07/20	13:00:00	25.939					
555	24/07/20	14:00:00	26.061					
556	24/07/20	15:00:00	26.182					
557	24/07/20	16:00:00	26.182					
558	24/07/20	17:00:00	26.061					
559	24/07/20	18:00:00	25.939					
560	24/07/20	19:00:00	25.866					
561	24/07/20	20:00:00	25.793					
562	24/07/20	21:00:00	25.720					
563	24/07/20	22:00:00	25.817					
564	24/07/20	23:00:00	25.793					
565	25/07/20	00:00:00	25.768					
566	25/07/20	01:00:00	25.720					
567	25/07/20	02:00:00	25.768					
568	25/07/20	03:00:00	25.768					
569	25/07/20	04:00:00	25.720					
570	25/07/20	05:00:00	25.695					
571	25/07/20	06:00:00	25.744					
572	25/07/20	07:00:00	25.744					
573	25/07/20	08:00:00	25.720					
574	25/07/20	09:00:00	25.793					
575	25/07/20	10:00:00	25.720					
576	25/07/20	11:00:00	25.768					
577	25/07/20	12:00:00	25.914					
578	25/07/20	13:00:00	26.036					
579	25/07/20	14:00:00	26.061					
580	25/07/20	15:00:00	26.134					
581	25/07/20	16:00:00	26.085					
582	25/07/20	17:00:00	26.012					
583	25/07/20	18:00:00	25.939					
584	25/07/20	19:00:00	25.914					
585	25/07/20	20:00:00	26.085					
586	25/07/20	21:00:00	25.987					
587	25/07/20	22:00:00	26.085					
588	25/07/20	23:00:00	26.134					
589	26/07/20	00:00:00	26.085					
590	26/07/20	01:00:00	26.061					
591	26/07/20	02:00:00	25.987					
592	26/07/20	03:00:00	25.963					
593	26/07/20	04:00:00	25.963					
594	26/07/20	05:00:00	25.987					
595	26/07/20	06:00:00	26.061					
596	26/07/20	07:00:00	26.061					
597	26/07/20	08:00:00	25.890					
598	26/07/20	09:00:00	25.939					
599	26/07/20	10:00:00	25.963					
600	26/07/20	11:00:00	26.012					
601	26/07/20	12:00:00	26.182					
602	26/07/20	13:00:00	26.329					
603	26/07/20	14:00:00	26.402					
604	26/07/20	15:00:00	26.549					
605	26/07/20	16:00:00	26.451					
606	26/07/20	17:00:00	26.353					
607	26/07/20	18:00:00	26.256					
608	26/07/20	19:00:00	26.158					
609	26/07/20	20:00:00	26.085					
610	26/07/20	21:00:00	26.036					
611	26/07/20	22:00:00	26.036					
612	26/07/20	23:00:00	26.134					
613	27/07/20	00:00:00	26.085					
614	27/07/20	01:00:00	26.036					
615	27/07/20	02:00:00	25.987					
616	27/07/20	03:00:00	25.963					
617	27/07/20	04:00:00	25.939					
618	27/07/20	05:00:00	25.914					
619	27/07/20	06:00:00	25.914					
620	27/07/20	07:00:00	25.914					
621	27/07/20	08:00:00	25.914					
622	27/07/20	09:00:00	25.939					
623	27/07/20	10:00:00	25.914					
624	27/07/20	11:00:00	25.987					
625	27/07/20	12:00:00	26.036					
626	27/07/20	13:00:00	26.036					
627	27/07/20	14:00:00	26.085					
628	27/07/20	15:00:00	26.158					
629	27/07/20	16:00:00	26.182					
630	27/07/20	17:00:00	26.207					
631	27/07/20	18:00:00	26.182					
632	27/07/20	19:00:00	26.158					
633	27/07/20	20:00:00	26.109					
634	27/07/20	21:00:00	26.012					
635	27/07/20	22:00:00	25.987					
636	27/07/20	23:00:00	25.890					
637	28/07/20	00:00:00	25.963					
638	28/07/20	01:00:00	26.012					
639	28/07/20	02:00:00	25.768					
640	28/07/20	03:00:00	25.963					
641	28/07/20	04:00:00	25.987					
642	28/07/20	05:00:00	26.012					
643	28/07/20	06:00:00	26.061					
644	28/07/20	07:00:00	26.061					
645	28/07/20	08:00:00	26.085					
646	28/07/20	09:00:00	26.280					
647	28/07/20	10:00:00	26.378					
648	28/07/20	11:00:00	26.378					
649	28/07/20	12:00:00	26.573					
650	28/07/20	13:00:00	26.329					
651	28/07/20	14:00:00	26.426					
652	28/07/20	15:00:00	26.573					
653	28/07/20	16:00:00	26.500					
654	28/07/20	17:00:00	26.353					
655	28/07/20	18:00:00	26.134					
656	28/07/20	19:00:00	26.134					
657	28/07/20	20:00:00	26.256					
658	28/07/20	21:00:00	26.256					
659	28/07/20	22:00:00	26.256					
660	28/07/20	23:00:00	26.231					
661	29/07/20	00:00:00	26.231					
662	29/07/20	01:00:00	26.353					
663	29/07/20	02:00:00	26.329					
664	29/07/20	03:00:00	26.304					
665	29/07/20	04:00:00	26.304					
666	29/07/20	05:00:00	26.280					
667	29/07/20	06:00:00	26.158					
668	29/07/20	07:00:00	26.182					
669	29/07/20	08:00:00	26.207					
670	29/07/20	09:00:00	26.207					
671	29/07/20	10:00:00	26.231					
672	29/07/20	11:00:00	26.256					
673	29/07/20	12:00:00	26.256					
674	29/07/20	13:00:00	26.280					
675	29/07/20	14:00:00	26.304					
676	29/07/20	15:00:00	26.329					
677	29/07/20	16:00:00	26.304					
678	29/07/20	17:00:00	26.280					
679	29/07/20	18:00:00	26.304					
680	29/07/20	19:00:00	26.280					
681	29/07/20	20:00:00	26.256					
682	29/07/20	21:00:00	26.182					
683	29/07/20	22:00:00	26.207					
684	29/07/20	23:00:00	26.182					
685	30/07/20	00:00:00	26.182					
686	30/07/20	01:00:00	26.182					
687	30/07/20	02:00:00	26.182					
688	30/07/20	03:00:00	26.158					
689	30/07/20	04:00:00	26.158					
690	30/07/20	05:00:00	26.158					
691	30/07/20	06:00:00	26.158					
692	30/07/20	07:00:00	26.134					
693	30/07/20	08:00:00	26.109					
694	30/07/20	09:00:00	26.085					
695	30/07/20	10:00:00	26.109					
696	30/07/20	11:00:00	26.134					
697	30/07/20	12:00:00	26.061					
698	30/07/20	13:00:00	26.134					
699	30/07/20	14:00:00	26.304					
700	30/07/20	15:00:00	26.353					
701	30/07/20	16:00:00	26.426					
702	30/07/20	17:00:00	26.353					
703	30/07/20	18:00:00	26.353					
704	30/07/20	19:00:00	26.280					
705	30/07/20	20:00:00	26.231					
706	30/07/20	21:00:00	26.231					
707	30/07/20	22:00:00	26.207					
708	30/07/20	23:00:00	26.207					
709	31/07/20	00:00:00	26.182					
710	31/07/20	01:00:00	26.158					
