"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21202609, SEN S/N: 21202609, LBL: Aire_20m)"	"Acoplador separado (LGR S/N: 21202609, SEN S/N: 21202609)"	"Acoplador adjunto (LGR S/N: 21202609, SEN S/N: 21202609)"	"Host conectado (LGR S/N: 21202609, SEN S/N: 21202609)"	"Parado (LGR S/N: 21202609, SEN S/N: 21202609)"	"Final de archivo (LGR S/N: 21202609, SEN S/N: 21202609)"
97	21/05/22	10:00:00	16.677					
98	21/05/22	11:00:00	16.582					
99	21/05/22	12:00:00	16.558					
100	21/05/22	13:00:00	16.487					
101	21/05/22	14:00:00	16.415					
102	21/05/22	15:00:00	17.034					
103	21/05/22	16:00:00	17.486					
104	21/05/22	17:00:00	17.653					
105	21/05/22	18:00:00	17.701					
106	21/05/22	19:00:00	17.011					
107	21/05/22	20:00:00	16.915					
108	21/05/22	21:00:00	17.106					
109	21/05/22	22:00:00	17.130					
110	21/05/22	23:00:00	16.773					
111	22/05/22	00:00:00	16.820					
112	22/05/22	01:00:00	16.463					
113	22/05/22	02:00:00	16.415					
114	22/05/22	03:00:00	17.058					
115	22/05/22	04:00:00	16.582					
116	22/05/22	05:00:00	16.463					
117	22/05/22	06:00:00	16.368					
118	22/05/22	07:00:00	16.892					
119	22/05/22	08:00:00	16.915					
120	22/05/22	09:00:00	16.868					
121	22/05/22	10:00:00	16.773					
122	22/05/22	11:00:00	16.868					
123	22/05/22	12:00:00	16.749					
124	22/05/22	13:00:00	16.820					
125	22/05/22	14:00:00	16.987					
126	22/05/22	15:00:00	16.987					
127	22/05/22	16:00:00	17.034					
128	22/05/22	17:00:00	16.582					
129	22/05/22	18:00:00	17.201					
130	22/05/22	19:00:00	16.654					
131	22/05/22	20:00:00	16.606					
132	22/05/22	21:00:00	16.296					
133	22/05/22	22:00:00	16.320					
134	22/05/22	23:00:00	17.249					
135	23/05/22	00:00:00	16.773					
136	23/05/22	01:00:00	16.392					
137	23/05/22	02:00:00	16.511					
138	23/05/22	03:00:00	16.415					
139	23/05/22	04:00:00	16.701					
140	23/05/22	05:00:00	16.915					
141	23/05/22	06:00:00	17.034					
142	23/05/22	07:00:00	17.082					
143	23/05/22	08:00:00	17.034					
144	23/05/22	09:00:00	16.987					
145	23/05/22	10:00:00	17.153					
146	23/05/22	11:00:00	16.939					
147	23/05/22	12:00:00	16.868					
148	23/05/22	13:00:00	16.796					
149	23/05/22	14:00:00	16.249					
150	23/05/22	15:00:00	16.201					
151	23/05/22	16:00:00	16.773					
152	23/05/22	17:00:00	16.844					
153	23/05/22	18:00:00	16.892					
154	23/05/22	19:00:00	16.820					
155	23/05/22	20:00:00	18.057					
156	23/05/22	21:00:00	18.010					
157	23/05/22	22:00:00	16.677					
158	23/05/22	23:00:00	17.249					
159	24/05/22	00:00:00	16.820					
160	24/05/22	01:00:00	16.677					
161	24/05/22	02:00:00	17.653					
162	24/05/22	03:00:00	17.296					
163	24/05/22	04:00:00	18.557					
164	24/05/22	05:00:00	18.557					
165	24/05/22	06:00:00	18.842					
166	24/05/22	07:00:00	19.651					
167	24/05/22	08:00:00	17.153					
168	24/05/22	09:00:00	17.796					
169	24/05/22	10:00:00	19.389					
170	24/05/22	11:00:00	18.889					
171	24/05/22	12:00:00	18.723					
172	24/05/22	13:00:00	18.675					
173	24/05/22	14:00:00	19.127					
174	24/05/22	15:00:00	19.246					
175	24/05/22	16:00:00	19.532					
176	24/05/22	17:00:00	19.984					
177	24/05/22	18:00:00	19.698					
178	24/05/22	19:00:00	18.485					
179	24/05/22	20:00:00	18.343					
180	24/05/22	21:00:00	18.319					
181	24/05/22	22:00:00	18.485					
182	24/05/22	23:00:00	18.557					
183	25/05/22	00:00:00	18.390					
184	25/05/22	01:00:00	18.580					
185	25/05/22	02:00:00	17.915					
186	25/05/22	03:00:00	20.269					
187	25/05/22	04:00:00	20.103					
188	25/05/22	05:00:00	19.770					
189	25/05/22	06:00:00	19.651					
190	25/05/22	07:00:00	19.555					
191	25/05/22	08:00:00	19.175					
192	25/05/22	09:00:00	18.842					
193	25/05/22	10:00:00	18.366					
194	25/05/22	11:00:00	18.675					
195	25/05/22	12:00:00	18.319					
196	25/05/22	13:00:00	18.652					
197	25/05/22	14:00:00	19.603					
198	25/05/22	15:00:00	19.175					
199	25/05/22	16:00:00	19.175					
200	25/05/22	17:00:00	19.365					
201	25/05/22	18:00:00	19.698					
202	25/05/22	19:00:00	19.936					
203	25/05/22	20:00:00	20.150					
204	25/05/22	21:00:00	20.293					
205	25/05/22	22:00:00	20.341					
206	25/05/22	23:00:00	20.365					
207	26/05/22	00:00:00	20.198					
208	26/05/22	01:00:00	20.198					
209	26/05/22	02:00:00	19.865					
210	26/05/22	03:00:00	19.627					
211	26/05/22	04:00:00	19.722					
212	26/05/22	05:00:00	19.627					
213	26/05/22	06:00:00	19.746					
214	26/05/22	07:00:00	19.960					
215	26/05/22	08:00:00	19.984					
216	26/05/22	09:00:00	19.912					
217	26/05/22	10:00:00	19.960					
218	26/05/22	11:00:00	19.912					
219	26/05/22	12:00:00	18.961					
220	26/05/22	13:00:00	19.460					
221	26/05/22	14:00:00	19.103					
222	26/05/22	15:00:00	19.508					
223	26/05/22	16:00:00	19.508					
224	26/05/22	17:00:00	19.627					
225	26/05/22	18:00:00	19.460					
226	26/05/22	19:00:00	19.413					
227	26/05/22	20:00:00	19.413					
228	26/05/22	21:00:00	19.365					
229	26/05/22	22:00:00	19.199					
230	26/05/22	23:00:00	19.175					
231	27/05/22	00:00:00	19.294					
232	27/05/22	01:00:00	19.413					
233	27/05/22	02:00:00	19.460					
234	27/05/22	03:00:00	19.484					
235	27/05/22	04:00:00	19.460					
236	27/05/22	05:00:00	19.413					
237	27/05/22	06:00:00	17.582					
238	27/05/22	07:00:00	16.820					
239	27/05/22	08:00:00	18.057					
240	27/05/22	09:00:00	19.008					
241	27/05/22	10:00:00	18.961					
242	27/05/22	11:00:00	18.842					
243	27/05/22	12:00:00	18.961					
244	27/05/22	13:00:00	18.771					
245	27/05/22	14:00:00	18.842					
246	27/05/22	15:00:00	18.747					
247	27/05/22	16:00:00	18.533					
248	27/05/22	17:00:00	18.461					
249	27/05/22	18:00:00	18.485					
250	27/05/22	19:00:00	18.580					
251	27/05/22	20:00:00	18.818					
252	27/05/22	21:00:00	18.866					
253	27/05/22	22:00:00	18.985					
254	27/05/22	23:00:00	18.961					
255	28/05/22	00:00:00	18.913					
256	28/05/22	01:00:00	18.866					
257	28/05/22	02:00:00	18.889					
258	28/05/22	03:00:00	18.913					
259	28/05/22	04:00:00	18.937					
260	28/05/22	05:00:00	18.985					
261	28/05/22	06:00:00	18.985					
262	28/05/22	07:00:00	18.961					
263	28/05/22	08:00:00	18.485					
264	28/05/22	09:00:00	18.533					
265	28/05/22	10:00:00	18.533					
266	28/05/22	11:00:00	18.485					
267	28/05/22	12:00:00	18.771					
268	28/05/22	13:00:00	18.866					
269	28/05/22	14:00:00	18.937					
270	28/05/22	15:00:00	19.008					
271	28/05/22	16:00:00	19.008					
272	28/05/22	17:00:00	19.080					
273	28/05/22	18:00:00	19.341					
274	28/05/22	19:00:00	19.389					
275	28/05/22	20:00:00	19.318					
276	28/05/22	21:00:00	19.151					
277	28/05/22	22:00:00	18.652					
278	28/05/22	23:00:00	18.604					
279	29/05/22	00:00:00	18.818					
280	29/05/22	01:00:00	18.628					
281	29/05/22	02:00:00	18.771					
282	29/05/22	03:00:00	18.985					
283	29/05/22	04:00:00	18.818					
284	29/05/22	05:00:00	18.818					
285	29/05/22	06:00:00	18.818					
286	29/05/22	07:00:00	18.509					
287	29/05/22	08:00:00	18.889					
288	29/05/22	09:00:00	19.008					
289	29/05/22	10:00:00	18.343					
290	29/05/22	11:00:00	18.818					
291	29/05/22	12:00:00	18.319					
292	29/05/22	13:00:00	18.747					
293	29/05/22	14:00:00	18.794					
294	29/05/22	15:00:00	18.913					
295	29/05/22	16:00:00	19.032					
296	29/05/22	17:00:00	17.772					
297	29/05/22	18:00:00	16.749					
298	29/05/22	19:00:00	16.392					
299	29/05/22	20:00:00	16.201					
300	29/05/22	21:00:00	16.701					
301	29/05/22	22:00:00	18.889					
302	29/05/22	23:00:00	18.842					
303	30/05/22	00:00:00	17.653					
304	30/05/22	01:00:00	18.081					
305	30/05/22	02:00:00	18.366					
306	30/05/22	03:00:00	18.200					
307	30/05/22	04:00:00	18.818					
308	30/05/22	05:00:00	18.913					
309	30/05/22	06:00:00	18.010					
310	30/05/22	07:00:00	17.772					
311	30/05/22	08:00:00	17.534					
312	30/05/22	09:00:00	17.201					
313	30/05/22	10:00:00	18.319					
314	30/05/22	11:00:00	18.057					
315	30/05/22	12:00:00	18.295					
316	30/05/22	13:00:00	18.390					
317	30/05/22	14:00:00	18.105					
318	30/05/22	15:00:00	17.629					
319	30/05/22	16:00:00	17.605					
320	30/05/22	17:00:00	17.986					
321	30/05/22	18:00:00	17.938					
322	30/05/22	19:00:00	17.843					
323	30/05/22	20:00:00	17.629					
324	30/05/22	21:00:00	17.439					
325	30/05/22	22:00:00	18.771					
326	30/05/22	23:00:00	19.080					
327	31/05/22	00:00:00	18.509					
328	31/05/22	01:00:00	18.771					
329	31/05/22	02:00:00	19.032					
330	31/05/22	03:00:00	19.413					
331	31/05/22	04:00:00	18.794					
332	31/05/22	05:00:00	18.271					
333	31/05/22	06:00:00	17.296					
334	31/05/22	07:00:00	17.130					
335	31/05/22	08:00:00	18.152					
336	31/05/22	09:00:00	18.247					
337	31/05/22	10:00:00	18.057					
338	31/05/22	11:00:00	18.414					
339	31/05/22	12:00:00	18.509					
340	31/05/22	13:00:00	18.557					
341	31/05/22	14:00:00	18.580					
342	31/05/22	15:00:00	18.818					
343	31/05/22	16:00:00	18.652					
344	31/05/22	17:00:00	18.652					
345	31/05/22	18:00:00	18.438					
346	31/05/22	19:00:00	18.438					
347	31/05/22	20:00:00	18.438					
348	31/05/22	21:00:00	18.414					
349	31/05/22	22:00:00	18.461					
350	31/05/22	23:00:00	18.580					
351	01/06/22	00:00:00	18.723					
352	01/06/22	01:00:00	18.652					
353	01/06/22	02:00:00	18.818					
354	01/06/22	03:00:00	18.699					
355	01/06/22	04:00:00	18.081					
356	01/06/22	05:00:00	18.129					
357	01/06/22	06:00:00	17.986					
358	01/06/22	07:00:00	18.224					
359	01/06/22	08:00:00	17.938					
360	01/06/22	09:00:00	17.819					
361	01/06/22	10:00:00	17.796					
362	01/06/22	11:00:00	18.580					
363	01/06/22	12:00:00	18.247					
364	01/06/22	13:00:00	18.010					
365	01/06/22	14:00:00	17.986					
366	01/06/22	15:00:00	18.438					
367	01/06/22	16:00:00	18.081					
368	01/06/22	17:00:00	18.129					
369	01/06/22	18:00:00	18.200					
370	01/06/22	19:00:00	18.604					
371	01/06/22	20:00:00	18.723					
372	01/06/22	21:00:00	18.057					
373	01/06/22	22:00:00	17.486					
374	01/06/22	23:00:00	17.272					
375	02/06/22	00:00:00	18.129					
376	02/06/22	01:00:00	18.414					
377	02/06/22	02:00:00	18.343					
378	02/06/22	03:00:00	18.343					
379	02/06/22	04:00:00	17.843					
380	02/06/22	05:00:00	18.152					
381	02/06/22	06:00:00	18.224					
382	02/06/22	07:00:00	18.033					
383	02/06/22	08:00:00	18.081					
384	02/06/22	09:00:00	17.986					
385	02/06/22	10:00:00	18.152					
386	02/06/22	11:00:00	18.176					
387	02/06/22	12:00:00	18.438					
388	02/06/22	13:00:00	18.485					
389	02/06/22	14:00:00	19.056					
390	02/06/22	15:00:00	18.747					
391	02/06/22	16:00:00	18.723					
392	02/06/22	17:00:00	19.056					
393	02/06/22	18:00:00	19.151					
394	02/06/22	19:00:00	18.580					
395	02/06/22	20:00:00	18.224					
396	02/06/22	21:00:00	18.985					
397	02/06/22	22:00:00	18.913					
398	02/06/22	23:00:00	18.961					
399	03/06/22	00:00:00	18.866					
400	03/06/22	01:00:00	18.889					
401	03/06/22	02:00:00	18.723					
402	03/06/22	03:00:00	18.652					
403	03/06/22	04:00:00	18.675					
404	03/06/22	05:00:00	18.794					
405	03/06/22	06:00:00	18.343					
406	03/06/22	07:00:00	18.247					
407	03/06/22	08:00:00	18.343					
408	03/06/22	09:00:00	18.247					
409	03/06/22	10:00:00	18.319					
410	03/06/22	11:00:00	18.604					
411	03/06/22	12:00:00	18.794					
412	03/06/22	13:00:00	18.723					
413	03/06/22	14:00:00	18.675					
414	03/06/22	15:00:00	20.246					
415	03/06/22	16:00:00	20.627					
416	03/06/22	17:00:00	20.603					
417	03/06/22	18:00:00	19.579					
418	03/06/22	19:00:00	18.889					
419	03/06/22	20:00:00	18.723					
420	03/06/22	21:00:00	18.557					
421	03/06/22	22:00:00	18.247					
422	03/06/22	23:00:00	18.224					
423	04/06/22	00:00:00	18.129					
424	04/06/22	01:00:00	18.818					
425	04/06/22	02:00:00	18.081					
426	04/06/22	03:00:00	19.008					
427	04/06/22	04:00:00	19.175					
428	04/06/22	05:00:00	18.723					
429	04/06/22	06:00:00	18.461					
430	04/06/22	07:00:00	18.247					
431	04/06/22	08:00:00	18.152					
432	04/06/22	09:00:00	18.271					
433	04/06/22	10:00:00	18.129					
434	04/06/22	11:00:00	18.247					
435	04/06/22	12:00:00	18.366					
436	04/06/22	13:00:00	18.438					
437	04/06/22	14:00:00	18.438					
438	04/06/22	15:00:00	19.365					
439	04/06/22	16:00:00	18.985					
440	04/06/22	17:00:00	19.484					
441	04/06/22	18:00:00	19.222					
442	04/06/22	19:00:00	18.794					
443	04/06/22	20:00:00	18.604					
444	04/06/22	21:00:00	18.105					
445	04/06/22	22:00:00	18.033					
446	04/06/22	23:00:00	17.986					
447	05/06/22	00:00:00	17.986					
448	05/06/22	01:00:00	17.962					
449	05/06/22	02:00:00	18.200					
450	05/06/22	03:00:00	17.772					
451	05/06/22	04:00:00	18.033					
452	05/06/22	05:00:00	17.225					
453	05/06/22	06:00:00	17.962					
454	05/06/22	07:00:00	18.057					
455	05/06/22	08:00:00	18.081					
456	05/06/22	09:00:00	18.057					
457	05/06/22	10:00:00	17.891					
458	05/06/22	11:00:00	17.819					
459	05/06/22	12:00:00	17.296					
460	05/06/22	13:00:00	17.582					
461	05/06/22	14:00:00	17.819					
462	05/06/22	15:00:00	18.200					
463	05/06/22	16:00:00	16.725					
464	05/06/22	17:00:00	19.912					
465	05/06/22	18:00:00	18.913					
466	05/06/22	19:00:00	19.817					
467	05/06/22	20:00:00	18.343					
468	05/06/22	21:00:00	18.485					
469	05/06/22	22:00:00	18.343					
470	05/06/22	23:00:00	17.677					
471	06/06/22	00:00:00	18.247					
472	06/06/22	01:00:00	18.176					
473	06/06/22	02:00:00	18.129					
474	06/06/22	03:00:00	18.200					
475	06/06/22	04:00:00	18.295					
476	06/06/22	05:00:00	19.056					
477	06/06/22	06:00:00	18.200					
478	06/06/22	07:00:00	18.438					
479	06/06/22	08:00:00	18.461					
480	06/06/22	09:00:00	18.509					
481	06/06/22	10:00:00	18.699					
482	06/06/22	11:00:00	18.699					
483	06/06/22	12:00:00	18.533					
484	06/06/22	13:00:00	18.628					
485	06/06/22	14:00:00	18.604					
486	06/06/22	15:00:00	18.675					
487	06/06/22	16:00:00	19.841					
488	06/06/22	17:00:00	19.746					
489	06/06/22	18:00:00	19.222					
490	06/06/22	19:00:00	19.936					
491	06/06/22	20:00:00	18.414					
492	06/06/22	21:00:00	18.271					
493	06/06/22	22:00:00	18.271					
494	06/06/22	23:00:00	18.152					
495	07/06/22	00:00:00	19.222					
496	07/06/22	01:00:00	18.985					
497	07/06/22	02:00:00	18.604					
498	07/06/22	03:00:00	18.557					
499	07/06/22	04:00:00	18.889					
500	07/06/22	05:00:00	18.794					
501	07/06/22	06:00:00	18.675					
502	07/06/22	07:00:00	19.341					
503	07/06/22	08:00:00	18.414					
504	07/06/22	09:00:00	19.579					
505	07/06/22	10:00:00	19.508					
506	07/06/22	11:00:00	19.175					
507	07/06/22	12:00:00	18.604					
508	07/06/22	13:00:00	20.507					
509	07/06/22	14:00:00	19.603					
510	07/06/22	15:00:00	18.652					
511	07/06/22	16:00:00	20.674					
512	07/06/22	17:00:00	18.675					
513	07/06/22	18:00:00	18.985					
514	07/06/22	19:00:00	19.008					
515	07/06/22	20:00:00	18.604					
516	07/06/22	21:00:00	18.295					
517	07/06/22	22:00:00	18.295					
518	07/06/22	23:00:00	17.582					
519	08/06/22	00:00:00	18.343					
520	08/06/22	01:00:00	18.580					
521	08/06/22	02:00:00	19.294					
522	08/06/22	03:00:00	18.794					
523	08/06/22	04:00:00	19.960					
524	08/06/22	05:00:00	20.436					
525	08/06/22	06:00:00	20.365					
526	08/06/22	07:00:00	20.246					
527	08/06/22	08:00:00	18.985					
528	08/06/22	09:00:00	19.056					
529	08/06/22	10:00:00	19.127					
530	08/06/22	11:00:00	18.889					
531	08/06/22	12:00:00	18.414					
532	08/06/22	13:00:00	18.057					
533	08/06/22	14:00:00	18.224					
534	08/06/22	15:00:00	17.701					
535	08/06/22	16:00:00	18.176					
536	08/06/22	17:00:00	19.246					
537	08/06/22	18:00:00	19.341					
538	08/06/22	19:00:00	19.175					
539	08/06/22	20:00:00	18.533					
540	08/06/22	21:00:00	18.675					
541	08/06/22	22:00:00	18.699					
542	08/06/22	23:00:00	19.460					
543	09/06/22	00:00:00	19.532					
544	09/06/22	01:00:00	19.888					
545	09/06/22	02:00:00	19.603					
546	09/06/22	03:00:00	18.604					
547	09/06/22	04:00:00	18.247					
548	09/06/22	05:00:00	19.555					
549	09/06/22	06:00:00	20.388					
550	09/06/22	07:00:00	20.198					
551	09/06/22	08:00:00	19.651					
552	09/06/22	09:00:00	19.080					
553	09/06/22	10:00:00	19.341					
554	09/06/22	11:00:00	18.794					
555	09/06/22	12:00:00	20.293					
556	09/06/22	13:00:00	18.319					
557	09/06/22	14:00:00	17.724					
558	09/06/22	15:00:00	18.105					
559	09/06/22	16:00:00	19.603					
560	09/06/22	17:00:00	19.770					
561	09/06/22	18:00:00	19.484					
562	09/06/22	19:00:00	20.388					
563	09/06/22	20:00:00	20.603					
564	09/06/22	21:00:00	20.913					
565	09/06/22	22:00:00	21.199					
566	09/06/22	23:00:00	21.366					
567	10/06/22	00:00:00	21.485					
568	10/06/22	01:00:00	20.579					
569	10/06/22	02:00:00	20.460					
570	10/06/22	03:00:00	20.650					
571	10/06/22	04:00:00	21.199					
572	10/06/22	05:00:00	21.390					
573	10/06/22	06:00:00	20.793					
574	10/06/22	07:00:00	20.770					
575	10/06/22	08:00:00	19.865					
576	10/06/22	09:00:00	19.532					
577	10/06/22	10:00:00	19.627					
578	10/06/22	11:00:00	20.746					
579	10/06/22	12:00:00	20.627					
580	10/06/22	13:00:00	20.698					
581	10/06/22	14:00:00	20.865					
582	10/06/22	15:00:00	20.936					
583	10/06/22	16:00:00	21.056					
584	10/06/22	17:00:00	21.437					
585	10/06/22	18:00:00	21.628					
586	10/06/22	19:00:00	21.628					
587	10/06/22	20:00:00	21.652					
588	10/06/22	21:00:00	21.270					
589	10/06/22	22:00:00	21.604					
590	10/06/22	23:00:00	21.700					
591	11/06/22	00:00:00	21.700					
592	11/06/22	01:00:00	21.604					
593	11/06/22	02:00:00	20.650					
594	11/06/22	03:00:00	15.986					
595	11/06/22	04:00:00	15.557					
596	11/06/22	05:00:00	20.650					
597	11/06/22	06:00:00	20.889					
598	11/06/22	07:00:00	20.484					
599	11/06/22	08:00:00	20.865					
600	11/06/22	09:00:00	19.912					
601	11/06/22	10:00:00	20.746					
602	11/06/22	11:00:00	20.269					
603	11/06/22	12:00:00	19.888					
604	11/06/22	13:00:00	20.055					
605	11/06/22	14:00:00	19.960					
606	11/06/22	15:00:00	20.055					
607	11/06/22	16:00:00	18.461					
608	11/06/22	17:00:00	17.106					
609	11/06/22	18:00:00	16.630					
610	11/06/22	19:00:00	20.770					
611	11/06/22	20:00:00	20.698					
612	11/06/22	21:00:00	21.724					
613	11/06/22	22:00:00	21.509					
614	11/06/22	23:00:00	21.366					
615	12/06/22	00:00:00	21.008					
616	12/06/22	01:00:00	20.865					
617	12/06/22	02:00:00	20.984					
618	12/06/22	03:00:00	21.032					
619	12/06/22	04:00:00	20.103					
620	12/06/22	05:00:00	17.891					
621	12/06/22	06:00:00	18.295					
622	12/06/22	07:00:00	18.818					
623	12/06/22	08:00:00	21.199					
624	12/06/22	09:00:00	21.628					
625	12/06/22	10:00:00	21.557					
626	12/06/22	11:00:00	18.438					
627	12/06/22	12:00:00	18.937					
628	12/06/22	13:00:00	19.246					
629	12/06/22	14:00:00	19.056					
630	12/06/22	15:00:00	19.460					
631	12/06/22	16:00:00	17.225					
632	12/06/22	17:00:00	17.605					
633	12/06/22	18:00:00	18.937					
634	12/06/22	19:00:00	21.461					
635	12/06/22	20:00:00	21.342					
636	12/06/22	21:00:00	21.008					
637	12/06/22	22:00:00	21.008					
638	12/06/22	23:00:00	20.674					
639	13/06/22	00:00:00	21.103					
640	13/06/22	01:00:00	20.031					
641	13/06/22	02:00:00	21.294					
642	13/06/22	03:00:00	21.413					
643	13/06/22	04:00:00	21.604					
644	13/06/22	05:00:00	19.436					
645	13/06/22	06:00:00	19.341					
646	13/06/22	07:00:00	19.579					
647	13/06/22	08:00:00	18.580					
648	13/06/22	09:00:00	19.698					
649	13/06/22	10:00:00	21.461					
650	13/06/22	11:00:00	21.700					
651	13/06/22	12:00:00	21.652					
652	13/06/22	13:00:00	21.103					
653	13/06/22	14:00:00	20.269					
654	13/06/22	15:00:00	20.984					
655	13/06/22	16:00:00	19.413					
656	13/06/22	17:00:00	18.580					
657	13/06/22	18:00:00	18.533					
658	13/06/22	19:00:00	20.198					
659	13/06/22	20:00:00	20.793					
660	13/06/22	21:00:00	20.793					
661	13/06/22	22:00:00	20.388					
662	13/06/22	23:00:00	20.412					
663	14/06/22	00:00:00	20.365					
664	14/06/22	01:00:00	20.222					
665	14/06/22	02:00:00	20.174					
666	14/06/22	03:00:00	19.579					
667	14/06/22	04:00:00	19.056					
668	14/06/22	05:00:00	19.579					
669	14/06/22	06:00:00	19.960					
670	14/06/22	07:00:00	19.436					
671	14/06/22	08:00:00	20.007					
672	14/06/22	09:00:00	21.581					
673	14/06/22	10:00:00	20.198					
674	14/06/22	11:00:00	20.579					
675	14/06/22	12:00:00	20.484					
676	14/06/22	13:00:00	19.865					
677	14/06/22	14:00:00	20.198					
678	14/06/22	15:00:00	19.722					
679	14/06/22	16:00:00	20.531					
680	14/06/22	17:00:00	20.198					
681	14/06/22	18:00:00	19.199					
682	14/06/22	19:00:00	18.771					
683	14/06/22	20:00:00	18.818					
684	14/06/22	21:00:00	20.150					
685	14/06/22	22:00:00	20.603					
686	14/06/22	23:00:00	21.390					
687	15/06/22	00:00:00	22.202					
688	15/06/22	01:00:00	21.246					
689	15/06/22	02:00:00	21.366					
690	15/06/22	03:00:00	20.984					
691	15/06/22	04:00:00	20.436					
692	15/06/22	05:00:00	20.055					
693	15/06/22	06:00:00	19.460					
694	15/06/22	07:00:00	17.748					
695	15/06/22	08:00:00	16.725					
696	15/06/22	09:00:00	16.701					
697	15/06/22	10:00:00	19.555					
698	15/06/22	11:00:00	20.103					
699	15/06/22	12:00:00	20.984					
700	15/06/22	13:00:00	20.817					
701	15/06/22	14:00:00	20.150					
702	15/06/22	15:00:00	19.484					
703	15/06/22	16:00:00	20.603					
704	15/06/22	17:00:00	20.388					
705	15/06/22	18:00:00	20.103					
706	15/06/22	19:00:00	18.485					
707	15/06/22	20:00:00	17.486					
708	15/06/22	21:00:00	17.796					
709	15/06/22	22:00:00	19.151					
710	15/06/22	23:00:00	19.436					
