"N.º"	"Fecha"	"Tiempo, GMT+01:00"	"Temp, °C (LGR S/N: 10566621, SEN S/N: 10566621, LBL: Porros_30m_05022021)"	"Acoplador separado (LGR S/N: 10566621, SEN S/N: 10566621)"	"Acoplador adjunto (LGR S/N: 10566621, SEN S/N: 10566621)"	"Host conectado (LGR S/N: 10566621, SEN S/N: 10566621)"	"Parado (LGR S/N: 10566621, SEN S/N: 10566621)"	"Final de archivo (LGR S/N: 10566621, SEN S/N: 10566621)"
1	05/02/21	12:00:00	18.271	Registrado				
2	05/02/21	13:00:00	14.314					
3	05/02/21	14:00:00	14.242					
4	05/02/21	15:00:00	14.361					
5	05/02/21	16:00:00	14.409					
6	05/02/21	17:00:00	14.409					
7	05/02/21	18:00:00	14.337					
8	05/02/21	19:00:00	14.337					
9	05/02/21	20:00:00	14.290					
10	05/02/21	21:00:00	14.194					
11	05/02/21	22:00:00	14.194					
12	05/02/21	23:00:00	14.218					
13	06/02/21	00:00:00	14.242					
14	06/02/21	01:00:00	14.218					
15	06/02/21	02:00:00	14.218					
16	06/02/21	03:00:00	14.218					
17	06/02/21	04:00:00	14.194					
18	06/02/21	05:00:00	14.314					
19	06/02/21	06:00:00	14.337					
20	06/02/21	07:00:00	14.314					
21	06/02/21	08:00:00	14.314					
22	06/02/21	09:00:00	14.290					
23	06/02/21	10:00:00	14.290					
24	06/02/21	11:00:00	14.290					
25	06/02/21	12:00:00	14.290					
26	06/02/21	13:00:00	14.314					
27	06/02/21	14:00:00	14.314					
28	06/02/21	15:00:00	14.290					
29	06/02/21	16:00:00	14.266					
30	06/02/21	17:00:00	14.290					
31	06/02/21	18:00:00	14.290					
32	06/02/21	19:00:00	14.314					
33	06/02/21	20:00:00	14.314					
34	06/02/21	21:00:00	14.314					
35	06/02/21	22:00:00	14.290					
36	06/02/21	23:00:00	14.290					
37	07/02/21	00:00:00	14.290					
38	07/02/21	01:00:00	14.290					
39	07/02/21	02:00:00	14.290					
40	07/02/21	03:00:00	14.290					
41	07/02/21	04:00:00	14.290					
42	07/02/21	05:00:00	14.290					
43	07/02/21	06:00:00	14.314					
44	07/02/21	07:00:00	14.290					
45	07/02/21	08:00:00	14.290					
46	07/02/21	09:00:00	14.290					
47	07/02/21	10:00:00	14.314					
48	07/02/21	11:00:00	14.314					
49	07/02/21	12:00:00	14.290					
50	07/02/21	13:00:00	14.314					
51	07/02/21	14:00:00	14.290					
52	07/02/21	15:00:00	14.290					
53	07/02/21	16:00:00	14.290					
54	07/02/21	17:00:00	14.290					
55	07/02/21	18:00:00	14.290					
56	07/02/21	19:00:00	14.290					
57	07/02/21	20:00:00	14.290					
58	07/02/21	21:00:00	14.290					
59	07/02/21	22:00:00	14.266					
60	07/02/21	23:00:00	14.242					
61	08/02/21	00:00:00	14.242					
62	08/02/21	01:00:00	14.242					
63	08/02/21	02:00:00	14.242					
64	08/02/21	03:00:00	14.218					
65	08/02/21	04:00:00	14.242					
66	08/02/21	05:00:00	14.218					
67	08/02/21	06:00:00	14.218					
68	08/02/21	07:00:00	14.218					
69	08/02/21	08:00:00	14.218					
70	08/02/21	09:00:00	14.194					
71	08/02/21	10:00:00	14.218					
72	08/02/21	11:00:00	14.218					
73	08/02/21	12:00:00	14.218					
74	08/02/21	13:00:00	14.218					
75	08/02/21	14:00:00	14.218					
76	08/02/21	15:00:00	14.218					
77	08/02/21	16:00:00	14.218					
78	08/02/21	17:00:00	14.218					
79	08/02/21	18:00:00	14.218					
80	08/02/21	19:00:00	14.218					
81	08/02/21	20:00:00	14.218					
82	08/02/21	21:00:00	14.218					
83	08/02/21	22:00:00	14.218					
84	08/02/21	23:00:00	14.218					
85	09/02/21	00:00:00	14.218					
86	09/02/21	01:00:00	14.218					
87	09/02/21	02:00:00	14.194					
88	09/02/21	03:00:00	14.194					
89	09/02/21	04:00:00	14.194					
90	09/02/21	05:00:00	14.194					
91	09/02/21	06:00:00	14.194					
92	09/02/21	07:00:00	14.194					
93	09/02/21	08:00:00	14.170					
94	09/02/21	09:00:00	14.170					
95	09/02/21	10:00:00	14.170					
96	09/02/21	11:00:00	14.194					
97	09/02/21	12:00:00	14.194					
98	09/02/21	13:00:00	14.218					
99	09/02/21	14:00:00	14.218					
100	09/02/21	15:00:00	14.218					
101	09/02/21	16:00:00	14.218					
102	09/02/21	17:00:00	14.146					
103	09/02/21	18:00:00	14.194					
104	09/02/21	19:00:00	14.194					
105	09/02/21	20:00:00	14.170					
106	09/02/21	21:00:00	14.170					
107	09/02/21	22:00:00	14.170					
108	09/02/21	23:00:00	14.146					
109	10/02/21	00:00:00	14.170					
110	10/02/21	01:00:00	14.170					
111	10/02/21	02:00:00	14.146					
112	10/02/21	03:00:00	14.146					
113	10/02/21	04:00:00	14.146					
114	10/02/21	05:00:00	14.146					
115	10/02/21	06:00:00	14.146					
116	10/02/21	07:00:00	14.146					
117	10/02/21	08:00:00	14.146					
118	10/02/21	09:00:00	14.146					
119	10/02/21	10:00:00	14.122					
120	10/02/21	11:00:00	14.098					
121	10/02/21	12:00:00	14.122					
122	10/02/21	13:00:00	14.122					
123	10/02/21	14:00:00	14.098					
124	10/02/21	15:00:00	14.122					
125	10/02/21	16:00:00	14.122					
126	10/02/21	17:00:00	14.122					
127	10/02/21	18:00:00	14.122					
128	10/02/21	19:00:00	14.098					
129	10/02/21	20:00:00	14.098					
130	10/02/21	21:00:00	14.074					
131	10/02/21	22:00:00	14.074					
132	10/02/21	23:00:00	14.050					
133	11/02/21	00:00:00	14.050					
134	11/02/21	01:00:00	14.050					
135	11/02/21	02:00:00	14.050					
136	11/02/21	03:00:00	14.050					
137	11/02/21	04:00:00	14.050					
138	11/02/21	05:00:00	14.050					
139	11/02/21	06:00:00	14.050					
140	11/02/21	07:00:00	14.050					
141	11/02/21	08:00:00	14.050					
142	11/02/21	09:00:00	14.050					
143	11/02/21	10:00:00	14.026					
144	11/02/21	11:00:00	14.026					
145	11/02/21	12:00:00	14.026					
146	11/02/21	13:00:00	14.050					
147	11/02/21	14:00:00	14.050					
148	11/02/21	15:00:00	14.050					
149	11/02/21	16:00:00	14.026					
150	11/02/21	17:00:00	14.050					
151	11/02/21	18:00:00	14.074					
152	11/02/21	19:00:00	14.050					
153	11/02/21	20:00:00	14.050					
154	11/02/21	21:00:00	14.050					
155	11/02/21	22:00:00	14.050					
156	11/02/21	23:00:00	14.050					
157	12/02/21	00:00:00	14.050					
158	12/02/21	01:00:00	14.050					
159	12/02/21	02:00:00	14.050					
160	12/02/21	03:00:00	14.050					
161	12/02/21	04:00:00	14.050					
162	12/02/21	05:00:00	14.050					
163	12/02/21	06:00:00	14.050					
164	12/02/21	07:00:00	14.050					
165	12/02/21	08:00:00	14.026					
166	12/02/21	09:00:00	14.050					
167	12/02/21	10:00:00	14.026					
168	12/02/21	11:00:00	14.026					
169	12/02/21	12:00:00	14.026					
170	12/02/21	13:00:00	14.050					
171	12/02/21	14:00:00	14.050					
172	12/02/21	15:00:00	14.122					
173	12/02/21	16:00:00	14.098					
174	12/02/21	17:00:00	14.098					
175	12/02/21	18:00:00	14.074					
176	12/02/21	19:00:00	14.098					
177	12/02/21	20:00:00	14.098					
178	12/02/21	21:00:00	14.074					
179	12/02/21	22:00:00	14.074					
180	12/02/21	23:00:00	14.026					
181	13/02/21	00:00:00	14.026					
182	13/02/21	01:00:00	14.050					
183	13/02/21	02:00:00	14.050					
184	13/02/21	03:00:00	14.050					
185	13/02/21	04:00:00	14.050					
186	13/02/21	05:00:00	14.026					
187	13/02/21	06:00:00	14.026					
188	13/02/21	07:00:00	14.026					
189	13/02/21	08:00:00	14.026					
190	13/02/21	09:00:00	14.026					
191	13/02/21	10:00:00	14.002					
192	13/02/21	11:00:00	14.002					
193	13/02/21	12:00:00	14.002					
194	13/02/21	13:00:00	14.002					
195	13/02/21	14:00:00	14.026					
196	13/02/21	15:00:00	14.050					
197	13/02/21	16:00:00	14.050					
198	13/02/21	17:00:00	14.026					
199	13/02/21	18:00:00	14.026					
200	13/02/21	19:00:00	14.026					
201	13/02/21	20:00:00	14.026					
202	13/02/21	21:00:00	14.026					
203	13/02/21	22:00:00	14.026					
204	13/02/21	23:00:00	14.026					
205	14/02/21	00:00:00	14.026					
206	14/02/21	01:00:00	14.026					
207	14/02/21	02:00:00	14.002					
208	14/02/21	03:00:00	14.002					
209	14/02/21	04:00:00	14.002					
210	14/02/21	05:00:00	14.002					
211	14/02/21	06:00:00	14.002					
212	14/02/21	07:00:00	13.978					
213	14/02/21	08:00:00	13.978					
214	14/02/21	09:00:00	13.954					
215	14/02/21	10:00:00	13.954					
216	14/02/21	11:00:00	13.954					
217	14/02/21	12:00:00	13.954					
218	14/02/21	13:00:00	13.954					
219	14/02/21	14:00:00	13.954					
220	14/02/21	15:00:00	13.954					
221	14/02/21	16:00:00	13.930					
222	14/02/21	17:00:00	13.930					
223	14/02/21	18:00:00	13.930					
224	14/02/21	19:00:00	13.906					
225	14/02/21	20:00:00	13.906					
226	14/02/21	21:00:00	13.906					
227	14/02/21	22:00:00	13.882					
228	14/02/21	23:00:00	13.882					
229	15/02/21	00:00:00	13.882					
230	15/02/21	01:00:00	13.882					
231	15/02/21	02:00:00	13.858					
232	15/02/21	03:00:00	13.858					
233	15/02/21	04:00:00	13.858					
234	15/02/21	05:00:00	13.858					
235	15/02/21	06:00:00	13.858					
236	15/02/21	07:00:00	13.858					
237	15/02/21	08:00:00	13.858					
238	15/02/21	09:00:00	13.858					
239	15/02/21	10:00:00	13.858					
240	15/02/21	11:00:00	13.858					
241	15/02/21	12:00:00	13.906					
242	15/02/21	13:00:00	13.906					
243	15/02/21	14:00:00	13.906					
244	15/02/21	15:00:00	13.906					
245	15/02/21	16:00:00	13.882					
246	15/02/21	17:00:00	13.858					
247	15/02/21	18:00:00	13.834					
248	15/02/21	19:00:00	13.834					
249	15/02/21	20:00:00	13.834					
250	15/02/21	21:00:00	13.834					
251	15/02/21	22:00:00	13.834					
252	15/02/21	23:00:00	13.834					
253	16/02/21	00:00:00	13.834					
254	16/02/21	01:00:00	13.834					
255	16/02/21	02:00:00	13.810					
256	16/02/21	03:00:00	13.810					
257	16/02/21	04:00:00	13.810					
258	16/02/21	05:00:00	13.786					
259	16/02/21	06:00:00	13.810					
260	16/02/21	07:00:00	13.810					
261	16/02/21	08:00:00	13.810					
262	16/02/21	09:00:00	13.834					
263	16/02/21	10:00:00	13.858					
264	16/02/21	11:00:00	13.834					
265	16/02/21	12:00:00	13.858					
266	16/02/21	13:00:00	13.882					
267	16/02/21	14:00:00	13.882					
268	16/02/21	15:00:00	13.882					
269	16/02/21	16:00:00	13.882					
270	16/02/21	17:00:00	13.858					
271	16/02/21	18:00:00	13.858					
272	16/02/21	19:00:00	13.834					
273	16/02/21	20:00:00	13.834					
274	16/02/21	21:00:00	13.834					
275	16/02/21	22:00:00	13.810					
276	16/02/21	23:00:00	13.834					
277	17/02/21	00:00:00	13.834					
278	17/02/21	01:00:00	13.834					
279	17/02/21	02:00:00	13.834					
280	17/02/21	03:00:00	13.834					
281	17/02/21	04:00:00	13.810					
282	17/02/21	05:00:00	13.810					
283	17/02/21	06:00:00	13.810					
284	17/02/21	07:00:00	13.810					
285	17/02/21	08:00:00	13.810					
286	17/02/21	09:00:00	13.834					
287	17/02/21	10:00:00	13.834					
288	17/02/21	11:00:00	13.834					
289	17/02/21	12:00:00	13.858					
290	17/02/21	13:00:00	13.858					
291	17/02/21	14:00:00	13.858					
292	17/02/21	15:00:00	13.858					
293	17/02/21	16:00:00	13.858					
294	17/02/21	17:00:00	13.858					
295	17/02/21	18:00:00	13.858					
296	17/02/21	19:00:00	13.858					
297	17/02/21	20:00:00	13.834					
298	17/02/21	21:00:00	13.858					
299	17/02/21	22:00:00	13.858					
300	17/02/21	23:00:00	13.858					
301	18/02/21	00:00:00	13.858					
302	18/02/21	01:00:00	13.858					
303	18/02/21	02:00:00	13.834					
304	18/02/21	03:00:00	13.834					
305	18/02/21	04:00:00	13.834					
306	18/02/21	05:00:00	13.834					
307	18/02/21	06:00:00	13.834					
308	18/02/21	07:00:00	13.834					
309	18/02/21	08:00:00	13.834					
310	18/02/21	09:00:00	13.858					
311	18/02/21	10:00:00	13.858					
312	18/02/21	11:00:00	13.834					
313	18/02/21	12:00:00	13.834					
314	18/02/21	13:00:00	13.834					
315	18/02/21	14:00:00	13.858					
316	18/02/21	15:00:00	13.858					
317	18/02/21	16:00:00	13.906					
318	18/02/21	17:00:00	13.954					
319	18/02/21	18:00:00	13.858					
320	18/02/21	19:00:00	13.858					
321	18/02/21	20:00:00	13.906					
322	18/02/21	21:00:00	14.074					
323	18/02/21	22:00:00	13.906					
324	18/02/21	23:00:00	13.858					
325	19/02/21	00:00:00	13.858					
326	19/02/21	01:00:00	13.858					
327	19/02/21	02:00:00	13.858					
328	19/02/21	03:00:00	13.834					
329	19/02/21	04:00:00	13.858					
330	19/02/21	05:00:00	13.858					
331	19/02/21	06:00:00	13.906					
332	19/02/21	07:00:00	13.906					
333	19/02/21	08:00:00	13.906					
334	19/02/21	09:00:00	13.858					
335	19/02/21	10:00:00	13.858					
336	19/02/21	11:00:00	13.882					
337	19/02/21	12:00:00	13.978					
338	19/02/21	13:00:00	14.026					
339	19/02/21	14:00:00	14.002					
340	19/02/21	15:00:00	14.002					
341	19/02/21	16:00:00	14.002					
342	19/02/21	17:00:00	14.002					
343	19/02/21	18:00:00	13.954					
344	19/02/21	19:00:00	13.978					
345	19/02/21	20:00:00	14.002					
346	19/02/21	21:00:00	14.026					
347	19/02/21	22:00:00	14.002					
348	19/02/21	23:00:00	14.002					
349	20/02/21	00:00:00	14.002					
350	20/02/21	01:00:00	14.002					
351	20/02/21	02:00:00	14.026					
352	20/02/21	03:00:00	14.026					
353	20/02/21	04:00:00	14.002					
