"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20987441, SEN S/N: 20987441, LBL: Cannelle 10m)"	"Acoplador separado (LGR S/N: 20987441, SEN S/N: 20987441)"	"Acoplador adjunto (LGR S/N: 20987441, SEN S/N: 20987441)"	"Host conectado (LGR S/N: 20987441, SEN S/N: 20987441)"	"Parado (LGR S/N: 20987441, SEN S/N: 20987441)"	"Final de archivo (LGR S/N: 20987441, SEN S/N: 20987441)"
243	15/04/23	12:00:00	15.151					
244	15/04/23	13:00:00	15.151					
245	15/04/23	14:00:00	15.199					
246	15/04/23	15:00:00	15.247					
247	15/04/23	16:00:00	15.223					
248	15/04/23	17:00:00	15.199					
249	15/04/23	18:00:00	15.199					
250	15/04/23	19:00:00	15.127					
251	15/04/23	20:00:00	15.079					
252	15/04/23	21:00:00	15.008					
253	15/04/23	22:00:00	14.984					
254	15/04/23	23:00:00	15.008					
255	16/04/23	00:00:00	15.031					
256	16/04/23	01:00:00	15.031					
257	16/04/23	02:00:00	15.008					
258	16/04/23	03:00:00	15.031					
259	16/04/23	04:00:00	15.031					
260	16/04/23	05:00:00	15.008					
261	16/04/23	06:00:00	15.008					
262	16/04/23	07:00:00	14.984					
263	16/04/23	08:00:00	15.008					
264	16/04/23	09:00:00	15.031					
265	16/04/23	10:00:00	15.055					
266	16/04/23	11:00:00	15.103					
267	16/04/23	12:00:00	15.175					
268	16/04/23	13:00:00	15.175					
269	16/04/23	14:00:00	15.223					
270	16/04/23	15:00:00	15.199					
271	16/04/23	16:00:00	15.151					
272	16/04/23	17:00:00	15.055					
273	16/04/23	18:00:00	15.031					
274	16/04/23	19:00:00	15.247					
275	16/04/23	20:00:00	15.294					
276	16/04/23	21:00:00	15.247					
277	16/04/23	22:00:00	15.103					
278	16/04/23	23:00:00	15.055					
279	17/04/23	00:00:00	14.984					
280	17/04/23	01:00:00	14.984					
281	17/04/23	02:00:00	14.984					
282	17/04/23	03:00:00	14.960					
283	17/04/23	04:00:00	14.960					
284	17/04/23	05:00:00	14.936					
285	17/04/23	06:00:00	14.912					
286	17/04/23	07:00:00	14.888					
287	17/04/23	08:00:00	14.936					
288	17/04/23	09:00:00	15.031					
289	17/04/23	10:00:00	15.079					
290	17/04/23	11:00:00	15.175					
291	17/04/23	12:00:00	15.127					
292	17/04/23	13:00:00	15.199					
293	17/04/23	14:00:00	15.223					
294	17/04/23	15:00:00	15.223					
295	17/04/23	16:00:00	15.199					
296	17/04/23	17:00:00	15.151					
297	17/04/23	18:00:00	15.103					
298	17/04/23	19:00:00	15.294					
299	17/04/23	20:00:00	15.031					
300	17/04/23	21:00:00	15.008					
301	17/04/23	22:00:00	14.984					
302	17/04/23	23:00:00	14.864					
303	18/04/23	00:00:00	14.936					
304	18/04/23	01:00:00	14.936					
305	18/04/23	02:00:00	14.936					
306	18/04/23	03:00:00	14.912					
307	18/04/23	04:00:00	14.888					
308	18/04/23	05:00:00	14.912					
309	18/04/23	06:00:00	14.888					
310	18/04/23	07:00:00	14.888					
311	18/04/23	08:00:00	14.936					
312	18/04/23	09:00:00	15.008					
313	18/04/23	10:00:00	15.031					
314	18/04/23	11:00:00	15.079					
315	18/04/23	12:00:00	15.199					
316	18/04/23	13:00:00	15.247					
317	18/04/23	14:00:00	15.270					
318	18/04/23	15:00:00	15.151					
319	18/04/23	16:00:00	15.031					
320	18/04/23	17:00:00	15.103					
321	18/04/23	18:00:00	15.031					
322	18/04/23	19:00:00	15.008					
323	18/04/23	20:00:00	14.984					
324	18/04/23	21:00:00	14.960					
325	18/04/23	22:00:00	15.055					
326	18/04/23	23:00:00	15.079					
327	19/04/23	00:00:00	15.127					
328	19/04/23	01:00:00	15.151					
329	19/04/23	02:00:00	15.103					
330	19/04/23	03:00:00	15.127					
331	19/04/23	04:00:00	15.127					
332	19/04/23	05:00:00	15.103					
333	19/04/23	06:00:00	15.127					
334	19/04/23	07:00:00	15.103					
335	19/04/23	08:00:00	15.103					
336	19/04/23	09:00:00	15.151					
337	19/04/23	10:00:00	15.199					
338	19/04/23	11:00:00	15.270					
339	19/04/23	12:00:00	15.294					
340	19/04/23	13:00:00	15.390					
341	19/04/23	14:00:00	15.390					
342	19/04/23	15:00:00	15.509					
343	19/04/23	16:00:00	15.485					
344	19/04/23	17:00:00	15.247					
345	19/04/23	18:00:00	15.175					
346	19/04/23	19:00:00	15.079					
347	19/04/23	20:00:00	15.223					
348	19/04/23	21:00:00	15.247					
349	19/04/23	22:00:00	15.103					
350	19/04/23	23:00:00	15.055					
351	20/04/23	00:00:00	15.031					
352	20/04/23	01:00:00	15.031					
353	20/04/23	02:00:00	15.199					
354	20/04/23	03:00:00	15.008					
355	20/04/23	04:00:00	15.199					
356	20/04/23	05:00:00	15.103					
357	20/04/23	06:00:00	14.864					
358	20/04/23	07:00:00	15.175					
359	20/04/23	08:00:00	15.151					
360	20/04/23	09:00:00	15.247					
361	20/04/23	10:00:00	15.390					
362	20/04/23	11:00:00	15.461					
363	20/04/23	12:00:00	15.509					
364	20/04/23	13:00:00	15.629					
365	20/04/23	14:00:00	15.629					
366	20/04/23	15:00:00	15.485					
367	20/04/23	16:00:00	15.151					
368	20/04/23	17:00:00	15.079					
369	20/04/23	18:00:00	15.223					
370	20/04/23	19:00:00	15.055					
371	20/04/23	20:00:00	15.031					
372	20/04/23	21:00:00	15.127					
373	20/04/23	22:00:00	15.079					
374	20/04/23	23:00:00	15.103					
375	21/04/23	00:00:00	15.103					
376	21/04/23	01:00:00	15.103					
377	21/04/23	02:00:00	15.079					
378	21/04/23	03:00:00	15.247					
379	21/04/23	04:00:00	15.247					
380	21/04/23	05:00:00	15.294					
381	21/04/23	06:00:00	15.318					
382	21/04/23	07:00:00	15.270					
383	21/04/23	08:00:00	15.175					
384	21/04/23	09:00:00	15.318					
385	21/04/23	10:00:00	15.318					
386	21/04/23	11:00:00	15.485					
387	21/04/23	12:00:00	15.533					
388	21/04/23	13:00:00	15.676					
389	21/04/23	14:00:00	15.629					
390	21/04/23	15:00:00	15.581					
391	21/04/23	16:00:00	15.438					
392	21/04/23	17:00:00	15.414					
393	21/04/23	18:00:00	15.366					
394	21/04/23	19:00:00	15.151					
395	21/04/23	20:00:00	15.103					
396	21/04/23	21:00:00	15.103					
397	21/04/23	22:00:00	15.055					
398	21/04/23	23:00:00	15.079					
399	22/04/23	00:00:00	15.079					
400	22/04/23	01:00:00	15.031					
401	22/04/23	02:00:00	15.008					
402	22/04/23	03:00:00	14.984					
403	22/04/23	04:00:00	15.031					
404	22/04/23	05:00:00	15.103					
405	22/04/23	06:00:00	15.175					
406	22/04/23	07:00:00	15.390					
407	22/04/23	08:00:00	15.509					
408	22/04/23	09:00:00	15.629					
409	22/04/23	10:00:00	15.629					
410	22/04/23	11:00:00	15.748					
411	22/04/23	12:00:00	15.819					
412	22/04/23	13:00:00	15.796					
413	22/04/23	14:00:00	15.652					
414	22/04/23	15:00:00	15.629					
415	22/04/23	16:00:00	15.652					
416	22/04/23	17:00:00	15.676					
417	22/04/23	18:00:00	15.581					
418	22/04/23	19:00:00	15.461					
419	22/04/23	20:00:00	15.629					
420	22/04/23	21:00:00	15.605					
421	22/04/23	22:00:00	15.533					
422	22/04/23	23:00:00	15.485					
423	23/04/23	00:00:00	15.557					
424	23/04/23	01:00:00	15.509					
425	23/04/23	02:00:00	15.605					
426	23/04/23	03:00:00	15.629					
427	23/04/23	04:00:00	15.724					
428	23/04/23	05:00:00	15.652					
429	23/04/23	06:00:00	15.533					
430	23/04/23	07:00:00	15.676					
431	23/04/23	08:00:00	15.819					
432	23/04/23	09:00:00	15.819					
433	23/04/23	10:00:00	15.939					
434	23/04/23	11:00:00	15.652					
435	23/04/23	12:00:00	15.772					
436	23/04/23	13:00:00	15.748					
437	23/04/23	14:00:00	15.819					
438	23/04/23	15:00:00	15.939					
439	23/04/23	16:00:00	15.867					
440	23/04/23	17:00:00	15.843					
441	23/04/23	18:00:00	15.891					
442	23/04/23	19:00:00	15.915					
443	23/04/23	20:00:00	15.843					
444	23/04/23	21:00:00	15.700					
445	23/04/23	22:00:00	15.652					
446	23/04/23	23:00:00	15.867					
447	24/04/23	00:00:00	15.915					
448	24/04/23	01:00:00	16.082					
449	24/04/23	02:00:00	16.058					
450	24/04/23	03:00:00	16.058					
451	24/04/23	04:00:00	16.082					
452	24/04/23	05:00:00	15.915					
453	24/04/23	06:00:00	15.724					
454	24/04/23	07:00:00	15.772					
455	24/04/23	08:00:00	15.939					
456	24/04/23	09:00:00	16.058					
457	24/04/23	10:00:00	16.106					
458	24/04/23	11:00:00	16.153					
459	24/04/23	12:00:00	16.177					
460	24/04/23	13:00:00	16.225					
461	24/04/23	14:00:00	16.272					
462	24/04/23	15:00:00	16.320					
463	24/04/23	16:00:00	16.344					
464	24/04/23	17:00:00	16.320					
465	24/04/23	18:00:00	16.320					
466	24/04/23	19:00:00	16.296					
467	24/04/23	20:00:00	16.272					
468	24/04/23	21:00:00	16.272					
469	24/04/23	22:00:00	16.249					
470	24/04/23	23:00:00	16.249					
471	25/04/23	00:00:00	16.177					
472	25/04/23	01:00:00	16.153					
473	25/04/23	02:00:00	16.201					
474	25/04/23	03:00:00	16.201					
475	25/04/23	04:00:00	16.177					
476	25/04/23	05:00:00	16.153					
477	25/04/23	06:00:00	16.153					
478	25/04/23	07:00:00	16.129					
479	25/04/23	08:00:00	16.153					
480	25/04/23	09:00:00	16.153					
481	25/04/23	10:00:00	16.129					
482	25/04/23	11:00:00	16.106					
483	25/04/23	12:00:00	16.177					
484	25/04/23	13:00:00	16.225					
485	25/04/23	14:00:00	16.177					
486	25/04/23	15:00:00	16.082					
487	25/04/23	16:00:00	16.058					
488	25/04/23	17:00:00	16.082					
489	25/04/23	18:00:00	16.129					
490	25/04/23	19:00:00	16.058					
491	25/04/23	20:00:00	16.058					
492	25/04/23	21:00:00	16.058					
493	25/04/23	22:00:00	15.939					
494	25/04/23	23:00:00	16.058					
495	26/04/23	00:00:00	15.867					
496	26/04/23	01:00:00	15.819					
497	26/04/23	02:00:00	15.867					
498	26/04/23	03:00:00	15.700					
499	26/04/23	04:00:00	15.700					
500	26/04/23	05:00:00	15.700					
501	26/04/23	06:00:00	15.652					
502	26/04/23	07:00:00	15.629					
503	26/04/23	08:00:00	15.629					
504	26/04/23	09:00:00	15.676					
505	26/04/23	10:00:00	15.700					
506	26/04/23	11:00:00	15.724					
507	26/04/23	12:00:00	15.700					
508	26/04/23	13:00:00	15.700					
509	26/04/23	14:00:00	15.748					
510	26/04/23	15:00:00	15.819					
511	26/04/23	16:00:00	15.819					
512	26/04/23	17:00:00	15.867					
513	26/04/23	18:00:00	15.819					
514	26/04/23	19:00:00	15.724					
515	26/04/23	20:00:00	15.700					
516	26/04/23	21:00:00	15.724					
517	26/04/23	22:00:00	15.748					
518	26/04/23	23:00:00	15.748					
519	27/04/23	00:00:00	15.796					
520	27/04/23	01:00:00	15.796					
521	27/04/23	02:00:00	15.772					
522	27/04/23	03:00:00	15.796					
523	27/04/23	04:00:00	15.867					
524	27/04/23	05:00:00	15.891					
525	27/04/23	06:00:00	15.891					
526	27/04/23	07:00:00	15.819					
527	27/04/23	08:00:00	15.891					
528	27/04/23	09:00:00	15.867					
529	27/04/23	10:00:00	15.867					
530	27/04/23	11:00:00	16.034					
531	27/04/23	12:00:00	15.963					
532	27/04/23	13:00:00	15.939					
533	27/04/23	14:00:00	16.010					
534	27/04/23	15:00:00	16.201					
535	27/04/23	16:00:00	16.225					
536	27/04/23	17:00:00	16.225					
537	27/04/23	18:00:00	16.201					
538	27/04/23	19:00:00	16.010					
539	27/04/23	20:00:00	16.010					
540	27/04/23	21:00:00	15.891					
541	27/04/23	22:00:00	15.963					
542	27/04/23	23:00:00	15.772					
543	28/04/23	00:00:00	15.796					
544	28/04/23	01:00:00	15.843					
545	28/04/23	02:00:00	15.915					
546	28/04/23	03:00:00	15.843					
547	28/04/23	04:00:00	15.772					
548	28/04/23	05:00:00	16.034					
549	28/04/23	06:00:00	16.010					
550	28/04/23	07:00:00	16.010					
551	28/04/23	08:00:00	16.129					
552	28/04/23	09:00:00	16.082					
553	28/04/23	10:00:00	16.106					
554	28/04/23	11:00:00	16.106					
555	28/04/23	12:00:00	16.201					
556	28/04/23	13:00:00	16.106					
557	28/04/23	14:00:00	16.106					
558	28/04/23	15:00:00	16.201					
559	28/04/23	16:00:00	16.296					
560	28/04/23	17:00:00	16.106					
561	28/04/23	18:00:00	16.082					
562	28/04/23	19:00:00	16.034					
563	28/04/23	20:00:00	16.082					
564	28/04/23	21:00:00	15.915					
565	28/04/23	22:00:00	15.986					
566	28/04/23	23:00:00	15.986					
567	29/04/23	00:00:00	16.034					
568	29/04/23	01:00:00	16.034					
569	29/04/23	02:00:00	16.058					
570	29/04/23	03:00:00	16.034					
571	29/04/23	04:00:00	15.986					
572	29/04/23	05:00:00	15.939					
573	29/04/23	06:00:00	16.058					
574	29/04/23	07:00:00	16.010					
575	29/04/23	08:00:00	16.082					
576	29/04/23	09:00:00	16.272					
577	29/04/23	10:00:00	16.058					
578	29/04/23	11:00:00	16.129					
579	29/04/23	12:00:00	16.177					
580	29/04/23	13:00:00	16.106					
581	29/04/23	14:00:00	16.106					
582	29/04/23	15:00:00	16.272					
583	29/04/23	16:00:00	16.129					
584	29/04/23	17:00:00	16.129					
585	29/04/23	18:00:00	16.129					
586	29/04/23	19:00:00	16.082					
587	29/04/23	20:00:00	16.010					
588	29/04/23	21:00:00	16.034					
589	29/04/23	22:00:00	16.010					
590	29/04/23	23:00:00	16.034					
591	30/04/23	00:00:00	16.058					
592	30/04/23	01:00:00	16.058					
593	30/04/23	02:00:00	16.082					
594	30/04/23	03:00:00	15.963					
595	30/04/23	04:00:00	15.915					
596	30/04/23	05:00:00	15.819					
597	30/04/23	06:00:00	16.225					
598	30/04/23	07:00:00	15.915					
599	30/04/23	08:00:00	15.915					
600	30/04/23	09:00:00	15.963					
601	30/04/23	10:00:00	16.106					
602	30/04/23	11:00:00	16.201					
603	30/04/23	12:00:00	16.296					
604	30/04/23	13:00:00	16.296					
605	30/04/23	14:00:00	16.225					
606	30/04/23	15:00:00	16.201					
607	30/04/23	16:00:00	16.201					
608	30/04/23	17:00:00	16.201					
609	30/04/23	18:00:00	16.225					
610	30/04/23	19:00:00	16.106					
611	30/04/23	20:00:00	15.915					
612	30/04/23	21:00:00	15.796					
613	30/04/23	22:00:00	16.034					
614	30/04/23	23:00:00	16.225					
615	01/05/23	00:00:00	16.534					
616	01/05/23	01:00:00	16.320					
617	01/05/23	02:00:00	16.368					
618	01/05/23	03:00:00	16.201					
619	01/05/23	04:00:00	16.249					
620	01/05/23	05:00:00	16.225					
621	01/05/23	06:00:00	16.320					
622	01/05/23	07:00:00	16.296					
623	01/05/23	08:00:00	16.225					
624	01/05/23	09:00:00	16.320					
625	01/05/23	10:00:00	16.392					
626	01/05/23	11:00:00	16.106					
627	01/05/23	12:00:00	16.582					
628	01/05/23	13:00:00	16.439					
629	01/05/23	14:00:00	16.654					
630	01/05/23	15:00:00	16.582					
631	01/05/23	16:00:00	16.368					
632	01/05/23	17:00:00	16.654					
633	01/05/23	18:00:00	16.487					
634	01/05/23	19:00:00	15.915					
635	01/05/23	20:00:00	15.986					
636	01/05/23	21:00:00	15.819					
637	01/05/23	22:00:00	16.249					
638	01/05/23	23:00:00	16.129					
639	02/05/23	00:00:00	15.772					
640	02/05/23	01:00:00	15.700					
641	02/05/23	02:00:00	15.533					
642	02/05/23	03:00:00	15.533					
643	02/05/23	04:00:00	15.485					
644	02/05/23	05:00:00	15.485					
645	02/05/23	06:00:00	15.485					
646	02/05/23	07:00:00	15.509					
647	02/05/23	08:00:00	15.533					
648	02/05/23	09:00:00	15.629					
649	02/05/23	10:00:00	15.819					
650	02/05/23	11:00:00	15.700					
651	02/05/23	12:00:00	15.605					
652	02/05/23	13:00:00	15.581					
653	02/05/23	14:00:00	15.700					
654	02/05/23	15:00:00	15.605					
655	02/05/23	16:00:00	15.557					
656	02/05/23	17:00:00	15.557					
657	02/05/23	18:00:00	15.485					
658	02/05/23	19:00:00	15.581					
659	02/05/23	20:00:00	15.605					
660	02/05/23	21:00:00	15.629					
661	02/05/23	22:00:00	15.772					
662	02/05/23	23:00:00	15.819					
663	03/05/23	00:00:00	15.867					
664	03/05/23	01:00:00	15.819					
665	03/05/23	02:00:00	15.843					
666	03/05/23	03:00:00	15.796					
667	03/05/23	04:00:00	15.915					
668	03/05/23	05:00:00	15.867					
669	03/05/23	06:00:00	15.963					
670	03/05/23	07:00:00	15.939					
671	03/05/23	08:00:00	15.843					
672	03/05/23	09:00:00	15.867					
673	03/05/23	10:00:00	15.986					
674	03/05/23	11:00:00	16.177					
675	03/05/23	12:00:00	16.129					
676	03/05/23	13:00:00	15.915					
677	03/05/23	14:00:00	15.939					
678	03/05/23	15:00:00	16.010					
679	03/05/23	16:00:00	16.773					
680	03/05/23	17:00:00	16.320					
681	03/05/23	18:00:00	16.320					
682	03/05/23	19:00:00	16.225					
683	03/05/23	20:00:00	16.153					
684	03/05/23	21:00:00	16.153					
685	03/05/23	22:00:00	15.915					
686	03/05/23	23:00:00	15.867					
687	04/05/23	00:00:00	15.867					
688	04/05/23	01:00:00	15.963					
689	04/05/23	02:00:00	16.058					
690	04/05/23	03:00:00	15.963					
691	04/05/23	04:00:00	15.939					
692	04/05/23	05:00:00	16.129					
693	04/05/23	06:00:00	16.153					
694	04/05/23	07:00:00	16.320					
695	04/05/23	08:00:00	16.439					
696	04/05/23	09:00:00	16.249					
697	04/05/23	10:00:00	16.606					
698	04/05/23	11:00:00	16.606					
699	04/05/23	12:00:00	16.344					
700	04/05/23	13:00:00	16.511					
701	04/05/23	14:00:00	16.582					
702	04/05/23	15:00:00	16.320					
703	04/05/23	16:00:00	16.225					
704	04/05/23	17:00:00	16.153					
705	04/05/23	18:00:00	16.272					
706	04/05/23	19:00:00	16.034					
707	04/05/23	20:00:00	15.819					
708	04/05/23	21:00:00	15.796					
709	04/05/23	22:00:00	16.106					
710	04/05/23	23:00:00	16.106					
