"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21151973, SEN S/N: 21151973, LBL: 40m)"	"Acoplador separado (LGR S/N: 21151973, SEN S/N: 21151973)"	"Acoplador adjunto (LGR S/N: 21151973, SEN S/N: 21151973)"	"Host conectado (LGR S/N: 21151973, SEN S/N: 21151973)"	"Parado (LGR S/N: 21151973, SEN S/N: 21151973)"	"Final de archivo (LGR S/N: 21151973, SEN S/N: 21151973)"
1	05/04/23	10:00:00	16.272	Registrado				
2	05/04/23	11:00:00	13.978					
3	05/04/23	12:00:00	14.457					
4	05/04/23	13:00:00	14.481					
5	05/04/23	14:00:00	14.481					
6	05/04/23	15:00:00	14.433					
7	05/04/23	16:00:00	14.409					
8	05/04/23	17:00:00	14.409					
9	05/04/23	18:00:00	14.409					
10	05/04/23	19:00:00	14.433					
11	05/04/23	20:00:00	14.433					
12	05/04/23	21:00:00	14.361					
13	05/04/23	22:00:00	14.361					
14	05/04/23	23:00:00	14.385					
15	06/04/23	00:00:00	14.385					
16	06/04/23	01:00:00	14.385					
17	06/04/23	02:00:00	14.409					
18	06/04/23	03:00:00	14.385					
19	06/04/23	04:00:00	14.361					
20	06/04/23	05:00:00	14.361					
21	06/04/23	06:00:00	14.361					
22	06/04/23	07:00:00	14.361					
23	06/04/23	08:00:00	14.361					
24	06/04/23	09:00:00	14.361					
25	06/04/23	10:00:00	14.361					
26	06/04/23	11:00:00	14.361					
27	06/04/23	12:00:00	14.337					
28	06/04/23	13:00:00	14.361					
29	06/04/23	14:00:00	14.385					
30	06/04/23	15:00:00	14.385					
31	06/04/23	16:00:00	14.385					
32	06/04/23	17:00:00	14.361					
33	06/04/23	18:00:00	14.385					
34	06/04/23	19:00:00	14.361					
35	06/04/23	20:00:00	14.361					
36	06/04/23	21:00:00	14.385					
37	06/04/23	22:00:00	14.409					
38	06/04/23	23:00:00	14.433					
39	07/04/23	00:00:00	14.433					
40	07/04/23	01:00:00	14.433					
41	07/04/23	02:00:00	14.457					
42	07/04/23	03:00:00	14.409					
43	07/04/23	04:00:00	14.457					
44	07/04/23	05:00:00	14.481					
45	07/04/23	06:00:00	14.505					
46	07/04/23	07:00:00	14.529					
47	07/04/23	08:00:00	14.481					
48	07/04/23	09:00:00	14.505					
49	07/04/23	10:00:00	14.505					
50	07/04/23	11:00:00	14.505					
51	07/04/23	12:00:00	14.505					
52	07/04/23	13:00:00	14.553					
53	07/04/23	14:00:00	14.529					
54	07/04/23	15:00:00	14.529					
55	07/04/23	16:00:00	14.529					
56	07/04/23	17:00:00	14.529					
57	07/04/23	18:00:00	14.529					
58	07/04/23	19:00:00	14.529					
59	07/04/23	20:00:00	14.481					
60	07/04/23	21:00:00	14.481					
61	07/04/23	22:00:00	14.457					
62	07/04/23	23:00:00	14.481					
63	08/04/23	00:00:00	14.409					
64	08/04/23	01:00:00	14.409					
65	08/04/23	02:00:00	14.385					
66	08/04/23	03:00:00	14.457					
67	08/04/23	04:00:00	14.481					
68	08/04/23	05:00:00	14.481					
69	08/04/23	06:00:00	14.505					
70	08/04/23	07:00:00	14.481					
71	08/04/23	08:00:00	14.457					
72	08/04/23	09:00:00	14.457					
73	08/04/23	10:00:00	14.457					
74	08/04/23	11:00:00	14.481					
75	08/04/23	12:00:00	14.481					
76	08/04/23	13:00:00	14.505					
77	08/04/23	14:00:00	14.505					
78	08/04/23	15:00:00	14.361					
79	08/04/23	16:00:00	14.361					
80	08/04/23	17:00:00	14.409					
81	08/04/23	18:00:00	14.433					
82	08/04/23	19:00:00	14.433					
83	08/04/23	20:00:00	14.433					
84	08/04/23	21:00:00	14.457					
85	08/04/23	22:00:00	14.457					
86	08/04/23	23:00:00	14.481					
87	09/04/23	00:00:00	14.505					
88	09/04/23	01:00:00	14.505					
89	09/04/23	02:00:00	14.481					
90	09/04/23	03:00:00	14.505					
91	09/04/23	04:00:00	14.505					
92	09/04/23	05:00:00	14.505					
93	09/04/23	06:00:00	14.505					
94	09/04/23	07:00:00	14.505					
95	09/04/23	08:00:00	14.409					
96	09/04/23	09:00:00	14.409					
97	09/04/23	10:00:00	14.481					
98	09/04/23	11:00:00	14.481					
99	09/04/23	12:00:00	14.529					
100	09/04/23	13:00:00	14.553					
101	09/04/23	14:00:00	14.577					
102	09/04/23	15:00:00	14.553					
103	09/04/23	16:00:00	14.529					
104	09/04/23	17:00:00	14.529					
105	09/04/23	18:00:00	14.553					
106	09/04/23	19:00:00	14.553					
107	09/04/23	20:00:00	14.529					
108	09/04/23	21:00:00	14.529					
109	09/04/23	22:00:00	14.481					
110	09/04/23	23:00:00	14.481					
111	10/04/23	00:00:00	14.481					
112	10/04/23	01:00:00	14.481					
113	10/04/23	02:00:00	14.481					
114	10/04/23	03:00:00	14.481					
115	10/04/23	04:00:00	14.457					
116	10/04/23	05:00:00	14.481					
117	10/04/23	06:00:00	14.481					
118	10/04/23	07:00:00	14.481					
119	10/04/23	08:00:00	14.553					
120	10/04/23	09:00:00	14.553					
121	10/04/23	10:00:00	14.577					
122	10/04/23	11:00:00	14.577					
123	10/04/23	12:00:00	14.625					
124	10/04/23	13:00:00	14.697					
125	10/04/23	14:00:00	14.529					
126	10/04/23	15:00:00	14.529					
127	10/04/23	16:00:00	14.505					
128	10/04/23	17:00:00	14.505					
