"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20235950, SEN S/N: 20235950, LBL: 25m)"	"Acoplador separado (LGR S/N: 20235950, SEN S/N: 20235950)"	"Acoplador adjunto (LGR S/N: 20235950, SEN S/N: 20235950)"	"Host conectado (LGR S/N: 20235950, SEN S/N: 20235950)"	"Parado (LGR S/N: 20235950, SEN S/N: 20235950)"	"Final de archivo (LGR S/N: 20235950, SEN S/N: 20235950)"
1	05/04/23	10:00:00	14.768	Registrado				
2	05/04/23	11:00:00	14.505					
3	05/04/23	12:00:00	14.625					
4	05/04/23	13:00:00	14.529					
5	05/04/23	14:00:00	14.529					
6	05/04/23	15:00:00	14.553					
7	05/04/23	16:00:00	14.457					
8	05/04/23	17:00:00	14.457					
9	05/04/23	18:00:00	14.433					
10	05/04/23	19:00:00	14.409					
11	05/04/23	20:00:00	14.385					
12	05/04/23	21:00:00	14.385					
13	05/04/23	22:00:00	14.385					
14	05/04/23	23:00:00	14.409					
15	06/04/23	00:00:00	14.433					
16	06/04/23	01:00:00	14.409					
17	06/04/23	02:00:00	14.409					
18	06/04/23	03:00:00	14.409					
19	06/04/23	04:00:00	14.409					
20	06/04/23	05:00:00	14.433					
21	06/04/23	06:00:00	14.409					
22	06/04/23	07:00:00	14.409					
23	06/04/23	08:00:00	14.409					
24	06/04/23	09:00:00	14.433					
25	06/04/23	10:00:00	14.385					
26	06/04/23	11:00:00	14.385					
27	06/04/23	12:00:00	14.385					
28	06/04/23	13:00:00	14.433					
29	06/04/23	14:00:00	14.481					
30	06/04/23	15:00:00	14.505					
31	06/04/23	16:00:00	14.481					
32	06/04/23	17:00:00	14.433					
33	06/04/23	18:00:00	14.457					
34	06/04/23	19:00:00	14.457					
35	06/04/23	20:00:00	14.457					
36	06/04/23	21:00:00	14.481					
37	06/04/23	22:00:00	14.481					
38	06/04/23	23:00:00	14.505					
39	07/04/23	00:00:00	14.505					
40	07/04/23	01:00:00	14.505					
41	07/04/23	02:00:00	14.505					
42	07/04/23	03:00:00	14.457					
43	07/04/23	04:00:00	14.457					
44	07/04/23	05:00:00	14.505					
45	07/04/23	06:00:00	14.505					
46	07/04/23	07:00:00	14.505					
47	07/04/23	08:00:00	14.481					
48	07/04/23	09:00:00	14.481					
49	07/04/23	10:00:00	14.481					
50	07/04/23	11:00:00	14.481					
51	07/04/23	12:00:00	14.553					
52	07/04/23	13:00:00	14.625					
53	07/04/23	14:00:00	14.721					
54	07/04/23	15:00:00	14.721					
55	07/04/23	16:00:00	14.649					
56	07/04/23	17:00:00	14.625					
57	07/04/23	18:00:00	14.577					
58	07/04/23	19:00:00	14.553					
59	07/04/23	20:00:00	14.553					
60	07/04/23	21:00:00	14.553					
61	07/04/23	22:00:00	14.529					
62	07/04/23	23:00:00	14.529					
63	08/04/23	00:00:00	14.505					
64	08/04/23	01:00:00	14.481					
65	08/04/23	02:00:00	14.481					
66	08/04/23	03:00:00	14.481					
67	08/04/23	04:00:00	14.505					
68	08/04/23	05:00:00	14.481					
69	08/04/23	06:00:00	14.481					
70	08/04/23	07:00:00	14.457					
71	08/04/23	08:00:00	14.457					
72	08/04/23	09:00:00	14.457					
73	08/04/23	10:00:00	14.457					
74	08/04/23	11:00:00	14.505					
75	08/04/23	12:00:00	14.529					
76	08/04/23	13:00:00	14.553					
77	08/04/23	14:00:00	14.625					
78	08/04/23	15:00:00	14.553					
79	08/04/23	16:00:00	14.553					
80	08/04/23	17:00:00	14.553					
81	08/04/23	18:00:00	14.505					
82	08/04/23	19:00:00	14.505					
83	08/04/23	20:00:00	14.481					
84	08/04/23	21:00:00	14.481					
85	08/04/23	22:00:00	14.481					
86	08/04/23	23:00:00	14.481					
87	09/04/23	00:00:00	14.481					
88	09/04/23	01:00:00	14.481					
89	09/04/23	02:00:00	14.457					
90	09/04/23	03:00:00	14.457					
91	09/04/23	04:00:00	14.457					
92	09/04/23	05:00:00	14.457					
93	09/04/23	06:00:00	14.457					
94	09/04/23	07:00:00	14.457					
95	09/04/23	08:00:00	14.433					
96	09/04/23	09:00:00	14.433					
97	09/04/23	10:00:00	14.457					
98	09/04/23	11:00:00	14.481					
99	09/04/23	12:00:00	14.505					
100	09/04/23	13:00:00	14.601					
101	09/04/23	14:00:00	14.673					
102	09/04/23	15:00:00	14.768					
103	09/04/23	16:00:00	14.745					
104	09/04/23	17:00:00	14.673					
105	09/04/23	18:00:00	14.601					
106	09/04/23	19:00:00	14.577					
107	09/04/23	20:00:00	14.577					
108	09/04/23	21:00:00	14.577					
109	09/04/23	22:00:00	14.553					
110	09/04/23	23:00:00	14.553					
111	10/04/23	00:00:00	14.529					
112	10/04/23	01:00:00	14.529					
113	10/04/23	02:00:00	14.505					
114	10/04/23	03:00:00	14.505					
115	10/04/23	04:00:00	14.481					
116	10/04/23	05:00:00	14.481					
117	10/04/23	06:00:00	14.505					
118	10/04/23	07:00:00	14.529					
119	10/04/23	08:00:00	14.553					
120	10/04/23	09:00:00	14.553					
121	10/04/23	10:00:00	14.553					
122	10/04/23	11:00:00	14.577					
123	10/04/23	12:00:00	14.649					
124	10/04/23	13:00:00	14.792					
125	10/04/23	14:00:00	14.864					
126	10/04/23	15:00:00	14.816					
127	10/04/23	16:00:00	14.649					
128	10/04/23	17:00:00	14.673					
129	10/04/23	18:00:00	14.673					
130	10/04/23	19:00:00	14.625					
131	10/04/23	20:00:00	14.673					
132	10/04/23	21:00:00	14.649					
133	10/04/23	22:00:00	14.673					
134	10/04/23	23:00:00	14.673					
135	11/04/23	00:00:00	14.673					
136	11/04/23	01:00:00	14.721					
137	11/04/23	02:00:00	14.697					
138	11/04/23	03:00:00	14.697					
139	11/04/23	04:00:00	14.745					
140	11/04/23	05:00:00	14.745					
141	11/04/23	06:00:00	14.768					
142	11/04/23	07:00:00	14.745					
143	11/04/23	08:00:00	14.745					
144	11/04/23	09:00:00	14.768					
145	11/04/23	10:00:00	14.768					
146	11/04/23	11:00:00	14.721					
147	11/04/23	12:00:00	14.768					
148	11/04/23	13:00:00	14.840					
149	11/04/23	14:00:00	14.888					
150	11/04/23	15:00:00	14.960					
151	11/04/23	16:00:00	14.816					
152	11/04/23	17:00:00	14.721					
153	11/04/23	18:00:00	14.649					
154	11/04/23	19:00:00	14.601					
155	11/04/23	20:00:00	14.577					
156	11/04/23	21:00:00	14.577					
157	11/04/23	22:00:00	14.553					
158	11/04/23	23:00:00	14.553					
159	12/04/23	00:00:00	14.768					
160	12/04/23	01:00:00	14.864					
161	12/04/23	02:00:00	14.840					
162	12/04/23	03:00:00	14.864					
163	12/04/23	04:00:00	14.864					
164	12/04/23	05:00:00	14.864					
165	12/04/23	06:00:00	14.864					
166	12/04/23	07:00:00	14.864					
167	12/04/23	08:00:00	14.840					
168	12/04/23	09:00:00	14.721					
169	12/04/23	10:00:00	14.697					
170	12/04/23	11:00:00	14.697					
171	12/04/23	12:00:00	14.768					
172	12/04/23	13:00:00	14.768					
173	12/04/23	14:00:00	14.745					
174	12/04/23	15:00:00	14.745					
175	12/04/23	16:00:00	14.721					
176	12/04/23	17:00:00	14.673					
177	12/04/23	18:00:00	14.673					
178	12/04/23	19:00:00	14.768					
179	12/04/23	20:00:00	14.768					
180	12/04/23	21:00:00	14.768					
181	12/04/23	22:00:00	14.745					
182	12/04/23	23:00:00	14.792					
183	13/04/23	00:00:00	14.816					
184	13/04/23	01:00:00	14.840					
185	13/04/23	02:00:00	14.840					
186	13/04/23	03:00:00	14.553					
187	13/04/23	04:00:00	14.529					
188	13/04/23	05:00:00	14.505					
189	13/04/23	06:00:00	14.553					
190	13/04/23	07:00:00	14.649					
191	13/04/23	08:00:00	14.721					
192	13/04/23	09:00:00	14.768					
193	13/04/23	10:00:00	14.768					
194	13/04/23	11:00:00	14.768					
195	13/04/23	12:00:00	14.840					
196	13/04/23	13:00:00	14.864					
197	13/04/23	14:00:00	14.912					
198	13/04/23	15:00:00	14.936					
199	13/04/23	16:00:00	14.912					
200	13/04/23	17:00:00	14.912					
201	13/04/23	18:00:00	14.912					
202	13/04/23	19:00:00	14.888					
203	13/04/23	20:00:00	14.912					
204	13/04/23	21:00:00	14.888					
205	13/04/23	22:00:00	14.888					
206	13/04/23	23:00:00	14.864					
207	14/04/23	00:00:00	14.864					
208	14/04/23	01:00:00	14.864					
209	14/04/23	02:00:00	14.840					
210	14/04/23	03:00:00	14.840					
211	14/04/23	04:00:00	14.840					
212	14/04/23	05:00:00	14.816					
213	14/04/23	06:00:00	14.864					
214	14/04/23	07:00:00	14.816					
215	14/04/23	08:00:00	14.816					
216	14/04/23	09:00:00	14.816					
217	14/04/23	10:00:00	14.888					
218	14/04/23	11:00:00	14.936					
219	14/04/23	12:00:00	15.008					
220	14/04/23	13:00:00	15.055					
221	14/04/23	14:00:00	15.079					
222	14/04/23	15:00:00	15.103					
223	14/04/23	16:00:00	15.151					
224	14/04/23	17:00:00	15.127					
225	14/04/23	18:00:00	15.127					
226	14/04/23	19:00:00	15.127					
227	14/04/23	20:00:00	15.103					
228	14/04/23	21:00:00	15.079					
229	14/04/23	22:00:00	15.079					
230	14/04/23	23:00:00	15.055					
231	15/04/23	00:00:00	15.031					
232	15/04/23	01:00:00	15.031					
233	15/04/23	02:00:00	15.031					
234	15/04/23	03:00:00	15.008					
235	15/04/23	04:00:00	14.960					
236	15/04/23	05:00:00	14.984					
237	15/04/23	06:00:00	14.912					
238	15/04/23	07:00:00	14.960					
239	15/04/23	08:00:00	14.960					
240	15/04/23	09:00:00	14.960					
241	15/04/23	10:00:00	14.936					
242	15/04/23	11:00:00	14.960					
243	15/04/23	12:00:00	14.960					
244	15/04/23	13:00:00	14.960					
245	15/04/23	14:00:00	14.984					
246	15/04/23	15:00:00	15.055					
247	15/04/23	16:00:00	15.079					
248	15/04/23	17:00:00	15.079					
249	15/04/23	18:00:00	15.079					
250	15/04/23	19:00:00	15.008					
251	15/04/23	20:00:00	14.936					
252	15/04/23	21:00:00	14.936					
253	15/04/23	22:00:00	14.912					
254	15/04/23	23:00:00	14.912					
255	16/04/23	00:00:00	14.912					
256	16/04/23	01:00:00	14.936					
257	16/04/23	02:00:00	14.936					
258	16/04/23	03:00:00	14.936					
259	16/04/23	04:00:00	14.912					
260	16/04/23	05:00:00	14.936					
261	16/04/23	06:00:00	14.960					
262	16/04/23	07:00:00	14.960					
263	16/04/23	08:00:00	14.960					
264	16/04/23	09:00:00	14.936					
265	16/04/23	10:00:00	14.960					
266	16/04/23	11:00:00	14.960					
267	16/04/23	12:00:00	14.984					
268	16/04/23	13:00:00	15.008					
269	16/04/23	14:00:00	15.008					
270	16/04/23	15:00:00	14.984					
271	16/04/23	16:00:00	14.864					
272	16/04/23	17:00:00	14.745					
273	16/04/23	18:00:00	14.864					
274	16/04/23	19:00:00	14.960					
275	16/04/23	20:00:00	15.031					
276	16/04/23	21:00:00	15.031					
277	16/04/23	22:00:00	14.840					
278	16/04/23	23:00:00	14.816					
279	17/04/23	00:00:00	14.792					
280	17/04/23	01:00:00	14.792					
281	17/04/23	02:00:00	14.768					
282	17/04/23	03:00:00	14.768					
283	17/04/23	04:00:00	14.792					
284	17/04/23	05:00:00	14.816					
285	17/04/23	06:00:00	14.816					
286	17/04/23	07:00:00	14.864					
287	17/04/23	08:00:00	14.864					
288	17/04/23	09:00:00	14.936					
289	17/04/23	10:00:00	14.864					
290	17/04/23	11:00:00	14.912					
291	17/04/23	12:00:00	14.984					
292	17/04/23	13:00:00	15.008					
293	17/04/23	14:00:00	15.031					
294	17/04/23	15:00:00	14.984					
295	17/04/23	16:00:00	14.984					
296	17/04/23	17:00:00	14.960					
297	17/04/23	18:00:00	14.936					
298	17/04/23	19:00:00	14.888					
299	17/04/23	20:00:00	14.888					
300	17/04/23	21:00:00	14.840					
301	17/04/23	22:00:00	14.721					
302	17/04/23	23:00:00	14.697					
303	18/04/23	00:00:00	14.745					
304	18/04/23	01:00:00	14.768					
305	18/04/23	02:00:00	14.840					
306	18/04/23	03:00:00	14.816					
307	18/04/23	04:00:00	14.840					
308	18/04/23	05:00:00	14.864					
309	18/04/23	06:00:00	14.888					
310	18/04/23	07:00:00	14.864					
311	18/04/23	08:00:00	14.864					
312	18/04/23	09:00:00	14.912					
313	18/04/23	10:00:00	14.960					
314	18/04/23	11:00:00	15.008					
315	18/04/23	12:00:00	15.008					
316	18/04/23	13:00:00	14.888					
317	18/04/23	14:00:00	14.864					
318	18/04/23	15:00:00	14.864					
319	18/04/23	16:00:00	14.864					
320	18/04/23	17:00:00	14.864					
321	18/04/23	18:00:00	14.864					
322	18/04/23	19:00:00	14.864					
323	18/04/23	20:00:00	14.840					
324	18/04/23	21:00:00	14.864					
325	18/04/23	22:00:00	14.888					
326	18/04/23	23:00:00	14.912					
327	19/04/23	00:00:00	14.960					
328	19/04/23	01:00:00	14.864					
329	19/04/23	02:00:00	14.840					
330	19/04/23	03:00:00	14.816					
331	19/04/23	04:00:00	14.792					
332	19/04/23	05:00:00	14.792					
333	19/04/23	06:00:00	14.768					
334	19/04/23	07:00:00	14.792					
335	19/04/23	08:00:00	14.816					
336	19/04/23	09:00:00	14.792					
337	19/04/23	10:00:00	14.792					
338	19/04/23	11:00:00	14.840					
339	19/04/23	12:00:00	14.864					
340	19/04/23	13:00:00	14.888					
341	19/04/23	14:00:00	14.960					
342	19/04/23	15:00:00	14.936					
343	19/04/23	16:00:00	14.912					
344	19/04/23	17:00:00	14.888					
345	19/04/23	18:00:00	14.840					
346	19/04/23	19:00:00	14.816					
347	19/04/23	20:00:00	14.816					
348	19/04/23	21:00:00	14.840					
349	19/04/23	22:00:00	14.816					
350	19/04/23	23:00:00	14.768					
351	20/04/23	00:00:00	14.768					
352	20/04/23	01:00:00	14.745					
353	20/04/23	02:00:00	14.721					
354	20/04/23	03:00:00	14.745					
355	20/04/23	04:00:00	14.745					
356	20/04/23	05:00:00	14.745					
357	20/04/23	06:00:00	14.745					
358	20/04/23	07:00:00	14.792					
359	20/04/23	08:00:00	14.864					
360	20/04/23	09:00:00	14.960					
361	20/04/23	10:00:00	14.745					
362	20/04/23	11:00:00	14.864					
363	20/04/23	12:00:00	14.840					
364	20/04/23	13:00:00	14.864					
365	20/04/23	14:00:00	14.816					
366	20/04/23	15:00:00	14.912					
367	20/04/23	16:00:00	14.768					
368	20/04/23	17:00:00	14.601					
369	20/04/23	18:00:00	14.625					
370	20/04/23	19:00:00	14.601					
371	20/04/23	20:00:00	14.553					
372	20/04/23	21:00:00	14.577					
373	20/04/23	22:00:00	14.577					
374	20/04/23	23:00:00	14.601					
375	21/04/23	00:00:00	14.529					
376	21/04/23	01:00:00	14.529					
377	21/04/23	02:00:00	14.529					
378	21/04/23	03:00:00	14.553					
379	21/04/23	04:00:00	14.577					
380	21/04/23	05:00:00	14.673					
381	21/04/23	06:00:00	14.625					
382	21/04/23	07:00:00	14.697					
383	21/04/23	08:00:00	14.792					
384	21/04/23	09:00:00	14.673					
385	21/04/23	10:00:00	14.673					
386	21/04/23	11:00:00	14.625					
387	21/04/23	12:00:00	14.697					
388	21/04/23	13:00:00	14.721					
389	21/04/23	14:00:00	14.792					
390	21/04/23	15:00:00	14.864					
391	21/04/23	16:00:00	14.984					
392	21/04/23	17:00:00	15.008					
393	21/04/23	18:00:00	14.960					
394	21/04/23	19:00:00	14.888					
395	21/04/23	20:00:00	14.864					
396	21/04/23	21:00:00	14.816					
397	21/04/23	22:00:00	14.888					
398	21/04/23	23:00:00	14.888					
399	22/04/23	00:00:00	14.864					
400	22/04/23	01:00:00	14.864					
401	22/04/23	02:00:00	14.864					
402	22/04/23	03:00:00	14.864					
403	22/04/23	04:00:00	14.888					
404	22/04/23	05:00:00	14.936					
405	22/04/23	06:00:00	15.199					
406	22/04/23	07:00:00	14.553					
407	22/04/23	08:00:00	14.529					
408	22/04/23	09:00:00	14.529					
409	22/04/23	10:00:00	14.553					
410	22/04/23	11:00:00	14.673					
411	22/04/23	12:00:00	14.792					
412	22/04/23	13:00:00	14.960					
413	22/04/23	14:00:00	14.984					
414	22/04/23	15:00:00	15.127					
415	22/04/23	16:00:00	15.103					
416	22/04/23	17:00:00	15.127					
417	22/04/23	18:00:00	15.008					
418	22/04/23	19:00:00	14.960					
419	22/04/23	20:00:00	14.912					
420	22/04/23	21:00:00	14.960					
421	22/04/23	22:00:00	14.984					
422	22/04/23	23:00:00	14.936					
423	23/04/23	00:00:00	15.031					
424	23/04/23	01:00:00	15.127					
425	23/04/23	02:00:00	14.912					
426	23/04/23	03:00:00	14.912					
427	23/04/23	04:00:00	14.960					
428	23/04/23	05:00:00	15.008					
429	23/04/23	06:00:00	15.055					
430	23/04/23	07:00:00	15.127					
431	23/04/23	08:00:00	14.960					
432	23/04/23	09:00:00	15.008					
433	23/04/23	10:00:00	15.223					
434	23/04/23	11:00:00	15.294					
435	23/04/23	12:00:00	15.127					
436	23/04/23	13:00:00	15.199					
437	23/04/23	14:00:00	15.318					
438	23/04/23	15:00:00	15.175					
439	23/04/23	16:00:00	15.366					
440	23/04/23	17:00:00	15.223					
441	23/04/23	18:00:00	15.175					
442	23/04/23	19:00:00	15.127					
443	23/04/23	20:00:00	15.103					
444	23/04/23	21:00:00	15.103					
445	23/04/23	22:00:00	15.031					
446	23/04/23	23:00:00	14.984					
447	24/04/23	00:00:00	15.103					
448	24/04/23	01:00:00	15.342					
449	24/04/23	02:00:00	15.461					
450	24/04/23	03:00:00	15.318					
451	24/04/23	04:00:00	15.055					
452	24/04/23	05:00:00	15.247					
453	24/04/23	06:00:00	15.270					
454	24/04/23	07:00:00	15.294					
