"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21151960, SEN S/N: 21151960, LBL: Sagro 35m)"	"Acoplador separado (LGR S/N: 21151960, SEN S/N: 21151960)"	"Acoplador adjunto (LGR S/N: 21151960, SEN S/N: 21151960)"	"Host conectado (LGR S/N: 21151960, SEN S/N: 21151960)"	"Parado (LGR S/N: 21151960, SEN S/N: 21151960)"	"Final de archivo (LGR S/N: 21151960, SEN S/N: 21151960)"
73	14/04/23	14:00:00	14.505					
74	14/04/23	15:00:00	14.529					
75	14/04/23	16:00:00	14.529					
76	14/04/23	17:00:00	14.529					
77	14/04/23	18:00:00	14.529					
78	14/04/23	19:00:00	14.505					
79	14/04/23	20:00:00	14.505					
80	14/04/23	21:00:00	14.505					
81	14/04/23	22:00:00	14.529					
82	14/04/23	23:00:00	14.529					
83	15/04/23	00:00:00	14.553					
84	15/04/23	01:00:00	14.577					
85	15/04/23	02:00:00	14.601					
86	15/04/23	03:00:00	14.601					
87	15/04/23	04:00:00	14.601					
88	15/04/23	05:00:00	14.601					
89	15/04/23	06:00:00	14.577					
90	15/04/23	07:00:00	14.577					
91	15/04/23	08:00:00	14.625					
92	15/04/23	09:00:00	14.673					
93	15/04/23	10:00:00	14.721					
94	15/04/23	11:00:00	14.697					
95	15/04/23	12:00:00	14.745					
96	15/04/23	13:00:00	14.768					
97	15/04/23	14:00:00	14.792					
98	15/04/23	15:00:00	14.816					
99	15/04/23	16:00:00	14.816					
100	15/04/23	17:00:00	14.792					
101	15/04/23	18:00:00	14.768					
102	15/04/23	19:00:00	14.768					
103	15/04/23	20:00:00	14.792					
104	15/04/23	21:00:00	14.792					
105	15/04/23	22:00:00	14.792					
106	15/04/23	23:00:00	14.816					
107	16/04/23	00:00:00	14.840					
108	16/04/23	01:00:00	14.840					
109	16/04/23	02:00:00	14.816					
110	16/04/23	03:00:00	14.792					
111	16/04/23	04:00:00	14.768					
112	16/04/23	05:00:00	14.768					
113	16/04/23	06:00:00	14.745					
114	16/04/23	07:00:00	14.721					
115	16/04/23	08:00:00	14.721					
116	16/04/23	09:00:00	14.721					
117	16/04/23	10:00:00	14.745					
118	16/04/23	11:00:00	14.768					
119	16/04/23	12:00:00	14.768					
120	16/04/23	13:00:00	14.768					
121	16/04/23	14:00:00	14.768					
122	16/04/23	15:00:00	14.768					
123	16/04/23	16:00:00	14.745					
124	16/04/23	17:00:00	14.745					
125	16/04/23	18:00:00	14.864					
126	16/04/23	19:00:00	14.864					
127	16/04/23	20:00:00	14.912					
128	16/04/23	21:00:00	14.816					
129	16/04/23	22:00:00	14.792					
130	16/04/23	23:00:00	14.792					
131	17/04/23	00:00:00	14.792					
132	17/04/23	01:00:00	14.768					
133	17/04/23	02:00:00	14.768					
134	17/04/23	03:00:00	14.792					
135	17/04/23	04:00:00	14.768					
136	17/04/23	05:00:00	14.721					
137	17/04/23	06:00:00	14.721					
138	17/04/23	07:00:00	14.721					
139	17/04/23	08:00:00	14.721					
140	17/04/23	09:00:00	14.745					
141	17/04/23	10:00:00	14.792					
142	17/04/23	11:00:00	14.768					
143	17/04/23	12:00:00	14.792					
144	17/04/23	13:00:00	14.816					
145	17/04/23	14:00:00	14.840					
146	17/04/23	15:00:00	14.792					
147	17/04/23	16:00:00	14.721					
148	17/04/23	17:00:00	14.673					
149	17/04/23	18:00:00	14.649					
150	17/04/23	19:00:00	14.649					
151	17/04/23	20:00:00	14.649					
152	17/04/23	21:00:00	14.649					
153	17/04/23	22:00:00	14.625					
154	17/04/23	23:00:00	14.625					
155	18/04/23	00:00:00	14.625					
156	18/04/23	01:00:00	14.649					
157	18/04/23	02:00:00	14.649					
158	18/04/23	03:00:00	14.577					
159	18/04/23	04:00:00	14.601					
160	18/04/23	05:00:00	14.577					
161	18/04/23	06:00:00	14.601					
162	18/04/23	07:00:00	14.601					
163	18/04/23	08:00:00	14.625					
164	18/04/23	09:00:00	14.601					
165	18/04/23	10:00:00	14.577					
166	18/04/23	11:00:00	14.601					
167	18/04/23	12:00:00	14.625					
168	18/04/23	13:00:00	14.601					
169	18/04/23	14:00:00	14.601					
170	18/04/23	15:00:00	14.601					
171	18/04/23	16:00:00	14.577					
172	18/04/23	17:00:00	14.553					
173	18/04/23	18:00:00	14.553					
174	18/04/23	19:00:00	14.553					
175	18/04/23	20:00:00	14.529					
176	18/04/23	21:00:00	14.529					
177	18/04/23	22:00:00	14.505					
178	18/04/23	23:00:00	14.505					
179	19/04/23	00:00:00	14.505					
180	19/04/23	01:00:00	14.529					
181	19/04/23	02:00:00	14.601					
182	19/04/23	03:00:00	14.649					
183	19/04/23	04:00:00	14.625					
184	19/04/23	05:00:00	14.601					
185	19/04/23	06:00:00	14.577					
186	19/04/23	07:00:00	14.577					
187	19/04/23	08:00:00	14.577					
188	19/04/23	09:00:00	14.553					
189	19/04/23	10:00:00	14.577					
190	19/04/23	11:00:00	14.601					
191	19/04/23	12:00:00	14.673					
192	19/04/23	13:00:00	14.673					
193	19/04/23	14:00:00	14.697					
194	19/04/23	15:00:00	14.697					
195	19/04/23	16:00:00	14.625					
196	19/04/23	17:00:00	14.625					
197	19/04/23	18:00:00	14.649					
198	19/04/23	19:00:00	14.649					
199	19/04/23	20:00:00	14.649					
200	19/04/23	21:00:00	14.601					
201	19/04/23	22:00:00	14.601					
202	19/04/23	23:00:00	14.625					
203	20/04/23	00:00:00	14.601					
204	20/04/23	01:00:00	14.625					
205	20/04/23	02:00:00	14.625					
206	20/04/23	03:00:00	14.625					
207	20/04/23	04:00:00	14.697					
208	20/04/23	05:00:00	14.625					
209	20/04/23	06:00:00	14.601					
210	20/04/23	07:00:00	14.577					
211	20/04/23	08:00:00	14.601					
212	20/04/23	09:00:00	14.625					
213	20/04/23	10:00:00	14.649					
214	20/04/23	11:00:00	14.649					
215	20/04/23	12:00:00	14.673					
216	20/04/23	13:00:00	14.577					
217	20/04/23	14:00:00	14.529					
218	20/04/23	15:00:00	14.505					
219	20/04/23	16:00:00	14.505					
220	20/04/23	17:00:00	14.529					
221	20/04/23	18:00:00	14.529					
222	20/04/23	19:00:00	14.457					
223	20/04/23	20:00:00	14.457					
224	20/04/23	21:00:00	14.553					
225	20/04/23	22:00:00	14.601					
226	20/04/23	23:00:00	14.625					
227	21/04/23	00:00:00	14.577					
228	21/04/23	01:00:00	14.577					
229	21/04/23	02:00:00	14.601					
230	21/04/23	03:00:00	14.577					
231	21/04/23	04:00:00	14.553					
232	21/04/23	05:00:00	14.553					
233	21/04/23	06:00:00	14.505					
234	21/04/23	07:00:00	14.481					
235	21/04/23	08:00:00	14.529					
236	21/04/23	09:00:00	14.529					
237	21/04/23	10:00:00	14.529					
238	21/04/23	11:00:00	14.577					
239	21/04/23	12:00:00	14.697					
240	21/04/23	13:00:00	14.673					
241	21/04/23	14:00:00	14.792					
242	21/04/23	15:00:00	14.816					
243	21/04/23	16:00:00	14.721					
244	21/04/23	17:00:00	14.768					
245	21/04/23	18:00:00	14.745					
246	21/04/23	19:00:00	14.697					
247	21/04/23	20:00:00	14.697					
248	21/04/23	21:00:00	14.721					
249	21/04/23	22:00:00	14.792					
250	21/04/23	23:00:00	14.816					
251	22/04/23	00:00:00	14.768					
252	22/04/23	01:00:00	14.673					
253	22/04/23	02:00:00	14.649					
254	22/04/23	03:00:00	14.625					
255	22/04/23	04:00:00	14.601					
256	22/04/23	05:00:00	14.553					
257	22/04/23	06:00:00	14.601					
258	22/04/23	07:00:00	14.625					
259	22/04/23	08:00:00	14.601					
260	22/04/23	09:00:00	14.673					
261	22/04/23	10:00:00	14.768					
262	22/04/23	11:00:00	14.768					
263	22/04/23	12:00:00	14.697					
264	22/04/23	13:00:00	14.721					
265	22/04/23	14:00:00	14.721					
266	22/04/23	15:00:00	14.792					
267	22/04/23	16:00:00	14.792					
268	22/04/23	17:00:00	14.792					
269	22/04/23	18:00:00	14.888					
270	22/04/23	19:00:00	14.888					
271	22/04/23	20:00:00	14.840					
272	22/04/23	21:00:00	14.864					
273	22/04/23	22:00:00	14.840					
274	22/04/23	23:00:00	14.768					
275	23/04/23	00:00:00	14.673					
276	23/04/23	01:00:00	14.649					
277	23/04/23	02:00:00	14.649					
278	23/04/23	03:00:00	14.625					
279	23/04/23	04:00:00	14.625					
280	23/04/23	05:00:00	14.625					
281	23/04/23	06:00:00	14.625					
282	23/04/23	07:00:00	14.673					
283	23/04/23	08:00:00	14.673					
284	23/04/23	09:00:00	14.721					
285	23/04/23	10:00:00	14.936					
286	23/04/23	11:00:00	15.031					
287	23/04/23	12:00:00	14.840					
288	23/04/23	13:00:00	14.792					
289	23/04/23	14:00:00	14.697					
290	23/04/23	15:00:00	14.745					
291	23/04/23	16:00:00	14.792					
292	23/04/23	17:00:00	14.960					
293	23/04/23	18:00:00	15.055					
294	23/04/23	19:00:00	15.008					
295	23/04/23	20:00:00	14.888					
296	23/04/23	21:00:00	14.888					
297	23/04/23	22:00:00	14.912					
298	23/04/23	23:00:00	14.888					
299	24/04/23	00:00:00	14.888					
300	24/04/23	01:00:00	14.864					
301	24/04/23	02:00:00	14.840					
302	24/04/23	03:00:00	14.816					
303	24/04/23	04:00:00	14.816					
304	24/04/23	05:00:00	14.816					
305	24/04/23	06:00:00	14.768					
306	24/04/23	07:00:00	14.721					
307	24/04/23	08:00:00	14.721					
308	24/04/23	09:00:00	14.625					
309	24/04/23	10:00:00	14.601					
310	24/04/23	11:00:00	14.481					
311	24/04/23	12:00:00	14.385					
312	24/04/23	13:00:00	14.385					
313	24/04/23	14:00:00	14.409					
314	24/04/23	15:00:00	14.409					
315	24/04/23	16:00:00	14.409					
316	24/04/23	17:00:00	14.409					
317	24/04/23	18:00:00	14.457					
318	24/04/23	19:00:00	14.505					
319	24/04/23	20:00:00	14.577					
320	24/04/23	21:00:00	14.577					
321	24/04/23	22:00:00	14.601					
322	24/04/23	23:00:00	14.721					
323	25/04/23	00:00:00	14.864					
324	25/04/23	01:00:00	14.936					
325	25/04/23	02:00:00	14.984					
326	25/04/23	03:00:00	14.984					
327	25/04/23	04:00:00	15.008					
328	25/04/23	05:00:00	15.055					
329	25/04/23	06:00:00	15.031					
330	25/04/23	07:00:00	15.031					
331	25/04/23	08:00:00	15.031					
332	25/04/23	09:00:00	15.079					
333	25/04/23	10:00:00	15.055					
334	25/04/23	11:00:00	15.031					
335	25/04/23	12:00:00	14.960					
336	25/04/23	13:00:00	14.936					
337	25/04/23	14:00:00	14.960					
338	25/04/23	15:00:00	14.960					
339	25/04/23	16:00:00	14.960					
340	25/04/23	17:00:00	15.008					
341	25/04/23	18:00:00	15.151					
342	25/04/23	19:00:00	15.175					
343	25/04/23	20:00:00	15.223					
344	25/04/23	21:00:00	15.247					
345	25/04/23	22:00:00	15.247					
346	25/04/23	23:00:00	15.247					
347	26/04/23	00:00:00	15.247					
348	26/04/23	01:00:00	15.223					
349	26/04/23	02:00:00	15.199					
350	26/04/23	03:00:00	15.199					
351	26/04/23	04:00:00	15.199					
352	26/04/23	05:00:00	15.175					
353	26/04/23	06:00:00	15.175					
354	26/04/23	07:00:00	15.175					
355	26/04/23	08:00:00	15.151					
356	26/04/23	09:00:00	15.199					
357	26/04/23	10:00:00	15.223					
358	26/04/23	11:00:00	15.247					
359	26/04/23	12:00:00	15.247					
360	26/04/23	13:00:00	15.247					
361	26/04/23	14:00:00	15.199					
362	26/04/23	15:00:00	15.151					
363	26/04/23	16:00:00	15.127					
364	26/04/23	17:00:00	15.079					
365	26/04/23	18:00:00	15.079					
366	26/04/23	19:00:00	15.055					
367	26/04/23	20:00:00	15.055					
368	26/04/23	21:00:00	15.031					
369	26/04/23	22:00:00	15.008					
370	26/04/23	23:00:00	14.984					
371	27/04/23	00:00:00	14.960					
372	27/04/23	01:00:00	14.960					
373	27/04/23	02:00:00	15.008					
374	27/04/23	03:00:00	15.031					
375	27/04/23	04:00:00	15.031					
376	27/04/23	05:00:00	15.079					
377	27/04/23	06:00:00	15.151					
378	27/04/23	07:00:00	15.199					
379	27/04/23	08:00:00	15.031					
380	27/04/23	09:00:00	14.936					
381	27/04/23	10:00:00	15.008					
382	27/04/23	11:00:00	15.008					
383	27/04/23	12:00:00	15.079					
384	27/04/23	13:00:00	15.103					
385	27/04/23	14:00:00	15.079					
386	27/04/23	15:00:00	15.055					
387	27/04/23	16:00:00	15.055					
388	27/04/23	17:00:00	15.031					
389	27/04/23	18:00:00	15.031					
390	27/04/23	19:00:00	15.008					
391	27/04/23	20:00:00	15.008					
392	27/04/23	21:00:00	15.031					
393	27/04/23	22:00:00	15.103					
394	27/04/23	23:00:00	15.127					
395	28/04/23	00:00:00	15.055					
396	28/04/23	01:00:00	15.008					
397	28/04/23	02:00:00	15.008					
398	28/04/23	03:00:00	14.984					
399	28/04/23	04:00:00	14.984					
400	28/04/23	05:00:00	14.960					
401	28/04/23	06:00:00	14.960					
402	28/04/23	07:00:00	14.960					
403	28/04/23	08:00:00	14.984					
404	28/04/23	09:00:00	15.008					
405	28/04/23	10:00:00	14.984					
406	28/04/23	11:00:00	15.008					
407	28/04/23	12:00:00	14.960					
408	28/04/23	13:00:00	14.984					
409	28/04/23	14:00:00	14.984					
410	28/04/23	15:00:00	14.960					
411	28/04/23	16:00:00	14.936					
412	28/04/23	17:00:00	14.912					
413	28/04/23	18:00:00	14.912					
414	28/04/23	19:00:00	14.864					
415	28/04/23	20:00:00	14.888					
416	28/04/23	21:00:00	14.936					
417	28/04/23	22:00:00	14.936					
418	28/04/23	23:00:00	15.008					
419	29/04/23	00:00:00	15.008					
420	29/04/23	01:00:00	14.984					
421	29/04/23	02:00:00	14.912					
422	29/04/23	03:00:00	14.888					
423	29/04/23	04:00:00	14.984					
424	29/04/23	05:00:00	14.936					
425	29/04/23	06:00:00	14.960					
426	29/04/23	07:00:00	14.912					
427	29/04/23	08:00:00	14.888					
428	29/04/23	09:00:00	14.840					
429	29/04/23	10:00:00	14.840					
430	29/04/23	11:00:00	14.888					
431	29/04/23	12:00:00	14.912					
432	29/04/23	13:00:00	14.912					
433	29/04/23	14:00:00	14.888					
434	29/04/23	15:00:00	14.864					
435	29/04/23	16:00:00	14.864					
436	29/04/23	17:00:00	14.888					
437	29/04/23	18:00:00	15.008					
438	29/04/23	19:00:00	14.912					
439	29/04/23	20:00:00	14.864					
440	29/04/23	21:00:00	14.912					
441	29/04/23	22:00:00	14.888					
442	29/04/23	23:00:00	14.888					
443	30/04/23	00:00:00	14.888					
444	30/04/23	01:00:00	14.864					
445	30/04/23	02:00:00	14.840					
446	30/04/23	03:00:00	14.888					
447	30/04/23	04:00:00	14.864					
448	30/04/23	05:00:00	14.768					
449	30/04/23	06:00:00	14.816					
450	30/04/23	07:00:00	14.816					
451	30/04/23	08:00:00	14.864					
452	30/04/23	09:00:00	14.864					
453	30/04/23	10:00:00	14.864					
454	30/04/23	11:00:00	14.888					
455	30/04/23	12:00:00	14.840					
456	30/04/23	13:00:00	14.840					
457	30/04/23	14:00:00	14.816					
458	30/04/23	15:00:00	14.816					
459	30/04/23	16:00:00	14.816					
460	30/04/23	17:00:00	14.840					
461	30/04/23	18:00:00	14.864					
462	30/04/23	19:00:00	14.864					
463	30/04/23	20:00:00	14.816					
464	30/04/23	21:00:00	14.840					
465	30/04/23	22:00:00	14.864					
466	30/04/23	23:00:00	14.888					
467	01/05/23	00:00:00	14.888					
468	01/05/23	01:00:00	14.840					
469	01/05/23	02:00:00	14.840					
470	01/05/23	03:00:00	14.840					
471	01/05/23	04:00:00	14.816					
472	01/05/23	05:00:00	14.816					
473	01/05/23	06:00:00	14.768					
474	01/05/23	07:00:00	14.840					
475	01/05/23	08:00:00	14.816					
476	01/05/23	09:00:00	14.840					
477	01/05/23	10:00:00	14.816					
478	01/05/23	11:00:00	14.768					
479	01/05/23	12:00:00	14.792					
480	01/05/23	13:00:00	14.888					
481	01/05/23	14:00:00	14.840					
482	01/05/23	15:00:00	14.816					
483	01/05/23	16:00:00	15.008					
484	01/05/23	17:00:00	15.031					
485	01/05/23	18:00:00	15.103					
486	01/05/23	19:00:00	15.103					
487	01/05/23	20:00:00	15.247					
488	01/05/23	21:00:00	15.103					
489	01/05/23	22:00:00	15.079					
490	01/05/23	23:00:00	15.103					
491	02/05/23	00:00:00	14.936					
492	02/05/23	01:00:00	15.055					
493	02/05/23	02:00:00	15.127					
494	02/05/23	03:00:00	15.055					
495	02/05/23	04:00:00	15.031					
496	02/05/23	05:00:00	15.031					
497	02/05/23	06:00:00	14.816					
498	02/05/23	07:00:00	15.055					
499	02/05/23	08:00:00	15.199					
500	02/05/23	09:00:00	15.103					
501	02/05/23	10:00:00	15.103					
502	02/05/23	11:00:00	15.199					
503	02/05/23	12:00:00	15.461					
504	02/05/23	13:00:00	15.390					
505	02/05/23	14:00:00	15.819					
506	02/05/23	15:00:00	15.772					
507	02/05/23	16:00:00	15.581					
508	02/05/23	17:00:00	15.676					
509	02/05/23	18:00:00	15.676					
510	02/05/23	19:00:00	15.629					
511	02/05/23	20:00:00	15.581					
512	02/05/23	21:00:00	15.605					
513	02/05/23	22:00:00	15.175					
514	02/05/23	23:00:00	15.318					
515	03/05/23	00:00:00	15.103					
516	03/05/23	01:00:00	15.199					
517	03/05/23	02:00:00	15.270					
518	03/05/23	03:00:00	15.247					
519	03/05/23	04:00:00	15.151					
520	03/05/23	05:00:00	14.984					
521	03/05/23	06:00:00	15.318					
522	03/05/23	07:00:00	15.199					
523	03/05/23	08:00:00	15.151					
524	03/05/23	09:00:00	15.079					
525	03/05/23	10:00:00	15.127					
526	03/05/23	11:00:00	15.127					
527	03/05/23	12:00:00	15.031					
528	03/05/23	13:00:00	14.864					
529	03/05/23	14:00:00	14.888					
530	03/05/23	15:00:00	15.199					
531	03/05/23	16:00:00	15.055					
532	03/05/23	17:00:00	15.103					
533	03/05/23	18:00:00	15.700					
534	03/05/23	19:00:00	15.772					
535	03/05/23	20:00:00	15.652					
536	03/05/23	21:00:00	15.629					
537	03/05/23	22:00:00	15.247					
538	03/05/23	23:00:00	15.294					
539	04/05/23	00:00:00	14.912					
540	04/05/23	01:00:00	14.912					
541	04/05/23	02:00:00	14.936					
542	04/05/23	03:00:00	14.888					
543	04/05/23	04:00:00	14.984					
544	04/05/23	05:00:00	15.079					
545	04/05/23	06:00:00	15.008					
546	04/05/23	07:00:00	15.103					
547	04/05/23	08:00:00	15.008					
548	04/05/23	09:00:00	14.888					
549	04/05/23	10:00:00	14.912					
550	04/05/23	11:00:00	14.960					
551	04/05/23	12:00:00	14.960					
552	04/05/23	13:00:00	14.960					
553	04/05/23	14:00:00	14.936					
554	04/05/23	15:00:00	14.864					
555	04/05/23	16:00:00	14.864					
556	04/05/23	17:00:00	14.888					
557	04/05/23	18:00:00	14.984					
558	04/05/23	19:00:00	14.936					
559	04/05/23	20:00:00	14.912					
560	04/05/23	21:00:00	15.055					
561	04/05/23	22:00:00	15.151					
562	04/05/23	23:00:00	15.055					
563	05/05/23	00:00:00	15.031					
564	05/05/23	01:00:00	14.840					
565	05/05/23	02:00:00	14.768					
566	05/05/23	03:00:00	14.864					
567	05/05/23	04:00:00	14.888					
568	05/05/23	05:00:00	14.864					
569	05/05/23	06:00:00	14.912					
570	05/05/23	07:00:00	14.864					
571	05/05/23	08:00:00	14.888					
572	05/05/23	09:00:00	14.936					
573	05/05/23	10:00:00	14.984					
574	05/05/23	11:00:00	14.960					
575	05/05/23	12:00:00	14.960					
576	05/05/23	13:00:00	14.912					
577	05/05/23	14:00:00	14.936					
578	05/05/23	15:00:00	14.816					
579	05/05/23	16:00:00	15.103					
580	05/05/23	17:00:00	15.270					
581	05/05/23	18:00:00	15.390					
582	05/05/23	19:00:00	15.127					
583	05/05/23	20:00:00	14.984					
584	05/05/23	21:00:00	14.960					
585	05/05/23	22:00:00	15.008					
586	05/05/23	23:00:00	14.936					
587	06/05/23	00:00:00	14.936					
588	06/05/23	01:00:00	14.864					
589	06/05/23	02:00:00	14.984					
590	06/05/23	03:00:00	15.031					
591	06/05/23	04:00:00	15.055					
592	06/05/23	05:00:00	15.079					
593	06/05/23	06:00:00	15.151					
594	06/05/23	07:00:00	15.055					
595	06/05/23	08:00:00	15.151					
596	06/05/23	09:00:00	15.079					
597	06/05/23	10:00:00	15.031					
598	06/05/23	11:00:00	15.031					
599	06/05/23	12:00:00	15.008					
600	06/05/23	13:00:00	15.031					
601	06/05/23	14:00:00	15.055					
602	06/05/23	15:00:00	15.008					
603	06/05/23	16:00:00	15.247					
604	06/05/23	17:00:00	15.414					
605	06/05/23	18:00:00	15.438					
606	06/05/23	19:00:00	15.366					
607	06/05/23	20:00:00	15.247					
608	06/05/23	21:00:00	15.151					
609	06/05/23	22:00:00	15.055					
610	06/05/23	23:00:00	15.055					
611	07/05/23	00:00:00	15.079					
612	07/05/23	01:00:00	15.127					
613	07/05/23	02:00:00	15.103					
614	07/05/23	03:00:00	15.127					
615	07/05/23	04:00:00	14.960					
616	07/05/23	05:00:00	15.031					
617	07/05/23	06:00:00	15.079					
618	07/05/23	07:00:00	15.008					
619	07/05/23	08:00:00	15.008					
620	07/05/23	09:00:00	15.031					
621	07/05/23	10:00:00	15.008					
622	07/05/23	11:00:00	14.960					
623	07/05/23	12:00:00	14.960					
624	07/05/23	13:00:00	14.984					
625	07/05/23	14:00:00	14.888					
626	07/05/23	15:00:00	14.816					
627	07/05/23	16:00:00	14.840					
628	07/05/23	17:00:00	15.294					
629	07/05/23	18:00:00	15.175					
630	07/05/23	19:00:00	15.270					
631	07/05/23	20:00:00	15.270					
632	07/05/23	21:00:00	15.127					
633	07/05/23	22:00:00	15.031					
634	07/05/23	23:00:00	14.960					
635	08/05/23	00:00:00	14.792					
636	08/05/23	01:00:00	14.768					
637	08/05/23	02:00:00	14.768					
638	08/05/23	03:00:00	14.768					
639	08/05/23	04:00:00	14.840					
640	08/05/23	05:00:00	14.840					
641	08/05/23	06:00:00	14.936					
642	08/05/23	07:00:00	15.008					
643	08/05/23	08:00:00	14.864					
644	08/05/23	09:00:00	14.768					
645	08/05/23	10:00:00	14.697					
646	08/05/23	11:00:00	14.649					
647	08/05/23	12:00:00	14.673					
648	08/05/23	13:00:00	14.697					
649	08/05/23	14:00:00	14.721					
650	08/05/23	15:00:00	14.768					
651	08/05/23	16:00:00	14.792					
652	08/05/23	17:00:00	14.721					
653	08/05/23	18:00:00	14.768					
654	08/05/23	19:00:00	14.984					
655	08/05/23	20:00:00	15.079					
656	08/05/23	21:00:00	15.103					
657	08/05/23	22:00:00	15.199					
658	08/05/23	23:00:00	14.936					
659	09/05/23	00:00:00	14.816					
660	09/05/23	01:00:00	14.816					
661	09/05/23	02:00:00	14.649					
662	09/05/23	03:00:00	14.625					
663	09/05/23	04:00:00	14.768					
664	09/05/23	05:00:00	14.768					
665	09/05/23	06:00:00	14.792					
666	09/05/23	07:00:00	14.768					
667	09/05/23	08:00:00	14.936					
668	09/05/23	09:00:00	14.864					
669	09/05/23	10:00:00	14.912					
670	09/05/23	11:00:00	14.960					
671	09/05/23	12:00:00	15.055					
672	09/05/23	13:00:00	15.008					
673	09/05/23	14:00:00	14.912					
674	09/05/23	15:00:00	14.816					
675	09/05/23	16:00:00	14.912					
676	09/05/23	17:00:00	15.485					
677	09/05/23	18:00:00	15.533					
678	09/05/23	19:00:00	15.438					
679	09/05/23	20:00:00	15.342					
680	09/05/23	21:00:00	15.270					
681	09/05/23	22:00:00	15.270					
682	09/05/23	23:00:00	15.270					
683	10/05/23	00:00:00	15.103					
684	10/05/23	01:00:00	14.888					
685	10/05/23	02:00:00	14.864					
686	10/05/23	03:00:00	14.960					
687	10/05/23	04:00:00	14.936					
688	10/05/23	05:00:00	15.127					
689	10/05/23	06:00:00	15.008					
690	10/05/23	07:00:00	14.984					
691	10/05/23	08:00:00	14.984					
692	10/05/23	09:00:00	15.008					
693	10/05/23	10:00:00	15.008					
694	10/05/23	11:00:00	15.008					
695	10/05/23	12:00:00	15.270					
696	10/05/23	13:00:00	15.055					
697	10/05/23	14:00:00	15.031					
698	10/05/23	15:00:00	15.342					
699	10/05/23	16:00:00	15.629					
700	10/05/23	17:00:00	15.652					
701	10/05/23	18:00:00	15.772					
702	10/05/23	19:00:00	15.629					
703	10/05/23	20:00:00	15.629					
704	10/05/23	21:00:00	15.652					
705	10/05/23	22:00:00	15.581					
706	10/05/23	23:00:00	15.700					
707	11/05/23	00:00:00	15.342					
708	11/05/23	01:00:00	15.008					
709	11/05/23	02:00:00	14.984					
710	11/05/23	03:00:00	14.912					
