"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20987460, SEN S/N: 20987460, LBL: Cannelle 15m)"	"Acoplador separado (LGR S/N: 20987460, SEN S/N: 20987460)"	"Acoplador adjunto (LGR S/N: 20987460, SEN S/N: 20987460)"	"Host conectado (LGR S/N: 20987460, SEN S/N: 20987460)"	"Parado (LGR S/N: 20987460, SEN S/N: 20987460)"	"Final de archivo (LGR S/N: 20987460, SEN S/N: 20987460)"
387	21/04/23	12:00:00	15.461					
388	21/04/23	13:00:00	15.581					
389	21/04/23	14:00:00	15.629					
390	21/04/23	15:00:00	15.485					
391	21/04/23	16:00:00	15.390					
392	21/04/23	17:00:00	15.318					
393	21/04/23	18:00:00	15.247					
394	21/04/23	19:00:00	15.103					
395	21/04/23	20:00:00	15.031					
396	21/04/23	21:00:00	15.008					
397	21/04/23	22:00:00	14.984					
398	21/04/23	23:00:00	15.008					
399	22/04/23	00:00:00	15.008					
400	22/04/23	01:00:00	14.984					
401	22/04/23	02:00:00	14.936					
402	22/04/23	03:00:00	14.936					
403	22/04/23	04:00:00	14.936					
404	22/04/23	05:00:00	15.031					
405	22/04/23	06:00:00	15.247					
406	22/04/23	07:00:00	15.438					
407	22/04/23	08:00:00	15.485					
408	22/04/23	09:00:00	15.557					
409	22/04/23	10:00:00	15.485					
410	22/04/23	11:00:00	15.485					
411	22/04/23	12:00:00	15.605					
412	22/04/23	13:00:00	15.557					
413	22/04/23	14:00:00	15.605					
414	22/04/23	15:00:00	15.509					
415	22/04/23	16:00:00	15.438					
416	22/04/23	17:00:00	15.342					
417	22/04/23	18:00:00	15.438					
418	22/04/23	19:00:00	15.342					
419	22/04/23	20:00:00	15.414					
420	22/04/23	21:00:00	15.390					
421	22/04/23	22:00:00	15.390					
422	22/04/23	23:00:00	15.366					
423	23/04/23	00:00:00	15.366					
424	23/04/23	01:00:00	15.342					
425	23/04/23	02:00:00	15.342					
426	23/04/23	03:00:00	15.342					
427	23/04/23	04:00:00	15.318					
428	23/04/23	05:00:00	15.223					
429	23/04/23	06:00:00	15.247					
430	23/04/23	07:00:00	15.294					
431	23/04/23	08:00:00	15.414					
432	23/04/23	09:00:00	15.390					
433	23/04/23	10:00:00	15.438					
434	23/04/23	11:00:00	15.557					
435	23/04/23	12:00:00	15.676					
436	23/04/23	13:00:00	15.819					
437	23/04/23	14:00:00	15.915					
438	23/04/23	15:00:00	15.939					
439	23/04/23	16:00:00	15.700					
440	23/04/23	17:00:00	15.772					
441	23/04/23	18:00:00	15.581					
442	23/04/23	19:00:00	15.724					
443	23/04/23	20:00:00	15.485					
444	23/04/23	21:00:00	15.485					
445	23/04/23	22:00:00	15.485					
446	23/04/23	23:00:00	15.485					
447	24/04/23	00:00:00	15.629					
448	24/04/23	01:00:00	15.819					
449	24/04/23	02:00:00	15.748					
450	24/04/23	03:00:00	15.891					
451	24/04/23	04:00:00	15.819					
452	24/04/23	05:00:00	15.629					
453	24/04/23	06:00:00	15.461					
454	24/04/23	07:00:00	15.485					
455	24/04/23	08:00:00	15.891					
456	24/04/23	09:00:00	15.939					
457	24/04/23	10:00:00	16.010					
458	24/04/23	11:00:00	16.058					
459	24/04/23	12:00:00	16.106					
460	24/04/23	13:00:00	16.201					
461	24/04/23	14:00:00	16.272					
462	24/04/23	15:00:00	16.320					
463	24/04/23	16:00:00	16.296					
464	24/04/23	17:00:00	16.249					
465	24/04/23	18:00:00	16.272					
466	24/04/23	19:00:00	16.249					
467	24/04/23	20:00:00	16.249					
468	24/04/23	21:00:00	16.225					
469	24/04/23	22:00:00	16.225					
470	24/04/23	23:00:00	16.177					
471	25/04/23	00:00:00	16.082					
472	25/04/23	01:00:00	16.058					
473	25/04/23	02:00:00	16.153					
474	25/04/23	03:00:00	16.153					
475	25/04/23	04:00:00	16.153					
476	25/04/23	05:00:00	16.129					
477	25/04/23	06:00:00	16.106					
478	25/04/23	07:00:00	16.082					
479	25/04/23	08:00:00	16.106					
480	25/04/23	09:00:00	16.034					
481	25/04/23	10:00:00	16.010					
482	25/04/23	11:00:00	16.010					
483	25/04/23	12:00:00	16.106					
484	25/04/23	13:00:00	16.153					
485	25/04/23	14:00:00	16.034					
486	25/04/23	15:00:00	15.963					
487	25/04/23	16:00:00	15.986					
488	25/04/23	17:00:00	15.986					
489	25/04/23	18:00:00	16.010					
490	25/04/23	19:00:00	15.915					
491	25/04/23	20:00:00	15.891					
492	25/04/23	21:00:00	15.915					
493	25/04/23	22:00:00	15.891					
494	25/04/23	23:00:00	15.891					
495	26/04/23	00:00:00	15.819					
496	26/04/23	01:00:00	15.772					
497	26/04/23	02:00:00	15.700					
498	26/04/23	03:00:00	15.652					
499	26/04/23	04:00:00	15.629					
500	26/04/23	05:00:00	15.605					
501	26/04/23	06:00:00	15.605					
502	26/04/23	07:00:00	15.581					
503	26/04/23	08:00:00	15.581					
504	26/04/23	09:00:00	15.605					
505	26/04/23	10:00:00	15.605					
506	26/04/23	11:00:00	15.629					
507	26/04/23	12:00:00	15.676					
508	26/04/23	13:00:00	15.772					
509	26/04/23	14:00:00	15.867					
510	26/04/23	15:00:00	15.915					
511	26/04/23	16:00:00	15.891					
512	26/04/23	17:00:00	15.915					
513	26/04/23	18:00:00	15.796					
514	26/04/23	19:00:00	15.700					
515	26/04/23	20:00:00	15.676					
516	26/04/23	21:00:00	15.652					
517	26/04/23	22:00:00	15.700					
518	26/04/23	23:00:00	15.724					
519	27/04/23	00:00:00	15.724					
520	27/04/23	01:00:00	15.748					
521	27/04/23	02:00:00	15.700					
522	27/04/23	03:00:00	15.700					
523	27/04/23	04:00:00	15.700					
524	27/04/23	05:00:00	15.724					
525	27/04/23	06:00:00	15.700					
526	27/04/23	07:00:00	15.700					
527	27/04/23	08:00:00	15.772					
528	27/04/23	09:00:00	15.748					
529	27/04/23	10:00:00	15.772					
530	27/04/23	11:00:00	15.843					
531	27/04/23	12:00:00	15.891					
532	27/04/23	13:00:00	16.010					
533	27/04/23	14:00:00	16.106					
534	27/04/23	15:00:00	16.272					
535	27/04/23	16:00:00	16.201					
536	27/04/23	17:00:00	16.034					
537	27/04/23	18:00:00	15.986					
538	27/04/23	19:00:00	15.891					
539	27/04/23	20:00:00	15.772					
540	27/04/23	21:00:00	15.700					
541	27/04/23	22:00:00	15.700					
542	27/04/23	23:00:00	15.700					
543	28/04/23	00:00:00	15.724					
544	28/04/23	01:00:00	15.748					
545	28/04/23	02:00:00	15.724					
546	28/04/23	03:00:00	15.652					
547	28/04/23	04:00:00	15.629					
548	28/04/23	05:00:00	15.676					
549	28/04/23	06:00:00	15.796					
550	28/04/23	07:00:00	15.748					
551	28/04/23	08:00:00	15.915					
552	28/04/23	09:00:00	15.963					
553	28/04/23	10:00:00	15.963					
554	28/04/23	11:00:00	15.915					
555	28/04/23	12:00:00	16.058					
556	28/04/23	13:00:00	16.129					
557	28/04/23	14:00:00	16.201					
558	28/04/23	15:00:00	16.296					
559	28/04/23	16:00:00	16.296					
560	28/04/23	17:00:00	16.034					
561	28/04/23	18:00:00	15.915					
562	28/04/23	19:00:00	15.843					
563	28/04/23	20:00:00	15.796					
564	28/04/23	21:00:00	15.724					
565	28/04/23	22:00:00	15.819					
566	28/04/23	23:00:00	15.867					
567	29/04/23	00:00:00	15.891					
568	29/04/23	01:00:00	15.915					
569	29/04/23	02:00:00	15.891					
570	29/04/23	03:00:00	15.843					
571	29/04/23	04:00:00	15.867					
572	29/04/23	05:00:00	15.867					
573	29/04/23	06:00:00	15.843					
574	29/04/23	07:00:00	15.867					
575	29/04/23	08:00:00	15.891					
576	29/04/23	09:00:00	16.010					
577	29/04/23	10:00:00	15.915					
578	29/04/23	11:00:00	16.010					
579	29/04/23	12:00:00	16.058					
580	29/04/23	13:00:00	16.010					
581	29/04/23	14:00:00	16.034					
582	29/04/23	15:00:00	16.368					
583	29/04/23	16:00:00	16.153					
584	29/04/23	17:00:00	16.106					
585	29/04/23	18:00:00	16.082					
586	29/04/23	19:00:00	15.963					
587	29/04/23	20:00:00	15.915					
588	29/04/23	21:00:00	15.915					
589	29/04/23	22:00:00	15.867					
590	29/04/23	23:00:00	15.915					
591	30/04/23	00:00:00	15.915					
592	30/04/23	01:00:00	15.939					
593	30/04/23	02:00:00	15.843					
594	30/04/23	03:00:00	15.748					
595	30/04/23	04:00:00	15.748					
596	30/04/23	05:00:00	15.748					
597	30/04/23	06:00:00	15.986					
598	30/04/23	07:00:00	15.819					
599	30/04/23	08:00:00	15.843					
600	30/04/23	09:00:00	15.843					
601	30/04/23	10:00:00	15.915					
602	30/04/23	11:00:00	15.986					
603	30/04/23	12:00:00	16.106					
604	30/04/23	13:00:00	16.082					
605	30/04/23	14:00:00	16.010					
606	30/04/23	15:00:00	15.891					
607	30/04/23	16:00:00	15.867					
608	30/04/23	17:00:00	15.986					
609	30/04/23	18:00:00	15.986					
610	30/04/23	19:00:00	15.700					
611	30/04/23	20:00:00	15.724					
612	30/04/23	21:00:00	15.724					
613	30/04/23	22:00:00	15.796					
614	30/04/23	23:00:00	15.796					
615	01/05/23	00:00:00	16.153					
616	01/05/23	01:00:00	15.939					
617	01/05/23	02:00:00	15.915					
618	01/05/23	03:00:00	15.963					
619	01/05/23	04:00:00	15.939					
620	01/05/23	05:00:00	15.843					
621	01/05/23	06:00:00	15.939					
622	01/05/23	07:00:00	15.843					
623	01/05/23	08:00:00	15.843					
624	01/05/23	09:00:00	16.058					
625	01/05/23	10:00:00	15.939					
626	01/05/23	11:00:00	15.963					
627	01/05/23	12:00:00	16.058					
628	01/05/23	13:00:00	16.082					
629	01/05/23	14:00:00	16.177					
630	01/05/23	15:00:00	16.392					
631	01/05/23	16:00:00	16.082					
632	01/05/23	17:00:00	16.106					
633	01/05/23	18:00:00	16.010					
634	01/05/23	19:00:00	15.796					
635	01/05/23	20:00:00	15.891					
636	01/05/23	21:00:00	15.509					
637	01/05/23	22:00:00	15.605					
638	01/05/23	23:00:00	15.652					
639	02/05/23	00:00:00	15.629					
640	02/05/23	01:00:00	15.533					
641	02/05/23	02:00:00	15.461					
642	02/05/23	03:00:00	15.461					
643	02/05/23	04:00:00	15.461					
644	02/05/23	05:00:00	15.461					
645	02/05/23	06:00:00	15.461					
646	02/05/23	07:00:00	15.485					
647	02/05/23	08:00:00	15.509					
648	02/05/23	09:00:00	15.581					
649	02/05/23	10:00:00	15.724					
650	02/05/23	11:00:00	15.652					
651	02/05/23	12:00:00	15.390					
652	02/05/23	13:00:00	15.485					
653	02/05/23	14:00:00	15.509					
654	02/05/23	15:00:00	15.557					
655	02/05/23	16:00:00	15.533					
656	02/05/23	17:00:00	15.485					
657	02/05/23	18:00:00	15.438					
658	02/05/23	19:00:00	15.414					
659	02/05/23	20:00:00	15.485					
660	02/05/23	21:00:00	15.557					
661	02/05/23	22:00:00	15.652					
662	02/05/23	23:00:00	15.748					
663	03/05/23	00:00:00	15.819					
664	03/05/23	01:00:00	15.819					
665	03/05/23	02:00:00	15.772					
666	03/05/23	03:00:00	15.700					
667	03/05/23	04:00:00	15.605					
668	03/05/23	05:00:00	15.676					
669	03/05/23	06:00:00	15.724					
670	03/05/23	07:00:00	15.915					
671	03/05/23	08:00:00	15.581					
672	03/05/23	09:00:00	15.772					
673	03/05/23	10:00:00	15.772					
674	03/05/23	11:00:00	15.867					
675	03/05/23	12:00:00	15.915					
676	03/05/23	13:00:00	15.700					
677	03/05/23	14:00:00	15.724					
678	03/05/23	15:00:00	15.843					
679	03/05/23	16:00:00	15.939					
680	03/05/23	17:00:00	16.010					
681	03/05/23	18:00:00	16.034					
682	03/05/23	19:00:00	15.986					
683	03/05/23	20:00:00	15.986					
684	03/05/23	21:00:00	15.891					
685	03/05/23	22:00:00	15.796					
686	03/05/23	23:00:00	15.724					
687	04/05/23	00:00:00	15.676					
688	04/05/23	01:00:00	15.700					
689	04/05/23	02:00:00	15.748					
690	04/05/23	03:00:00	15.796					
691	04/05/23	04:00:00	15.724					
692	04/05/23	05:00:00	15.796					
693	04/05/23	06:00:00	15.700					
694	04/05/23	07:00:00	15.724					
695	04/05/23	08:00:00	15.891					
696	04/05/23	09:00:00	15.700					
697	04/05/23	10:00:00	16.034					
698	04/05/23	11:00:00	16.010					
699	04/05/23	12:00:00	15.891					
700	04/05/23	13:00:00	16.129					
701	04/05/23	14:00:00	16.534					
702	04/05/23	15:00:00	16.320					
703	04/05/23	16:00:00	16.201					
704	04/05/23	17:00:00	16.034					
705	04/05/23	18:00:00	15.867					
706	04/05/23	19:00:00	15.843					
707	04/05/23	20:00:00	15.748					
708	04/05/23	21:00:00	15.676					
709	04/05/23	22:00:00	15.724					
710	04/05/23	23:00:00	15.819					
711	05/05/23	00:00:00	15.581					
712	05/05/23	01:00:00	15.724					
713	05/05/23	02:00:00	15.963					
714	05/05/23	03:00:00	15.939					
715	05/05/23	04:00:00	15.676					
716	05/05/23	05:00:00	15.676					
717	05/05/23	06:00:00	16.058					
718	05/05/23	07:00:00	15.724					
719	05/05/23	08:00:00	16.010					
720	05/05/23	09:00:00	15.891					
721	05/05/23	10:00:00	15.724					
722	05/05/23	11:00:00	15.629					
723	05/05/23	12:00:00	15.915					
724	05/05/23	13:00:00	16.129					
725	05/05/23	14:00:00	16.463					
726	05/05/23	15:00:00	16.344					
727	05/05/23	16:00:00	16.439					
728	05/05/23	17:00:00	16.296					
729	05/05/23	18:00:00	16.225					
730	05/05/23	19:00:00	16.201					
731	05/05/23	20:00:00	15.819					
732	05/05/23	21:00:00	15.867					
733	05/05/23	22:00:00	16.034					
734	05/05/23	23:00:00	15.843					
735	06/05/23	00:00:00	15.772					
736	06/05/23	01:00:00	15.772					
737	06/05/23	02:00:00	16.034					
738	06/05/23	03:00:00	15.700					
739	06/05/23	04:00:00	15.819					
740	06/05/23	05:00:00	15.867					
741	06/05/23	06:00:00	16.082					
742	06/05/23	07:00:00	15.724					
743	06/05/23	08:00:00	15.963					
744	06/05/23	09:00:00	16.177					
745	06/05/23	10:00:00	16.153					
746	06/05/23	11:00:00	15.939					
747	06/05/23	12:00:00	16.201					
748	06/05/23	13:00:00	15.676					
749	06/05/23	14:00:00	16.463					
750	06/05/23	15:00:00	15.939					
751	06/05/23	16:00:00	16.511					
752	06/05/23	17:00:00	16.153					
753	06/05/23	18:00:00	16.106					
754	06/05/23	19:00:00	15.843					
755	06/05/23	20:00:00	15.915					
756	06/05/23	21:00:00	15.986					
757	06/05/23	22:00:00	15.867					
758	06/05/23	23:00:00	15.629					
759	07/05/23	00:00:00	15.629					
760	07/05/23	01:00:00	15.461					
761	07/05/23	02:00:00	15.461					
762	07/05/23	03:00:00	15.652					
763	07/05/23	04:00:00	15.629					
764	07/05/23	05:00:00	15.796					
765	07/05/23	06:00:00	15.963					
766	07/05/23	07:00:00	16.058					
767	07/05/23	08:00:00	15.915					
768	07/05/23	09:00:00	16.058					
769	07/05/23	10:00:00	15.485					
770	07/05/23	11:00:00	15.915					
771	07/05/23	12:00:00	16.106					
772	07/05/23	13:00:00	16.415					
773	07/05/23	14:00:00	16.249					
774	07/05/23	15:00:00	16.034					
775	07/05/23	16:00:00	15.843					
776	07/05/23	17:00:00	15.986					
777	07/05/23	18:00:00	16.010					
778	07/05/23	19:00:00	16.201					
779	07/05/23	20:00:00	15.986					
780	07/05/23	21:00:00	15.724					
781	07/05/23	22:00:00	15.676					
782	07/05/23	23:00:00	15.843					
783	08/05/23	00:00:00	15.891					
784	08/05/23	01:00:00	15.652					
785	08/05/23	02:00:00	16.177					
786	08/05/23	03:00:00	15.772					
787	08/05/23	04:00:00	16.153					
788	08/05/23	05:00:00	15.796					
789	08/05/23	06:00:00	16.201					
790	08/05/23	07:00:00	16.034					
791	08/05/23	08:00:00	15.819					
792	08/05/23	09:00:00	15.796					
793	08/05/23	10:00:00	15.915					
794	08/05/23	11:00:00	16.058					
795	08/05/23	12:00:00	16.106					
796	08/05/23	13:00:00	16.344					
797	08/05/23	14:00:00	16.534					
798	08/05/23	15:00:00	16.582					
799	08/05/23	16:00:00	16.415					
800	08/05/23	17:00:00	16.225					
801	08/05/23	18:00:00	16.106					
802	08/05/23	19:00:00	15.819					
803	08/05/23	20:00:00	16.058					
804	08/05/23	21:00:00	16.344					
805	08/05/23	22:00:00	15.939					
806	08/05/23	23:00:00	16.511					
807	09/05/23	00:00:00	16.129					
808	09/05/23	01:00:00	16.725					
809	09/05/23	02:00:00	15.867					
810	09/05/23	03:00:00	15.652					
811	09/05/23	04:00:00	15.652					
812	09/05/23	05:00:00	15.843					
813	09/05/23	06:00:00	15.986					
814	09/05/23	07:00:00	15.843					
815	09/05/23	08:00:00	15.796					
816	09/05/23	09:00:00	15.963					
817	09/05/23	10:00:00	15.986					
818	09/05/23	11:00:00	15.939					
819	09/05/23	12:00:00	16.082					
820	09/05/23	13:00:00	16.320					
821	09/05/23	14:00:00	16.534					
822	09/05/23	15:00:00	16.463					
823	09/05/23	16:00:00	16.296					
824	09/05/23	17:00:00	16.201					
825	09/05/23	18:00:00	16.320					
826	09/05/23	19:00:00	15.748					
827	09/05/23	20:00:00	15.819					
828	09/05/23	21:00:00	15.796					
829	09/05/23	22:00:00	16.010					
830	09/05/23	23:00:00	16.010					
831	10/05/23	00:00:00	16.010					
832	10/05/23	01:00:00	16.010					
833	10/05/23	02:00:00	16.630					
834	10/05/23	03:00:00	16.582					
835	10/05/23	04:00:00	16.368					
836	10/05/23	05:00:00	16.225					
837	10/05/23	06:00:00	16.511					
838	10/05/23	07:00:00	16.177					
839	10/05/23	08:00:00	16.225					
840	10/05/23	09:00:00	16.129					
841	10/05/23	10:00:00	16.225					
842	10/05/23	11:00:00	16.582					
843	10/05/23	12:00:00	16.534					
844	10/05/23	13:00:00	17.677					
845	10/05/23	14:00:00	17.867					
846	10/05/23	15:00:00	17.819					
847	10/05/23	16:00:00	17.344					
848	10/05/23	17:00:00	17.296					
849	10/05/23	18:00:00	16.654					
850	10/05/23	19:00:00	16.439					
851	10/05/23	20:00:00	16.463					
852	10/05/23	21:00:00	16.582					
853	10/05/23	22:00:00	17.130					
854	10/05/23	23:00:00	17.819					
855	11/05/23	00:00:00	17.938					
856	11/05/23	01:00:00	18.105					
857	11/05/23	02:00:00	17.605					
858	11/05/23	03:00:00	18.271					
859	11/05/23	04:00:00	17.320					
860	11/05/23	05:00:00	17.653					
861	11/05/23	06:00:00	17.724					
862	11/05/23	07:00:00	17.772					
863	11/05/23	08:00:00	17.915					
864	11/05/23	09:00:00	17.891					
865	11/05/23	10:00:00	17.915					
866	11/05/23	11:00:00	17.843					
867	11/05/23	12:00:00	18.010					
868	11/05/23	13:00:00	18.105					
869	11/05/23	14:00:00	18.057					
870	11/05/23	15:00:00	18.057					
871	11/05/23	16:00:00	18.081					
872	11/05/23	17:00:00	18.105					
873	11/05/23	18:00:00	18.057					
874	11/05/23	19:00:00	18.057					
875	11/05/23	20:00:00	18.129					
876	11/05/23	21:00:00	18.200					
877	11/05/23	22:00:00	18.129					
878	11/05/23	23:00:00	17.915					
879	12/05/23	00:00:00	17.891					
880	12/05/23	01:00:00	17.843					
881	12/05/23	02:00:00	17.843					
882	12/05/23	03:00:00	17.843					
883	12/05/23	04:00:00	17.748					
884	12/05/23	05:00:00	17.653					
885	12/05/23	06:00:00	17.748					
886	12/05/23	07:00:00	17.891					
887	12/05/23	08:00:00	17.772					
888	12/05/23	09:00:00	18.010					
889	12/05/23	10:00:00	17.867					
890	12/05/23	11:00:00	17.915					
891	12/05/23	12:00:00	17.962					
892	12/05/23	13:00:00	18.057					
893	12/05/23	14:00:00	17.772					
894	12/05/23	15:00:00	17.796					
895	12/05/23	16:00:00	17.938					
896	12/05/23	17:00:00	18.010					
897	12/05/23	18:00:00	17.867					
898	12/05/23	19:00:00	17.677					
899	12/05/23	20:00:00	17.677					
900	12/05/23	21:00:00	17.677					
901	12/05/23	22:00:00	17.748					
902	12/05/23	23:00:00	17.819					
903	13/05/23	00:00:00	17.748					
904	13/05/23	01:00:00	17.724					
905	13/05/23	02:00:00	17.843					
906	13/05/23	03:00:00	17.915					
907	13/05/23	04:00:00	17.891					
908	13/05/23	05:00:00	17.867					
909	13/05/23	06:00:00	17.867					
910	13/05/23	07:00:00	17.891					
911	13/05/23	08:00:00	17.915					
912	13/05/23	09:00:00	17.915					
913	13/05/23	10:00:00	17.986					
914	13/05/23	11:00:00	18.033					
915	13/05/23	12:00:00	18.129					
916	13/05/23	13:00:00	18.200					
917	13/05/23	14:00:00	18.247					
918	13/05/23	15:00:00	17.724					
919	13/05/23	16:00:00	17.629					
920	13/05/23	17:00:00	17.653					
921	13/05/23	18:00:00	17.748					
922	13/05/23	19:00:00	17.653					
923	13/05/23	20:00:00	17.677					
924	13/05/23	21:00:00	17.701					
925	13/05/23	22:00:00	17.772					
926	13/05/23	23:00:00	17.915					
927	14/05/23	00:00:00	18.057					
928	14/05/23	01:00:00	17.986					
929	14/05/23	02:00:00	17.962					
930	14/05/23	03:00:00	17.938					
931	14/05/23	04:00:00	17.819					
932	14/05/23	05:00:00	17.486					
933	14/05/23	06:00:00	17.772					
934	14/05/23	07:00:00	17.629					
935	14/05/23	08:00:00	17.653					
936	14/05/23	09:00:00	17.653					
937	14/05/23	10:00:00	17.724					
938	14/05/23	11:00:00	17.748					
939	14/05/23	12:00:00	17.938					
940	14/05/23	13:00:00	18.200					
941	14/05/23	14:00:00	18.485					
942	14/05/23	15:00:00	18.366					
943	14/05/23	16:00:00	18.319					
944	14/05/23	17:00:00	18.152					
945	14/05/23	18:00:00	18.033					
946	14/05/23	19:00:00	18.057					
947	14/05/23	20:00:00	18.033					
948	14/05/23	21:00:00	18.033					
949	14/05/23	22:00:00	17.724					
950	14/05/23	23:00:00	17.558					
951	15/05/23	00:00:00	17.748					
952	15/05/23	01:00:00	17.558					
953	15/05/23	02:00:00	17.605					
954	15/05/23	03:00:00	17.796					
955	15/05/23	04:00:00	17.701					
956	15/05/23	05:00:00	17.724					
957	15/05/23	06:00:00	17.819					
958	15/05/23	07:00:00	17.796					
959	15/05/23	08:00:00	17.796					
960	15/05/23	09:00:00	17.843					
961	15/05/23	10:00:00	17.867					
962	15/05/23	11:00:00	17.938					
963	15/05/23	12:00:00	18.057					
964	15/05/23	13:00:00	18.033					
965	15/05/23	14:00:00	18.176					
966	15/05/23	15:00:00	17.843					
967	15/05/23	16:00:00	17.915					
968	15/05/23	17:00:00	17.796					
969	15/05/23	18:00:00	17.724					
970	15/05/23	19:00:00	17.653					
971	15/05/23	20:00:00	17.558					
972	15/05/23	21:00:00	17.510					
973	15/05/23	22:00:00	17.486					
974	15/05/23	23:00:00	17.439					
975	16/05/23	00:00:00	17.486					
976	16/05/23	01:00:00	17.463					
977	16/05/23	02:00:00	17.415					
978	16/05/23	03:00:00	17.439					
979	16/05/23	04:00:00	17.463					
980	16/05/23	05:00:00	17.558					
981	16/05/23	06:00:00	17.534					
982	16/05/23	07:00:00	17.510					
983	16/05/23	08:00:00	17.415					
984	16/05/23	09:00:00	17.629					
985	16/05/23	10:00:00	17.843					
986	16/05/23	11:00:00	17.891					
987	16/05/23	12:00:00	17.867					
988	16/05/23	13:00:00	17.938					
989	16/05/23	14:00:00	17.510					
990	16/05/23	15:00:00	17.582					
991	16/05/23	16:00:00	17.344					
992	16/05/23	17:00:00	17.249					
993	16/05/23	18:00:00	17.249					
994	16/05/23	19:00:00	17.368					
995	16/05/23	20:00:00	17.415					
996	16/05/23	21:00:00	17.439					
997	16/05/23	22:00:00	17.486					
998	16/05/23	23:00:00	17.463					
999	17/05/23	00:00:00	17.558					
1000	17/05/23	01:00:00	17.629					
1001	17/05/23	02:00:00	17.653					
1002	17/05/23	03:00:00	17.701					
1003	17/05/23	04:00:00	17.653					
1004	17/05/23	05:00:00	17.677					
1005	17/05/23	06:00:00	17.748					
1006	17/05/23	07:00:00	17.486					
1007	17/05/23	08:00:00	17.653					
1008	17/05/23	09:00:00	17.463					
1009	17/05/23	10:00:00	17.486					
1010	17/05/23	11:00:00	17.558					
1011	17/05/23	12:00:00	17.391					
1012	17/05/23	13:00:00	17.415					
1013	17/05/23	14:00:00	17.249					
1014	17/05/23	15:00:00	17.296					
1015	17/05/23	16:00:00	16.987					
1016	17/05/23	17:00:00	16.796					
1017	17/05/23	18:00:00	16.725					
1018	17/05/23	19:00:00	16.963					
1019	17/05/23	20:00:00	16.915					
1020	17/05/23	21:00:00	16.915					
1021	17/05/23	22:00:00	17.249					
1022	17/05/23	23:00:00	16.892					
1023	18/05/23	00:00:00	17.106					
1024	18/05/23	01:00:00	17.272					
1025	18/05/23	02:00:00	17.296					
1026	18/05/23	03:00:00	17.296					
1027	18/05/23	04:00:00	17.344					
1028	18/05/23	05:00:00	17.344					
1029	18/05/23	06:00:00	17.391					
1030	18/05/23	07:00:00	17.439					
1031	18/05/23	08:00:00	17.534					
1032	18/05/23	09:00:00	17.582					
1033	18/05/23	10:00:00	17.582					
1034	18/05/23	11:00:00	17.034					
1035	18/05/23	12:00:00	17.201					
1036	18/05/23	13:00:00	17.463					
1037	18/05/23	14:00:00	17.106					
1038	18/05/23	15:00:00	17.439					
1039	18/05/23	16:00:00	17.296					
1040	18/05/23	17:00:00	17.201					
1041	18/05/23	18:00:00	17.320					
1042	18/05/23	19:00:00	16.701					
1043	18/05/23	20:00:00	16.368					
1044	18/05/23	21:00:00	16.392					
1045	18/05/23	22:00:00	16.106					
1046	18/05/23	23:00:00	15.867					
1047	19/05/23	00:00:00	16.344					
1048	19/05/23	01:00:00	16.487					
1049	19/05/23	02:00:00	16.344					
1050	19/05/23	03:00:00	16.796					
1051	19/05/23	04:00:00	16.201					
1052	19/05/23	05:00:00	16.320					
1053	19/05/23	06:00:00	16.368					
1054	19/05/23	07:00:00	17.011					
1055	19/05/23	08:00:00	17.058					
1056	19/05/23	09:00:00	16.987					
1057	19/05/23	10:00:00	16.582					
1058	19/05/23	11:00:00	17.177					
1059	19/05/23	12:00:00	17.296					
1060	19/05/23	13:00:00	17.296					
1061	19/05/23	14:00:00	17.249					
1062	19/05/23	15:00:00	17.486					
1063	19/05/23	16:00:00	17.082					
1064	19/05/23	17:00:00	17.177					
1065	19/05/23	18:00:00	17.225					
1066	19/05/23	19:00:00	17.249					
1067	19/05/23	20:00:00	17.082					
1068	19/05/23	21:00:00	16.415					
1069	19/05/23	22:00:00	16.415					
1070	19/05/23	23:00:00	16.558					
1071	20/05/23	00:00:00	17.058					
1072	20/05/23	01:00:00	17.106					
1073	20/05/23	02:00:00	17.177					
1074	20/05/23	03:00:00	16.487					
1075	20/05/23	04:00:00	16.558					
1076	20/05/23	05:00:00	17.225					
1077	20/05/23	06:00:00	16.177					
1078	20/05/23	07:00:00	16.249					
1079	20/05/23	08:00:00	16.058					
1080	20/05/23	09:00:00	15.796					
1081	20/05/23	10:00:00	15.557					
1082	20/05/23	11:00:00	15.700					
1083	20/05/23	12:00:00	15.438					
1084	20/05/23	13:00:00	15.294					
1085	20/05/23	14:00:00	15.629					
1086	20/05/23	15:00:00	16.153					
1087	20/05/23	16:00:00	15.485					
1088	20/05/23	17:00:00	15.175					
1089	20/05/23	18:00:00	15.342					
1090	20/05/23	19:00:00	15.390					
1091	20/05/23	20:00:00	15.581					
1092	20/05/23	21:00:00	15.270					
1093	20/05/23	22:00:00	15.342					
1094	20/05/23	23:00:00	15.986					
1095	21/05/23	00:00:00	15.247					
1096	21/05/23	01:00:00	15.605					
1097	21/05/23	02:00:00	15.557					
1098	21/05/23	03:00:00	15.318					
1099	21/05/23	04:00:00	15.485					
1100	21/05/23	05:00:00	15.700					
1101	21/05/23	06:00:00	15.605					
1102	21/05/23	07:00:00	15.629					
1103	21/05/23	08:00:00	15.199					
1104	21/05/23	09:00:00	15.223					
