"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 20235965, SEN S/N: 20235965, LBL: Sagro 40m)"	"Acoplador separado (LGR S/N: 20235965, SEN S/N: 20235965)"	"Acoplador adjunto (LGR S/N: 20235965, SEN S/N: 20235965)"	"Host conectado (LGR S/N: 20235965, SEN S/N: 20235965)"	"Parado (LGR S/N: 20235965, SEN S/N: 20235965)"	"Final de archivo (LGR S/N: 20235965, SEN S/N: 20235965)"
152	17/04/23	21:00:00	14.625					
153	17/04/23	22:00:00	14.577					
154	17/04/23	23:00:00	14.529					
155	18/04/23	00:00:00	14.529					
156	18/04/23	01:00:00	14.577					
157	18/04/23	02:00:00	14.553					
158	18/04/23	03:00:00	14.553					
159	18/04/23	04:00:00	14.529					
160	18/04/23	05:00:00	14.529					
161	18/04/23	06:00:00	14.553					
162	18/04/23	07:00:00	14.601					
163	18/04/23	08:00:00	14.601					
164	18/04/23	09:00:00	14.577					
165	18/04/23	10:00:00	14.529					
166	18/04/23	11:00:00	14.577					
167	18/04/23	12:00:00	14.529					
168	18/04/23	13:00:00	14.553					
169	18/04/23	14:00:00	14.553					
170	18/04/23	15:00:00	14.553					
171	18/04/23	16:00:00	14.529					
172	18/04/23	17:00:00	14.529					
173	18/04/23	18:00:00	14.457					
174	18/04/23	19:00:00	14.457					
175	18/04/23	20:00:00	14.481					
176	18/04/23	21:00:00	14.481					
177	18/04/23	22:00:00	14.481					
178	18/04/23	23:00:00	14.481					
179	19/04/23	00:00:00	14.481					
180	19/04/23	01:00:00	14.481					
181	19/04/23	02:00:00	14.553					
182	19/04/23	03:00:00	14.577					
183	19/04/23	04:00:00	14.601					
184	19/04/23	05:00:00	14.577					
185	19/04/23	06:00:00	14.529					
186	19/04/23	07:00:00	14.529					
187	19/04/23	08:00:00	14.529					
188	19/04/23	09:00:00	14.505					
189	19/04/23	10:00:00	14.505					
190	19/04/23	11:00:00	14.529					
191	19/04/23	12:00:00	14.601					
192	19/04/23	13:00:00	14.577					
193	19/04/23	14:00:00	14.625					
194	19/04/23	15:00:00	14.625					
195	19/04/23	16:00:00	14.577					
196	19/04/23	17:00:00	14.577					
197	19/04/23	18:00:00	14.577					
198	19/04/23	19:00:00	14.577					
199	19/04/23	20:00:00	14.553					
200	19/04/23	21:00:00	14.529					
201	19/04/23	22:00:00	14.553					
202	19/04/23	23:00:00	14.577					
203	20/04/23	00:00:00	14.577					
204	20/04/23	01:00:00	14.601					
205	20/04/23	02:00:00	14.601					
206	20/04/23	03:00:00	14.601					
207	20/04/23	04:00:00	14.673					
208	20/04/23	05:00:00	14.601					
209	20/04/23	06:00:00	14.577					
210	20/04/23	07:00:00	14.553					
211	20/04/23	08:00:00	14.553					
212	20/04/23	09:00:00	14.553					
213	20/04/23	10:00:00	14.577					
214	20/04/23	11:00:00	14.577					
215	20/04/23	12:00:00	14.577					
216	20/04/23	13:00:00	14.433					
217	20/04/23	14:00:00	14.457					
218	20/04/23	15:00:00	14.481					
219	20/04/23	16:00:00	14.457					
220	20/04/23	17:00:00	14.481					
221	20/04/23	18:00:00	14.481					
222	20/04/23	19:00:00	14.385					
223	20/04/23	20:00:00	14.409					
224	20/04/23	21:00:00	14.529					
225	20/04/23	22:00:00	14.529					
226	20/04/23	23:00:00	14.601					
227	21/04/23	00:00:00	14.553					
228	21/04/23	01:00:00	14.505					
229	21/04/23	02:00:00	14.505					
230	21/04/23	03:00:00	14.505					
231	21/04/23	04:00:00	14.529					
232	21/04/23	05:00:00	14.529					
233	21/04/23	06:00:00	14.457					
234	21/04/23	07:00:00	14.433					
235	21/04/23	08:00:00	14.433					
236	21/04/23	09:00:00	14.409					
237	21/04/23	10:00:00	14.481					
238	21/04/23	11:00:00	14.505					
239	21/04/23	12:00:00	14.577					
240	21/04/23	13:00:00	14.601					
241	21/04/23	14:00:00	14.601					
242	21/04/23	15:00:00	14.745					
243	21/04/23	16:00:00	14.697					
244	21/04/23	17:00:00	14.697					
245	21/04/23	18:00:00	14.697					
246	21/04/23	19:00:00	14.673					
247	21/04/23	20:00:00	14.649					
248	21/04/23	21:00:00	14.673					
249	21/04/23	22:00:00	14.745					
250	21/04/23	23:00:00	14.768					
251	22/04/23	00:00:00	14.721					
252	22/04/23	01:00:00	14.625					
253	22/04/23	02:00:00	14.625					
254	22/04/23	03:00:00	14.577					
255	22/04/23	04:00:00	14.577					
256	22/04/23	05:00:00	14.505					
257	22/04/23	06:00:00	14.457					
258	22/04/23	07:00:00	14.577					
259	22/04/23	08:00:00	14.553					
260	22/04/23	09:00:00	14.601					
261	22/04/23	10:00:00	14.673					
262	22/04/23	11:00:00	14.697					
263	22/04/23	12:00:00	14.625					
264	22/04/23	13:00:00	14.625					
265	22/04/23	14:00:00	14.649					
266	22/04/23	15:00:00	14.721					
267	22/04/23	16:00:00	14.721					
268	22/04/23	17:00:00	14.768					
269	22/04/23	18:00:00	14.840					
270	22/04/23	19:00:00	14.864					
271	22/04/23	20:00:00	14.816					
272	22/04/23	21:00:00	14.816					
273	22/04/23	22:00:00	14.792					
274	22/04/23	23:00:00	14.649					
275	23/04/23	00:00:00	14.649					
276	23/04/23	01:00:00	14.625					
277	23/04/23	02:00:00	14.625					
278	23/04/23	03:00:00	14.601					
279	23/04/23	04:00:00	14.601					
280	23/04/23	05:00:00	14.601					
281	23/04/23	06:00:00	14.577					
282	23/04/23	07:00:00	14.601					
283	23/04/23	08:00:00	14.625					
284	23/04/23	09:00:00	14.649					
285	23/04/23	10:00:00	14.864					
286	23/04/23	11:00:00	14.792					
287	23/04/23	12:00:00	14.721					
288	23/04/23	13:00:00	14.697					
289	23/04/23	14:00:00	14.625					
290	23/04/23	15:00:00	14.625					
291	23/04/23	16:00:00	14.649					
292	23/04/23	17:00:00	14.864					
293	23/04/23	18:00:00	14.984					
294	23/04/23	19:00:00	14.960					
295	23/04/23	20:00:00	14.864					
296	23/04/23	21:00:00	14.864					
297	23/04/23	22:00:00	14.864					
298	23/04/23	23:00:00	14.864					
299	24/04/23	00:00:00	14.864					
300	24/04/23	01:00:00	14.816					
301	24/04/23	02:00:00	14.792					
302	24/04/23	03:00:00	14.792					
303	24/04/23	04:00:00	14.768					
304	24/04/23	05:00:00	14.792					
305	24/04/23	06:00:00	14.697					
306	24/04/23	07:00:00	14.601					
307	24/04/23	08:00:00	14.673					
308	24/04/23	09:00:00	14.577					
309	24/04/23	10:00:00	14.529					
310	24/04/23	11:00:00	14.409					
311	24/04/23	12:00:00	14.337					
312	24/04/23	13:00:00	14.314					
313	24/04/23	14:00:00	14.337					
314	24/04/23	15:00:00	14.337					
315	24/04/23	16:00:00	14.337					
316	24/04/23	17:00:00	14.361					
317	24/04/23	18:00:00	14.385					
318	24/04/23	19:00:00	14.457					
319	24/04/23	20:00:00	14.553					
320	24/04/23	21:00:00	14.553					
321	24/04/23	22:00:00	14.553					
322	24/04/23	23:00:00	14.673					
323	25/04/23	00:00:00	14.768					
324	25/04/23	01:00:00	14.912					
325	25/04/23	02:00:00	14.960					
326	25/04/23	03:00:00	14.960					
327	25/04/23	04:00:00	14.960					
328	25/04/23	05:00:00	15.008					
329	25/04/23	06:00:00	15.008					
330	25/04/23	07:00:00	14.984					
331	25/04/23	08:00:00	15.008					
332	25/04/23	09:00:00	15.055					
333	25/04/23	10:00:00	15.008					
334	25/04/23	11:00:00	15.008					
335	25/04/23	12:00:00	14.864					
336	25/04/23	13:00:00	14.840					
337	25/04/23	14:00:00	14.864					
338	25/04/23	15:00:00	14.888					
339	25/04/23	16:00:00	14.912					
340	25/04/23	17:00:00	14.960					
341	25/04/23	18:00:00	15.103					
342	25/04/23	19:00:00	15.151					
343	25/04/23	20:00:00	15.175					
344	25/04/23	21:00:00	15.199					
345	25/04/23	22:00:00	15.223					
346	25/04/23	23:00:00	15.199					
347	26/04/23	00:00:00	15.199					
348	26/04/23	01:00:00	15.199					
349	26/04/23	02:00:00	15.175					
350	26/04/23	03:00:00	15.175					
351	26/04/23	04:00:00	15.175					
352	26/04/23	05:00:00	15.151					
353	26/04/23	06:00:00	15.151					
354	26/04/23	07:00:00	15.151					
355	26/04/23	08:00:00	15.127					
356	26/04/23	09:00:00	15.151					
357	26/04/23	10:00:00	15.151					
358	26/04/23	11:00:00	15.151					
359	26/04/23	12:00:00	15.151					
360	26/04/23	13:00:00	15.151					
361	26/04/23	14:00:00	15.103					
362	26/04/23	15:00:00	15.103					
363	26/04/23	16:00:00	15.055					
364	26/04/23	17:00:00	15.055					
365	26/04/23	18:00:00	15.055					
366	26/04/23	19:00:00	15.031					
367	26/04/23	20:00:00	15.031					
368	26/04/23	21:00:00	15.008					
369	26/04/23	22:00:00	14.984					
370	26/04/23	23:00:00	14.936					
371	27/04/23	00:00:00	14.912					
372	27/04/23	01:00:00	14.936					
373	27/04/23	02:00:00	14.984					
374	27/04/23	03:00:00	15.008					
375	27/04/23	04:00:00	15.008					
376	27/04/23	05:00:00	15.055					
377	27/04/23	06:00:00	15.127					
378	27/04/23	07:00:00	15.151					
379	27/04/23	08:00:00	14.960					
380	27/04/23	09:00:00	14.816					
381	27/04/23	10:00:00	14.912					
382	27/04/23	11:00:00	14.912					
383	27/04/23	12:00:00	14.984					
384	27/04/23	13:00:00	15.008					
385	27/04/23	14:00:00	15.008					
386	27/04/23	15:00:00	15.008					
387	27/04/23	16:00:00	14.984					
388	27/04/23	17:00:00	14.984					
389	27/04/23	18:00:00	14.984					
390	27/04/23	19:00:00	14.984					
391	27/04/23	20:00:00	14.984					
392	27/04/23	21:00:00	15.008					
393	27/04/23	22:00:00	15.055					
394	27/04/23	23:00:00	15.103					
395	28/04/23	00:00:00	15.008					
396	28/04/23	01:00:00	14.960					
397	28/04/23	02:00:00	14.960					
398	28/04/23	03:00:00	14.960					
399	28/04/23	04:00:00	14.960					
400	28/04/23	05:00:00	14.936					
401	28/04/23	06:00:00	14.936					
402	28/04/23	07:00:00	14.936					
403	28/04/23	08:00:00	14.936					
404	28/04/23	09:00:00	14.936					
405	28/04/23	10:00:00	14.912					
406	28/04/23	11:00:00	14.936					
407	28/04/23	12:00:00	14.912					
408	28/04/23	13:00:00	14.912					
409	28/04/23	14:00:00	14.912					
410	28/04/23	15:00:00	14.864					
411	28/04/23	16:00:00	14.864					
412	28/04/23	17:00:00	14.816					
413	28/04/23	18:00:00	14.864					
414	28/04/23	19:00:00	14.840					
415	28/04/23	20:00:00	14.864					
416	28/04/23	21:00:00	14.888					
417	28/04/23	22:00:00	14.912					
418	28/04/23	23:00:00	14.912					
419	29/04/23	00:00:00	14.960					
420	29/04/23	01:00:00	14.960					
421	29/04/23	02:00:00	14.864					
422	29/04/23	03:00:00	14.864					
423	29/04/23	04:00:00	14.960					
424	29/04/23	05:00:00	14.912					
425	29/04/23	06:00:00	14.912					
426	29/04/23	07:00:00	14.888					
427	29/04/23	08:00:00	14.864					
428	29/04/23	09:00:00	14.816					
429	29/04/23	10:00:00	14.792					
430	29/04/23	11:00:00	14.840					
431	29/04/23	12:00:00	14.864					
432	29/04/23	13:00:00	14.864					
433	29/04/23	14:00:00	14.864					
434	29/04/23	15:00:00	14.792					
435	29/04/23	16:00:00	14.816					
436	29/04/23	17:00:00	14.864					
437	29/04/23	18:00:00	14.912					
438	29/04/23	19:00:00	14.888					
439	29/04/23	20:00:00	14.840					
440	29/04/23	21:00:00	14.840					
441	29/04/23	22:00:00	14.864					
442	29/04/23	23:00:00	14.864					
443	30/04/23	00:00:00	14.840					
444	30/04/23	01:00:00	14.816					
445	30/04/23	02:00:00	14.816					
446	30/04/23	03:00:00	14.840					
447	30/04/23	04:00:00	14.816					
448	30/04/23	05:00:00	14.697					
449	30/04/23	06:00:00	14.816					
450	30/04/23	07:00:00	14.792					
451	30/04/23	08:00:00	14.816					
452	30/04/23	09:00:00	14.840					
453	30/04/23	10:00:00	14.792					
454	30/04/23	11:00:00	14.816					
455	30/04/23	12:00:00	14.768					
456	30/04/23	13:00:00	14.792					
457	30/04/23	14:00:00	14.768					
458	30/04/23	15:00:00	14.768					
459	30/04/23	16:00:00	14.768					
460	30/04/23	17:00:00	14.816					
461	30/04/23	18:00:00	14.816					
462	30/04/23	19:00:00	14.816					
463	30/04/23	20:00:00	14.768					
464	30/04/23	21:00:00	14.840					
465	30/04/23	22:00:00	14.721					
466	30/04/23	23:00:00	14.840					
467	01/05/23	00:00:00	14.840					
468	01/05/23	01:00:00	14.768					
469	01/05/23	02:00:00	14.816					
470	01/05/23	03:00:00	14.792					
471	01/05/23	04:00:00	14.768					
472	01/05/23	05:00:00	14.745					
473	01/05/23	06:00:00	14.768					
474	01/05/23	07:00:00	14.792					
475	01/05/23	08:00:00	14.768					
476	01/05/23	09:00:00	14.792					
477	01/05/23	10:00:00	14.768					
478	01/05/23	11:00:00	14.721					
479	01/05/23	12:00:00	14.721					
480	01/05/23	13:00:00	14.745					
481	01/05/23	14:00:00	14.697					
482	01/05/23	15:00:00	14.721					
483	01/05/23	16:00:00	14.984					
484	01/05/23	17:00:00	14.984					
485	01/05/23	18:00:00	15.008					
486	01/05/23	19:00:00	15.055					
487	01/05/23	20:00:00	15.151					
488	01/05/23	21:00:00	15.103					
489	01/05/23	22:00:00	15.008					
490	01/05/23	23:00:00	15.031					
491	02/05/23	00:00:00	14.768					
492	02/05/23	01:00:00	14.888					
493	02/05/23	02:00:00	15.055					
494	02/05/23	03:00:00	15.008					
495	02/05/23	04:00:00	14.984					
496	02/05/23	05:00:00	14.936					
497	02/05/23	06:00:00	14.768					
498	02/05/23	07:00:00	14.864					
499	02/05/23	08:00:00	15.151					
500	02/05/23	09:00:00	15.055					
501	02/05/23	10:00:00	14.864					
502	02/05/23	11:00:00	15.079					
503	02/05/23	12:00:00	15.175					
504	02/05/23	13:00:00	15.151					
505	02/05/23	14:00:00	15.414					
506	02/05/23	15:00:00	15.724					
507	02/05/23	16:00:00	15.557					
508	02/05/23	17:00:00	15.605					
509	02/05/23	18:00:00	15.605					
510	02/05/23	19:00:00	15.485					
511	02/05/23	20:00:00	15.294					
512	02/05/23	21:00:00	15.438					
513	02/05/23	22:00:00	15.151					
514	02/05/23	23:00:00	15.318					
515	03/05/23	00:00:00	15.008					
516	03/05/23	01:00:00	15.223					
517	03/05/23	02:00:00	15.247					
518	03/05/23	03:00:00	15.199					
519	03/05/23	04:00:00	14.936					
520	03/05/23	05:00:00	14.936					
521	03/05/23	06:00:00	14.912					
522	03/05/23	07:00:00	15.031					
523	03/05/23	08:00:00	14.792					
524	03/05/23	09:00:00	14.768					
525	03/05/23	10:00:00	14.936					
526	03/05/23	11:00:00	15.031					
527	03/05/23	12:00:00	14.816					
528	03/05/23	13:00:00	14.792					
529	03/05/23	14:00:00	14.816					
530	03/05/23	15:00:00	14.960					
531	03/05/23	16:00:00	14.984					
532	03/05/23	17:00:00	15.031					
533	03/05/23	18:00:00	15.485					
534	03/05/23	19:00:00	15.629					
535	03/05/23	20:00:00	15.366					
536	03/05/23	21:00:00	15.199					
537	03/05/23	22:00:00	15.151					
538	03/05/23	23:00:00	15.175					
539	04/05/23	00:00:00	14.840					
540	04/05/23	01:00:00	14.768					
541	04/05/23	02:00:00	14.768					
542	04/05/23	03:00:00	14.816					
543	04/05/23	04:00:00	14.984					
544	04/05/23	05:00:00	15.055					
545	04/05/23	06:00:00	15.008					
546	04/05/23	07:00:00	15.055					
547	04/05/23	08:00:00	14.960					
548	04/05/23	09:00:00	14.768					
549	04/05/23	10:00:00	14.792					
550	04/05/23	11:00:00	14.840					
551	04/05/23	12:00:00	14.768					
552	04/05/23	13:00:00	14.816					
553	04/05/23	14:00:00	14.840					
554	04/05/23	15:00:00	14.768					
555	04/05/23	16:00:00	14.816					
556	04/05/23	17:00:00	14.864					
557	04/05/23	18:00:00	14.912					
558	04/05/23	19:00:00	14.912					
559	04/05/23	20:00:00	14.888					
560	04/05/23	21:00:00	14.960					
561	04/05/23	22:00:00	15.031					
562	04/05/23	23:00:00	14.984					
563	05/05/23	00:00:00	14.936					
564	05/05/23	01:00:00	14.792					
565	05/05/23	02:00:00	14.673					
566	05/05/23	03:00:00	14.768					
567	05/05/23	04:00:00	14.745					
568	05/05/23	05:00:00	14.745					
569	05/05/23	06:00:00	14.864					
570	05/05/23	07:00:00	14.816					
571	05/05/23	08:00:00	14.840					
572	05/05/23	09:00:00	14.864					
573	05/05/23	10:00:00	14.912					
574	05/05/23	11:00:00	14.816					
575	05/05/23	12:00:00	14.840					
576	05/05/23	13:00:00	14.745					
577	05/05/23	14:00:00	14.697					
578	05/05/23	15:00:00	14.768					
579	05/05/23	16:00:00	15.055					
580	05/05/23	17:00:00	15.151					
581	05/05/23	18:00:00	15.294					
582	05/05/23	19:00:00	15.103					
583	05/05/23	20:00:00	14.960					
584	05/05/23	21:00:00	14.912					
585	05/05/23	22:00:00	14.912					
586	05/05/23	23:00:00	14.816					
587	06/05/23	00:00:00	14.864					
588	06/05/23	01:00:00	14.768					
589	06/05/23	02:00:00	14.912					
590	06/05/23	03:00:00	14.912					
591	06/05/23	04:00:00	14.960					
592	06/05/23	05:00:00	14.960					
593	06/05/23	06:00:00	15.055					
594	06/05/23	07:00:00	14.936					
595	06/05/23	08:00:00	14.960					
596	06/05/23	09:00:00	14.960					
597	06/05/23	10:00:00	14.936					
598	06/05/23	11:00:00	14.792					
599	06/05/23	12:00:00	14.745					
600	06/05/23	13:00:00	14.816					
601	06/05/23	14:00:00	14.936					
602	06/05/23	15:00:00	14.960					
603	06/05/23	16:00:00	15.103					
604	06/05/23	17:00:00	15.366					
605	06/05/23	18:00:00	15.390					
606	06/05/23	19:00:00	15.342					
607	06/05/23	20:00:00	15.175					
608	06/05/23	21:00:00	15.127					
609	06/05/23	22:00:00	15.008					
610	06/05/23	23:00:00	15.031					
611	07/05/23	00:00:00	15.031					
612	07/05/23	01:00:00	15.079					
613	07/05/23	02:00:00	15.055					
614	07/05/23	03:00:00	15.079					
615	07/05/23	04:00:00	14.864					
616	07/05/23	05:00:00	14.888					
617	07/05/23	06:00:00	14.984					
618	07/05/23	07:00:00	14.960					
619	07/05/23	08:00:00	14.936					
620	07/05/23	09:00:00	14.960					
621	07/05/23	10:00:00	14.840					
622	07/05/23	11:00:00	14.816					
623	07/05/23	12:00:00	14.816					
624	07/05/23	13:00:00	14.864					
625	07/05/23	14:00:00	14.721					
626	07/05/23	15:00:00	14.768					
627	07/05/23	16:00:00	14.768					
628	07/05/23	17:00:00	15.031					
629	07/05/23	18:00:00	15.127					
630	07/05/23	19:00:00	15.199					
631	07/05/23	20:00:00	15.223					
632	07/05/23	21:00:00	15.103					
633	07/05/23	22:00:00	14.960					
634	07/05/23	23:00:00	14.912					
635	08/05/23	00:00:00	14.768					
636	08/05/23	01:00:00	14.721					
637	08/05/23	02:00:00	14.721					
638	08/05/23	03:00:00	14.721					
639	08/05/23	04:00:00	14.816					
640	08/05/23	05:00:00	14.816					
641	08/05/23	06:00:00	14.912					
642	08/05/23	07:00:00	14.960					
643	08/05/23	08:00:00	14.816					
644	08/05/23	09:00:00	14.601					
645	08/05/23	10:00:00	14.601					
646	08/05/23	11:00:00	14.553					
647	08/05/23	12:00:00	14.529					
648	08/05/23	13:00:00	14.625					
649	08/05/23	14:00:00	14.649					
650	08/05/23	15:00:00	14.721					
651	08/05/23	16:00:00	14.721					
652	08/05/23	17:00:00	14.673					
653	08/05/23	18:00:00	14.697					
654	08/05/23	19:00:00	14.912					
655	08/05/23	20:00:00	14.960					
656	08/05/23	21:00:00	15.055					
657	08/05/23	22:00:00	15.151					
658	08/05/23	23:00:00	14.864					
659	09/05/23	00:00:00	14.768					
660	09/05/23	01:00:00	14.721					
661	09/05/23	02:00:00	14.577					
662	09/05/23	03:00:00	14.601					
663	09/05/23	04:00:00	14.745					
664	09/05/23	05:00:00	14.721					
665	09/05/23	06:00:00	14.768					
666	09/05/23	07:00:00	14.625					
667	09/05/23	08:00:00	14.840					
668	09/05/23	09:00:00	14.649					
669	09/05/23	10:00:00	14.768					
670	09/05/23	11:00:00	14.816					
671	09/05/23	12:00:00	14.864					
672	09/05/23	13:00:00	14.888					
673	09/05/23	14:00:00	14.792					
674	09/05/23	15:00:00	14.768					
675	09/05/23	16:00:00	14.792					
676	09/05/23	17:00:00	15.366					
677	09/05/23	18:00:00	15.485					
678	09/05/23	19:00:00	15.414					
679	09/05/23	20:00:00	15.318					
680	09/05/23	21:00:00	15.223					
681	09/05/23	22:00:00	15.247					
682	09/05/23	23:00:00	15.199					
683	10/05/23	00:00:00	15.031					
684	10/05/23	01:00:00	14.816					
685	10/05/23	02:00:00	14.816					
686	10/05/23	03:00:00	14.936					
687	10/05/23	04:00:00	14.936					
688	10/05/23	05:00:00	15.151					
689	10/05/23	06:00:00	14.960					
690	10/05/23	07:00:00	14.960					
691	10/05/23	08:00:00	14.840					
692	10/05/23	09:00:00	14.936					
693	10/05/23	10:00:00	14.960					
694	10/05/23	11:00:00	14.960					
695	10/05/23	12:00:00	14.912					
696	10/05/23	13:00:00	14.864					
697	10/05/23	14:00:00	14.792					
698	10/05/23	15:00:00	15.031					
699	10/05/23	16:00:00	15.533					
700	10/05/23	17:00:00	15.605					
701	10/05/23	18:00:00	15.629					
702	10/05/23	19:00:00	15.581					
703	10/05/23	20:00:00	15.557					
704	10/05/23	21:00:00	15.533					
705	10/05/23	22:00:00	15.557					
706	10/05/23	23:00:00	15.652					
707	11/05/23	00:00:00	15.223					
708	11/05/23	01:00:00	14.936					
709	11/05/23	02:00:00	14.912					
710	11/05/23	03:00:00	14.864					
