"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21151962, SEN S/N: 21151962, LBL: Sagro 05m)"	"Acoplador separado (LGR S/N: 21151962, SEN S/N: 21151962)"	"Acoplador adjunto (LGR S/N: 21151962, SEN S/N: 21151962)"	"Host conectado (LGR S/N: 21151962, SEN S/N: 21151962)"	"Parado (LGR S/N: 21151962, SEN S/N: 21151962)"	"Final de archivo (LGR S/N: 21151962, SEN S/N: 21151962)"
685	31/05/23	01:00:00	21.963					
686	31/05/23	02:00:00	19.817					
687	31/05/23	03:00:00	19.413					
688	31/05/23	04:00:00	19.912					
689	31/05/23	05:00:00	18.913					
690	31/05/23	06:00:00	18.889					
691	31/05/23	07:00:00	18.438					
692	31/05/23	08:00:00	18.604					
693	31/05/23	09:00:00	19.651					
694	31/05/23	10:00:00	19.674					
695	31/05/23	11:00:00	19.888					
696	31/05/23	12:00:00	21.342					
697	31/05/23	13:00:00	21.294					
698	31/05/23	14:00:00	21.557					
699	31/05/23	15:00:00	22.034					
700	31/05/23	16:00:00	21.819					
701	31/05/23	17:00:00	21.867					
702	31/05/23	18:00:00	21.939					
703	31/05/23	19:00:00	22.058					
704	31/05/23	20:00:00	21.987					
705	31/05/23	21:00:00	20.555					
706	31/05/23	22:00:00	20.198					
707	31/05/23	23:00:00	21.843					
708	01/06/23	00:00:00	21.772					
709	01/06/23	01:00:00	21.748					
710	01/06/23	02:00:00	21.748					
711	01/06/23	03:00:00	21.628					
712	01/06/23	04:00:00	21.628					
713	01/06/23	05:00:00	21.223					
714	01/06/23	06:00:00	19.746					
715	01/06/23	07:00:00	18.866					
716	01/06/23	08:00:00	19.770					
717	01/06/23	09:00:00	20.079					
718	01/06/23	10:00:00	19.698					
719	01/06/23	11:00:00	18.985					
720	01/06/23	12:00:00	18.319					
721	01/06/23	13:00:00	18.033					
722	01/06/23	14:00:00	20.055					
723	01/06/23	15:00:00	21.819					
724	01/06/23	16:00:00	21.175					
725	01/06/23	17:00:00	19.865					
726	01/06/23	18:00:00	19.199					
727	01/06/23	19:00:00	19.436					
728	01/06/23	20:00:00	19.436					
729	01/06/23	21:00:00	19.056					
730	01/06/23	22:00:00	18.937					
731	01/06/23	23:00:00	18.176					
732	02/06/23	00:00:00	18.224					
733	02/06/23	01:00:00	17.938					
734	02/06/23	02:00:00	17.867					
735	02/06/23	03:00:00	18.176					
736	02/06/23	04:00:00	19.888					
737	02/06/23	05:00:00	19.532					
738	02/06/23	06:00:00	18.652					
739	02/06/23	07:00:00	18.414					
740	02/06/23	08:00:00	18.485					
741	02/06/23	09:00:00	18.271					
742	02/06/23	10:00:00	18.271					
743	02/06/23	11:00:00	18.057					
744	02/06/23	12:00:00	18.247					
745	02/06/23	13:00:00	20.031					
746	02/06/23	14:00:00	20.007					
747	02/06/23	15:00:00	20.460					
748	02/06/23	16:00:00	20.722					
749	02/06/23	17:00:00	19.175					
750	02/06/23	18:00:00	18.509					
751	02/06/23	19:00:00	19.151					
752	02/06/23	20:00:00	19.103					
753	02/06/23	21:00:00	19.246					
754	02/06/23	22:00:00	19.199					
755	02/06/23	23:00:00	18.771					
756	03/06/23	00:00:00	19.127					
757	03/06/23	01:00:00	19.365					
758	03/06/23	02:00:00	19.341					
759	03/06/23	03:00:00	19.032					
760	03/06/23	04:00:00	18.842					
761	03/06/23	05:00:00	18.343					
762	03/06/23	06:00:00	18.247					
763	03/06/23	07:00:00	19.627					
764	03/06/23	08:00:00	19.103					
765	03/06/23	09:00:00	19.199					
766	03/06/23	10:00:00	20.198					
767	03/06/23	11:00:00	20.388					
768	03/06/23	12:00:00	19.698					
769	03/06/23	13:00:00	20.055					
770	03/06/23	14:00:00	21.963					
771	03/06/23	15:00:00	21.700					
772	03/06/23	16:00:00	21.390					
773	03/06/23	17:00:00	21.223					
774	03/06/23	18:00:00	21.843					
775	03/06/23	19:00:00	21.915					
776	03/06/23	20:00:00	21.915					
777	03/06/23	21:00:00	21.151					
778	03/06/23	22:00:00	20.960					
779	03/06/23	23:00:00	20.222					
780	04/06/23	00:00:00	20.365					
781	04/06/23	01:00:00	20.722					
782	04/06/23	02:00:00	20.650					
783	04/06/23	03:00:00	20.793					
784	04/06/23	04:00:00	20.889					
785	04/06/23	05:00:00	21.008					
786	04/06/23	06:00:00	21.103					
787	04/06/23	07:00:00	20.984					
788	04/06/23	08:00:00	20.841					
789	04/06/23	09:00:00	20.889					
790	04/06/23	10:00:00	21.127					
791	04/06/23	11:00:00	21.127					
792	04/06/23	12:00:00	21.390					
793	04/06/23	13:00:00	21.557					
794	04/06/23	14:00:00	21.987					
795	04/06/23	15:00:00	21.795					
796	04/06/23	16:00:00	21.748					
797	04/06/23	17:00:00	20.079					
798	04/06/23	18:00:00	19.698					
799	04/06/23	19:00:00	19.817					
800	04/06/23	20:00:00	19.936					
801	04/06/23	21:00:00	19.722					
802	04/06/23	22:00:00	19.436					
803	04/06/23	23:00:00	19.032					
804	05/06/23	00:00:00	18.533					
805	05/06/23	01:00:00	18.176					
806	05/06/23	02:00:00	17.796					
807	05/06/23	03:00:00	17.867					
808	05/06/23	04:00:00	18.200					
809	05/06/23	05:00:00	18.247					
810	05/06/23	06:00:00	18.985					
811	05/06/23	07:00:00	18.414					
812	05/06/23	08:00:00	18.271					
813	05/06/23	09:00:00	19.175					
814	05/06/23	10:00:00	19.484					
815	05/06/23	11:00:00	20.341					
816	05/06/23	12:00:00	20.984					
817	05/06/23	13:00:00	18.105					
818	05/06/23	14:00:00	20.388					
819	05/06/23	15:00:00	19.532					
820	05/06/23	16:00:00	19.793					
821	05/06/23	17:00:00	19.770					
822	05/06/23	18:00:00	18.937					
823	05/06/23	19:00:00	19.698					
824	05/06/23	20:00:00	18.771					
825	05/06/23	21:00:00	18.461					
826	05/06/23	22:00:00	18.461					
827	05/06/23	23:00:00	18.628					
828	06/06/23	00:00:00	18.723					
829	06/06/23	01:00:00	18.628					
830	06/06/23	02:00:00	18.652					
831	06/06/23	03:00:00	18.961					
832	06/06/23	04:00:00	18.985					
833	06/06/23	05:00:00	18.485					
834	06/06/23	06:00:00	19.246					
835	06/06/23	07:00:00	19.436					
836	06/06/23	08:00:00	20.031					
837	06/06/23	09:00:00	20.436					
838	06/06/23	10:00:00	19.793					
839	06/06/23	11:00:00	20.007					
840	06/06/23	12:00:00	20.484					
841	06/06/23	13:00:00	19.603					
842	06/06/23	14:00:00	20.055					
843	06/06/23	15:00:00	20.412					
844	06/06/23	16:00:00	20.317					
845	06/06/23	17:00:00	20.103					
846	06/06/23	18:00:00	20.603					
847	06/06/23	19:00:00	20.698					
848	06/06/23	20:00:00	20.770					
849	06/06/23	21:00:00	20.317					
850	06/06/23	22:00:00	19.936					
851	06/06/23	23:00:00	19.722					
852	07/06/23	00:00:00	19.746					
853	07/06/23	01:00:00	19.770					
854	07/06/23	02:00:00	19.674					
855	07/06/23	03:00:00	18.723					
856	07/06/23	04:00:00	18.200					
857	07/06/23	05:00:00	17.962					
858	07/06/23	06:00:00	18.438					
859	07/06/23	07:00:00	19.436					
860	07/06/23	08:00:00	19.746					
861	07/06/23	09:00:00	20.698					
862	07/06/23	10:00:00	20.531					
863	07/06/23	11:00:00	20.841					
864	07/06/23	12:00:00	21.008					
865	07/06/23	13:00:00	19.936					
866	07/06/23	14:00:00	20.913					
867	07/06/23	15:00:00	21.056					
868	07/06/23	16:00:00	20.746					
869	07/06/23	17:00:00	21.366					
870	07/06/23	18:00:00	21.628					
871	07/06/23	19:00:00	21.939					
872	07/06/23	20:00:00	20.936					
873	07/06/23	21:00:00	20.436					
874	07/06/23	22:00:00	20.222					
875	07/06/23	23:00:00	20.293					
876	08/06/23	00:00:00	20.198					
877	08/06/23	01:00:00	20.246					
878	08/06/23	02:00:00	20.293					
879	08/06/23	03:00:00	20.412					
880	08/06/23	04:00:00	20.484					
881	08/06/23	05:00:00	20.341					
882	08/06/23	06:00:00	20.269					
883	08/06/23	07:00:00	20.484					
884	08/06/23	08:00:00	21.557					
885	08/06/23	09:00:00	21.294					
886	08/06/23	10:00:00	21.915					
887	08/06/23	11:00:00	20.770					
888	08/06/23	12:00:00	20.817					
889	08/06/23	13:00:00	20.817					
890	08/06/23	14:00:00	21.270					
891	08/06/23	15:00:00	21.581					
892	08/06/23	16:00:00	21.485					
893	08/06/23	17:00:00	20.722					
894	08/06/23	18:00:00	20.698					
895	08/06/23	19:00:00	20.269					
896	08/06/23	20:00:00	20.246					
897	08/06/23	21:00:00	20.031					
898	08/06/23	22:00:00	20.007					
899	08/06/23	23:00:00	19.603					
900	09/06/23	00:00:00	19.674					
901	09/06/23	01:00:00	19.674					
902	09/06/23	02:00:00	19.175					
903	09/06/23	03:00:00	19.056					
904	09/06/23	04:00:00	18.509					
905	09/06/23	05:00:00	18.414					
906	09/06/23	06:00:00	18.557					
907	09/06/23	07:00:00	18.747					
908	09/06/23	08:00:00	18.675					
909	09/06/23	09:00:00	18.414					
910	09/06/23	10:00:00	18.033					
911	09/06/23	11:00:00	17.938					
912	09/06/23	12:00:00	17.368					
913	09/06/23	13:00:00	17.582					
914	09/06/23	14:00:00	18.580					
915	09/06/23	15:00:00	18.580					
916	09/06/23	16:00:00	18.485					
917	09/06/23	17:00:00	18.200					
918	09/06/23	18:00:00	18.247					
919	09/06/23	19:00:00	18.247					
920	09/06/23	20:00:00	18.081					
921	09/06/23	21:00:00	18.105					
922	09/06/23	22:00:00	17.986					
923	09/06/23	23:00:00	17.867					
924	10/06/23	00:00:00	17.819					
925	10/06/23	01:00:00	17.796					
926	10/06/23	02:00:00	17.772					
927	10/06/23	03:00:00	17.772					
928	10/06/23	04:00:00	17.748					
929	10/06/23	05:00:00	17.867					
930	10/06/23	06:00:00	17.938					
931	10/06/23	07:00:00	18.319					
932	10/06/23	08:00:00	19.318					
933	10/06/23	09:00:00	19.912					
934	10/06/23	10:00:00	20.388					
935	10/06/23	11:00:00	19.199					
936	10/06/23	12:00:00	19.770					
937	10/06/23	13:00:00	20.841					
938	10/06/23	14:00:00	18.628					
939	10/06/23	15:00:00	18.438					
940	10/06/23	16:00:00	18.390					
941	10/06/23	17:00:00	18.152					
942	10/06/23	18:00:00	18.105					
943	10/06/23	19:00:00	18.961					
944	10/06/23	20:00:00	19.127					
945	10/06/23	21:00:00	19.127					
946	10/06/23	22:00:00	19.008					
947	10/06/23	23:00:00	18.794					
948	11/06/23	00:00:00	18.866					
949	11/06/23	01:00:00	18.889					
950	11/06/23	02:00:00	18.771					
951	11/06/23	03:00:00	18.771					
952	11/06/23	04:00:00	18.866					
953	11/06/23	05:00:00	19.127					
954	11/06/23	06:00:00	18.937					
955	11/06/23	07:00:00	18.628					
956	11/06/23	08:00:00	19.555					
957	11/06/23	09:00:00	21.079					
958	11/06/23	10:00:00	20.793					
959	11/06/23	11:00:00	20.698					
960	11/06/23	12:00:00	21.485					
961	11/06/23	13:00:00	21.939					
962	11/06/23	14:00:00	20.936					
963	11/06/23	15:00:00	20.841					
964	11/06/23	16:00:00	21.079					
965	11/06/23	17:00:00	22.250					
966	11/06/23	18:00:00	22.369					
967	11/06/23	19:00:00	22.226					
968	11/06/23	20:00:00	22.321					
969	11/06/23	21:00:00	22.034					
970	11/06/23	22:00:00	21.652					
971	11/06/23	23:00:00	22.154					
972	12/06/23	00:00:00	21.485					
973	12/06/23	01:00:00	20.150					
974	12/06/23	02:00:00	20.507					
975	12/06/23	03:00:00	20.484					
976	12/06/23	04:00:00	21.199					
977	12/06/23	05:00:00	22.058					
978	12/06/23	06:00:00	22.034					
979	12/06/23	07:00:00	22.465					
980	12/06/23	08:00:00	22.154					
981	12/06/23	09:00:00	22.226					
982	12/06/23	10:00:00	22.011					
983	12/06/23	11:00:00	22.345					
984	12/06/23	12:00:00	22.513					
985	12/06/23	13:00:00	22.609					
986	12/06/23	14:00:00	22.537					
987	12/06/23	15:00:00	23.521					
988	12/06/23	16:00:00	23.593					
989	12/06/23	17:00:00	23.569					
990	12/06/23	18:00:00	23.064					
991	12/06/23	19:00:00	23.112					
992	12/06/23	20:00:00	23.040					
993	12/06/23	21:00:00	22.298					
994	12/06/23	22:00:00	22.058					
995	12/06/23	23:00:00	21.915					
996	13/06/23	00:00:00	21.843					
997	13/06/23	01:00:00	21.819					
998	13/06/23	02:00:00	21.676					
999	13/06/23	03:00:00	21.963					
1000	13/06/23	04:00:00	21.891					
1001	13/06/23	05:00:00	22.082					
1002	13/06/23	06:00:00	22.274					
1003	13/06/23	07:00:00	22.226					
1004	13/06/23	08:00:00	22.561					
1005	13/06/23	09:00:00	22.393					
1006	13/06/23	10:00:00	22.537					
1007	13/06/23	11:00:00	22.441					
1008	13/06/23	12:00:00	22.561					
1009	13/06/23	13:00:00	22.896					
1010	13/06/23	14:00:00	23.088					
1011	13/06/23	15:00:00	23.232					
1012	13/06/23	16:00:00	23.184					
1013	13/06/23	17:00:00	23.184					
1014	13/06/23	18:00:00	23.136					
1015	13/06/23	19:00:00	23.064					
1016	13/06/23	20:00:00	22.729					
1017	13/06/23	21:00:00	22.417					
1018	13/06/23	22:00:00	21.987					
1019	13/06/23	23:00:00	22.082					
1020	14/06/23	00:00:00	22.226					
1021	14/06/23	01:00:00	22.034					
1022	14/06/23	02:00:00	22.393					
1023	14/06/23	03:00:00	22.441					
1024	14/06/23	04:00:00	21.748					
1025	14/06/23	05:00:00	22.106					
1026	14/06/23	06:00:00	21.437					
1027	14/06/23	07:00:00	22.298					
1028	14/06/23	08:00:00	22.274					
1029	14/06/23	09:00:00	20.388					
1030	14/06/23	10:00:00	22.369					
1031	14/06/23	11:00:00	20.365					
1032	14/06/23	12:00:00	21.246					
1033	14/06/23	13:00:00	22.896					
1034	14/06/23	14:00:00	23.208					
1035	14/06/23	15:00:00	23.184					
1036	14/06/23	16:00:00	23.016					
1037	14/06/23	17:00:00	22.992					
1038	14/06/23	18:00:00	22.753					
1039	14/06/23	19:00:00	22.920					
1040	14/06/23	20:00:00	22.944					
1041	14/06/23	21:00:00	22.585					
1042	14/06/23	22:00:00	22.609					
1043	14/06/23	23:00:00	22.681					
1044	15/06/23	00:00:00	22.609					
1045	15/06/23	01:00:00	21.724					
1046	15/06/23	02:00:00	22.298					
1047	15/06/23	03:00:00	21.509					
1048	15/06/23	04:00:00	22.034					
1049	15/06/23	05:00:00	20.150					
1050	15/06/23	06:00:00	19.651					
1051	15/06/23	07:00:00	19.817					
1052	15/06/23	08:00:00	22.034					
1053	15/06/23	09:00:00	22.274					
1054	15/06/23	10:00:00	22.465					
1055	15/06/23	11:00:00	22.585					
1056	15/06/23	12:00:00	23.376					
1057	15/06/23	13:00:00	23.785					
1058	15/06/23	14:00:00	23.905					
1059	15/06/23	15:00:00	24.171					
1060	15/06/23	16:00:00	23.689					
1061	15/06/23	17:00:00	23.737					
1062	15/06/23	18:00:00	23.016					
1063	15/06/23	19:00:00	22.753					
1064	15/06/23	20:00:00	22.202					
1065	15/06/23	21:00:00	21.915					
1066	15/06/23	22:00:00	21.318					
1067	15/06/23	23:00:00	21.700					
1068	16/06/23	00:00:00	22.298					
1069	16/06/23	01:00:00	22.992					
1070	16/06/23	02:00:00	23.184					
1071	16/06/23	03:00:00	23.521					
1072	16/06/23	04:00:00	23.593					
1073	16/06/23	05:00:00	23.545					
1074	16/06/23	06:00:00	23.617					
1075	16/06/23	07:00:00	23.593					
1076	16/06/23	08:00:00	23.617					
1077	16/06/23	09:00:00	23.593					
1078	16/06/23	10:00:00	23.593					
1079	16/06/23	11:00:00	23.641					
1080	16/06/23	12:00:00	23.593					
1081	16/06/23	13:00:00	23.689					
1082	16/06/23	14:00:00	23.472					
1083	16/06/23	15:00:00	23.761					
1084	16/06/23	16:00:00	23.665					
1085	16/06/23	17:00:00	23.641					
1086	16/06/23	18:00:00	23.569					
1087	16/06/23	19:00:00	23.352					
1088	16/06/23	20:00:00	23.088					
1089	16/06/23	21:00:00	23.088					
1090	16/06/23	22:00:00	23.208					
1091	16/06/23	23:00:00	23.280					
1092	17/06/23	00:00:00	23.304					
1093	17/06/23	01:00:00	23.280					
1094	17/06/23	02:00:00	23.160					
1095	17/06/23	03:00:00	23.280					
1096	17/06/23	04:00:00	23.497					
1097	17/06/23	05:00:00	23.136					
1098	17/06/23	06:00:00	23.376					
1099	17/06/23	07:00:00	22.944					
1100	17/06/23	08:00:00	23.088					
1101	17/06/23	09:00:00	22.657					
1102	17/06/23	10:00:00	23.472					
1103	17/06/23	11:00:00	23.545					
1104	17/06/23	12:00:00	23.761					
1105	17/06/23	13:00:00	23.016					
1106	17/06/23	14:00:00	23.593					
1107	17/06/23	15:00:00	22.944					
1108	17/06/23	16:00:00	23.833					
1109	17/06/23	17:00:00	24.243					
1110	17/06/23	18:00:00	24.171					
1111	17/06/23	19:00:00	23.905					
1112	17/06/23	20:00:00	23.280					
1113	17/06/23	21:00:00	23.160					
1114	17/06/23	22:00:00	22.633					
1115	17/06/23	23:00:00	22.154					
1116	18/06/23	00:00:00	21.079					
1117	18/06/23	01:00:00	20.341					
1118	18/06/23	02:00:00	20.246					
1119	18/06/23	03:00:00	22.848					
1120	18/06/23	04:00:00	21.963					
1121	18/06/23	05:00:00	22.154					
1122	18/06/23	06:00:00	22.441					
1123	18/06/23	07:00:00	22.441					
1124	18/06/23	08:00:00	22.178					
1125	18/06/23	09:00:00	22.489					
1126	18/06/23	10:00:00	22.824					
1127	18/06/23	11:00:00	22.800					
1128	18/06/23	12:00:00	23.088					
1129	18/06/23	13:00:00	22.944					
1130	18/06/23	14:00:00	22.896					
1131	18/06/23	15:00:00	22.944					
1132	18/06/23	16:00:00	22.657					
1133	18/06/23	17:00:00	22.920					
1134	18/06/23	18:00:00	22.393					
1135	18/06/23	19:00:00	21.915					
1136	18/06/23	20:00:00	21.867					
1137	18/06/23	21:00:00	21.772					
1138	18/06/23	22:00:00	20.698					
1139	18/06/23	23:00:00	19.912					
1140	19/06/23	00:00:00	19.817					
1141	19/06/23	01:00:00	20.007					
1142	19/06/23	02:00:00	20.746					
1143	19/06/23	03:00:00	20.746					
1144	19/06/23	04:00:00	20.150					
1145	19/06/23	05:00:00	20.865					
1146	19/06/23	06:00:00	21.056					
1147	19/06/23	07:00:00	20.579					
1148	19/06/23	08:00:00	20.055					
1149	19/06/23	09:00:00	20.531					
1150	19/06/23	10:00:00	21.843					
1151	19/06/23	11:00:00	19.579					
1152	19/06/23	12:00:00	18.913					
1153	19/06/23	13:00:00	18.390					
1154	19/06/23	14:00:00	18.937					
1155	19/06/23	15:00:00	19.698					
1156	19/06/23	16:00:00	19.555					
1157	19/06/23	17:00:00	19.008					
1158	19/06/23	18:00:00	18.295					
1159	19/06/23	19:00:00	18.438					
1160	19/06/23	20:00:00	18.295					
1161	19/06/23	21:00:00	18.247					
1162	19/06/23	22:00:00	18.461					
1163	19/06/23	23:00:00	18.152					
1164	20/06/23	00:00:00	17.724					
1165	20/06/23	01:00:00	17.605					
1166	20/06/23	02:00:00	17.272					
1167	20/06/23	03:00:00	16.915					
1168	20/06/23	04:00:00	16.796					
1169	20/06/23	05:00:00	16.487					
1170	20/06/23	06:00:00	16.392					
1171	20/06/23	07:00:00	16.463					
1172	20/06/23	08:00:00	16.487					
1173	20/06/23	09:00:00	16.773					
1174	20/06/23	10:00:00	16.749					
1175	20/06/23	11:00:00	16.630					
1176	20/06/23	12:00:00	16.320					
1177	20/06/23	13:00:00	16.201					
1178	20/06/23	14:00:00	15.986					
1179	20/06/23	15:00:00	15.748					
1180	20/06/23	16:00:00	15.915					
1181	20/06/23	17:00:00	15.796					
1182	20/06/23	18:00:00	15.676					
1183	20/06/23	19:00:00	15.461					
1184	20/06/23	20:00:00	15.414					
1185	20/06/23	21:00:00	15.414					
1186	20/06/23	22:00:00	15.461					
1187	20/06/23	23:00:00	15.915					
1188	21/06/23	00:00:00	15.676					
1189	21/06/23	01:00:00	15.629					
1190	21/06/23	02:00:00	16.987					
1191	21/06/23	03:00:00	16.392					
1192	21/06/23	04:00:00	15.915					
1193	21/06/23	05:00:00	16.010					
1194	21/06/23	06:00:00	16.368					
1195	21/06/23	07:00:00	16.582					
1196	21/06/23	08:00:00	17.249					
1197	21/06/23	09:00:00	16.415					
1198	21/06/23	10:00:00	16.939					
1199	21/06/23	11:00:00	17.058					
1200	21/06/23	12:00:00	16.654					
1201	21/06/23	13:00:00	16.153					
1202	21/06/23	14:00:00	16.487					
1203	21/06/23	15:00:00	16.010					
1204	21/06/23	16:00:00	16.082					
1205	21/06/23	17:00:00	16.415					
1206	21/06/23	18:00:00	16.725					
1207	21/06/23	19:00:00	16.701					
1208	21/06/23	20:00:00	16.439					
1209	21/06/23	21:00:00	16.368					
1210	21/06/23	22:00:00	16.249					
1211	21/06/23	23:00:00	16.082					
1212	22/06/23	00:00:00	16.034					
1213	22/06/23	01:00:00	16.082					
1214	22/06/23	02:00:00	16.415					
1215	22/06/23	03:00:00	16.296					
1216	22/06/23	04:00:00	16.225					
1217	22/06/23	05:00:00	16.106					
1218	22/06/23	06:00:00	16.034					
1219	22/06/23	07:00:00	16.272					
1220	22/06/23	08:00:00	16.344					
1221	22/06/23	09:00:00	16.344					
1222	22/06/23	10:00:00	16.225					
1223	22/06/23	11:00:00	16.106					
1224	22/06/23	12:00:00	16.082					
1225	22/06/23	13:00:00	16.058					
1226	22/06/23	14:00:00	15.915					
1227	22/06/23	15:00:00	16.058					
1228	22/06/23	16:00:00	16.392					
1229	22/06/23	17:00:00	16.630					
1230	22/06/23	18:00:00	16.654					
1231	22/06/23	19:00:00	16.892					
1232	22/06/23	20:00:00	16.773					
1233	22/06/23	21:00:00	16.796					
1234	22/06/23	22:00:00	16.820					
1235	22/06/23	23:00:00	16.749					
1236	23/06/23	00:00:00	16.701					
1237	23/06/23	01:00:00	16.654					
1238	23/06/23	02:00:00	16.915					
1239	23/06/23	03:00:00	16.773					
1240	23/06/23	04:00:00	17.130					
1241	23/06/23	05:00:00	16.844					
1242	23/06/23	06:00:00	16.892					
1243	23/06/23	07:00:00	17.082					
1244	23/06/23	08:00:00	19.770					
1245	23/06/23	09:00:00	19.770					
1246	23/06/23	10:00:00	18.771					
1247	23/06/23	11:00:00	21.151					
1248	23/06/23	12:00:00	21.151					
1249	23/06/23	13:00:00	21.891					
1250	23/06/23	14:00:00	21.843					
1251	23/06/23	15:00:00	21.795					
1252	23/06/23	16:00:00	23.713					
1253	23/06/23	17:00:00	22.489					
1254	23/06/23	18:00:00	24.291					
1255	23/06/23	19:00:00	22.920					
1256	23/06/23	20:00:00	24.557					
1257	23/06/23	21:00:00	24.074					
1258	23/06/23	22:00:00	23.713					
1259	23/06/23	23:00:00	23.304					
1260	24/06/23	00:00:00	23.761					
1261	24/06/23	01:00:00	23.785					
1262	24/06/23	02:00:00	24.098					
1263	24/06/23	03:00:00	24.098					
1264	24/06/23	04:00:00	23.930					
1265	24/06/23	05:00:00	24.291					
1266	24/06/23	06:00:00	24.074					
1267	24/06/23	07:00:00	24.291					
1268	24/06/23	08:00:00	24.315					
1269	24/06/23	09:00:00	24.339					
1270	24/06/23	10:00:00	24.363					
1271	24/06/23	11:00:00	24.026					
1272	24/06/23	12:00:00	24.532					
1273	24/06/23	13:00:00	24.532					
1274	24/06/23	14:00:00	24.532					
1275	24/06/23	15:00:00	24.557					
1276	24/06/23	16:00:00	24.605					
1277	24/06/23	17:00:00	24.847					
1278	24/06/23	18:00:00	24.847					
1279	24/06/23	19:00:00	24.823					
1280	24/06/23	20:00:00	24.774					
1281	24/06/23	21:00:00	24.726					
1282	24/06/23	22:00:00	24.677					
1283	24/06/23	23:00:00	24.653					
1284	25/06/23	00:00:00	24.605					
1285	25/06/23	01:00:00	24.557					
1286	25/06/23	02:00:00	24.532					
1287	25/06/23	03:00:00	24.508					
1288	25/06/23	04:00:00	24.484					
1289	25/06/23	05:00:00	24.460					
1290	25/06/23	06:00:00	24.436					
1291	25/06/23	07:00:00	24.436					
1292	25/06/23	08:00:00	24.532					
1293	25/06/23	09:00:00	24.581					
1294	25/06/23	10:00:00	24.677					
1295	25/06/23	11:00:00	24.653					
1296	25/06/23	12:00:00	24.653					
1297	25/06/23	13:00:00	24.653					
1298	25/06/23	14:00:00	24.677					
1299	25/06/23	15:00:00	24.243					
1300	25/06/23	16:00:00	24.388					
1301	25/06/23	17:00:00	24.508					
1302	25/06/23	18:00:00	24.291					
1303	25/06/23	19:00:00	24.315					
1304	25/06/23	20:00:00	24.339					
1305	25/06/23	21:00:00	24.363					
1306	25/06/23	22:00:00	24.363					
1307	25/06/23	23:00:00	24.363					
1308	26/06/23	00:00:00	24.363					
1309	26/06/23	01:00:00	24.895					
1310	26/06/23	02:00:00	25.137					
1311	26/06/23	03:00:00	24.629					
1312	26/06/23	04:00:00	24.436					
1313	26/06/23	05:00:00	24.919					
1314	26/06/23	06:00:00	24.484					
1315	26/06/23	07:00:00	25.162					
1316	26/06/23	08:00:00	24.919					
1317	26/06/23	09:00:00	24.702					
1318	26/06/23	10:00:00	24.291					
1319	26/06/23	11:00:00	24.291					
1320	26/06/23	12:00:00	24.315					
1321	26/06/23	13:00:00	24.532					
1322	26/06/23	14:00:00	24.702					
1323	26/06/23	15:00:00	24.774					
1324	26/06/23	16:00:00	24.605					
1325	26/06/23	17:00:00	24.436					
1326	26/06/23	18:00:00	24.412					
1327	26/06/23	19:00:00	24.412					
1328	26/06/23	20:00:00	24.388					
1329	26/06/23	21:00:00	24.339					
1330	26/06/23	22:00:00	24.219					
1331	26/06/23	23:00:00	24.122					
1332	27/06/23	00:00:00	24.122					
1333	27/06/23	01:00:00	24.122					
1334	27/06/23	02:00:00	24.122					
1335	27/06/23	03:00:00	24.098					
1336	27/06/23	04:00:00	24.098					
1337	27/06/23	05:00:00	24.146					
1338	27/06/23	06:00:00	24.171					
1339	27/06/23	07:00:00	24.195					
1340	27/06/23	08:00:00	24.919					
1341	27/06/23	09:00:00	25.162					
1342	27/06/23	10:00:00	25.113					
1343	27/06/23	11:00:00	25.186					
1344	27/06/23	12:00:00	25.186					
1345	27/06/23	13:00:00	24.895					
1346	27/06/23	14:00:00	24.653					
1347	27/06/23	15:00:00	24.484					
1348	27/06/23	16:00:00	24.363					
1349	27/06/23	17:00:00	24.146					
1350	27/06/23	18:00:00	24.171					
1351	27/06/23	19:00:00	24.219					
1352	27/06/23	20:00:00	24.195					
1353	27/06/23	21:00:00	24.315					
1354	27/06/23	22:00:00	24.388					
1355	27/06/23	23:00:00	24.484					
1356	28/06/23	00:00:00	24.557					
1357	28/06/23	01:00:00	24.581					
1358	28/06/23	02:00:00	24.557					
1359	28/06/23	03:00:00	24.508					
1360	28/06/23	04:00:00	24.508					
1361	28/06/23	05:00:00	24.774					
1362	28/06/23	06:00:00	24.750					
1363	28/06/23	07:00:00	24.919					
1364	28/06/23	08:00:00	25.137					
1365	28/06/23	09:00:00	25.404					
1366	28/06/23	10:00:00	25.793					
1367	28/06/23	11:00:00	25.914					
1368	28/06/23	12:00:00	25.817					
1369	28/06/23	13:00:00	25.890					
1370	28/06/23	14:00:00	25.671					
1371	28/06/23	15:00:00	25.671					
1372	28/06/23	16:00:00	25.598					
1373	28/06/23	17:00:00	25.186					
1374	28/06/23	18:00:00	25.137					
1375	28/06/23	19:00:00	25.065					
1376	28/06/23	20:00:00	24.895					
1377	28/06/23	21:00:00	24.774					
1378	28/06/23	22:00:00	24.750					
1379	28/06/23	23:00:00	24.847					
1380	29/06/23	00:00:00	24.847					
1381	29/06/23	01:00:00	24.919					
1382	29/06/23	02:00:00	24.944					
1383	29/06/23	03:00:00	24.919					
1384	29/06/23	04:00:00	25.137					
1385	29/06/23	05:00:00	25.016					
1386	29/06/23	06:00:00	25.428					
1387	29/06/23	07:00:00	25.428					
