"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 21151965, SEN S/N: 21151965, LBL: 10m)"	"Acoplador separado (LGR S/N: 21151965, SEN S/N: 21151965)"	"Acoplador adjunto (LGR S/N: 21151965, SEN S/N: 21151965)"	"Host conectado (LGR S/N: 21151965, SEN S/N: 21151965)"	"Parado (LGR S/N: 21151965, SEN S/N: 21151965)"	"Final de archivo (LGR S/N: 21151965, SEN S/N: 21151965)"
1	19/04/23	23:00:00	15.008	Registrado				
2	20/04/23	00:00:00	15.008					
3	20/04/23	01:00:00	14.912					
4	20/04/23	02:00:00	14.840					
5	20/04/23	03:00:00	14.864					
6	20/04/23	04:00:00	14.840					
7	20/04/23	05:00:00	14.864					
8	20/04/23	06:00:00	14.864					
9	20/04/23	07:00:00	14.888					
10	20/04/23	08:00:00	14.912					
11	20/04/23	09:00:00	14.984					
12	20/04/23	10:00:00	15.103					
13	20/04/23	11:00:00	15.079					
14	20/04/23	12:00:00	15.127					
15	20/04/23	13:00:00	15.127					
16	20/04/23	14:00:00	15.055					
17	20/04/23	15:00:00	15.079					
18	20/04/23	16:00:00	15.008					
19	20/04/23	17:00:00	15.031					
20	20/04/23	18:00:00	15.055					
21	20/04/23	19:00:00	15.079					
22	20/04/23	20:00:00	15.103					
23	20/04/23	21:00:00	15.008					
24	20/04/23	22:00:00	14.936					
25	20/04/23	23:00:00	14.888					
26	21/04/23	00:00:00	15.008					
27	21/04/23	01:00:00	15.055					
28	21/04/23	02:00:00	15.031					
29	21/04/23	03:00:00	15.008					
30	21/04/23	04:00:00	15.055					
31	21/04/23	05:00:00	15.103					
32	21/04/23	06:00:00	15.103					
33	21/04/23	07:00:00	15.103					
34	21/04/23	08:00:00	15.151					
35	21/04/23	09:00:00	15.079					
36	21/04/23	10:00:00	15.103					
37	21/04/23	11:00:00	15.199					
38	21/04/23	12:00:00	15.223					
39	21/04/23	13:00:00	15.175					
40	21/04/23	14:00:00	15.199					
41	21/04/23	15:00:00	15.247					
42	21/04/23	16:00:00	15.247					
43	21/04/23	17:00:00	15.175					
44	21/04/23	18:00:00	15.199					
45	21/04/23	19:00:00	15.199					
46	21/04/23	20:00:00	14.888					
47	21/04/23	21:00:00	14.936					
48	21/04/23	22:00:00	15.127					
49	21/04/23	23:00:00	14.864					
50	22/04/23	00:00:00	15.079					
51	22/04/23	01:00:00	14.912					
52	22/04/23	02:00:00	15.175					
53	22/04/23	03:00:00	15.294					
54	22/04/23	04:00:00	14.984					
55	22/04/23	05:00:00	14.816					
56	22/04/23	06:00:00	14.792					
57	22/04/23	07:00:00	14.792					
58	22/04/23	08:00:00	14.816					
59	22/04/23	09:00:00	15.031					
60	22/04/23	10:00:00	15.151					
61	22/04/23	11:00:00	15.223					
62	22/04/23	12:00:00	15.294					
63	22/04/23	13:00:00	15.270					
64	22/04/23	14:00:00	15.175					
65	22/04/23	15:00:00	15.223					
66	22/04/23	16:00:00	15.127					
67	22/04/23	17:00:00	15.557					
68	22/04/23	18:00:00	15.175					
69	22/04/23	19:00:00	15.055					
70	22/04/23	20:00:00	15.055					
71	22/04/23	21:00:00	15.247					
72	22/04/23	22:00:00	15.438					
73	22/04/23	23:00:00	15.366					
74	23/04/23	00:00:00	15.390					
75	23/04/23	01:00:00	15.270					
76	23/04/23	02:00:00	15.438					
77	23/04/23	03:00:00	15.390					
78	23/04/23	04:00:00	15.199					
79	23/04/23	05:00:00	15.031					
80	23/04/23	06:00:00	14.960					
81	23/04/23	07:00:00	15.175					
82	23/04/23	08:00:00	15.270					
83	23/04/23	09:00:00	15.533					
84	23/04/23	10:00:00	15.294					
85	23/04/23	11:00:00	15.127					
86	23/04/23	12:00:00	15.223					
87	23/04/23	13:00:00	15.247					
88	23/04/23	14:00:00	15.270					
89	23/04/23	15:00:00	15.270					
90	23/04/23	16:00:00	15.247					
91	23/04/23	17:00:00	15.079					
92	23/04/23	18:00:00	15.390					
93	23/04/23	19:00:00	15.366					
94	23/04/23	20:00:00	15.366					
95	23/04/23	21:00:00	15.509					
96	23/04/23	22:00:00	15.724					
97	23/04/23	23:00:00	15.748					
98	24/04/23	00:00:00	15.676					
99	24/04/23	01:00:00	15.676					
100	24/04/23	02:00:00	15.581					
101	24/04/23	03:00:00	15.485					
102	24/04/23	04:00:00	15.509					
103	24/04/23	05:00:00	15.509					
104	24/04/23	06:00:00	15.581					
105	24/04/23	07:00:00	15.605					
106	24/04/23	08:00:00	15.676					
107	24/04/23	09:00:00	15.676					
108	24/04/23	10:00:00	15.724					
109	24/04/23	11:00:00	15.724					
110	24/04/23	12:00:00	15.676					
111	24/04/23	13:00:00	15.652					
112	24/04/23	14:00:00	15.652					
113	24/04/23	15:00:00	15.652					
114	24/04/23	16:00:00	15.676					
115	24/04/23	17:00:00	15.676					
116	24/04/23	18:00:00	15.652					
117	24/04/23	19:00:00	15.652					
118	24/04/23	20:00:00	15.652					
119	24/04/23	21:00:00	15.676					
120	24/04/23	22:00:00	15.700					
121	24/04/23	23:00:00	15.748					
122	25/04/23	00:00:00	15.748					
123	25/04/23	01:00:00	15.748					
124	25/04/23	02:00:00	15.724					
125	25/04/23	03:00:00	15.676					
126	25/04/23	04:00:00	15.700					
127	25/04/23	05:00:00	15.676					
128	25/04/23	06:00:00	15.676					
129	25/04/23	07:00:00	15.676					
130	25/04/23	08:00:00	15.676					
131	25/04/23	09:00:00	15.676					
132	25/04/23	10:00:00	15.652					
133	25/04/23	11:00:00	15.652					
134	25/04/23	12:00:00	15.676					
135	25/04/23	13:00:00	15.676					
136	25/04/23	14:00:00	15.700					
137	25/04/23	15:00:00	15.724					
138	25/04/23	16:00:00	15.748					
139	25/04/23	17:00:00	15.748					
140	25/04/23	18:00:00	15.748					
141	25/04/23	19:00:00	15.772					
142	25/04/23	20:00:00	15.796					
143	25/04/23	21:00:00	15.796					
144	25/04/23	22:00:00	15.796					
145	25/04/23	23:00:00	15.796					
146	26/04/23	00:00:00	15.748					
147	26/04/23	01:00:00	15.700					
148	26/04/23	02:00:00	15.700					
149	26/04/23	03:00:00	15.700					
150	26/04/23	04:00:00	15.676					
151	26/04/23	05:00:00	15.676					
152	26/04/23	06:00:00	15.676					
153	26/04/23	07:00:00	15.676					
154	26/04/23	08:00:00	15.700					
155	26/04/23	09:00:00	15.724					
156	26/04/23	10:00:00	15.772					
157	26/04/23	11:00:00	15.796					
158	26/04/23	12:00:00	15.819					
159	26/04/23	13:00:00	15.819					
160	26/04/23	14:00:00	15.819					
161	26/04/23	15:00:00	15.796					
162	26/04/23	16:00:00	15.796					
163	26/04/23	17:00:00	15.796					
164	26/04/23	18:00:00	15.772					
165	26/04/23	19:00:00	15.915					
166	26/04/23	20:00:00	15.796					
167	26/04/23	21:00:00	15.939					
168	26/04/23	22:00:00	15.939					
169	26/04/23	23:00:00	15.939					
170	27/04/23	00:00:00	15.915					
171	27/04/23	01:00:00	15.891					
172	27/04/23	02:00:00	15.867					
173	27/04/23	03:00:00	15.891					
174	27/04/23	04:00:00	15.915					
175	27/04/23	05:00:00	15.891					
176	27/04/23	06:00:00	15.891					
177	27/04/23	07:00:00	15.867					
178	27/04/23	08:00:00	15.891					
179	27/04/23	09:00:00	15.915					
180	27/04/23	10:00:00	15.939					
181	27/04/23	11:00:00	15.986					
182	27/04/23	12:00:00	16.010					
183	27/04/23	13:00:00	15.963					
184	27/04/23	14:00:00	15.796					
185	27/04/23	15:00:00	15.676					
186	27/04/23	16:00:00	15.581					
187	27/04/23	17:00:00	15.629					
188	27/04/23	18:00:00	15.843					
189	27/04/23	19:00:00	15.891					
190	27/04/23	20:00:00	15.819					
191	27/04/23	21:00:00	15.819					
192	27/04/23	22:00:00	15.843					
193	27/04/23	23:00:00	15.867					
194	28/04/23	00:00:00	15.867					
195	28/04/23	01:00:00	15.867					
196	28/04/23	02:00:00	15.867					
197	28/04/23	03:00:00	15.867					
198	28/04/23	04:00:00	15.843					
199	28/04/23	05:00:00	15.843					
200	28/04/23	06:00:00	15.891					
201	28/04/23	07:00:00	15.891					
202	28/04/23	08:00:00	15.939					
203	28/04/23	09:00:00	15.963					
204	28/04/23	10:00:00	16.010					
205	28/04/23	11:00:00	15.867					
206	28/04/23	12:00:00	15.676					
207	28/04/23	13:00:00	15.724					
208	28/04/23	14:00:00	15.867					
209	28/04/23	15:00:00	16.034					
210	28/04/23	16:00:00	15.915					
211	28/04/23	17:00:00	15.915					
212	28/04/23	18:00:00	15.939					
213	28/04/23	19:00:00	16.010					
214	28/04/23	20:00:00	16.463					
215	28/04/23	21:00:00	16.201					
216	28/04/23	22:00:00	16.058					
217	28/04/23	23:00:00	15.963					
218	29/04/23	00:00:00	15.939					
219	29/04/23	01:00:00	15.867					
220	29/04/23	02:00:00	15.819					
221	29/04/23	03:00:00	15.867					
222	29/04/23	04:00:00	15.843					
223	29/04/23	05:00:00	15.819					
224	29/04/23	06:00:00	15.819					
225	29/04/23	07:00:00	15.963					
226	29/04/23	08:00:00	15.986					
227	29/04/23	09:00:00	15.963					
228	29/04/23	10:00:00	15.748					
229	29/04/23	11:00:00	15.819					
230	29/04/23	12:00:00	15.748					
231	29/04/23	13:00:00	15.772					
232	29/04/23	14:00:00	15.819					
233	29/04/23	15:00:00	15.867					
234	29/04/23	16:00:00	15.891					
235	29/04/23	17:00:00	15.843					
236	29/04/23	18:00:00	15.748					
237	29/04/23	19:00:00	15.843					
238	29/04/23	20:00:00	15.724					
239	29/04/23	21:00:00	15.581					
240	29/04/23	22:00:00	15.485					
241	29/04/23	23:00:00	15.629					
242	30/04/23	00:00:00	15.772					
243	30/04/23	01:00:00	15.557					
244	30/04/23	02:00:00	15.533					
245	30/04/23	03:00:00	15.533					
246	30/04/23	04:00:00	15.557					
247	30/04/23	05:00:00	15.581					
248	30/04/23	06:00:00	15.605					
249	30/04/23	07:00:00	15.581					
250	30/04/23	08:00:00	15.557					
251	30/04/23	09:00:00	15.581					
252	30/04/23	10:00:00	15.581					
253	30/04/23	11:00:00	15.485					
254	30/04/23	12:00:00	15.461					
255	30/04/23	13:00:00	15.461					
256	30/04/23	14:00:00	15.485					
257	30/04/23	15:00:00	15.557					
258	30/04/23	16:00:00	15.581					
259	30/04/23	17:00:00	15.533					
260	30/04/23	18:00:00	15.581					
261	30/04/23	19:00:00	15.629					
262	30/04/23	20:00:00	15.485					
263	30/04/23	21:00:00	15.676					
264	30/04/23	22:00:00	15.485					
265	30/04/23	23:00:00	15.390					
266	01/05/23	00:00:00	15.533					
267	01/05/23	01:00:00	15.581					
268	01/05/23	02:00:00	15.652					
269	01/05/23	03:00:00	15.700					
270	01/05/23	04:00:00	15.724					
271	01/05/23	05:00:00	15.891					
272	01/05/23	06:00:00	15.724					
273	01/05/23	07:00:00	15.676					
274	01/05/23	08:00:00	15.581					
275	01/05/23	09:00:00	15.652					
276	01/05/23	10:00:00	15.676					
277	01/05/23	11:00:00	15.724					
278	01/05/23	12:00:00	15.796					
279	01/05/23	13:00:00	15.796					
280	01/05/23	14:00:00	15.796					
281	01/05/23	15:00:00	15.652					
282	01/05/23	16:00:00	15.748					
283	01/05/23	17:00:00	15.724					
284	01/05/23	18:00:00	15.748					
285	01/05/23	19:00:00	15.867					
286	01/05/23	20:00:00	15.843					
287	01/05/23	21:00:00	15.676					
288	01/05/23	22:00:00	15.867					
289	01/05/23	23:00:00	15.748					
290	02/05/23	00:00:00	15.629					
291	02/05/23	01:00:00	15.485					
292	02/05/23	02:00:00	15.700					
293	02/05/23	03:00:00	15.748					
294	02/05/23	04:00:00	15.700					
295	02/05/23	05:00:00	15.366					
296	02/05/23	06:00:00	15.724					
297	02/05/23	07:00:00	15.700					
298	02/05/23	08:00:00	15.652					
299	02/05/23	09:00:00	15.605					
300	02/05/23	10:00:00	15.652					
301	02/05/23	11:00:00	15.700					
302	02/05/23	12:00:00	15.724					
303	02/05/23	13:00:00	15.652					
304	02/05/23	14:00:00	15.748					
305	02/05/23	15:00:00	15.772					
306	02/05/23	16:00:00	15.819					
307	02/05/23	17:00:00	15.772					
308	02/05/23	18:00:00	15.796					
309	02/05/23	19:00:00	15.843					
310	02/05/23	20:00:00	15.819					
311	02/05/23	21:00:00	15.843					
312	02/05/23	22:00:00	15.819					
313	02/05/23	23:00:00	15.867					
314	03/05/23	00:00:00	15.867					
315	03/05/23	01:00:00	15.867					
316	03/05/23	02:00:00	15.724					
317	03/05/23	03:00:00	15.724					
318	03/05/23	04:00:00	15.700					
319	03/05/23	05:00:00	15.772					
320	03/05/23	06:00:00	15.581					
321	03/05/23	07:00:00	15.796					
322	03/05/23	08:00:00	15.819					
323	03/05/23	09:00:00	15.438					
324	03/05/23	10:00:00	15.318					
325	03/05/23	11:00:00	15.796					
326	03/05/23	12:00:00	15.629					
327	03/05/23	13:00:00	15.724					
328	03/05/23	14:00:00	15.819					
329	03/05/23	15:00:00	15.867					
330	03/05/23	16:00:00	15.915					
331	03/05/23	17:00:00	15.867					
332	03/05/23	18:00:00	15.843					
333	03/05/23	19:00:00	15.748					
334	03/05/23	20:00:00	15.724					
335	03/05/23	21:00:00	15.724					
336	03/05/23	22:00:00	15.843					
337	03/05/23	23:00:00	15.867					
338	04/05/23	00:00:00	15.867					
339	04/05/23	01:00:00	15.819					
340	04/05/23	02:00:00	15.796					
341	04/05/23	03:00:00	15.724					
342	04/05/23	04:00:00	15.700					
343	04/05/23	05:00:00	15.772					
344	04/05/23	06:00:00	15.843					
345	04/05/23	07:00:00	15.843					
346	04/05/23	08:00:00	15.676					
347	04/05/23	09:00:00	15.748					
348	04/05/23	10:00:00	15.748					
349	04/05/23	11:00:00	15.629					
350	04/05/23	12:00:00	15.676					
351	04/05/23	13:00:00	15.605					
352	04/05/23	14:00:00	15.533					
353	04/05/23	15:00:00	15.652					
354	04/05/23	16:00:00	15.724					
355	04/05/23	17:00:00	15.939					
356	04/05/23	18:00:00	15.843					
357	04/05/23	19:00:00	15.581					
358	04/05/23	20:00:00	15.485					
359	04/05/23	21:00:00	15.390					
360	04/05/23	22:00:00	16.034					
361	04/05/23	23:00:00	16.201					
362	05/05/23	00:00:00	16.106					
363	05/05/23	01:00:00	16.225					
364	05/05/23	02:00:00	16.106					
365	05/05/23	03:00:00	15.676					
366	05/05/23	04:00:00	15.438					
367	05/05/23	05:00:00	15.438					
368	05/05/23	06:00:00	15.438					
369	05/05/23	07:00:00	15.509					
370	05/05/23	08:00:00	16.058					
371	05/05/23	09:00:00	15.772					
372	05/05/23	10:00:00	16.201					
373	05/05/23	11:00:00	16.296					
374	05/05/23	12:00:00	16.177					
375	05/05/23	13:00:00	16.106					
376	05/05/23	14:00:00	16.249					
377	05/05/23	15:00:00	16.201					
378	05/05/23	16:00:00	16.058					
379	05/05/23	17:00:00	15.963					
380	05/05/23	18:00:00	16.582					
381	05/05/23	19:00:00	16.796					
